Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	FBbt:00047960	IAO:0000115	Larval neuron that has postsynaptic terminals in the mushroom body pedunculus and presynaptic terminals in the centroposterior lateral and intermediate compartments (clamp).	
ERROR	duplicate_definition	FBbt:00047961	IAO:0000115	Larval neuron that has postsynaptic terminals in the mushroom body pedunculus and presynaptic terminals in the centroposterior lateral and intermediate compartments (clamp).	
ERROR	duplicate_definition	FBbt:00047204	IAO:0000115	Larval Ladder neuron subtype.	
ERROR	duplicate_definition	FBbt:00047205	IAO:0000115	Larval Ladder neuron subtype.	
ERROR	duplicate_definition	FBbt:00047206	IAO:0000115	Larval Ladder neuron subtype.	
ERROR	duplicate_definition	FBbt:00047451	IAO:0000115	Larval gustatory receptor neuron of the dorsal organ group. This neuron has a cell body in the dorsal organ ganglion and innervates the dorsal organ. This subclass represents one bilateral pair of cells that express Gr2a and Gr28a (Kwon et al., 2011).	
ERROR	duplicate_definition	FBbt:00047452	IAO:0000115	Larval gustatory receptor neuron of the dorsal organ group. This neuron has a cell body in the dorsal organ ganglion and innervates the dorsal organ. This subclass represents one bilateral pair of cells that express Gr2a and Gr28a (Kwon et al., 2011).	
ERROR	duplicate_definition	FBbt:00111507	IAO:0000115	Large dorsal domain of nodulus subunit II in the adult brain, which overlies the ventral domain.	
ERROR	duplicate_definition	FBbt:00111508	IAO:0000115	Large dorsal domain of nodulus subunit II in the adult brain, which overlies the ventral domain.	
ERROR	duplicate_definition	FBbt:00111510	IAO:0000115	Large dorsal domain of nodulus subunit II in the adult brain, which overlies the ventral domain.	
ERROR	duplicate_definition	FBbt:00111455	IAO:0000115	Interneuron that connects the protocerebral bridge slice 1, both slices 8 of the posterior ring of the ellipsoid body and the contralateral dorsal gall (dorsal spindle body).	
ERROR	duplicate_definition	FBbt:00111456	IAO:0000115	Interneuron that connects the protocerebral bridge slice 1, both slices 8 of the posterior ring of the ellipsoid body and the contralateral dorsal gall (dorsal spindle body).	
ERROR	duplicate_definition	FBbt:00047435	IAO:0000115	Gustatory receptor neuron of the larval hypophysis. This subclass represents one bilateral pair of cells that express Gr33a, Gr66a and Gr68a.	
ERROR	duplicate_definition	FBbt:00047436	IAO:0000115	Gustatory receptor neuron of the larval hypophysis. This subclass represents one bilateral pair of cells that express Gr33a, Gr66a and Gr68a.	
ERROR	duplicate_definition	FBbt:00047438	IAO:0000115	Gustatory receptor neuron of the larval hypophysis. This subclass represents one bilateral pair of cells that express Gr28a.	
ERROR	duplicate_definition	FBbt:00047439	IAO:0000115	Gustatory receptor neuron of the larval hypophysis. This subclass represents one bilateral pair of cells that express Gr28a.	
ERROR	duplicate_definition	FBbt:00047440	IAO:0000115	Gustatory receptor neuron of the larval hypopharyngeal organ. This subclass represents one bilateral pair of cells that express Gr33a, Gr66a, Gr32a, Gr22b, Gr39a.a and Gr39b.	
ERROR	duplicate_definition	FBbt:00047441	IAO:0000115	Gustatory receptor neuron of the larval hypopharyngeal organ. This subclass represents one bilateral pair of cells that express Gr33a, Gr66a, Gr32a, Gr22b, Gr39a.a and Gr39b.	
ERROR	duplicate_definition	FBbt:00047444	IAO:0000115	Gustatory receptor neuron of the larval hypopharyngeal organ. This subclass represents one bilateral pair of cells that express Gr28a.	
ERROR	duplicate_definition	FBbt:00047445	IAO:0000115	Gustatory receptor neuron of the larval hypopharyngeal organ. This subclass represents one bilateral pair of cells that express Gr28a.	
ERROR	duplicate_definition	FBbt:00004674	IAO:0000115	Fifth tarsal segment of the prothoracic leg. Proximally it articulates with the tarsal segment 4, and distally it with the pretarsus.	
ERROR	duplicate_definition	FBbt:00004696	IAO:0000115	Fifth tarsal segment of the prothoracic leg. Proximally it articulates with the tarsal segment 4, and distally it with the pretarsus.	
ERROR	duplicate_definition	FBbt:00110247	IAO:0000115	Dorsal-most of the ventral longitudinal muscles.	
ERROR	duplicate_definition	FBbt:00110301	IAO:0000115	Dorsal-most of the ventral longitudinal muscles.	
ERROR	duplicate_definition	FBbt:00001505	IAO:0000115	Contralateral interneuron of the lineage of the neuroblast NB5-6 of the thorax that projects through the posterior commissure.	
ERROR	duplicate_definition	FBbt:00001508	IAO:0000115	Contralateral interneuron of the lineage of the neuroblast NB5-6 of the thorax that projects through the posterior commissure.	
