np_type	FBbt_id	FBbt_name	ref	date	synonym	synonym_ref
AVLP475	FBbt:20000584	adult anterior ventrolateral protocerebrum neuron 475	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP476	FBbt:20000585	adult anterior ventrolateral protocerebrum neuron 476	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP477	FBbt:20000586	adult anterior ventrolateral protocerebrum neuron 477	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP478	FBbt:20000587	adult anterior ventrolateral protocerebrum neuron 478	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP479	FBbt:20000588	adult anterior ventrolateral protocerebrum neuron 479	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP480	FBbt:20000589	adult anterior ventrolateral protocerebrum neuron 480	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP481	FBbt:20000590	adult anterior ventrolateral protocerebrum neuron 481	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP482	FBbt:20000591	adult anterior ventrolateral protocerebrum neuron 482	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP483	FBbt:20000592	adult anterior ventrolateral protocerebrum neuron 483	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP484	FBbt:20000593	adult anterior ventrolateral protocerebrum neuron 484	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP485	FBbt:20000594	adult anterior ventrolateral protocerebrum neuron 485	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP486	FBbt:20000595	adult anterior ventrolateral protocerebrum neuron 486	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP487	FBbt:20000596	adult anterior ventrolateral protocerebrum neuron 487	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP488	FBbt:20000597	adult anterior ventrolateral protocerebrum neuron 488	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP489	FBbt:20000598	adult anterior ventrolateral protocerebrum neuron 489	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP490	FBbt:20000599	adult anterior ventrolateral protocerebrum neuron 490	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP491	FBbt:20000600	adult anterior ventrolateral protocerebrum neuron 491	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP492	FBbt:20000601	adult anterior ventrolateral protocerebrum neuron 492	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP493	FBbt:20000602	adult anterior ventrolateral protocerebrum neuron 493	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP494	FBbt:20000603	adult anterior ventrolateral protocerebrum neuron 494	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP495	FBbt:20000604	adult anterior ventrolateral protocerebrum neuron 495	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP496	FBbt:20000605	adult anterior ventrolateral protocerebrum neuron 496	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP497	FBbt:20000606	adult anterior ventrolateral protocerebrum neuron 497	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP498	FBbt:20000607	adult anterior ventrolateral protocerebrum neuron 498	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP499	FBbt:20000608	adult anterior ventrolateral protocerebrum neuron 499	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP500	FBbt:20000609	adult anterior ventrolateral protocerebrum neuron 500	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP501	FBbt:20000610	adult anterior ventrolateral protocerebrum neuron 501	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP502	FBbt:20000611	adult anterior ventrolateral protocerebrum neuron 502	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP503	FBbt:20000612	adult anterior ventrolateral protocerebrum neuron 503	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP504	FBbt:20000613	adult anterior ventrolateral protocerebrum neuron 504	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP505	FBbt:20000614	adult anterior ventrolateral protocerebrum neuron 505	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP506	FBbt:20000615	adult anterior ventrolateral protocerebrum neuron 506	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP507	FBbt:20000616	adult anterior ventrolateral protocerebrum neuron 507	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP508	FBbt:20000617	adult anterior ventrolateral protocerebrum neuron 508	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP509	FBbt:20000618	adult anterior ventrolateral protocerebrum neuron 509	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP510	FBbt:20000619	adult anterior ventrolateral protocerebrum neuron 510	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP511	FBbt:20000620	adult anterior ventrolateral protocerebrum neuron 511	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP512	FBbt:20000621	adult anterior ventrolateral protocerebrum neuron 512	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP513	FBbt:20000622	adult anterior ventrolateral protocerebrum neuron 513	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP514	FBbt:20000623	adult anterior ventrolateral protocerebrum neuron 514	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP515	FBbt:20000624	adult anterior ventrolateral protocerebrum neuron 515	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP516	FBbt:20000625	adult anterior ventrolateral protocerebrum neuron 516	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP517	FBbt:20000626	adult anterior ventrolateral protocerebrum neuron 517	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP518	FBbt:20000627	adult anterior ventrolateral protocerebrum neuron 518	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP519	FBbt:20000628	adult anterior ventrolateral protocerebrum neuron 519	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP520	FBbt:20000629	adult anterior ventrolateral protocerebrum neuron 520	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP521	FBbt:20000630	adult anterior ventrolateral protocerebrum neuron 521	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP522	FBbt:20000631	adult anterior ventrolateral protocerebrum neuron 522	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP523	FBbt:20000632	adult anterior ventrolateral protocerebrum neuron 523	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP524	FBbt:20000633	adult anterior ventrolateral protocerebrum neuron 524	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP525	FBbt:20000634	adult anterior ventrolateral protocerebrum neuron 525	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP526	FBbt:20000635	adult anterior ventrolateral protocerebrum neuron 526	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP527	FBbt:20000636	adult anterior ventrolateral protocerebrum neuron 527	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP528	FBbt:20000637	adult anterior ventrolateral protocerebrum neuron 528	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP529	FBbt:20000638	adult anterior ventrolateral protocerebrum neuron 529	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP530	FBbt:20000639	adult anterior ventrolateral protocerebrum neuron 530	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP531	FBbt:20000640	adult anterior ventrolateral protocerebrum neuron 531	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP532	FBbt:20000641	adult anterior ventrolateral protocerebrum neuron 532	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP533	FBbt:20000642	adult anterior ventrolateral protocerebrum neuron 533	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP534	FBbt:20000643	adult anterior ventrolateral protocerebrum neuron 534	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP535	FBbt:20000644	adult anterior ventrolateral protocerebrum neuron 535	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP536	FBbt:20000645	adult anterior ventrolateral protocerebrum neuron 536	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP537	FBbt:20000646	adult anterior ventrolateral protocerebrum neuron 537	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP538	FBbt:20000647	adult anterior ventrolateral protocerebrum neuron 538	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP539	FBbt:20000648	adult anterior ventrolateral protocerebrum neuron 539	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP540	FBbt:20000649	adult anterior ventrolateral protocerebrum neuron 540	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP541	FBbt:20000650	adult anterior ventrolateral protocerebrum neuron 541	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP542	FBbt:20000651	adult anterior ventrolateral protocerebrum neuron 542	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP543	FBbt:20000652	adult anterior ventrolateral protocerebrum neuron 543	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP544	FBbt:20000653	adult anterior ventrolateral protocerebrum neuron 544	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP545	FBbt:20000654	adult anterior ventrolateral protocerebrum neuron 545	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP546	FBbt:20000655	adult anterior ventrolateral protocerebrum neuron 546	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP547	FBbt:20000656	adult anterior ventrolateral protocerebrum neuron 547	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP548	FBbt:20000657	adult anterior ventrolateral protocerebrum neuron 548	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP549	FBbt:20000658	adult anterior ventrolateral protocerebrum neuron 549	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP550	FBbt:20000659	adult anterior ventrolateral protocerebrum neuron 550	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP551	FBbt:20000660	adult anterior ventrolateral protocerebrum neuron 551	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP552	FBbt:20000661	adult anterior ventrolateral protocerebrum neuron 552	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP553	FBbt:20000662	adult anterior ventrolateral protocerebrum neuron 553	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP554	FBbt:20000663	adult anterior ventrolateral protocerebrum neuron 554	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP555	FBbt:20000664	adult anterior ventrolateral protocerebrum neuron 555	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP556	FBbt:20000665	adult anterior ventrolateral protocerebrum neuron 556	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP557	FBbt:20000666	adult anterior ventrolateral protocerebrum neuron 557	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP558	FBbt:20000667	adult anterior ventrolateral protocerebrum neuron 558	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP559	FBbt:20000668	adult anterior ventrolateral protocerebrum neuron 559	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP560	FBbt:20000669	adult anterior ventrolateral protocerebrum neuron 560	FlyBase:FBrf0246888	2020-07-30T12:00:00Z	CB1602	doi:10.1101/2023.06.27.546055
AVLP561	FBbt:20000670	adult anterior ventrolateral protocerebrum neuron 561	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP562	FBbt:20000671	adult anterior ventrolateral protocerebrum neuron 562	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP563	FBbt:20000672	adult anterior ventrolateral protocerebrum neuron 563	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP564	FBbt:20000673	adult anterior ventrolateral protocerebrum neuron 564	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP565	FBbt:20000674	adult anterior ventrolateral protocerebrum neuron 565	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP566	FBbt:20000675	adult anterior ventrolateral protocerebrum neuron 566	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP567	FBbt:20000676	adult anterior ventrolateral protocerebrum neuron 567	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP568	FBbt:20000677	adult anterior ventrolateral protocerebrum neuron 568	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP569	FBbt:20000678	adult anterior ventrolateral protocerebrum neuron 569	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP570	FBbt:20000679	adult anterior ventrolateral protocerebrum neuron 570	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP571	FBbt:20000680	adult anterior ventrolateral protocerebrum neuron 571	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP572	FBbt:20000681	adult anterior ventrolateral protocerebrum neuron 572	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP573	FBbt:20000682	adult anterior ventrolateral protocerebrum neuron 573	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP574	FBbt:20000683	adult anterior ventrolateral protocerebrum neuron 574	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP575	FBbt:20000684	adult anterior ventrolateral protocerebrum neuron 575	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP576	FBbt:20000685	adult anterior ventrolateral protocerebrum neuron 576	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP577	FBbt:20000686	adult anterior ventrolateral protocerebrum neuron 577	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP578	FBbt:20000687	adult anterior ventrolateral protocerebrum neuron 578	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP579	FBbt:20000688	adult anterior ventrolateral protocerebrum neuron 579	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP580	FBbt:20000689	adult anterior ventrolateral protocerebrum neuron 580	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP581	FBbt:20000690	adult anterior ventrolateral protocerebrum neuron 581	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP582	FBbt:20000691	adult anterior ventrolateral protocerebrum neuron 582	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP583	FBbt:20000692	adult anterior ventrolateral protocerebrum neuron 583	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP584	FBbt:20000693	adult anterior ventrolateral protocerebrum neuron 584	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP585	FBbt:20000694	adult anterior ventrolateral protocerebrum neuron 585	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP586	FBbt:20000695	adult anterior ventrolateral protocerebrum neuron 586	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP587	FBbt:20000696	adult anterior ventrolateral protocerebrum neuron 587	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP588	FBbt:20000697	adult anterior ventrolateral protocerebrum neuron 588	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP589	FBbt:20000698	adult anterior ventrolateral protocerebrum neuron 589	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP590	FBbt:20000699	adult anterior ventrolateral protocerebrum neuron 590	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP591	FBbt:20000700	adult anterior ventrolateral protocerebrum neuron 591	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP592	FBbt:20000701	adult anterior ventrolateral protocerebrum neuron 592	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP593	FBbt:20000702	adult anterior ventrolateral protocerebrum neuron 593	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP594	FBbt:20000703	adult anterior ventrolateral protocerebrum neuron 594	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP595	FBbt:20000704	adult anterior ventrolateral protocerebrum neuron 595	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
AVLP596	FBbt:20000705	adult anterior ventrolateral protocerebrum neuron 596	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL001	FBbt:20000706	adult clamp neuron 001	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL002	FBbt:20000707	adult clamp neuron 002	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL003	FBbt:20000708	adult clamp neuron 003	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL004	FBbt:20000709	adult clamp neuron 004	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL005	FBbt:20000710	adult clamp neuron 005	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL006	FBbt:20000711	adult clamp neuron 006	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL007	FBbt:20000712	adult clamp neuron 007	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL008	FBbt:20000713	adult clamp neuron 008	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL009	FBbt:20000714	adult clamp neuron 009	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL010	FBbt:20000715	adult clamp neuron 010	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL011	FBbt:20000716	adult clamp neuron 011	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL012	FBbt:20000717	adult clamp neuron 012	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL013	FBbt:20000718	adult clamp neuron 013	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL014	FBbt:20000719	adult clamp neuron 014	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL015	FBbt:20000720	adult clamp neuron 015	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL016	FBbt:20000721	adult clamp neuron 016	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL017	FBbt:20000722	adult clamp neuron 017	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL018	FBbt:20000723	adult clamp neuron 018	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL019	FBbt:20000724	adult clamp neuron 019	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL020	FBbt:20000725	adult clamp neuron 020	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL021	FBbt:20000726	adult clamp neuron 021	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL022	FBbt:20000727	adult clamp neuron 022	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL023	FBbt:20000728	adult clamp neuron 023	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL024	FBbt:20000729	adult clamp neuron 024	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL025	FBbt:20000730	adult clamp neuron 025	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL026	FBbt:20000731	adult clamp neuron 026	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL027	FBbt:20000732	adult clamp neuron 027	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL028	FBbt:20000733	adult clamp neuron 028	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL029	FBbt:20000734	adult clamp neuron 029	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL030	FBbt:20000735	adult clamp neuron 030	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL031	FBbt:20000736	adult clamp neuron 031	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL032	FBbt:20000737	adult clamp neuron 032	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL033	FBbt:20000738	adult clamp neuron 033	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL034	FBbt:20000739	adult clamp neuron 034	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL035	FBbt:20000740	adult clamp neuron 035	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL036	FBbt:20000741	adult clamp neuron 036	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL037	FBbt:20000742	adult clamp neuron 037	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL038	FBbt:20000743	adult clamp neuron 038	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL039	FBbt:20000744	adult clamp neuron 039	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL040	FBbt:20000745	adult clamp neuron 040	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL041	FBbt:20000746	adult clamp neuron 041	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL042	FBbt:20000747	adult clamp neuron 042	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL043	FBbt:20000748	adult clamp neuron 043	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL044	FBbt:20000749	adult clamp neuron 044	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL045	FBbt:20000750	adult clamp neuron 045	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL046	FBbt:20000751	adult clamp neuron 046	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL047	FBbt:20000752	adult clamp neuron 047	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL048	FBbt:20000753	adult clamp neuron 048	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL049	FBbt:20000754	adult clamp neuron 049	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL050	FBbt:20000755	adult clamp neuron 050	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL051	FBbt:20000756	adult clamp neuron 051	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL052	FBbt:20000757	adult clamp neuron 052	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL053	FBbt:20000758	adult clamp neuron 053	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL054	FBbt:20000759	adult clamp neuron 054	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL055	FBbt:20000760	adult clamp neuron 055	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL056	FBbt:20000761	adult clamp neuron 056	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL057	FBbt:20000762	adult clamp neuron 057	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL058	FBbt:20000763	adult clamp neuron 058	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL059	FBbt:20000764	adult clamp neuron 059	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL060	FBbt:20000765	adult clamp neuron 060	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL061	FBbt:20000766	adult clamp neuron 061	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL062	FBbt:20000767	adult clamp neuron 062	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL063	FBbt:20000768	adult clamp neuron 063	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL064	FBbt:20000769	adult clamp neuron 064	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL065	FBbt:20000770	adult clamp neuron 065	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL066	FBbt:20000771	adult clamp neuron 066	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL067	FBbt:20000772	adult clamp neuron 067	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL068	FBbt:20000773	adult clamp neuron 068	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL069	FBbt:20000774	adult clamp neuron 069	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL070	FBbt:20000775	adult clamp neuron 070	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL071	FBbt:20000776	adult clamp neuron 071	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL072	FBbt:20000777	adult clamp neuron 072	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL073	FBbt:20000778	adult clamp neuron 073	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL074	FBbt:20000779	adult clamp neuron 074	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL075	FBbt:20000780	adult clamp neuron 075	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL076	FBbt:20000781	adult clamp neuron 076	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL077	FBbt:20000782	adult clamp neuron 077	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL078	FBbt:20000783	adult clamp neuron 078	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL079	FBbt:20000784	adult clamp neuron 079	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL080	FBbt:20000785	adult clamp neuron 080	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL081	FBbt:20000786	adult clamp neuron 081	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL082	FBbt:20000787	adult clamp neuron 082	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL083	FBbt:20000788	adult clamp neuron 083	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL084	FBbt:20000789	adult clamp neuron 084	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL085	FBbt:20000790	adult clamp neuron 085	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL086	FBbt:20000791	adult clamp neuron 086	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL087	FBbt:20000792	adult clamp neuron 087	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL088	FBbt:20000793	adult clamp neuron 088	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL089	FBbt:20000794	adult clamp neuron 089	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL090	FBbt:20000795	adult clamp neuron 090	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL091	FBbt:20000796	adult clamp neuron 091	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL092	FBbt:20000797	adult clamp neuron 092	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL093	FBbt:20000798	adult clamp neuron 093	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL094	FBbt:20000799	adult clamp neuron 094	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL095	FBbt:20000800	adult clamp neuron 095	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL096	FBbt:20000801	adult clamp neuron 096	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL097	FBbt:20000802	adult clamp neuron 097	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL098	FBbt:20000803	adult clamp neuron 098	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL099	FBbt:20000804	adult clamp neuron 099	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL100	FBbt:20000805	adult clamp neuron 100	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL101	FBbt:20000806	adult clamp neuron 101	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL102	FBbt:20000807	adult clamp neuron 102	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL103	FBbt:20000808	adult clamp neuron 103	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
CL104	FBbt:20000809	adult clamp neuron 104	FlyBase:FBrf0246888	2020-07-30T12:00:00Z		
