defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_types	other_types_label
FBbt:00100653	BAmv2 lineage neuron	FBbt:00005106	neuron	FBbt:00100553	neuroblast BAmv2								
FBbt:00100654	ALad1 lineage neuron	FBbt:00005106	neuron	FBbt:00067346	neuroblast ALad1								
FBbt:00100655	BAmas1 lineage neuron	FBbt:00005106	neuron	FBbt:00100555	neuroblast BAmas1								
FBbt:00100656	BAmas2 lineage neuron	FBbt:00005106	neuron	FBbt:00100556	neuroblast BAmas2								
FBbt:00100657	ALv2 lineage neuron	FBbt:00005106	neuron	FBbt:00050035	neuroblast ALv2								
FBbt:00100658	VESa1 lineage neuron	FBbt:00005106	neuron	FBbt:00050118	neuroblast VESa1								
FBbt:00100659	BAla4 lineage neuron	FBbt:00005106	neuron	FBbt:00100560	neuroblast BAla4								
FBbt:00100660	ALl1 lineage neuron	FBbt:00005106	neuron	FBbt:00067347	neuroblast ALl1								
FBbt:00100662	BAlp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100563	neuroblast BAlp1								
FBbt:00100663	BAlp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100564	neuroblast BAlp2								
FBbt:00100664	BAlp3 lineage neuron	FBbt:00005106	neuron	FBbt:00100565	neuroblast BAlp3								
FBbt:00100665	BAlv lineage neuron	FBbt:00005106	neuron	FBbt:00100566	neuroblast BAlv								
FBbt:00100667	CM2 lineage neuron	FBbt:00005106	neuron	FBbt:00100568	neuroblast CM2								
FBbt:00100670	CM5 lineage neuron	FBbt:00005106	neuron	FBbt:00100571	neuroblast CM5								
FBbt:00100671	TRdm lineage neuron	FBbt:00005106	neuron	FBbt:00100572	neuroblast TRdm								
FBbt:00100672	TRdl lineage neuron	FBbt:00005106	neuron	FBbt:00100573	neuroblast TRdl								
FBbt:00100673	Trco lineage neuron	FBbt:00005106	neuron	FBbt:00100576	neuroblast TRco								
FBbt:00100674	DPMpl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100577	neuroblast DPMpl1								
FBbt:00100675	DPMpl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100578	neuroblast DPMpl2								
FBbt:00100676	TRvl lineage neuron	FBbt:00005106	neuron	FBbt:00100575	neuroblast TRvl								
FBbt:00100677	DPMpl3 lineage neuron	FBbt:00005106	neuron	FBbt:00100579	neuroblast DPMpl3								
FBbt:00100678	DPMpl4 lineage neuron	FBbt:00005106	neuron	FBbt:00100580	neuroblast DPMpl4								
FBbt:00100683	DPMm3 lineage neuron	FBbt:00005106	neuron	FBbt:00100585	neuroblast DPMm3								
FBbt:00100684	DPMl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100586	neuroblast DPMl1								
FBbt:00100687	DPMl4 lineage neuron	FBbt:00005106	neuron	FBbt:00100589	neuroblast DPMl4								
FBbt:00100688	DPLam lineage neuron	FBbt:00005106	neuron	FBbt:00100590	neuroblast DPLam								
FBbt:00100689	DPLal1 lineage neuron	FBbt:00005106	neuron	FBbt:00100591	neuroblast DPLal1								
FBbt:00100690	DPLal2 lineage neuron	FBbt:00005106	neuron	FBbt:00100592	neuroblast DPLal2								
FBbt:00100691	DPLal3 lineage neuron	FBbt:00005106	neuron	FBbt:00100593	neuroblast DPLal3								
FBbt:00100692	DPLd lineage neuron	FBbt:00005106	neuron	FBbt:00100594	neuroblast DPLd								
FBbt:00100693	DPLc1 lineage neuron	FBbt:00005106	neuron	FBbt:00100595	neuroblast DPLc1								
FBbt:00100694	DPLc2 lineage neuron	FBbt:00005106	neuron	FBbt:00100596	neuroblast DPLc2								
FBbt:00100695	DPLc3 lineage neuron	FBbt:00005106	neuron	FBbt:00100597	neuroblast DPLc3								
FBbt:00100696	DPLc4 lineage neuron	FBbt:00005106	neuron	FBbt:00100598	neuroblast DPLc4								
FBbt:00100697	DPLc5 lineage neuron	FBbt:00005106	neuron	FBbt:00100599	neuroblast DPLc5								
FBbt:00100698	DPLl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100600	neuroblast DPLl1								
FBbt:00100699	DPLl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100601	neuroblast DPLl2								
FBbt:00100700	DPLl3 lineage neuron	FBbt:00005106	neuron	FBbt:00100602	neuroblast DPLl3								
FBbt:00100701	DPLp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100603	neuroblast DPLp1								
FBbt:00100702	DPLp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100604	neuroblast DPLp2								
FBbt:00100703	DPLm1 lineage neuron	FBbt:00005106	neuron	FBbt:00100605	neuroblast DPLm1								
FBbt:00100704	DPLm2 lineage neuron	FBbt:00005106	neuron	FBbt:00100606	neuroblast DPLm2								
FBbt:00100705	DPLcv lineage neuron	FBbt:00005106	neuron	FBbt:00100607	neuroblast DPLcv								
FBbt:00100706	CP1 lineage neuron	FBbt:00005106	neuron	FBbt:00100608	neuroblast CP1								
FBbt:00100707	CP2 lineage neuron	FBbt:00005106	neuron	FBbt:00100609	neuroblast CP2								
FBbt:00100708	CP3 lineage neuron	FBbt:00005106	neuron	FBbt:00100610	neuroblast CP3								
FBbt:00100709	CP4 lineage neuron	FBbt:00005106	neuron	FBbt:00100611	neuroblast CP4								
FBbt:00100710	BLAv1 lineage neuron	FBbt:00005106	neuron	FBbt:00100612	neuroblast BLAv1								
FBbt:00100711	BLAv2 lineage neuron	FBbt:00005106	neuron	FBbt:00100613	neuroblast BLAv2								
FBbt:00100712	BLAd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100614	neuroblast BLAd1								
FBbt:00100713	BLAd2 lineage neuron	FBbt:00005106	neuron	FBbt:00100615	neuroblast BLAd2								
FBbt:00100714	BLAd3 lineage neuron	FBbt:00005106	neuron	FBbt:00100616	neuroblast BLAd3								
FBbt:00100715	BLAd4 lineage neuron	FBbt:00005106	neuron	FBbt:00100617	neuroblast BLAd4								
FBbt:00100716	BLAl lineage neuron	FBbt:00005106	neuron	FBbt:00100618	neuroblast BLAl								
FBbt:00100717	BLAvm lineage neuron	FBbt:00005106	neuron	FBbt:00100619	neuroblast BLAvm								
FBbt:00100718	BLD1 lineage neuron	FBbt:00005106	neuron	FBbt:00100620	neuroblast BLD1								
FBbt:00100719	BLD2 lineage neuron	FBbt:00005106	neuron	FBbt:00100621	neuroblast BLD2								
FBbt:00100720	BLD3 lineage neuron	FBbt:00005106	neuron	FBbt:00100622	neuroblast BLD3								
FBbt:00100721	BLD4 lineage neuron	FBbt:00005106	neuron	FBbt:00100623	neuroblast BLD4								
FBbt:00100722	VPNp1 lineage neuron	FBbt:00005106	neuron	FBbt:00050249	neuroblast VPNp1								
FBbt:00100723	BLP1 lineage neuron	FBbt:00005106	neuron	FBbt:00100625	neuroblast BLP1								
FBbt:00100724	BLP2 lineage neuron	FBbt:00005106	neuron	FBbt:00100626	neuroblast BLP2								
FBbt:00100725	BLP3 lineage neuron	FBbt:00005106	neuron	FBbt:00100627	neuroblast BLP3								
FBbt:00100726	BLP4 lineage neuron	FBbt:00005106	neuron	FBbt:00100628	neuroblast BLP4								
FBbt:00100727	BLP5 lineage neuron	FBbt:00005106	neuron	FBbt:00100629	neuroblast BLP5								
FBbt:00100728	BLVa1 lineage neuron	FBbt:00005106	neuron	FBbt:00100630	neuroblast BLVa1								
FBbt:00100729	BLVa2 lineage neuron	FBbt:00005106	neuron	FBbt:00100631	neuroblast BLVa2								
FBbt:00100730	BLVa3 lineage neuron	FBbt:00005106	neuron	FBbt:00100632	neuroblast BLVa3								
FBbt:00100731	BLVp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100633	neuroblast BLVp1								
FBbt:00100732	LVp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100634	neuroblast LVp2								
FBbt:00100734	DALv3 lineage neuron	FBbt:00005106	neuron	FBbt:00100645	neuroblast DALv3								
FBbt:00100736	BAmd2 lineage neuron	FBbt:00005106	neuron	FBbt:00100735	neuroblast BAmd2								
FBbt:00100737	TRvm lineage neuron	FBbt:00005106	neuron	FBbt:00100574	neuroblast TRvm								
FBbt:00110358	adult EBp1 lineage neuron	FBbt:00005106	neuron	FBbt:00110294	neuroblast EBp1	FBbt:00003004	adult			FBbt:00110357	adult EBp1 lineage clone		
FBbt:00110361	adult LHa4 lineage neuron	FBbt:00005106	neuron	FBbt:00110359	neuroblast LHa4	FBbt:00003004	adult			FBbt:00110360	adult LHa4 lineage clone		
FBbt:00110364	adult SLPav4 lineage neuron	FBbt:00005106	neuron	FBbt:00110362	neuroblast SLPav4	FBbt:00003004	adult			FBbt:00110363	adult SLPav4 lineage clone		
FBbt:00110367	adult SLPpl4 lineage neuron	FBbt:00005106	neuron	FBbt:00110365	neuroblast SLPpl4	FBbt:00003004	adult			FBbt:00110366	adult SLPpl4 lineage clone		
FBbt:00110370	adult SLPpm4 lineage neuron	FBbt:00005106	neuron	FBbt:00110368	neuroblast SLPpm4	FBbt:00003004	adult			FBbt:00110369	adult SLPpm4 lineage clone		
FBbt:00110373	adult SMPp&v2 lineage neuron	FBbt:00005106	neuron	FBbt:00110371	neuroblast SMPp&v2	FBbt:00003004	adult			FBbt:00110372	adult SMPp&v2 lineage clone		
FBbt:00110376	adult SMPpd2 lineage neuron	FBbt:00005106	neuron	FBbt:00110374	neuroblast SMPpd2	FBbt:00003004	adult			FBbt:00110375	adult SMPpd2 lineage clone		
FBbt:00110379	adult VLPd2 lineage neuron	FBbt:00005106	neuron	FBbt:00110377	neuroblast VLPd2	FBbt:00003004	adult			FBbt:00110378	adult VLPd2 lineage clone		
FBbt:00110382	adult VLPl3 lineage neuron	FBbt:00005106	neuron	FBbt:00110380	neuroblast VLPl3	FBbt:00003004	adult			FBbt:00110381	adult VLPl3 lineage clone		
FBbt:00110385	adult VPNd2 lineage neuron	FBbt:00005106	neuron	FBbt:00110383	neuroblast VPNd2	FBbt:00003004	adult			FBbt:00110384	adult VPNd2 lineage clone		
FBbt:00110388	adult VPNd3 lineage neuron	FBbt:00005106	neuron	FBbt:00110386	neuroblast VPNd3	FBbt:00003004	adult			FBbt:00110387	adult VPNd3 lineage clone		
FBbt:00110391	adult VPNd4 lineage neuron	FBbt:00005106	neuron	FBbt:00110389	neuroblast VPNd4	FBbt:00003004	adult			FBbt:00110390	adult VPNd4 lineage clone		
FBbt:00110394	adult VPNp2 lineage neuron	FBbt:00005106	neuron	FBbt:00110392	neuroblast VPNp2	FBbt:00003004	adult			FBbt:00110393	adult VPNp2 lineage clone		
FBbt:00110397	adult VPNp3 lineage neuron	FBbt:00005106	neuron	FBbt:00110395	neuroblast VPNp3	FBbt:00003004	adult			FBbt:00110396	adult VPNp3 lineage clone		
FBbt:00110400	adult VPNp4 lineage neuron	FBbt:00005106	neuron	FBbt:00110398	neuroblast VPNp4	FBbt:00003004	adult			FBbt:00110399	adult VPNp4 lineage clone		
FBbt:00110403	adult VPNv1 lineage neuron	FBbt:00005106	neuron	FBbt:00110401	neuroblast VPNv1	FBbt:00003004	adult			FBbt:00110402	adult VPNv1 lineage clone		
FBbt:00110406	adult VPNv2 lineage neuron	FBbt:00005106	neuron	FBbt:00110404	neuroblast VPNv2	FBbt:00003004	adult			FBbt:00110405	adult VPNv2 lineage clone		
FBbt:00110409	adult VPNv3 lineage neuron	FBbt:00005106	neuron	FBbt:00110407	neuroblast VPNv3	FBbt:00003004	adult			FBbt:00110408	adult VPNv3 lineage clone		
FBbt:00110413	adult SMPad4 lineage neuron	FBbt:00005106	neuron	FBbt:00110411	neuroblast SMPad4	FBbt:00003004	adult			FBbt:00110412	adult SMPad4 lineage clone		
FBbt:00110560	adult MBp2 lineage neuron	FBbt:00005106	neuron	FBbt:00110558	neuroblast MBp2	FBbt:00003004	adult			FBbt:00110559	adult MBp2 lineage clone		
FBbt:00110563	adult MBp3 lineage neuron	FBbt:00005106	neuron	FBbt:00110561	neuroblast MBp3	FBbt:00003004	adult			FBbt:00110562	adult MBp3 lineage clone		
FBbt:00110566	adult MBp4 lineage neuron	FBbt:00005106	neuron	FBbt:00110564	neuroblast MBp4	FBbt:00003004	adult			FBbt:00110565	adult MBp4 lineage clone		
FBbt:00110577	adult MBp lineage neuron	FBbt:00005106	neuron	FBbt:00007113	mushroom body neuroblast	FBbt:00003004	adult			FBbt:00110576	adult MBp lineage clone		
FBbt:00111672	larval ventral midline neuron	FBbt:00005106	neuron	FBbt:00005565	embryonic ventral midline neuroblast	FBbt:00001727	larva					FBbt:00047097	primary neuron
