defined_class	defined_class_label	parent	parent_label	stage	stage_label	partonomy	partonomy_label	def_xrefs
FBbt:00049266	adult oblique posterior fascicle	FBbt:00049264	oblique posterior fascicle	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00049269	larval superior arch commissure	FBbt:00049270	superior arch commissure	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00049273	adult anterior lateral ellipsoid fascicle	FBbt:00052209	anterior lateral ellipsoid fascicle	FBbt:00003004	adult	FBbt:00003667	adult lateral ellipsoid fascicle	
FBbt:00049274	adult posterior lateral ellipsoid fascicle	FBbt:00052210	posterior lateral ellipsoid fascicle	FBbt:00003004	adult	FBbt:00003667	adult lateral ellipsoid fascicle	
FBbt:00049276	adult vertical superior lateral protocerebral tract	FBbt:00052199	vertical superior lateral protocerebral tract	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00049825	adult Kenyon cell	FBbt:00003686	Kenyon cell	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00049826	larval Kenyon cell	FBbt:00003686	Kenyon cell	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00049827	larval gamma Kenyon cell	FBbt:00100247	gamma Kenyon cell	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00049828	adult gamma Kenyon cell	FBbt:00100247	gamma Kenyon cell	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00049834	adult alpha'/beta' Kenyon cell	FBbt:00100249	alpha'/beta' Kenyon cell	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00049835	larval alpha'/beta' Kenyon cell	FBbt:00100249	alpha'/beta' Kenyon cell	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00049949	adult fat cell	FBbt:00046052	fat cell	FBbt:00003004	adult	FBbt:00003209	adult fat body	
FBbt:00049952	larval fat cell of larval fat body	FBbt:00046052	fat cell	FBbt:00001727	larva	FBbt:00001704	embryonic/larval fat body	
FBbt:00051067	larval subesophageal zone	FBbt:00051068	subesophageal zone	FBbt:00001727	larva	FBbt:00001919	larval central nervous system	
FBbt:00051070	larval supraesophageal zone	FBbt:00051069	supraesophageal zone	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00051074	adult wrapping glial cell	FBbt:00058112	wrapping glial cell	FBbt:00003004	adult	FBbt:00005892	adult peripheral nervous system	
FBbt:00051299	adult olfactory projection neuron	FBbt:00051298	olfactory projection neuron	FBbt:00003004	adult	FBbt:00003623	adult central nervous system	
FBbt:00051300	larval olfactory projection neuron	FBbt:00051298	olfactory projection neuron	FBbt:00001727	larva	FBbt:00001919	larval central nervous system	
FBbt:00051448	larval lateral ellipsoid fascicle	FBbt:00052208	lateral ellipsoid fascicle	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00051449	larval anterior lateral ellipsoid fascicle	FBbt:00052209	anterior lateral ellipsoid fascicle	FBbt:00001727	larva	FBbt:00051448	larval lateral ellipsoid fascicle	
FBbt:00051450	larval posterior lateral ellipsoid fascicle	FBbt:00052210	posterior lateral ellipsoid fascicle	FBbt:00001727	larva	FBbt:00051448	larval lateral ellipsoid fascicle	
FBbt:00051481	larval esophageal foramen	FBbt:00051480	esophageal foramen	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00051482	adult esophageal foramen	FBbt:00051480	esophageal foramen	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00052035	adult procuticle	FBbt:00004975	procuticle	FBbt:00003004	adult	FBbt:00005396	adult integumentary system	
FBbt:00052036	larval procuticle	FBbt:00004975	procuticle	FBbt:00001727	larva	FBbt:00005393	larval integumentary system	
FBbt:00052196	larval sub-ellipsoid commissure	FBbt:00052195	sub-ellipsoid commissure	FBbt:00001727	larva	FBbt:00001925	larval protocerebrum	
FBbt:00052198	larval anterior dorsal commissure of brain	FBbt:00052197	anterior dorsal commissure	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00052200	larval vertical superior lateral protocerebral tract	FBbt:00052199	vertical superior lateral protocerebral tract	FBbt:00001727	larva	FBbt:00001920	larval brain	
FBbt:00052214	adult ventral posterior lateral fascicle	FBbt:00052213	ventral posterior lateral fascicle	FBbt:00003004	adult	FBbt:00007083	adult posterior lateral fascicle	
FBbt:00052215	larval ventral posterior lateral fascicle	FBbt:00052213	ventral posterior lateral fascicle	FBbt:00001727	larva	FBbt:00049233	larval posterior lateral fascicle	
FBbt:00052218	larval dorsolateral posterior lateral fascicle	FBbt:00052217	dorsolateral posterior lateral fascicle	FBbt:00001727	larva	FBbt:00049233	larval posterior lateral fascicle	
FBbt:00052219	adult dorsolateral posterior lateral fascicle	FBbt:00052217	dorsolateral posterior lateral fascicle	FBbt:00003004	adult	FBbt:00007083	adult posterior lateral fascicle	
FBbt:00052221	adult dorsomedial posterior lateral fascicle	FBbt:00052220	dorsomedial posterior lateral fascicle	FBbt:00003004	adult	FBbt:00007083	adult posterior lateral fascicle	
FBbt:00052222	larval dorsomedial posterior lateral fascicle	FBbt:00052220	dorsomedial posterior lateral fascicle	FBbt:00001727	larva	FBbt:00049233	larval posterior lateral fascicle	
FBbt:00052391	adult terminal segment	FBbt:00052388	terminal segment	FBbt:00003004	adult	FBbt:00003023	adult abdomen	
FBbt:00058018	larval Akh secreting cell	FBbt:00058017	Akh secreting cell	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00058019	adult Akh secreting cell	FBbt:00058017	Akh secreting cell	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00058022	adult juvenile hormone secreting cell	FBbt:00058020	juvenile hormone secreting cell	FBbt:00003004	adult	FBbt:00003215	adult corpus allatum	
FBbt:00058023	larval juvenile hormone secreting cell	FBbt:00058020	juvenile hormone secreting cell	FBbt:00001727	larva	FBbt:00001725	embryonic/larval corpus allatum	
FBbt:00058142	larval circulating hemocyte	FBbt:00058149	circulating hemocyte	FBbt:00001727	larva	FBbt:00001683	embryonic/larval hemolymph	
FBbt:00058143	adult hemocyte	FBbt:00005063	hemocyte	FBbt:00003004	adult	FBbt:00003149	adult circulatory system	
FBbt:00058144	adult plasmatocyte	FBbt:00058145	plasmatocyte	FBbt:00003004	adult	FBbt:00003149	adult circulatory system	
FBbt:00058146	adult crystal cell	FBbt:00058147	crystal cell	FBbt:00003004	adult	FBbt:00003149	adult circulatory system	
FBbt:00058150	adult circulating hemocyte	FBbt:00058149	circulating hemocyte	FBbt:00003004	adult	FBbt:00003151	adult hemolymph	
FBbt:00058151	adult sessile hemocyte	FBbt:00058148	sessile hemocyte	FBbt:00003004	adult	FBbt:00003149	adult circulatory system	
FBbt:00058236	endocrine cell of the larval ring gland	FBbt:00058235	endocrine cell of the ring gland	FBbt:00001727	larva	FBbt:00001715	larval endocrine system	
FBbt:00058237	endocrine cell of the adult ring gland	FBbt:00058235	endocrine cell of the ring gland	FBbt:00003004	adult	FBbt:00003214	adult endocrine system	
FBbt:00058240	adult cardial cell	FBbt:00007319	cardial cell	FBbt:00003004	adult	FBbt:00003152	adult dorsal vessel	
FBbt:00058283	adult ostial cell	FBbt:00058260	ostial cell	FBbt:00003004	adult	FBbt:00013166	adult ostial valve	
FBbt:00058284	embryonic/larval ostial cell	FBbt:00058260	ostial cell	FBbt:00001727	larva	FBbt:00011677	larval ostial valve	
FBbt:00058286	adult intracardial valve cell	FBbt:00058285	intracardial valve cell	FBbt:00003004	adult	FBbt:00058289	adult intracardial valve	
FBbt:00058287	embryonic/larval intracardial valve cell	FBbt:00058285	intracardial valve cell	FBbt:00001727	larva	FBbt:00058290	embryonic/larval intracardial valve	
FBbt:00058289	adult intracardial valve	FBbt:00058288	intracardial valve	FBbt:00003004	adult	FBbt:00003152	adult dorsal vessel	
FBbt:00058290	embryonic/larval intracardial valve	FBbt:00058288	intracardial valve	FBbt:00001727	larva	FBbt:00001673	embryonic/larval dorsal vessel	
FBbt:00058297	larval somatic muscle	FBbt:00058111	somatic muscle	FBbt:00001727	larva	FBbt:00000462	larval muscle system	
FBbt:00058784	adult somatic muscle	FBbt:00058111	somatic muscle	FBbt:00003004	adult	FBbt:00003218	adult muscle system	
FBbt:00067500	adult antennal lobe glomerulus	FBbt:00003925	antennal lobe glomerulus	FBbt:00003004	adult	FBbt:00007401	adult antennal lobe	
FBbt:00100099	adult antennal lobe tract	FBbt:00001635	antennal lobe tract	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00100138	larval gnathal ganglion	FBbt:00004013	gnathal ganglion	FBbt:00001727	larva	FBbt:00051067	larval subesophageal zone	
FBbt:00100163	adult pacemaker neuron	FBbt:00006048	pacemaker neuron	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00100164	larval pacemaker neuron	FBbt:00006048	pacemaker neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00100166	larval Pdf neuron	FBbt:00003761	Pdf neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00100171	adult Pdf neuron	FBbt:00003761	Pdf neuron	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00100339	adult anterior superior lateral protocerebrum fascicle	FBbt:00049199	anterior superior transverse fascicle	FBbt:00003004	adult	FBbt:00110636	adult cerebral ganglion	
FBbt:00100342	adult medial equatorial fascicle	FBbt:00049261	medial equatorial fascicle	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00100343	adult lateral equatorial fascicle	FBbt:00049229	lateral equatorial fascicle	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00100497	adult glial cell	FBbt:00005144	glial cell	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00100499	adult CNS glial cell	FBbt:00001256	CNS glial cell	FBbt:00003004	adult	FBbt:00003623	adult central nervous system	
FBbt:00100502	adult neuropil glial cell	FBbt:00001303	neuropil glial cell	FBbt:00003004	adult	FBbt:00052368	adult neuropil glial sheath	
FBbt:00100504	adult ensheathing glial cell	FBbt:00047836	ensheathing glial cell	FBbt:00003004	adult	FBbt:00003623	adult central nervous system	
FBbt:00100514	embryonic/larval epithelial glial cell	FBbt:00005721	epithelial glial cell	FBbt:00001727	larva	FBbt:00001919	larval central nervous system	
FBbt:00100784	adult pylorus	FBbt:00047158	pylorus	FBbt:00003004	adult	FBbt:00003143	adult hindgut	
FBbt:00110035	larval insulin secreting cell of pars intercerebralis	FBbt:00004011	insulin secreting cell of pars intercerebralis	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110107	adult insulin secreting cell of pars intercerebralis	FBbt:00004011	insulin secreting cell of pars intercerebralis	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00110171	embryonic/larval wrapping glial cell	FBbt:00058112	wrapping glial cell	FBbt:00001727	larva	FBbt:00005893	larval peripheral nervous system	
FBbt:00110188	medial lobe of larval mushroom body	FBbt:00005408	mushroom body medial lobe	FBbt:00001727	larva	FBbt:00110641	lobe system of larval mushroom body	
FBbt:00110189	vertical lobe of larval mushroom body	FBbt:00005407	mushroom body vertical lobe	FBbt:00001727	larva	FBbt:00110641	lobe system of larval mushroom body	
FBbt:00110568	adult neurosecretory cell of pars lateralis	FBbt:00004010	neurosecretory cell of pars lateralis	FBbt:00003004	adult	FBbt:00003559	adult nervous system	
FBbt:00110569	larval neurosecretory cell of pars lateralis	FBbt:00004010	neurosecretory cell of pars lateralis	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110636	adult cerebral ganglion	FBbt:00003626	supraesophageal ganglion	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110638	adult supraesophageal zone	FBbt:00051069	supraesophageal zone	FBbt:00003004	adult	FBbt:00110636	adult cerebral ganglion	
FBbt:00110639	adult subesophageal zone	FBbt:00051068	subesophageal zone	FBbt:00003004	adult	FBbt:00047887	adult central brain	
FBbt:00110641	lobe system of larval mushroom body	FBbt:00003688	lobe system of mushroom body	FBbt:00001727	larva	FBbt:00011929	embryonic/larval mushroom body	
FBbt:00110862	adult renal stem cell	FBbt:00110861	Malpighian tubule tiny cell	FBbt:00003004	adult	FBbt:00049469	adult stem cell zone of Malpighian tubule	
FBbt:00110864	embryonic/larval Malpighian tubule tiny cell	FBbt:00110861	Malpighian tubule tiny cell	FBbt:00001727	larva	FBbt:00001896	embryonic/larval Malpighian tubule	
FBbt:00110936	larval serotonergic IP neuron	FBbt:00001587	serotonergic IP neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110937	adult serotonergic IP neuron	FBbt:00001587	serotonergic IP neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110944	larval serotonergic LP1 neuron	FBbt:00001588	serotonergic LP1 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110945	adult serotonergic PLP neuron	FBbt:00001588	serotonergic LP1 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110948	larval serotonergic SE1 neuron	FBbt:00001980	serotonergic SE1 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110949	adult serotonergic SE1 neuron	FBbt:00001980	serotonergic SE1 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110950	larval serotonergic SE2 neuron	FBbt:00100391	serotonergic SE2 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110951	adult serotonergic SE2 neuron	FBbt:00100391	serotonergic SE2 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110952	larval serotonergic SE3 neuron	FBbt:00001982	serotonergic SE3 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110953	adult serotonergic SEM neuron	FBbt:00001982	serotonergic SE3 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110954	larval serotonergic SP1 neuron	FBbt:00007339	serotonergic SP1 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110955	adult serotonergic PMPD neuron	FBbt:00007339	serotonergic SP1 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00110956	larval serotonergic SP2 neuron	FBbt:00001368	serotonergic SP2 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
FBbt:00110957	adult serotonergic PMPM neuron	FBbt:00001368	serotonergic SP2 neuron	FBbt:00003004	adult	FBbt:00003624	adult brain	
FBbt:00111062	adult contractile cardiomyocyte	FBbt:00058241	contractile cardiomyocyte	FBbt:00003004	adult	FBbt:00003149	adult circulatory system	
FBbt:00111310	larval serotonergic SE0 neuron	FBbt:00111309	serotonergic SE0 neuron	FBbt:00001727	larva	FBbt:00001911	larval nervous system	
