defined_class	defined_class_label	parent	parent_label	soma_loc	soma_loc_label
FBbt:00100538	dMP2 Ilp7 neuron of abdominal segment 9	FBbt:00100534	larval dMP2 Ilp7 neuron	FBbt:00051998	cell body rind of larval abdominal 9 neuromere
FBbt:00100759	abdominal 1 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00100760	abdominal 2 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00100761	abdominal 3 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00100762	abdominal 4 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00100763	abdominal 5 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00100764	abdominal 6 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00100765	abdominal 7 dopaminergic AM neuron	FBbt:00100390	larval dopaminergic AM neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00100770	abdominal 1 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051990	cell body rind of larval abdominal 1 neuromere
FBbt:00100771	abdominal 2 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051991	cell body rind of larval abdominal 2 neuromere
FBbt:00100772	abdominal 3 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051992	cell body rind of larval abdominal 3 neuromere
FBbt:00100773	abdominal 4 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00100774	abdominal 5 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00100775	abdominal 6 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
FBbt:00100776	abdominal 7 dopaminergic AL neuron	FBbt:00100769	larval dopaminergic AL neuron	FBbt:00051996	cell body rind of larval abdominal 7 neuromere
FBbt:00110962	serotonergic T3 neuron	FBbt:00005133	serotonergic neuron	FBbt:00004092	metathoracic neuromere
FBbt:00110963	larval serotonergic T3 neuron	FBbt:00005133	serotonergic neuron	FBbt:00051989	cell body rind of larval metathoracic neuromere
FBbt:00110964	adult serotonergic T3 neuron	FBbt:00005133	serotonergic neuron	FBbt:00111085	cell body rind of adult metathoracic neuromere
FBbt:00110965	serotonergic T2 neuron	FBbt:00005133	serotonergic neuron	FBbt:00004059	mesothoracic neuromere
FBbt:00110966	larval serotonergic T2 neuron	FBbt:00005133	serotonergic neuron	FBbt:00051988	cell body rind of larval mesothoracic neuromere
FBbt:00110967	adult serotonergic T2 neuron	FBbt:00005133	serotonergic neuron	FBbt:00111084	cell body rind of adult mesothoracic neuromere
FBbt:00110968	serotonergic T1 neuron	FBbt:00005133	serotonergic neuron	FBbt:00004054	prothoracic neuromere
FBbt:00110969	larval serotonergic T1 neuron	FBbt:00005133	serotonergic neuron	FBbt:00051987	cell body rind of larval prothoracic neuromere
FBbt:00110970	adult serotonergic T1 neuron	FBbt:00005133	serotonergic neuron	FBbt:00111083	cell body rind of adult prothoracic neuromere
FBbt:00110975	larval serotonergic abdominal neuron	FBbt:00005133	serotonergic neuron	FBbt:00111264	cell body rind of larval abdominal neuromere
FBbt:00111233	larval A00c-a4 neuron	FBbt:00047682	larval A00c neuron	FBbt:00051993	cell body rind of larval abdominal 4 neuromere
FBbt:00111234	larval A00c-a5 neuron	FBbt:00047682	larval A00c neuron	FBbt:00051994	cell body rind of larval abdominal 5 neuromere
FBbt:00111235	larval A00c-a6 neuron	FBbt:00047682	larval A00c neuron	FBbt:00051995	cell body rind of larval abdominal 6 neuromere
