root_id,UMAP1,UMAP2,root_626,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941450088285,-14.147153835491531,11.271142590102299,720575941450088285,75930968015575223,"113516, 92500, 2778",left,neck_connective,ascending,TBD,NA,NA,ANXXX165,AN_multi_110,ANXXX165,flight steering 2,CNS_01
720575941450205109,16.32755186061443,-28.33759726280298,720575941450205109,76142074315589846,"119443, 92500, 3014",left,neck_connective,ascending,NA,NA,NA,ANXXX136,AN_multi_84,ANXXX136,visceral control,CNS_06
720575941450215261,-23.226979236797686,6.605164635237794,720575941450215261,76353180480773783,"126406, 92500, 2815",right,neck_connective,ascending,19B,NA,NA,AN19B049,AN_multi_9,AN19B049,flight steering 1,CNS_04
720575941450220637,25.126763362689623,-12.857002627793213,720575941450220637,76212442992279061,"120983, 92500, 2638",left,neck_connective,ascending,17A,NA,NA,AN17A062,AN_multi_114,AN17A062,feeding,CNS_02
720575941450261341,27.156666774554854,1.6495536447135033,720575941450261341,76282811736282968,"123869, 92500, 2636",right,neck_connective,ascending,TBD,NA,NA,ANXXX027,AN_AVLP_GNG_18,ANXXX027,feeding,CNS_02
720575941450363770,3.4477768133121782,5.025007832106691,720575941450363770,76353180547689034,"126408, 92500, 2860",right,neck_connective,ascending,18B,NA,NA,AN18B004,NA,AN18B004,threat response,CNS_01
720575941450378333,8.279633540912275,4.0398365140524914,720575941450378333,76071705571064966,"118393, 92500, 2891",left,neck_connective,descending,putative_primary,NA,NA,DNp103,DNp103,DNp103,threat response,CNS_05
720575941585137247,25.75725080470622,3.9971367002097193,720575941585137247,76071705504059993,"117776, 92500, 2689",left,neck_connective,ascending,TBD,NA,NA,ANXXX055,AN_AVLP_17,ANXXX055,feeding,CNS_03
720575941450587726,23.758194942279463,5.4255581975546905,720575941450587726,76212442992505061,"122771, 92500, 2717",left,neck_connective,descending,putative_primary,NA,NA,DNp55,DNp55,DNp55,proprioceptive,CNS_05
720575941450620494,12.36468126277507,3.877227890547854,720575941450620494,76071705637938504,"117027, 92500, 3076",right,neck_connective,ascending,02A,NA,NA,AN02A016,AN_GNG_56,AN02A016,threat response,CNS_02
720575941450721102,26.833476085467936,-17.644367587510008,720575941450721102,76001336759611523,"114697, 92500, 2596",right,central_brain,ascending,NA,NA,NA,AN_GNG_30,AN_GNG_30,NA,feeding,CNS_06
720575941450721146,13.693674106403,7.009015667494875,720575941450721146,76142074248449746,"119059, 92500, 2763",left,neck_connective,ascending,08B,NA,NA,AN08B096,AN_GNG_184,AN08B096,threat response,CNS_02
720575941450728314,-7.960904579357498,-14.916269671860594,720575941450728314,76353180480471845,"125469, 92500, 2734",left,neck_connective,descending,putative_primary,NA,NA,DNge067,DNge067,DNxl104,probing,CNS_06
720575941450811470,17.994389552875163,-26.413101565781492,720575941450811470,76142074247918686,"120201, 92500, 2570",left,neck_connective,ascending,09B,NA,NA,AN09B037,AN_multi_34,AN09B037,visceral control,CNS_06
720575941450861902,22.72408391933024,29.800311672743895,720575941450861902,76212442992473908,"122012, 92500, 2704",right,neck_connective,ascending,08B,NA,NA,AN08B028,AN_AVLP_50,AN08B028,proprioceptive,CNS_05
720575941450934350,14.559161205096846,-25.431709659043207,720575941450934350,76212442992558863,"122623, 92500, 2732",right,neck_connective,descending,NA,NA,NA,DNp27,DNp27,DNp27,visceral control,CNS_07
720575941450976634,2.971504707141524,-2.849165809098142,720575941450976634,75722954897646662,"107328, 184432, 5419",right,ventral_nerve_cord,ascending,18B,NA,NA,AN18B003,auto:AN_GNG_204,AN18B003,walking,CNS_02
720575941451015802,-4.149267416195269,-9.307750117722412,720575941451015802,76282811736462439,"124030, 92500, 2695",left,neck_connective,ascending,04B,NA,NA,AN04B001,AN_GNG_VES_8,AN04B001,probing,CNS_02
720575941451023482,-1.1825052907031726,-26.693300616684816,720575941451023482,75930968083053974,"114205, 92500, 3022",right,neck_connective,descending,MX12,NA,NA,DNge009,DNge009,DNfl014,grooming,CNS_06
720575941560564239,-28.937300663189287,7.192941772994143,720575941560564239,76562843872771954,"131286, 50911, 3703",left,central_brain,descending,PSp2,NA,NA,DNp16,DNp16,NA,flight steering 1,CNS_04
720575941451350138,23.34688856105388,27.37644730811987,720575941451350138,76001336759600735,"116589, 92500, 2593",left,neck_connective,ascending,TBD,NA,NA,ANXXX007,auto:AN_AVLP_34,ANXXX007,proprioceptive,CNS_05
720575941451737927,9.119063396258955,7.89030133491431,720575941451737927,76212442992692745,"120998, 92500, 2780",right,neck_connective,ascending,NA,NA,NA,NA,auto:AN_3_None,auto:IN09A043,threat response,CNS_02
720575941451871559,2.6017737577396685,-5.127310168686765,720575941451871559,76282811870539750,"123194, 92500, 3086",right,neck_connective,ascending,14B,NA,NA,AN14B012,AN_GNG_157,AN14B012,walking,CNS_02
720575941451921274,22.150389690204268,1.056999433096987,720575941451921274,76071705503857268,"118441, 92500, 2612",left,neck_connective,ascending,05B,NA,NA,AN05B052,AN_AVLP_GNG_23,AN05B052,feeding,CNS_02
720575941451941498,-24.747996311382646,22.976495373305422,720575941451941498,75930968082586932,"113986, 92500, 2860",right,neck_connective,descending,putative_primary,NA,NA,DNp33,DNp33,DNp33,flight steering 2,CNS_01
720575941451958343,22.965304393573405,-2.559888255539793,720575941451958343,76142074248030468,"118843, 92500, 2611",left,neck_connective,ascending,09B,NA,NA,AN09B009,AN_GNG_SAD_25,AN09B009,tactile,CNS_02
720575941451997562,30.035601634784342,-3.4725591062935766,720575941451997562,76146197886775820,"119159, 216590, 4514",left,neck_connective,ascending,TBD,NA,NA,ANXXX093,AN_GNG_110,ANXXX093,feeding,CNS_02
720575941452016199,-18.34146402378499,10.594623196181399,720575941452016199,76212443059254602,"122499, 92500, 2836",right,neck_connective,descending,LB7,NA,NA,DNge111,DNge111,DNxn144,flight steering 2,CNS_04
720575941452030330,15.215155620380049,-16.517012011948488,720575941452030330,76071705571003670,"118436, 92500, 2872",left,neck_connective,descending,SMPpv1,NA,NA,oviDNa_b,oviDNa_b,auto:ANXXX116,reproduction,CNS_03
720575941452032122,25.55681325892985,-16.85415877098169,720575941452032122,76142074248294993,"119228, 92500, 2710",right,neck_connective,ascending,23B,NA,NA,AN23B010,AN_GNG_108,AN23B010,feeding,CNS_06
720575941452054835,-31.95254419346272,16.456920254286867,720575941452054835,76282811803432851,"124697, 92500, 2838",right,neck_connective,ascending,07B,NA,NA,AN07B072,AN_GNG_172,AN07B072,flight steering 2,CNS_01
720575941452165801,-12.876737575725913,0.2813175798026144,720575941452165801,76563255921323252,"132955, 62602, 2706",left,neck_connective,descending,LB6,NA,NA,DNge072,DNge072,DNxn146,head and eye orienting,CNS_01
720575941452186025,9.392039317889818,7.762616741713626,720575941452186025,76212442992645990,"121154, 92500, 2767",right,neck_connective,ascending,08B,NA,NA,AN08B098,AN_5_None,AN08B098,threat response,CNS_02
720575941452211834,4.704008121295576,-9.250871074143308,720575941452211834,76142074315259119,"120063, 92500, 2895",right,neck_connective,descending,MD3,NA,NA,DNge127,DNge127,DNp39,walking steering,CNS_02
720575941452260659,-28.28468225498616,11.77319775825415,720575941452260659,76777454798925221,"138261, 154154, 3815",left,neck_connective,ascending,07B,NA,NA,AN07B069,AN_4_None,AN07B069,flight steering 1,CNS_01
720575941452264361,-25.608248691753737,17.078029263075923,720575941452264361,76282811803895987,"124099, 92500, 3000",right,neck_connective,descending,LB6,NA,NA,DNge071,DNge071,DNnt011,flight steering 2,CNS_01
720575941452266291,20.502844829364424,4.267204392012697,720575941452266291,76918398243782754,"142851, 160619, 2841",left,neck_connective,ascending,10B,NA,NA,AN10B037,AN_GNG_165,AN10B037,proprioceptive,CNS_02
720575941452395898,-27.622626285747874,14.32703171974097,720575941452395898,77266599563953493,"151936, 52800, 1796",left,central_brain,central_brain_intrinsic,LB6,NA,NA,NA,auto:CB0235,auto:SApp08,flight steering 2,CNS_01
720575941452429690,-22.49537370701253,-8.963230502549072,720575941452429690,76285698491776958,"123655, 178339, 4823",right,neck_connective,ascending,27X,NA,NA,AN27X009,AN_multi_78,AN27X009,flight power,CNS_01
720575941452767047,19.561156291766764,-4.930115592423339,720575941452767047,76282811736340826,"124593, 92500, 2658",right,neck_connective,ascending,09B,NA,NA,AN09B020,AN_GNG_33,AN09B020,tactile,CNS_02
720575941691706264,3.030592222018843,3.7505789876547873,720575941691706264,75930968015625150,"114279, 92500, 2797",left,neck_connective,ascending,19B,NA,NA,AN19B001_a,AN_GNG_3,AN19B001,walking,CNS_02
720575941452945735,26.727816600604662,-12.849338900986568,720575941452945735,76707223090690295,"137155, 158797, 2149",left,neck_connective,ascending,09B,NA,NA,AN09B028,AN_multi_72,AN09B028,feeding,CNS_02
720575941453030983,-25.559412937359205,-0.5397331982287349,720575941453030983,76071705571078371,"116929, 92500, 2899",right,neck_connective,descending,putative_primary,NA,NA,DNbe004,DNbe004,DNb07,flight steering 1,CNS_01
720575941497322880,1.1017747114139842,4.603827107009035,720575941497322880,76071705504383689,"117792, 92500, 2804",left,neck_connective,descending,putative_primary,NA,NA,DNp10,DNp10,DNp10,landing,CNS_02
720575941453086535,26.308156032367346,-12.207852733078854,720575941453086535,76142074315090144,"119256, 92500, 2834",right,neck_connective,ascending,05B,NA,NA,AN05B097,AN_multi_76,AN05B097,feeding,CNS_08
720575941453195945,20.76520063380778,11.13664208656226,720575941453195945,76212236833817809,"121901, 86973, 2611",right,neck_connective,ascending,10B,NA,NA,AN10B039,AN_GNG_165,AN10B039,proprioceptive,CNS_02
720575941453274025,13.800894756122238,-14.947872531357664,720575941453274025,76212442992750568,"121534, 92500, 2803",right,neck_connective,ascending,08B,NA,NA,AN08B023,AN_GNG_SAD_34,AN08B023,reproduction,CNS_02
720575941496696263,16.82550146083415,-26.17664183372582,720575941496696263,76001336692433937,"115381, 92500, 2558",left,neck_connective,descending,SMPpv2_dorsal,NA,NA,DNp58,DNp58,DNp58,visceral control,CNS_03
720575941453538473,-4.031969766811725,-10.28024138206567,720575941453538473,76001336759769357,"114745, 92500, 2653",left,neck_connective,descending,LB7__prim,NA,NA,DNge041,DNge041,DNxl085,probing,CNS_02
720575941453611315,-24.378060322002767,19.27732430702124,720575941453611315,76282811803846468,"124554, 92500, 2983",right,neck_connective,ascending,07B,NA,NA,AN07B063,AN_4_None,AN07B063,flight steering 2,CNS_01
720575941453681203,5.44146062831462,-9.199971568528072,720575941453681203,76071705504268164,"117527, 92500, 2755",left,neck_connective,ascending,07B,NA,NA,AN07B005,auto:AN_GNG_178,AN07B005,walking steering,CNS_02
720575941453830637,-1.4348263551753706,-13.60579813713159,720575941453830637,76071705570946942,"117131, 92500, 2847",left,neck_connective,descending,MX12__prim,NA,NA,DNge123,DNge123,DNfl012,walking steering,CNS_02
720575941453869619,-21.32134340305745,16.84166680580054,720575941453869619,76001336826948980,"115422, 92500, 2913",left,neck_connective,descending,LB6,NA,NA,DNge085,DNge085,DNg18,flight steering 2,CNS_01
720575941453960499,-17.489682178692213,18.05777703529273,720575941453960499,76001336826698759,"116373, 92500, 2829",left,neck_connective,ascending,06B,NA,NA,AN06B068,AN_4_None,AN06B068,flight steering 2,CNS_01
720575941454031341,-30.245987873272288,7.810077297743899,720575941454031341,76282811736745248,"124836, 92500, 2794",right,neck_connective,ascending,07B,NA,NA,AN07B069,AN_GNG_SAD_31,AN07B069,flight steering 1,CNS_01
720575941454124781,-9.156254749493,-23.141685855332273,720575941454124781,76353180547952906,"125715, 92500, 2951",left,neck_connective,descending,NA,NA,NA,DNg12_a,DNg12_a,NA,grooming,CNS_01
720575941454260275,-16.601080875591627,7.6904646039572775,720575941454260275,75788786881298262,"109300, 50893, 560",right,neck_connective,descending,MX3,NA,NA,DNg106,DNg106,auto:DNg106,flight steering 2,CNS_04
720575941454569523,-20.497424106792803,15.601211178359131,720575941454569523,76212443059698663,"122863, 92500, 2994",right,neck_connective,descending,LB6,NA,NA,DNg18_b,DNg18_b,DNxn106,flight steering 2,CNS_01
720575941454882611,-17.373372059063307,-1.3977546810540138,720575941454882611,75930968015382072,"114264, 92500, 2686",left,neck_connective,ascending,NA,NA,NA,AN_GNG_171,AN_GNG_171,auto:AN19B022,flight steering 1,CNS_01
720575941626534090,-2.94922302265584,7.585588085707767,720575941626534090,76212442992706752,"122194, 92500, 2786",right,neck_connective,ascending,06B,NA,NA,AN06B002,AN_GNG_178,AN06B002,landing,CNS_02
720575941454913075,2.4158628175693795,-20.73154104942407,720575941454913075,76001336692319429,"116505, 92500, 2517",right,neck_connective,descending,putative_primary,NA,NA,DNge083,DNge083,DNxl112,reproduction,CNS_02
720575941454918195,-2.7108003904384326,7.891358959731202,720575941454918195,76212442992741853,"122122, 92500, 2797",right,neck_connective,ascending,06B,NA,NA,AN06B002,AN_GNG_178,AN06B002,landing,CNS_02
720575941454918707,23.577647228046064,-15.561149012986084,720575941454918707,76142074180728465,"119233, 92500, 2547",left,neck_connective,ascending,09B,NA,NA,AN09B032,AN_GNG_72,AN09B032,feeding,CNS_02
720575941463157904,28.12715436915935,-15.252794635239502,720575941463157904,76142074248075177,"120061, 92500, 2637",right,neck_connective,ascending,TBD,NA,NA,ANXXX433,AN_GNG_PRW_2,ANXXX433,feeding,CNS_06
720575941454969395,21.051810283465986,18.334291088637457,720575941454969395,76071705503976463,"117420, 92500, 2660",right,neck_connective,descending,putative_primary,NA,NA,DNg56,DNg56,DNg56,proprioceptive,CNS_05
720575941454975539,-25.1308526804012,6.707837212142091,720575941454975539,76282811803972996,"123192, 92500, 3029",left,neck_connective,descending,PSp2,NA,NA,DNp16,DNp16,DNnt021,flight steering 1,CNS_04
720575941455074099,20.007359523578288,-1.9263944744500099,720575941455074099,76071705570892759,"118513, 92500, 2830",left,neck_connective,ascending,05B,NA,NA,AN05B094,AN_multi_85,AN05B094,tactile,CNS_02
720575941455094835,27.184987087054857,4.558385479506593,720575941455094835,76212442992255509,"122865, 92500, 2628",right,neck_connective,ascending,09B,NA,NA,AN09B027,AN_AVLP_16,AN09B027,feeding,CNS_05
720575941455714541,-15.295500736431475,2.2866970182028834,720575941455714541,76773881117440244,"138949, 48685, 2687",right,neck_connective,descending,putative_primary,NA,NA,DNb02,DNb02,DNb02,head and eye orienting,CNS_01
720575941455744496,-30.174082737163893,13.667383778151613,720575941455744496,76282811736426252,"124512, 92500, 2687",right,neck_connective,ascending,TBD,NA,NA,ANXXX200,auto:AN_GNG_172,ANXXX200,flight steering 1,CNS_01
720575941455929837,-14.411841373638504,11.627385723647219,720575941455929837,76282811736654343,"123426, 92500, 2762",right,neck_connective,descending,LB7,NA,NA,DNge089,DNge089,DNit003,flight steering 2,CNS_04
720575941659400984,-20.916550617412923,7.9147926450339385,720575941659400984,76282811736705493,"123430, 92500, 2779",left,neck_connective,descending,MX3,NA,NA,DNg08_b,DNg08_b,DNg08,flight steering 1,CNS_01
720575941456180461,1.2831392476993844,-16.306250941697023,720575941456180461,76001336760182939,"116727, 92500, 2788",right,neck_connective,descending,putative_primary,NA,NA,DNg63,DNg63,DNg63,walking steering,CNS_02
720575941456504560,-22.226027469829912,-9.019582164231199,720575941456504560,76282811870560422,"123411, 92500, 3089",left,neck_connective,descending,LB12,NA,NA,DNg03,DNg03,DNg03,flight power,CNS_01
720575941456506015,22.179575938983564,25.29963074928198,720575941456506015,76282811736237812,"123254, 92500, 2617",right,neck_connective,descending,NA,NA,NA,DNg23,DNg23,DNg23,proprioceptive,CNS_05
720575941456625567,-7.099001388744708,-9.092307460251705,720575941456625567,76282811736479745,"124195, 92500, 2705",left,neck_connective,descending,MX3,NA,NA,DNg90,DNg90,DNg90,probing,CNS_02
720575941456665581,-5.088959675030107,-24.908348452988523,720575941456665581,76353180547843923,"126819, 92500, 2915",left,neck_connective,descending,MX12,NA,NA,DNg12_e,DNg12_e,DNg12,grooming,CNS_02
720575941456671213,18.869009990497233,-9.207674395981687,720575941456671213,76001336759531598,"115916, 92500, 2567",left,neck_connective,ascending,09B,NA,NA,AN09B014,AN_GNG_40,AN09B014,tactile,CNS_02
720575941456679149,-1.4589630176585862,-2.8282321810158666,720575941456679149,76001336759946857,"115372, 92500, 2704",midline,neck_connective,descending,putative_primary,NA,NA,DNpe020,DNpe020,NA,walking,CNS_02
720575941456849901,9.97394468288005,-1.8262313723000465,720575941456849901,76001336827289612,"116668, 92500, 3045",right,neck_connective,ascending,19A,NA,NA,AN19A018_d,AN_GNG_76,AN19A018,threat response,CNS_02
720575941456851693,16.286726970477694,-2.778194796982665,720575941456851693,76071705436510603,"118092, 92500, 2519",right,neck_connective,ascending,01A,NA,NA,AN01A055,NA,AN01A055,proprioceptive,CNS_05
720575941456897005,-3.545700292782183,-12.668875110093014,720575941456897005,75930968082849185,"114159, 92500, 2946",right,neck_connective,descending,WEDd1,NA,NA,DNa02,DNa02,DNa02,walking steering,CNS_02
720575941457000006,-25.93628404636799,17.899739849623774,720575941457000006,76282811736798891,"123685, 92500, 2815",left,neck_connective,ascending,16B,NA,NA,AN16B081,auto:AN_4_None,AN16B081,flight steering 2,CNS_01
720575941457039174,22.35654355983317,26.543145763930426,720575941457039174,76282811736349643,"123459, 92500, 2657",right,neck_connective,ascending,TBD,NA,NA,ANXXX148,auto:SA_DLV,ANXXX148,proprioceptive,CNS_05
720575941457181766,-27.410092334942213,12.135481464919192,720575941457181766,76001336760015721,"115067, 92500, 2732",left,neck_connective,ascending,07B,NA,NA,AN07B072,AN_4_None,AN07B072,flight steering 1,CNS_01
720575941457206854,17.10411359767497,5.105725395735842,720575941457206854,76071705504096871,"117495, 92500, 2696",left,neck_connective,ascending,NA,NA,NA,AN_GNG_AVLP_1,AN_GNG_AVLP_1,NA,threat response,CNS_02
720575941457859231,28.938944835467932,-14.291583430710691,720575941457859231,76142074180726534,"119408, 92500, 2552",right,neck_connective,ascending,TBD,NA,NA,ANXXX313,AN_GNG_FLA_2,ANXXX313,feeding,CNS_06
720575941457973407,-18.61756227512776,19.386603939589595,720575941457973407,76212442992765265,"122484, 92500, 2809",right,neck_connective,ascending,06B,NA,NA,AN06B051,SA_DMT_DMetaN_5,AN06B051,flight steering 2,CNS_01
720575941458140115,-30.62515543003499,9.066618549880129,720575941458140115,76847617048941238,"140294, 148256, 2473",left,neck_connective,ascending,07B,NA,NA,AN07B071,AN_GNG_172,AN07B071,flight steering 1,CNS_01
720575941458203859,-32.145113926128765,10.755902874526127,720575941458203859,76282811736792163,"124712, 92500, 2810",right,neck_connective,ascending,07B,NA,NA,AN07B071,AN_GNG_142,AN07B071,flight steering 1,CNS_01
720575941458263024,-32.19610307712972,12.886516201552494,720575941458263024,76282811736745247,"124767, 92500, 2796",right,neck_connective,ascending,07B,NA,NA,AN07B082,AN_GNG_15,AN07B082,flight steering 1,CNS_01
720575941458439123,-29.041464786724443,16.173486340102293,720575941458439123,76212443059320755,"122831, 92500, 2861",right,neck_connective,ascending,06A,NA,NA,AN06A092,AN_3_None,AN06A092,flight steering 2,CNS_01
720575941458500563,14.653940219684253,-23.98870695823754,720575941458500563,76142074248435872,"120711, 92500, 2759",right,neck_connective,ascending,08B,NA,NA,AN08B113,AN_4_None,AN08B113,visceral control,CNS_06
720575941458782704,17.33478643397868,-15.75826586479272,720575941458782704,76142074314986527,"119903, 92500, 2818",right,neck_connective,ascending,NA,NA,NA,AN_GNG_191,AN_GNG_191,auto:INXXX300,reproduction,CNS_03
720575941458803952,8.66656591395915,4.612302410658938,720575941458803952,76142074248416673,"120165, 92500, 2750",right,neck_connective,ascending,05B,NA,NA,AN05B006,AN_multi_87,AN05B006,threat response,CNS_02
720575941612783789,21.423136729999186,-17.96098555320825,720575941458813680,76212442924858968,"121150, 92500, 2528",right,neck_connective,ascending,05B,NA,NA,AN05B004,AN_GNG_111,AN05B004,feeding,NA
720575941458853702,22.960076350970866,1.9673949361411154,720575941458853702,76212442992103639,"121797, 92500, 2575",left,neck_connective,ascending,05B,NA,NA,AN05B062,AN_AVLP_GNG_23,AN05B062,feeding,CNS_02
720575941458897392,27.549796123309733,-1.4418703436287819,720575941458897392,76212442992236055,"120927, 92500, 2612",right,neck_connective,ascending,05B,NA,NA,AN05B099,AN_AVLP_22,AN05B099,feeding,CNS_05
720575941458999711,21.602293987079264,22.042518246230223,720575941458999711,76071705436503434,"117105, 92500, 2515",right,neck_connective,ascending,17B,NA,NA,AN17B007,AN_AVLP_GNG_3,AN17B007,proprioceptive,CNS_05
720575941593765672,27.11396314601482,2.768091070708377,720575941593765672,76001336692328122,"116006, 92500, 2525",left,neck_connective,ascending,TBD,NA,NA,ANXXX027,AN_AVLP_GNG_18,ANXXX027,feeding,CNS_02
720575941459023088,8.07634260158122,-14.263390910569091,720575941459023088,76212443059276845,"121316, 92500, 2841",left,neck_connective,descending,putative_primary,NA,NA,DNpe025,DNpe025,DNxl121,walking steering,CNS_02
720575941459093459,10.93759443263591,7.292504417952639,720575941459093459,76212442992715434,"121043, 92500, 2791",right,neck_connective,ascending,08B,NA,NA,AN08B110,AN_GNG_184,AN08B110,threat response,CNS_02
720575941459099844,-23.230395298199053,16.93417893653784,720575941459099844,76001336760108320,"115364, 92500, 2764",left,neck_connective,ascending,07B,NA,NA,AN07B085,AN_4_None,AN07B085,flight steering 2,CNS_01
720575941459103391,-20.261717777447096,-1.4257021068962994,720575941459103391,76071705504245309,"118040, 92500, 2746",left,neck_connective,descending,MD3,NA,NA,DNg79,DNg79,DNg79,flight steering 1,CNS_01
720575941459157151,-31.232048969463698,8.290619480666262,720575941459157151,76282811736731002,"124706, 92500, 2792",right,neck_connective,ascending,07B,NA,NA,AN07B091,AN_GNG_142,AN07B091,flight steering 1,CNS_01
720575941459216287,-4.13076541920125,-17.35316313499536,720575941459216287,76212442992617493,"122479, 92500, 2756",right,neck_connective,descending,MD3,NA,NA,DNge096,DNge096,DNfl027,probing,CNS_06
720575941487149378,25.248957652850756,-5.045347583237548,720575941487149378,76282811736508646,"123136, 92500, 2711",left,neck_connective,descending,PSp3,NA,NA,DNp42,DNp42,DNp42,tactile,CNS_02
720575941550561341,25.51933767299235,-2.809342753830808,720575941550561341,76142074248144989,"119334, 92500, 2657",right,neck_connective,descending,SMPpv2_ventral,NA,NA,DNpe052,DNpe052,DNxl076,tactile,CNS_05
720575941459354512,24.630913753314626,-15.958440196457763,720575941459354512,76142074247945259,"120809, 92500, 2583",right,neck_connective,ascending,09B,NA,NA,AN09B042,SA_VTV_4,AN09B042,feeding,CNS_03
720575941459415878,13.94305326442302,4.304295647200686,720575941459415878,76142074315075586,"118882, 92500, 2833",left,neck_connective,descending,DM6_central1,NA,NA,DNp36,DNp36,pIP9,threat response,CNS_05
720575941459479696,19.162440318866373,3.9927645803061544,720575941459479696,76636923334797313,"133738, 160657, 3294",left,neck_connective,ascending,NA,NA,NA,AN_GNG_190,AN_GNG_190,auto:AN07B018,proprioceptive,CNS_02
720575941733297963,5.704200763507489,5.109879124220949,720575941509165185,76071705504161048,"117332, 92500, 2717",left,neck_connective,descending,NA,NA,NA,DNp27,DNp27,DNp27,threat response,NA
720575941459850707,23.502179164691576,26.937514889296633,720575941459850707,76212442992338364,"122558, 92500, 2658",right,neck_connective,ascending,10B,NA,NA,AN10B053,AN_AVLP_53,AN10B053,proprioceptive,CNS_05
720575941459870278,-22.466488819317213,5.9397631764975625,720575941459870278,76282811803893191,"124471, 92500, 3001",right,neck_connective,ascending,06B,NA,NA,AN06B023,AN_IPS_GNG_1,AN06B023,flight steering 1,CNS_01
720575941459896390,18.834424037738447,-4.597042930069822,720575941459896390,76212442924885265,"122508, 92500, 2548",right,neck_connective,ascending,05B,NA,NA,AN05B045,AN_GNG_196,AN05B045,tactile,CNS_02
720575941455535923,-3.024817686275835,8.188714611586672,720575941455535923,76001336759883571,"115870, 92500, 2685",left,neck_connective,ascending,06B,NA,NA,AN06B002,AN_GNG_178,AN06B002,landing,CNS_02
720575941459926342,-27.55424783726155,15.688827145156006,720575941459926342,75930968082756590,"114541, 92500, 2913",left,neck_connective,ascending,07B,NA,NA,AN07B056,SA_DMT_DMetaN,AN07B056,flight steering 2,CNS_01
720575941459936070,28.827380199237474,1.181295979079348,720575941459936070,76212443059172167,"121557, 92500, 2818",right,neck_connective,ascending,07B,NA,NA,AN07B018,AN_AVLP_1,AN07B018,feeding,CNS_05
720575941460087251,-27.21116540928304,10.961099255141363,720575941460087251,75930968082712471,"114221, 92500, 2899",left,neck_connective,ascending,07B,NA,NA,AN07B072,AN_4_None,AN07B072,flight steering 1,CNS_01
720575941460102340,25.54270078639567,26.463517773207762,720575941460102340,76071705503697165,"117304, 92500, 2563",left,neck_connective,ascending,08B,NA,NA,AN08B018,AN_AVLP_36,AN08B018,proprioceptive,CNS_05
720575941460258515,15.961480159564623,5.773185837325196,720575941460258515,76212442924872187,"122305, 92500, 2541",right,neck_connective,ascending,05B,NA,NA,AN05B049,auto:DNg87,AN05B049,threat response,CNS_02
720575941460274116,20.925913829608564,11.337508785781008,720575941460274116,76212442992556185,"122158, 92500, 2733",left,ventral_nerve_cord,ascending,10B,NA,NA,AN10B060,AN_4_None,AN10B060,proprioceptive,CNS_02
720575941460298707,24.555506725116377,14.808293926772219,720575941460298707,76146197953940505,"120669, 216712, 4783",left,neck_connective,ascending,10B,NA,NA,AN10B045,AN_GNG_165,AN10B045,proprioceptive,CNS_02
720575941460701965,-21.41697023411214,20.746751415785887,720575941460701965,76212443059494471,"122222, 92500, 2921",right,neck_connective,ascending,19B,NA,NA,AN19B100,AN_4_None,AN19B100,flight steering 2,CNS_01
720575941460714180,22.801836986346846,14.667703259047613,720575941460714180,76071705503987302,"117638, 92500, 2657",left,neck_connective,ascending,10B,NA,NA,AN10B046,AN_GNG_165,AN10B046,proprioceptive,CNS_02
720575941460757715,-30.839898090557455,4.326062309798342,720575941460757715,76001336826912277,"115953, 92500, 2899",right,neck_connective,descending,PSp2,NA,NA,DNpe011,DNpe011,DNxn112,flight steering 1,CNS_01
720575941460850957,23.65070249538005,28.27980767494116,720575941460850957,76212442992329724,"122702, 92500, 2653",right,neck_connective,ascending,10B,NA,NA,AN10B053,AN_AVLP_53,AN10B053,proprioceptive,CNS_05
720575941460902157,-16.221881847576494,13.896276104506594,720575941460902157,76212442992692765,"122771, 92500, 2782",right,neck_connective,descending,LB7,NA,NA,DNg07,DNg07,DNg07,flight steering 2,CNS_01
720575941460972301,-24.66620157261311,17.742549526747794,720575941460972301,76282811803608232,"123879, 92500, 2907",left,neck_connective,ascending,NA,NA,NA,NA,auto:AN_4_None,auto:AN16B078,flight steering 2,CNS_01
720575941461092036,13.454732913776049,-4.810262572708981,720575941461092036,76071705504273771,"118515, 92500, 2758",left,neck_connective,ascending,05B,NA,NA,AN05B097,AN_multi_86,AN05B097,walking,CNS_02
720575941461205392,-27.817965488628747,11.429831135329351,720575941461205392,76353180548095777,"125448, 92500, 3003",left,neck_connective,ascending,11B,NA,NA,AN11B008,AN_GNG_175,AN11B008,flight steering 1,CNS_01
720575941461234131,5.095121402545576,-12.135011088791744,720575941461234131,76212443059268767,"120975, 92500, 2842",right,neck_connective,ascending,08B,NA,NA,AN08B022,AN_multi_45,AN08B022,walking steering,CNS_02
720575941461310096,-37.29122827549397,10.094289410170655,720575941461310096,76145304734939926,"120478, 189305, 5305",left,neck_connective,ascending,02A,NA,NA,AN02A022,AN_IPS_GNG_2,AN02A022,flight steering 1,CNS_01
720575941461320644,-36.417284946636535,12.926496136244877,720575941461320644,76282811803896012,"123003, 92500, 2999",left,neck_connective,descending,PSp2,NA,NA,DNpe054,DNpe054,DNut042,flight steering 1,CNS_01
720575941461347027,23.531931896014818,-14.349347484055418,720575941461347027,76282811736370381,"123641, 92500, 2667",right,neck_connective,descending,MX12__prim,NA,NA,DNg68,DNg68,DNg68,feeding,CNS_03
