root_id,UMAP1,UMAP2,root_626,supervoxel_id,position,side,region,super_class,hemilineage,cell_function,nerve,cell_type,fafb_cell_type,manc_cell_type,super_cluster,cns_network
720575941350890544,-20.94200799961507,5.442002880629642,720575941350890544,75930418192571296,"113735, 77212, 2348",left,neck_connective,descending,LB7,NA,NA,DNge110,DNge110,DNut054,flight steering 1,CNS_01
720575941351919408,22.29751111964763,28.340716946181395,720575941351919408,76212442992290124,"122863, 92500, 2640",right,neck_connective,ascending,08B,NA,NA,AN08B018,AN_AVLP_43,AN08B018,proprioceptive,CNS_05
720575941352057904,-36.624648075298644,9.572756397780521,720575941352057904,76001336826984143,"115532, 92500, 2930",left,neck_connective,descending,PSp2,NA,NA,DNpe054,DNpe054,auto:DNg18,flight steering 1,CNS_01
720575941352918576,19.88085653285563,-21.522190463486574,720575941352918576,76070605657109640,"117219, 60253, 1475",left,neck_connective,descending,MX3,NA,NA,DNg70,DNg70,DNxn180,visceral control,CNS_03
720575941352944432,21.215292949481608,21.98258744483862,720575941352944432,76001336692322290,"116656, 92500, 2523",right,neck_connective,ascending,17B,NA,NA,AN17B007,AN_AVLP_SAD_3,AN17B007,proprioceptive,CNS_05
720575941353080624,-9.687459926800127,-14.403657329026123,720575941353080624,76353180480521113,"125421, 92500, 2757",right,neck_connective,descending,putative_primary,NA,NA,DNge036,DNge036,DNfl042,probing,CNS_06
720575941353112112,-15.992299061016436,18.519763577040774,720575941353112112,76215054802336830,"121307, 171003, 4451",left,neck_connective,ascending,07B,NA,NA,AN07B046,AN_GNG_179,AN07B046,flight steering 2,CNS_01
720575941442616271,22.748682994647623,-18.558639895859613,720575941442616271,76142074247911449,"120314, 92500, 2571",right,neck_connective,ascending,09B,NA,NA,AN09B018_c,AN_GNG_71,AN09B018,feeding,CNS_06
720575941353247536,19.88544942836344,11.540380108412842,720575941353247536,76145098106309278,"120419, 183555, 3359",right,neck_connective,ascending,10B,NA,NA,AN10B046,AN_GNG_165,AN10B046,proprioceptive,CNS_02
720575941484160954,-27.253205280498857,11.049768078383547,720575941484160954,75930968082581389,"114375, 92500, 2854",left,neck_connective,ascending,07B,NA,NA,AN07B085,AN_GNG_175,AN07B085,flight steering 1,CNS_01
720575941390285462,-26.75223634739338,0.1828431964484273,720575941390285462,75930968083141165,"114111, 92500, 3049",right,neck_connective,descending,LB12,NA,NA,DNg05_b,DNg05_b,DNg05,flight steering 1,CNS_01
720575941390308246,-29.252600650982252,10.803290951308353,720575941390308246,76001336760067070,"115766, 92500, 2746",left,neck_connective,descending,LB7,NA,NA,DNge118,DNge118,DNut054,flight steering 1,CNS_01
720575941390604438,-30.153485279278154,12.674025166091065,720575941390604438,76353180547835670,"124946, 92500, 2909",right,neck_connective,ascending,NA,NA,NA,NA,NA,auto:AN06A062,flight steering 1,CNS_01
720575941390619140,-30.150277118877767,20.08463059669409,720575941390619140,76282811803954119,"124451, 92500, 3024",right,neck_connective,descending,NA,NA,NA,DNg10,auto:DNg10,DNg10,flight steering 2,CNS_01
720575941390623382,-33.94528482456624,7.532666790541751,720575941390623382,75930968083101983,"113199, 92500, 3040",right,neck_connective,descending,putative_primary,NA,NA,DNp20,DNp20,DNp20,flight steering 1,CNS_04
720575941390722710,-1.3667614867252063,-27.179746997300043,720575941390722710,75930968082535647,"113925, 92500, 2836",right,neck_connective,descending,MX12,NA,NA,DNge025,DNge025,DNg12,grooming,CNS_02
720575941391682052,24.43630887965739,18.926742184218504,720575941391682052,76071705503976456,"117609, 92500, 2654",left,neck_connective,ascending,10B,NA,NA,AN10B047,AN_GNG_166,AN10B047,proprioceptive,CNS_02
720575941392278678,-22.022372226909983,18.25734673744116,720575941392278678,76001336826677039,"116410, 92500, 2823",left,neck_connective,ascending,07B,NA,NA,AN07B089,auto:SA_DMT_DMetaN_6,AN07B089,flight steering 2,CNS_01
720575941392742148,-18.120200138286943,20.34370576148902,720575941392742148,76638229608193950,"134144,200352,5381",left,neck_connective,ascending,NA,NA,NA,AN08B100,AN_GNG_VES_9,AN08B100,flight steering 2,CNS_01
720575941392812548,-23.236464481548666,1.8516634584036884,720575941392812548,76212443059565190,"121773, 92500, 2954",right,neck_connective,descending,putative_primary,NA,NA,DNp26,DNp26,DNp26,flight steering 1,CNS_01
720575941393196950,-36.58339212437094,9.907067883071047,720575941393196950,76001336826906737,"115723, 92500, 2901",right,neck_connective,descending,PSp2,NA,NA,DNpe054,DNpe054,DNht001,flight steering 1,CNS_01
720575941393242628,25.437497157855635,5.984703171309572,720575941393242628,75788375369986196,"109203, 38642, 3702",right,neck_connective,descending,putative_primary,NA,NA,DNp30,DNp30,DNp30,proprioceptive,CNS_05
720575941393354390,-19.383154850201006,21.732698071059325,720575941393354390,76216085796012028,"122176, 201267, 5312",left,neck_connective,ascending,19B,NA,NA,AN19B106,auto:AN_4_None,AN19B106,flight steering 2,CNS_01
720575941393488790,-16.93375490208089,18.63011704688941,720575941393488790,76001336759911284,"115962, 92500, 2697",left,neck_connective,ascending,07B,NA,NA,AN07B046,AN_GNG_179,AN07B046,flight steering 2,CNS_01
720575941393722006,14.832678813739424,7.511989700850588,720575941393722006,76212442992569810,"122716, 92500, 2740",right,neck_connective,ascending,08B,NA,NA,AN08B081,AN_5_None,AN08B081,threat response,CNS_02
720575941393745046,-2.4765136053126997,4.3079901815024435,720575941393745046,76071705504027354,"117641, 92500, 2677",right,neck_connective,ascending,04A,NA,NA,AN04A001,AN_GNG_165,AN04A001,landing,CNS_02
720575941393748630,2.8323848436313916,-7.2434128641518525,720575941393748630,76353180480386409,"125863, 92500, 2689",right,neck_connective,ascending,01A,NA,NA,AN01A006,AN_GNG_48,AN01A006,walking steering,CNS_02
720575941393864342,20.55123235683024,-7.854030978623287,720575941393864342,76071705436552057,"117871, 92500, 2544",right,neck_connective,ascending,TBD,NA,NA,ANXXX041,AN_GNG_123,ANXXX041,tactile,CNS_02
720575941393983382,-21.445687275127753,-0.9099816798600139,720575941393983382,76212442992270175,"121586, 92500, 2638",right,neck_connective,ascending,07B,NA,NA,AN07B004,AN_multi_28,AN07B004,flight steering 1,CNS_04
720575941563866536,-18.333186130718587,6.52422772651587,720575941563866536,76001336760064248,"116646, 92500, 2749",right,neck_connective,descending,MX3,NA,NA,DNg08_b,DNg08_b,DNg08,flight steering 1,CNS_01
720575941399042851,1.5781052301365188,-17.96085776084985,720575941399042851,76001336759552743,"115618, 92500, 2572",left,neck_connective,descending,putative_primary,NA,NA,DNge077,DNge077,DNfl025,walking steering,CNS_06
720575941399099427,-8.88016603489339,-16.52455366844263,720575941399099427,76353180480440086,"125339, 92500, 2720",right,neck_connective,descending,NA,NA,NA,DNfl033,auto:DNg37,DNfl033,probing,CNS_06
720575941399380515,-2.090312700466509,-26.40645445579614,720575941399380515,75930968082434299,"114133, 92500, 2817",right,neck_connective,descending,MX12,NA,NA,DNg12_e,DNg12_e,DNg12,grooming,CNS_02
720575941399595555,-25.37798784275472,15.883241283949955,720575941399595555,75930968082726323,"114332, 92500, 2905",left,neck_connective,ascending,06A,NA,NA,AN06A062,auto:AN_4_None,AN06A062,flight steering 2,CNS_01
720575941400285475,-14.920930843548174,-1.5555846809777198,720575941400285475,76282811803996310,"124309, 92500, 3038",right,neck_connective,descending,LB7__prim,NA,NA,DNge125,DNge125,DNnt020,head and eye orienting,CNS_01
720575941400290851,-15.915356617168783,-0.7274189412030161,720575941400290851,76353180547818968,"125700, 92500, 2907",right,neck_connective,descending,putative_primary,NA,NA,DNg49,DNg49,DNg49,head and eye orienting,CNS_01
720575941612468710,5.229709167285567,-11.577935588303466,720575941612468710,76282811736423182,"123959, 92500, 2683",right,neck_connective,ascending,12B,NA,NA,AN12B019,AN_multi_15,AN12B019,walking steering,CNS_02
720575941400319779,6.545558471484785,-10.90615786308374,720575941400319779,76212442992628745,"122708, 92500, 2759",right,neck_connective,ascending,08B,NA,NA,AN08B022,AN_VES_GNG_7,AN08B022,walking steering,CNS_02
720575941560597775,-23.87456796665609,-2.269228351059813,720575941560597775,76282811804063255,"123410, 92500, 3063",left,neck_connective,descending,LB12,NA,NA,DNg110,DNg110,DNg110,flight steering 1,CNS_01
720575941560597775,-23.87456796665609,-2.269228351059813,720575941560597775,77126068233995116,"148216, 57889, 1792",left,NA,glia,NA,NA,NA,NA,NA,NA,NA,NA
720575941400967459,-12.55148408909261,6.294581520613771,720575941400967459,76071705503967968,"117612, 92500, 2650",left,ventral_nerve_cord,ascending_visceral_circulatory,TBD,NA,NA,EAXXX079,NA,EAXXX079,NA,NA
720575941401375011,24.269206065936686,14.736780750807863,720575941401375011,76071705503990000,"118039, 92500, 2660",left,neck_connective,ascending,10B,NA,NA,AN10B051,AN_AVLP_51,AN10B051,proprioceptive,CNS_05
720575941401738787,14.635490436359055,-14.972590815964603,720575941401738787,76286798070163734,"124695,211336,4943",left,neck_connective,ascending,NA,NA,NA,NA,auto:AN_GNG_165,auto:AN08B023,reproduction,CNS_02
720575941401753635,-23.165076236919752,-1.4235408424767435,720575941401753635,76282811870557465,"124161, 92500, 3088",left,neck_connective,descending,LB12,NA,NA,DNg06,DNg06,DNxn100,flight steering 1,CNS_01
720575941475357738,-10.391665439800617,5.751731026229006,720575941475357738,76001336759853495,"115833, 92500, 2677",left,neck_connective,ascending,NA,NA,NA,AN06B031,SA_DMT_ADMN_10,AN06B031,flight steering 2,CNS_01
720575941401766435,-3.5640847494167045,-8.8441556810769,720575941401766435,76282811736646155,"124544, 92500, 2764",left,neck_connective,descending,putative_primary,NA,NA,DNbe007,DNbe007,DNxl082,probing,CNS_07
720575941401783587,26.045586604877116,-16.75257338279809,720575941401783587,76142074180767691,"120284, 92500, 2555",left,neck_connective,ascending,NA,NA,NA,AN_GNG_SAD_6,AN_GNG_SAD_6,auto:AN09B042,feeding,CNS_03
720575941401786403,-22.365687351421705,14.330782520827398,720575941401786403,76001336826847501,"116187, 92500, 2878",right,neck_connective,descending,putative_primary,NA,NA,DNpe004,DNpe004,auto:DNut042,flight steering 2,CNS_01
720575941536706753,17.70931341151774,-24.990867984238527,720575941536706753,76001336692352141,"115279, 92500, 2550",left,neck_connective,descending,putative_primary,NA,NA,DNg80,DNg80,DNg80,visceral control,CNS_06
720575941401813027,18.096270580096846,18.11720429664527,720575941401813027,76071705436513052,"116838, 92500, 2519",right,neck_connective,ascending,17B,NA,NA,AN17B002,AN_GNG_AMMC_1,AN17B002,proprioceptive,CNS_05
720575941401814307,-1.5657539178889939,-5.429137599411863,720575941401814307,75930968015332293,"114263, 92500, 2654",left,neck_connective,descending,putative_primary,NA,NA,DNge050,DNge050,DNxl049,walking,CNS_02
720575941401962787,21.138255138202318,-14.205541980210203,720575941401962787,76001336759565185,"116435, 92500, 2579",left,neck_connective,descending,putative_primary,NA,NA,DNg104,DNg104,DNxl101,feeding,CNS_05
720575941402279971,13.820174236102707,5.234665501174075,720575941402279971,76212442992759303,"120850, 92500, 2801",right,neck_connective,ascending,08B,NA,NA,AN08B089,AN_GNG_147,AN08B089,threat response,CNS_02
720575941403931248,18.233243007465006,-9.693903338852781,720575941403931248,76001336692337925,"115556, 92500, 2541",left,neck_connective,ascending,TBD,NA,NA,ANXXX092,AN_GNG_27,ANXXX092,tactile,CNS_02
720575941403937136,4.4657578657108585,7.342786896285157,720575941403937136,76212442992471333,"121903, 92500, 2705",right,neck_connective,ascending,08B,NA,NA,AN08B015,AN_GNG_186,AN08B015,threat response,CNS_02
720575941403959920,3.8632044980961138,-9.462149035874269,720575941403959920,76212443059209789,"120885, 92500, 2823",right,neck_connective,ascending,08B,NA,NA,AN08B100,AN_GNG_VES_9,AN08B100,walking steering,CNS_02
720575941404619888,-20.33178995151936,22.06067239051733,720575941404619888,76286386021947927,"122992, 199648, 6055",left,neck_connective,ascending,19B,NA,NA,AN19B104,AN_4_None,AN19B104,flight steering 2,CNS_01
720575941404711792,1.293664712710981,2.2213195443717066,720575941404711792,76001336827197548,"116314, 92500, 3004",right,neck_connective,descending,PSp2,NA,NA,DNpe016,DNpe016,DNxn174,walking,CNS_02
720575941404748144,-5.421603660778398,-16.02862490409936,720575941404748144,76282811803980637,"123039, 92500, 3034",left,neck_connective,descending,MX12,NA,NA,DNge106,DNge106,DNxl097,probing,CNS_06
720575941404754544,13.382967014117844,-27.06016005271997,720575941404754544,76142074315445836,"118895, 92500, 2960",left,neck_connective,ascending,TBD,NA,NA,ANXXX169,NA,ANXXX169,visceral control,CNS_03
720575941404813680,-35.0357198526424,14.284788715895752,720575941404813680,76001336826747948,"116567, 92500, 2844",left,neck_connective,descending,LB7,NA,NA,DNg36_b,DNg36_b,DNut042,flight steering 1,CNS_01
720575941404874352,-3.3948023130458536,-16.066226375046625,720575941404874352,76001336759587668,"115253, 92500, 2586",right,neck_connective,descending,MX12__prim,NA,NA,DNge173,DNge173,DNfl021,probing,CNS_06
720575941404900464,11.311063785358073,7.756468403395755,720575941404900464,76212442992566923,"122343, 92500, 2738",right,neck_connective,ascending,NA,NA,NA,AN_GNG_SAD_32,AN_GNG_SAD_32,auto:AN08B096,threat response,CNS_02
720575941404923248,26.136094112201338,-2.784876477661985,720575941404923248,76282811736214799,"124292, 92500, 2608",right,neck_connective,ascending,TBD,NA,NA,ANXXX043,AN_AVLP_GNG_22,ANXXX043,tactile,CNS_02
720575941404981360,-35.5229596902889,10.76151143318091,720575941404981360,76212443059726304,"122801, 92500, 3004",left,neck_connective,descending,PSp2,NA,NA,DNp17,DNp17,DNp17,flight steering 1,CNS_01
720575941579149401,-37.73236368198811,7.886660206374271,720575941579149401,76000443406392672,"114790, 66106, 2566",right,neck_connective,descending,NA,NA,NA,NA,auto:DNp17,NA,flight steering 1,CNS_01
720575941405473327,-23.80534647007405,1.3421025157538475,720575941405473327,76282811804039639,"123454, 92500, 3056",left,neck_connective,descending,NA,NA,NA,DNge015,DNge015,NA,flight steering 1,CNS_01
720575941405855918,12.273734111590986,-6.815973174515623,720575941405855918,76071705436526548,"116878, 92500, 2532",left,neck_connective,ascending,12B,NA,NA,AN12B055,AN_GNG_127,AN12B055,walking steering,CNS_02
720575941407235502,8.354218501849775,8.051972973403078,720575941407235502,76142074248444488,"119011, 92500, 2765",left,neck_connective,ascending,08B,NA,NA,AN08B098,AN_GNG_187,AN08B098,threat response,CNS_02
720575941407499055,8.684873599811201,-3.5022996782692846,720575941407499055,76282811736253077,"123904, 92500, 2623",right,neck_connective,ascending,12B,NA,NA,AN12B089,AN_GNG_200,AN12B089,threat response,CNS_02
720575941407564718,19.109072704120283,-11.221870791855707,720575941407564718,76282811736135079,"122923, 92500, 2561",left,neck_connective,ascending,12B,NA,NA,AN12B011,AN_GNG_151,AN12B011,tactile,CNS_02
720575941407788206,-4.8775577356380175,-25.397570025864503,720575941407788206,76844524471084982,"139914, 57204, 1659",left,central_brain,descending,MX12__prim,NA,NA,DNge029,DNge029,NA,grooming,CNS_06
720575941407841071,-5.717906933025711,4.442240822371585,720575941407841071,76071705571468335,"116761, 92500, 3030",left,neck_connective,descending,putative_primary,NA,NA,DNp07,DNp07,DNp07,landing,CNS_02
720575941408170799,24.90848257045328,2.2756351113883078,720575941408170799,76282811736382267,"124343, 92500, 2667",left,neck_connective,descending,NA,NA,NA,DNge102,DNge102,DNxn165,feeding,CNS_02
720575941408363950,18.64803792934001,-8.670457255783937,720575941408363950,76071705504006986,"118771, 92500, 2663",right,neck_connective,ascending,17A,NA,NA,AN17A076,auto:AN_GNG_73,AN17A076,tactile,CNS_02
720575941408436142,30.429387111468916,-3.707767379227538,720575941408436142,76075829142238588,"117696, 215904, 4382",right,neck_connective,ascending,05B,NA,NA,AN05B023,AN_GNG_192,AN05B023,feeding,CNS_02
720575941408508078,8.632889766498215,2.7245005250540792,720575941408508078,76001336760032775,"114798, 92500, 2732",right,neck_connective,descending,PSp3,NA,NA,DNp08,DNp08,DNp08,threat response,CNS_02
720575941408535343,2.3925249765354444,-11.864358317795652,720575941408535343,76212442992750573,"121821, 92500, 2803",left,neck_connective,descending,putative_primary,NA,NA,DNb08,DNb08,DNb08,walking steering,CNS_02
720575941408568238,0.7448860595661452,-9.9766715883645,720575941408568238,76071705504398422,"117094, 92500, 2801",right,neck_connective,descending,putative_primary,NA,NA,DNb08,DNb08,DNb08,walking steering,CNS_02
720575941408568750,3.245429296298628,3.268140184935671,720575941408568750,75792498673011936,"110327, 160104, 4305",left,neck_connective,ascending,19B,NA,NA,AN19B001_b,AN_GNG_IPS_11,AN19B001,walking,CNS_02
720575941408577327,-1.054776113228197,-25.915382754746332,720575941408577327,76001336759731982,"115867, 92500, 2640",left,neck_connective,descending,MX12__prim,NA,NA,DNg62,DNg62,DNg62,grooming,CNS_02
720575941408617519,17.246937770648604,-1.487763416710752,720575941408617519,76001336692338900,"116037, 92500, 2536",left,neck_connective,ascending,TBD,NA,NA,ANXXX380,AN_AVLP_PVLP_1,ANXXX380,proprioceptive,CNS_03
720575941408634671,-1.0176324953597733,-15.573014628830808,720575941408634671,76212443059368072,"121139, 92500, 2879",right,neck_connective,ascending,TBD,NA,NA,ANXXX318,AN_GNG_77,ANXXX318,walking steering,CNS_03
720575941408639535,1.6239988992649363,0.3392706990805684,720575941408639535,76353180480568635,"125789, 92500, 2780",right,neck_connective,descending,putative_primary,NA,NA,DNge148,DNge148,DNxn147,walking,CNS_02
720575941408661934,6.193693179889327,4.006826984938724,720575941408661934,76142074315092782,"120266, 92500, 2839",right,neck_connective,descending,putative_primary,NA,NA,DNpe026,DNpe026,DNxn155,threat response,CNS_02
720575941408800047,10.156165141864422,-10.953565013352296,720575941408800047,76001336759567747,"116061, 92500, 2576",right,neck_connective,ascending,01B,NA,NA,AN01B011,AN_GNG_VES_7,AN01B011,reproduction,CNS_02
720575941408820271,29.37985708217204,-5.112841975632566,720575941408820271,76142074180820109,"119318, 92500, 2558",left,neck_connective,ascending,09B,NA,NA,AN09B004,AN_multi_95,AN09B004,tactile,CNS_02
720575941408856879,20.934672374530436,-8.590141665879148,720575941408856879,76001336692338908,"115459, 92500, 2543",right,neck_connective,ascending,01B,NA,NA,AN01B002,BM_Taste,AN01B002,tactile,CNS_02
720575941410113451,-1.8078230430644697,-25.736091983261957,720575941410113451,75930968082920044,"114635, 92500, 2974",left,neck_connective,ascending,19B,NA,NA,AN19B015,AN_GNG_6,AN19B015,grooming,CNS_02
720575941411184043,19.382605571551917,-3.3379727720650614,720575941411184043,76212442992120880,"121845, 92500, 2582",right,neck_connective,ascending,05B,NA,NA,AN05B071,AN_GNG_197,AN05B071,tactile,CNS_02
720575941411212715,-19.58102319736897,5.337092506941897,720575941411212715,76353180480411290,"126051, 92500, 2705",right,neck_connective,descending,MX3,NA,NA,DNg32,DNg32,DNg32,flight steering 1,CNS_01
720575941535862506,1.5925305078464795,-12.856704127732176,720575941535862506,76212443059499909,"121363, 92500, 2923",left,neck_connective,descending,WEDd1,NA,NA,DNa01,DNa01,DNa01,walking steering,CNS_02
720575941411290539,-4.856848697857256,-1.709060561600584,720575941411290539,76142074248545990,"120251, 92500, 2802",left,neck_connective,ascending,04B,NA,NA,AN04B003,AN_IPS_GNG_7,AN04B003,walking,CNS_02
720575941411344043,7.249310989184981,8.013237583693606,720575941411344043,76212443059494457,"121165, 92500, 2920",right,neck_connective,ascending,18B,NA,NA,AN18B032,AN_GNG_78,AN18B032,threat response,CNS_01
720575941411405995,17.622784633441572,-2.1006122946175516,720575941411405995,76071705504024502,"118781, 92500, 2670",right,neck_connective,ascending,17A,NA,NA,AN17A004,AN_GNG_160,AN17A004,proprioceptive,CNS_02
720575941411441323,-24.347447376446123,-0.5357357978257121,720575941411441323,76071705570936086,"117769, 92500, 2842",right,neck_connective,descending,WEDd1,NA,NA,DNae009,DNae009,DNxn124,flight steering 1,CNS_01
720575941411472555,2.924103755756026,1.7641588330832543,720575941411472555,76212443059263043,"121657, 92500, 2839",right,neck_connective,descending,putative_primary,NA,NA,DNb09,DNb09,DNb09,walking,CNS_02
720575941411527057,-31.49933145542561,10.373096096572025,720575941411527057,76282811803405303,"124724, 92500, 2831",right,neck_connective,ascending,07B,NA,NA,AN07B082,AN_GNG_172,AN07B082,flight steering 1,CNS_01
720575941411620207,15.963252086444502,-31.873325717392824,720575941411620207,76142074315565818,"119068, 92500, 3005",left,neck_connective,descending,MX12__prim,NA,NA,DNg33,DNg33,DNg33,visceral control,CNS_03
720575941545418501,25.535016078754072,-17.897547137680906,720575941545418501,76282811736158594,"123241, 92500, 2569",left,neck_connective,descending,putative_primary,NA,NA,DNg67,DNg67,DNg67,feeding,CNS_06
720575941411719279,12.969674129291182,-26.794248950425043,720575941411719279,75654303939607285,"106455, 237564, 4848",left,neck_connective,ascending,TBD,NA,NA,ANXXX169,AN_GNG_14,ANXXX169,visceral control,CNS_03
720575941411740817,21.966835994525553,18.629436123427492,720575941411740817,76282811736221000,"123395, 92500, 2608",left,neck_connective,ascending,17B,NA,NA,AN17B008,AN_GNG_AMMC_3,AN17B008,proprioceptive,CNS_02
720575941412103535,14.70890809993327,-1.138653349820036,720575941412103535,76071705436523633,"116818, 92500, 2528",left,neck_connective,ascending,12B,NA,NA,AN12B089,AN_GNG_200,AN12B089,threat response,CNS_02
720575941412619631,6.074725646777753,3.448320496138674,720575941412619631,76142074315370004,"120744, 92500, 2938",right,neck_connective,descending,NA,NA,NA,DNxn153,NA,DNxn153,threat response,CNS_02
720575941412623215,-6.044665317730303,-24.590368640366453,720575941412623215,76353180547794349,"126060, 92500, 2897",left,neck_connective,descending,NA,NA,NA,DNg12_e,DNg12_e,DNg12,grooming,CNS_02
720575941412626799,8.888042468829756,-24.293697726670164,720575941412626799,75930968015563513,"113388, 92500, 2772",left,neck_connective,ascending,TBD,NA,NA,ANXXX214,AN_GNG_14,ANXXX214,visceral control,CNS_03
720575941412795759,10.273933429523115,3.2171176553336207,720575941412795759,76071705504220526,"118766, 92500, 2747",left,neck_connective,ascending,08B,NA,NA,AN08B048,AN_multi_104,AN08B048,threat response,CNS_02
720575941413382289,-19.770045261577955,22.077025997695074,720575941413382289,76001336826798069,"115867, 92500, 2862",left,neck_connective,ascending,19B,NA,NA,AN19B104,AN_4_None,AN19B104,flight steering 2,CNS_01
720575941413523604,-0.22572277088582018,-13.18430460685815,720575941413523604,76001336893739146,"115890, 92500, 3073",right,neck_connective,ascending,02A,NA,NA,AN02A046,AN_GNG_82,AN02A046,walking steering,CNS_02
720575941413566748,-23.14927194614827,22.628291714247805,720575941413566748,76353180548022908,"125113, 92500, 2975",right,neck_connective,ascending,19B,NA,NA,AN19B059,AN_GNG_IPS_20,AN19B059,flight steering 2,CNS_01
720575941413642268,-12.26183698673665,-5.207108867112057,720575941413642268,76282811804121476,"124706, 92500, 3070",left,neck_connective,descending,putative_primary,NA,NA,DNg78,DNg78,DNg78,head and eye orienting,CNS_01
720575941413778833,-20.929661731914873,22.197997677382574,720575941413778833,76216085795973137,"122853, 200899, 5302",left,neck_connective,ascending,19B,NA,NA,AN19B104,AN_4_None,AN19B104,flight steering 2,CNS_01
720575941414262161,8.100061435504559,1.7704480767813744,720575941414262161,76001336759795751,"116423, 92500, 2658",right,neck_connective,descending,SMPpv2_ventral,NA,NA,DNpe021,DNpe021,DNxn163,threat response,CNS_03
720575941414341521,-22.982043247417796,-3.1015790819558084,720575941414341521,76001336826920828,"116518, 92500, 2906",right,neck_connective,descending,putative_primary,NA,NA,DNpe055,DNpe055,DNxn102,flight power,CNS_01
720575941414353436,-24.854367237285967,14.075224506911379,720575941414353436,76001336827025090,"115210, 92500, 2942",left,neck_connective,descending,LB6,NA,NA,DNg10,DNg10,DNg10,flight steering 2,CNS_01
720575941414424977,-22.42939851780354,1.7090920091239035,720575941414424977,75577544082281419,"102589, 45907, 3891",right,neck_connective,descending,putative_primary,NA,NA,DNp57,DNp57,DNp57,flight steering 1,CNS_01
720575941414483604,-29.13638589878499,20.54279290443334,720575941414483604,76282811803344179,"124160, 92500, 2823",right,neck_connective,ascending,19B,NA,NA,AN19B039,AN_4_None,AN19B039,flight steering 2,CNS_01
720575941414491028,25.64545537929118,1.7601259828177511,720575941414491028,76001336692335843,"115919, 92500, 2531",right,neck_connective,descending,NA,NA,NA,DNge102,DNge102,DNxl128,feeding,CNS_02
720575941414779284,15.774039287372236,8.306453335341557,720575941414779284,76212442992640149,"121579, 92500, 2760",right,neck_connective,ascending,08B,NA,NA,AN08B109,AN_5_None,AN08B109,threat response,CNS_02
720575941414947220,20.64998151759685,3.4491370797720977,720575941414947220,76142074248164002,"120652, 92500, 2661",left,neck_connective,descending,putative_primary,NA,NA,DNpe031,DNpe031,DNxn187,proprioceptive,CNS_02
720575941415224348,-24.44401071567952,13.769292461928469,720575941415224348,76071705570887481,"116745, 92500, 2828",left,neck_connective,descending,LB7,NA,NA,DNge116,DNge116,DNg36,flight steering 2,CNS_01
720575941478195265,-29.058119754986162,2.107702124175173,720575941478195265,76071705504454979,"117238, 92500, 2812",left,neck_connective,descending,MX3,NA,NA,DNg42,DNg42,DNg42,flight steering 1,CNS_01
720575941415605276,20.767977733417162,12.298126804885012,720575941415605276,75794491672103801,"109540, 220375, 4830",right,neck_connective,ascending,10B,NA,NA,AN10B037,AN_GNG_88,AN10B037,proprioceptive,CNS_02
720575941415707420,19.128714580340983,18.951188671645266,720575941415707420,76142074248385647,"119549, 92500, 2743",left,neck_connective,descending,MD3,NA,NA,DNg24,DNg24,DNg24,proprioceptive,CNS_05
720575941535705778,-28.055602054790846,6.5833293080893585,720575941535705778,76422587152129820,"128039,64103,2604",left,neck_connective,descending,PSp2,NA,NA,DNp17,DNp17,DNxn112,flight steering 1,CNS_01
720575941416654620,23.831484813495287,-6.800390613022703,720575941416654620,76142074248061540,"119396, 92500, 2620",right,neck_connective,ascending,17A,NA,NA,AN17A018,AN_GNG_SAD_1,AN17A018,tactile,CNS_02
720575941416724764,25.85368825892985,-11.847095858994384,720575941416724764,76142074315163817,"119430, 92500, 2866",left,neck_connective,ascending,05B,NA,NA,AN05B097,AN_multi_76,AN05B097,feeding,CNS_08
720575941416742172,9.734827060504557,-2.377124559822936,720575941416742172,76071705571550603,"117063, 92500, 3056",right,neck_connective,ascending,19A,NA,NA,AN19A018_c,AN_GNG_52,AN19A018,threat response,CNS_03
720575941416780828,23.69028570155681,29.614715206679445,720575941416780828,76212442992394481,"122795, 92500, 2671",right,neck_connective,ascending,NA,NA,NA,AN_AVLP_43,AN_AVLP_43,auto:AN10B029,proprioceptive,CNS_05
720575941416830748,17.514651317401537,-27.149494540635004,720575941416830748,76142074248342226,"119702, 92500, 2732",right,neck_connective,ascending,05B,NA,NA,AN05B101_a,AN_multi_97,AN05B101,visceral control,CNS_06
720575941424935508,22.71206190089763,-7.004245173874755,720575941424935508,76142074247916104,"118955, 92500, 2571",left,neck_connective,ascending,05B,NA,NA,AN05B046,AN_GNG_196,AN05B046,tactile,CNS_02
720575941424975956,-22.62424371738851,4.6000739217368185,720575941424975956,76282811803491894,"123000, 92500, 2856",right,neck_connective,ascending,NA,NA,NA,NA,AN_4_None,NA,flight steering 1,CNS_04
720575941425381716,-21.34262559910237,15.46386967903052,720575941425381716,76212443059532301,"122841, 92500, 2931",right,neck_connective,descending,LB6,NA,NA,DNge085,DNge085,DNxn109,flight steering 2,CNS_01
720575941425384532,-26.979018192486166,21.87161027198706,720575941425384532,75930968082612274,"114282, 92500, 2865",left,neck_connective,ascending,19B,NA,NA,AN19B060,SA_DMT_DMetaN_12,AN19B060,flight steering 2,CNS_01
720575941426612564,-23.68086145420492,-1.3030790209206522,720575941426612564,76001336893829921,"114774, 92500, 3087",right,neck_connective,descending,LB12,NA,NA,DNg02_a,DNg02_a,DNg92,flight steering 1,CNS_01
