FBbt_id	cell_type	synonym	creation_date	asserted_parents	notes
FBbt:20004339	CB0597		2024-02-05T12:00:00Z		
FBbt:20004340	CB0598		2024-02-05T12:00:00Z		
FBbt:20004341	CB0599		2024-02-05T12:00:00Z		
FBbt:20004342	CB0600		2024-02-05T12:00:00Z		
FBbt:20004343	CB0601		2024-02-05T12:00:00Z		
FBbt:20004344	CB0602		2024-02-05T12:00:00Z		
FBbt:20004345	CB0603		2024-02-05T12:00:00Z		
FBbt:20004346	CB0604		2024-02-05T12:00:00Z		
FBbt:20004347	CB0605		2024-02-05T12:00:00Z		
FBbt:20004348	CB0606		2024-02-05T12:00:00Z		
FBbt:20004349	CB0607		2024-02-05T12:00:00Z		
FBbt:20004350	CB0608		2024-02-05T12:00:00Z		
FBbt:20004351	CB0609		2024-02-05T12:00:00Z		
FBbt:20004352	CB0610		2024-02-05T12:00:00Z		
FBbt:20004353	CB0611		2024-02-05T12:00:00Z		
FBbt:20004354	CB0612		2024-02-05T12:00:00Z		
FBbt:20004355	CB0615		2024-02-05T12:00:00Z		
FBbt:20004357	CB0617		2024-02-05T12:00:00Z		
FBbt:20004358	CB0618		2024-02-05T12:00:00Z		
FBbt:20004359	CB0619		2024-02-05T12:00:00Z		
FBbt:20004360	CB0620		2024-02-05T12:00:00Z		
FBbt:20004361	CB0623		2024-02-05T12:00:00Z		
FBbt:20004362	CB0624		2024-02-05T12:00:00Z		
FBbt:20004363	CB0625		2024-02-05T12:00:00Z		
FBbt:20004364	CB0626		2024-02-05T12:00:00Z		
FBbt:20004365	CB0627		2024-02-05T12:00:00Z		
FBbt:20004366	CB0628		2024-02-05T12:00:00Z		
FBbt:20004367	CB0629		2024-02-05T12:00:00Z		
FBbt:20004368	CB0630		2024-02-05T12:00:00Z		
FBbt:20004369	CB0631		2024-02-05T12:00:00Z		
FBbt:20004370	CB0632		2024-02-05T12:00:00Z		
FBbt:20004371	CB0633		2024-02-05T12:00:00Z		
FBbt:20004372	CB0635		2024-02-05T12:00:00Z		
FBbt:20004373	CB0637		2024-02-05T12:00:00Z		
FBbt:20004374	CB0638		2024-02-05T12:00:00Z		
FBbt:20004375	CB0640		2024-02-05T12:00:00Z		
FBbt:20004376	CB0641		2024-02-05T12:00:00Z		
FBbt:20004377	CB0642		2024-02-05T12:00:00Z		
FBbt:20004378	CB0643		2024-02-05T12:00:00Z		
FBbt:20004379	CB0644		2024-02-05T12:00:00Z		
FBbt:20004380	CB0645		2024-02-05T12:00:00Z		
FBbt:20004381	CB0646		2024-02-05T12:00:00Z		
FBbt:20004382	CB0647		2024-02-05T12:00:00Z		
FBbt:20004383	CB0648		2024-02-05T12:00:00Z		
FBbt:20004384	CB0649		2024-02-05T12:00:00Z		
FBbt:20004385	CB0650		2024-02-05T12:00:00Z		
FBbt:20004386	CB0651		2024-02-05T12:00:00Z		
FBbt:20004387	CB0652		2024-02-05T12:00:00Z		
FBbt:20004388	CB0653		2024-02-05T12:00:00Z	FBbt:00051877	Shiu et al. (2024) - FBrf0260565
FBbt:20004389	CB0654		2024-02-05T12:00:00Z		
FBbt:20004390	CB0655		2024-02-05T12:00:00Z		
FBbt:20004391	CB0656		2024-02-05T12:00:00Z		
FBbt:20004392	CB0657		2024-02-05T12:00:00Z		
FBbt:20004393	CB0658		2024-02-05T12:00:00Z		
FBbt:20004394	CB0659		2024-02-05T12:00:00Z		
FBbt:20004395	CB0660		2024-02-05T12:00:00Z		
FBbt:20004396	CB0661		2024-02-05T12:00:00Z		
FBbt:20004397	CB0662		2024-02-05T12:00:00Z		
FBbt:20004398	CB0663		2024-02-05T12:00:00Z		
FBbt:20004399	CB0665		2024-02-05T12:00:00Z		
FBbt:20004400	CB0666		2024-02-05T12:00:00Z		
FBbt:20004401	CB0667		2024-02-05T12:00:00Z		
FBbt:20004402	CB0668		2024-02-05T12:00:00Z		
FBbt:20004403	CB0669		2024-02-05T12:00:00Z		
FBbt:20004404	CB0670		2024-02-05T12:00:00Z		
FBbt:20004405	CB0671		2024-02-05T12:00:00Z		
FBbt:20004406	CB0674		2024-02-05T12:00:00Z		
FBbt:20004407	CB0675		2024-02-05T12:00:00Z		
FBbt:20004408	CB0676		2024-02-05T12:00:00Z		
FBbt:20004409	CB0677		2024-02-05T12:00:00Z		
FBbt:20004410	CB0678		2024-02-05T12:00:00Z		
FBbt:20004411	CB0679		2024-02-05T12:00:00Z		
FBbt:20004412	CB0681		2024-02-05T12:00:00Z		
FBbt:20004413	CB0682		2024-02-05T12:00:00Z		
FBbt:20004414	CB0683		2024-02-05T12:00:00Z		
FBbt:20004415	CB0684		2024-02-05T12:00:00Z		
FBbt:20004416	CB0685		2024-02-05T12:00:00Z		
FBbt:20004417	CB0687		2024-02-05T12:00:00Z		
FBbt:20004418	CB0688		2024-02-05T12:00:00Z		
FBbt:20004419	CB0689		2024-02-05T12:00:00Z		
FBbt:20004420	CB0690		2024-02-05T12:00:00Z		
FBbt:20004421	AN_multi_105	CB0691	2024-02-05T12:00:00Z		
FBbt:20004422	AN_SLP_LH_1	CB0692	2024-02-05T12:00:00Z		
FBbt:20004423	AN_AVLP_PVLP_5	CB0693	2024-02-05T12:00:00Z		
FBbt:20004424	AN_multi_82	CB0694	2024-02-05T12:00:00Z		
FBbt:20004425	CB0695		2024-02-05T12:00:00Z		
FBbt:20004426	CB0696		2024-02-05T12:00:00Z		
FBbt:20004427	CB0698		2024-02-05T12:00:00Z		
FBbt:20004428	CB0699		2024-02-05T12:00:00Z		
FBbt:20004429	CB0700		2024-02-05T12:00:00Z	FBbt:00051946	Shiu et al. (2024) - FBrf0260565
FBbt:20004431	CB0703		2024-02-05T12:00:00Z		
FBbt:20004432	CB0704		2024-02-05T12:00:00Z		
FBbt:20004433	CB0705		2024-02-05T12:00:00Z		
FBbt:20004434	CB0706		2024-02-05T12:00:00Z		
FBbt:20004435	CB0707		2024-02-05T12:00:00Z		
FBbt:20004436	CB0708		2024-02-05T12:00:00Z		
FBbt:20004437	CB0709		2024-02-05T12:00:00Z		
FBbt:20004438	CB0710		2024-02-05T12:00:00Z		
FBbt:20004439	CB0713		2024-02-05T12:00:00Z		
FBbt:20004440	CB0715		2024-02-05T12:00:00Z		
FBbt:20004441	CB0716		2024-02-05T12:00:00Z		
FBbt:20004442	CB0717		2024-02-05T12:00:00Z		
FBbt:20004443	CB0718		2024-02-05T12:00:00Z		
FBbt:20004444	CB0719		2024-02-05T12:00:00Z		
FBbt:20004445	CB0720		2024-02-05T12:00:00Z		
FBbt:20004446	CB0721		2024-02-05T12:00:00Z		
FBbt:20004447	CB0722		2024-02-05T12:00:00Z		
FBbt:20004448	CB0723		2024-02-05T12:00:00Z		
FBbt:20004449	CB0724		2024-02-05T12:00:00Z		
FBbt:20004450	CB0726		2024-02-05T12:00:00Z		
FBbt:20004451	CB0727		2024-02-05T12:00:00Z		
FBbt:20004452	CB0728		2024-02-05T12:00:00Z		
FBbt:20004453	CB0731		2024-02-05T12:00:00Z		
FBbt:20004454	CB0733		2024-02-05T12:00:00Z		
FBbt:20004455	CB0734		2024-02-05T12:00:00Z		
FBbt:20004456	CB0736		2024-02-05T12:00:00Z		
FBbt:20004457	CB0737		2024-02-05T12:00:00Z		
FBbt:20004458	CB0738		2024-02-05T12:00:00Z		
FBbt:20004459	CB0739		2024-02-05T12:00:00Z		
FBbt:20004460	CB0740		2024-02-05T12:00:00Z		
FBbt:20004461	CB0742		2024-02-05T12:00:00Z		
FBbt:20004462	CB0743		2024-02-05T12:00:00Z		
FBbt:20004463	CB0744		2024-02-05T12:00:00Z		
FBbt:20004464	CB0746		2024-02-05T12:00:00Z		
FBbt:20004465	CB0747		2024-02-05T12:00:00Z		
FBbt:20004466	CB0749		2024-02-05T12:00:00Z		
FBbt:20004467	CB0750		2024-02-05T12:00:00Z		
FBbt:20004468	CB0751		2024-02-05T12:00:00Z		
FBbt:20004469	CB0752		2024-02-05T12:00:00Z		
FBbt:20004470	CB0753		2024-02-05T12:00:00Z		
FBbt:20004471	CB0754		2024-02-05T12:00:00Z		
FBbt:20004472	CB0755		2024-02-05T12:00:00Z		
FBbt:20004473	CB0756		2024-02-05T12:00:00Z		
FBbt:20004474	CB0757		2024-02-05T12:00:00Z		
FBbt:20004475	CB0758		2024-02-05T12:00:00Z		
FBbt:20004476	CB0759		2024-02-05T12:00:00Z		
FBbt:20004477	CB0761		2024-02-05T12:00:00Z		
FBbt:20004478	CB0762		2024-02-05T12:00:00Z		
FBbt:20004479	CB0763		2024-02-05T12:00:00Z		
FBbt:20004480	CB0764		2024-02-05T12:00:00Z		
FBbt:20004481	CB0765		2024-02-05T12:00:00Z		
FBbt:20004482	CB0766		2024-02-05T12:00:00Z		
FBbt:20004483	CB0768		2024-02-05T12:00:00Z		
FBbt:20004484	CB0769		2024-02-05T12:00:00Z		
FBbt:20004485	CB0770		2024-02-05T12:00:00Z		
FBbt:20004486	CB0771		2024-02-05T12:00:00Z		
FBbt:20004487	CB0772		2024-02-05T12:00:00Z		
FBbt:20004488	CB0773		2024-02-05T12:00:00Z		
FBbt:20004489	CB0774		2024-02-05T12:00:00Z		
FBbt:20004490	CB0775		2024-02-05T12:00:00Z		
FBbt:20004491	CB0778		2024-02-05T12:00:00Z		
FBbt:20004492	CB0779		2024-02-05T12:00:00Z		
FBbt:20004493	CB0781		2024-02-05T12:00:00Z		
FBbt:20004494	CB0783		2024-02-05T12:00:00Z		
FBbt:20004495	CB0784		2024-02-05T12:00:00Z		
FBbt:20004496	CB0785		2024-02-05T12:00:00Z		
FBbt:20004497	CB0786		2024-02-05T12:00:00Z		
FBbt:20004498	CB0787		2024-02-05T12:00:00Z		
FBbt:20004499	CB0788		2024-02-05T12:00:00Z		
FBbt:20004500	CB0789		2024-02-05T12:00:00Z		
FBbt:20004501	CB0791		2024-02-05T12:00:00Z		
FBbt:20004502	CB0792		2024-02-05T12:00:00Z		
FBbt:20004503	CB0793		2024-02-05T12:00:00Z		
FBbt:20004504	CB0795		2024-02-05T12:00:00Z		
FBbt:20004505	CB0796		2024-02-05T12:00:00Z		
FBbt:20004506	CB0797		2024-02-05T12:00:00Z		
FBbt:20004507	CB0798		2024-02-05T12:00:00Z		
FBbt:20004508	CB0799		2024-02-05T12:00:00Z		
FBbt:20004509	CB0800		2024-02-05T12:00:00Z		
FBbt:20004510	CB0801		2024-02-05T12:00:00Z		
FBbt:20004511	CB0802	aMe_TBD1	2024-02-05T12:00:00Z		Nern et al. (2025)
FBbt:20004512	CB0803		2024-02-05T12:00:00Z		
FBbt:20004513	CB0804		2024-02-05T12:00:00Z		
FBbt:20004514	CB0806		2024-02-05T12:00:00Z		
FBbt:20004515	CB0807		2024-02-05T12:00:00Z		
FBbt:20004516	CB0809		2024-02-05T12:00:00Z		
FBbt:20004517	CB0810		2024-02-05T12:00:00Z		
FBbt:20004518	CB0811		2024-02-05T12:00:00Z		
FBbt:20004519	CB0812		2024-02-05T12:00:00Z		
FBbt:20004520	CB0813		2024-02-05T12:00:00Z		
FBbt:20004521	CB0814		2024-02-05T12:00:00Z		
FBbt:20004522	CB0815		2024-02-05T12:00:00Z		
FBbt:20004524	CB0817		2024-02-05T12:00:00Z		
FBbt:20004525	CB0819		2024-02-05T12:00:00Z		
FBbt:20004527	CB0823		2024-02-05T12:00:00Z		
FBbt:20004528	CB0824		2024-02-05T12:00:00Z		
FBbt:20004529	CB0825		2024-02-05T12:00:00Z		
FBbt:20004530	CB0827		2024-02-05T12:00:00Z		
FBbt:20004531	CB0828		2024-02-05T12:00:00Z		
FBbt:20004532	CB0829		2024-02-05T12:00:00Z		
FBbt:20004533	CB0830		2024-02-05T12:00:00Z		
FBbt:20004534	CB0831		2024-02-05T12:00:00Z		
FBbt:20004535	CB0832		2024-02-05T12:00:00Z		
FBbt:20004537	CB0834		2024-02-05T12:00:00Z		
FBbt:20004538	CB0835		2024-02-05T12:00:00Z		
FBbt:20004539	CB0836		2024-02-05T12:00:00Z		
FBbt:20004540	CB0838		2024-02-05T12:00:00Z		
FBbt:20004541	CB0839		2024-02-05T12:00:00Z		
FBbt:20004542	CB0840		2024-02-05T12:00:00Z		
FBbt:20004543	CB0842		2024-02-05T12:00:00Z		
FBbt:20004544	CB0844		2024-02-05T12:00:00Z		
FBbt:20004545	CB0845		2024-02-05T12:00:00Z		
FBbt:20004546	CB0847		2024-02-05T12:00:00Z		
FBbt:20004547	CB0848		2024-02-05T12:00:00Z		
FBbt:20004548	CB0850		2024-02-05T12:00:00Z		
FBbt:20004549	CB0851		2024-02-05T12:00:00Z		
FBbt:20004550	CB0853		2024-02-05T12:00:00Z		
FBbt:20004551	CB0854		2024-02-05T12:00:00Z		
FBbt:20004552	CB0855		2024-02-05T12:00:00Z		
FBbt:20004553	CB0856		2024-02-05T12:00:00Z		
FBbt:20004554	CB0857		2024-02-05T12:00:00Z		
FBbt:20004556	CB0859		2024-02-05T12:00:00Z		
FBbt:20004557	CB0860		2024-02-05T12:00:00Z		
FBbt:20004558	CB0861		2024-02-05T12:00:00Z		
FBbt:20004559	CB0862		2024-02-05T12:00:00Z		
FBbt:20004560	CB0863		2024-02-05T12:00:00Z		
FBbt:20004561	CB0864		2024-02-05T12:00:00Z		
FBbt:20004562	CB0865		2024-02-05T12:00:00Z		
FBbt:20004563	CB0866		2024-02-05T12:00:00Z		
FBbt:20004564	CB0867		2024-02-05T12:00:00Z		
FBbt:20004565	CB0869		2024-02-05T12:00:00Z		
FBbt:20004566	CB0870		2024-02-05T12:00:00Z		
FBbt:20004567	CB0871		2024-02-05T12:00:00Z		
FBbt:20004568	CB0872		2024-02-05T12:00:00Z		
FBbt:20004569	CB0873		2024-02-05T12:00:00Z		
FBbt:20004570	CB0874		2024-02-05T12:00:00Z		
FBbt:20004571	CB0875		2024-02-05T12:00:00Z		
FBbt:20004572	CB0877		2024-02-05T12:00:00Z		
FBbt:20004573	CB0878		2024-02-05T12:00:00Z		
FBbt:20004574	CB0879		2024-02-05T12:00:00Z		
FBbt:20004575	CB0880		2024-02-05T12:00:00Z		
FBbt:20004576	CB0881		2024-02-05T12:00:00Z		
FBbt:20004577	CB0882		2024-02-05T12:00:00Z		
FBbt:20004578	CB0883		2024-02-05T12:00:00Z		
FBbt:20004579	CB0884		2024-02-05T12:00:00Z		
FBbt:20004580	CB0885		2024-02-05T12:00:00Z		
FBbt:20004581	CB0886		2024-02-05T12:00:00Z		
FBbt:20004582	CB0889		2024-02-05T12:00:00Z		
FBbt:20004584	CB0891		2024-02-05T12:00:00Z		
FBbt:20004585	CB0892		2024-02-05T12:00:00Z		
FBbt:20004586	CB0893		2024-02-05T12:00:00Z		
FBbt:20004587	CB0894		2024-02-05T12:00:00Z		
FBbt:20004588	CB0895		2024-02-05T12:00:00Z		
FBbt:20004589	CB0896		2024-02-05T12:00:00Z		
FBbt:20004590	CB0897		2024-02-05T12:00:00Z		
FBbt:20004591	CB0898		2024-02-05T12:00:00Z		
FBbt:20004592	CB0899		2024-02-05T12:00:00Z		
FBbt:20004593	CB0900		2024-02-05T12:00:00Z		
FBbt:20004594	CB0901		2024-02-05T12:00:00Z		
FBbt:20004595	CB0902		2024-02-05T12:00:00Z		
FBbt:20004596	CB0903		2024-02-05T12:00:00Z		
FBbt:20004597	CB0904		2024-02-05T12:00:00Z		
FBbt:20004598	CB0905		2024-02-05T12:00:00Z		
FBbt:20004599	CB0906		2024-02-05T12:00:00Z		
FBbt:20004600	CB0907		2024-02-05T12:00:00Z		
FBbt:20004601	CB0908		2024-02-05T12:00:00Z		
FBbt:20004602	CB0909		2024-02-05T12:00:00Z		
FBbt:20004603	CB0910		2024-02-05T12:00:00Z		
FBbt:20004605	CB0912		2024-02-05T12:00:00Z		
FBbt:20004606	CB0913		2024-02-05T12:00:00Z		
FBbt:20004607	CB0914		2024-02-05T12:00:00Z		
FBbt:20004608	CB0915		2024-02-05T12:00:00Z		
FBbt:20004609	CB0916		2024-02-05T12:00:00Z		
FBbt:20004610	CB0917		2024-02-05T12:00:00Z		
FBbt:20004611	CB0918		2024-02-05T12:00:00Z		
FBbt:20004612	CB0919		2024-02-05T12:00:00Z		
FBbt:20004613	CB0920		2024-02-05T12:00:00Z		
FBbt:20004614	CB0921		2024-02-05T12:00:00Z		
FBbt:20004615	CB0922		2024-02-05T12:00:00Z		
FBbt:20004616	CB0923		2024-02-05T12:00:00Z		
FBbt:20004617	CB0924		2024-02-05T12:00:00Z		
FBbt:20004618	CB0925		2024-02-05T12:00:00Z		
FBbt:20004619	CB0926		2024-02-05T12:00:00Z		
FBbt:20004620	CB0927		2024-02-05T12:00:00Z		
FBbt:20004621	CB0929		2024-02-05T12:00:00Z		
FBbt:20004622	CB0930		2024-02-05T12:00:00Z		
FBbt:20004623	CB0931		2024-02-05T12:00:00Z		
FBbt:20004624	CB0932		2024-02-05T12:00:00Z		
FBbt:20004625	CB0933		2024-02-05T12:00:00Z		
FBbt:20004626	CB0934		2024-02-05T12:00:00Z		
FBbt:20004628	CB0937		2024-02-05T12:00:00Z		
FBbt:20004629	CB0938		2024-02-05T12:00:00Z		
FBbt:20004630	CB0939		2024-02-05T12:00:00Z		
FBbt:20004632	CB0942		2024-02-05T12:00:00Z		
FBbt:20004633	CB0943		2024-02-05T12:00:00Z		
FBbt:20004634	CB0944		2024-02-05T12:00:00Z		
FBbt:20004635	CB0945		2024-02-05T12:00:00Z		
FBbt:20004636	CB0946		2024-02-05T12:00:00Z		
FBbt:20004637	CB0947		2024-02-05T12:00:00Z		
FBbt:20004638	CB0948		2024-02-05T12:00:00Z		
FBbt:20004640	CB0950		2024-02-05T12:00:00Z		
FBbt:20004641	CB0951		2024-02-05T12:00:00Z		
FBbt:20004642	CB0952		2024-02-05T12:00:00Z		
FBbt:20004643	CB0955		2024-02-05T12:00:00Z		
FBbt:20004644	CB0956		2024-02-05T12:00:00Z		
FBbt:20004645	CB0957		2024-02-05T12:00:00Z		
FBbt:20004646	CB0958		2024-02-05T12:00:00Z		
FBbt:20004647	CB0959		2024-02-05T12:00:00Z		
FBbt:20004648	CB0960		2024-02-05T12:00:00Z		
FBbt:20004649	CB0961		2024-02-05T12:00:00Z		
FBbt:20004650	CB0962		2024-02-05T12:00:00Z		
FBbt:20004651	CB0963		2024-02-05T12:00:00Z	FBbt:00051914	Shiu et al. (2024) - FBrf0260565
FBbt:20004652	CB0964		2024-02-05T12:00:00Z		
FBbt:20004653	CB0965		2024-02-05T12:00:00Z		
FBbt:20004654	CB0966		2024-02-05T12:00:00Z		
FBbt:20004655	CB0967		2024-02-05T12:00:00Z		
FBbt:20004656	CB0968		2024-02-05T12:00:00Z		
FBbt:20004657	CB0969		2024-02-05T12:00:00Z		
FBbt:20004658	CB0971		2024-02-05T12:00:00Z		
FBbt:20004659	CB0972		2024-02-05T12:00:00Z		
FBbt:20004660	CB0973		2024-02-05T12:00:00Z		
FBbt:20004661	CB0974		2024-02-05T12:00:00Z		
FBbt:20004662	CB0975		2024-02-05T12:00:00Z		
FBbt:20004663	CB0976		2024-02-05T12:00:00Z		
FBbt:20004664	CB0977		2024-02-05T12:00:00Z		
FBbt:20004665	CB0978		2024-02-05T12:00:00Z		
FBbt:20004666	CB0979		2024-02-05T12:00:00Z		
FBbt:20004667	CB0980		2024-02-05T12:00:00Z		
FBbt:20004668	CB0981		2024-02-05T12:00:00Z		
FBbt:20004669	CB0982		2024-02-05T12:00:00Z		
FBbt:20004670	CB0983		2024-02-05T12:00:00Z		
FBbt:20004671	CB0984		2024-02-05T12:00:00Z		
FBbt:20004672	CB0985		2024-02-05T12:00:00Z		
FBbt:20004673	CB0986		2024-02-05T12:00:00Z		
FBbt:20004674	CB0987		2024-02-05T12:00:00Z		
FBbt:20004675	CB0988		2024-02-05T12:00:00Z		
FBbt:20004676	CB0989		2024-02-05T12:00:00Z		
FBbt:20004677	CB0990		2024-02-05T12:00:00Z		
FBbt:20004679	CB0992		2024-02-05T12:00:00Z		
FBbt:20004680	CB0993		2024-02-05T12:00:00Z		
FBbt:20004681	CB0994		2024-02-05T12:00:00Z		
FBbt:20004682	CB0996		2024-02-05T12:00:00Z		
FBbt:20004683	CB0997		2024-02-05T12:00:00Z		
FBbt:20004684	CB0998		2024-02-05T12:00:00Z		
FBbt:20004685	CB0999		2024-02-05T12:00:00Z		
FBbt:20004686	CB1000		2024-02-05T12:00:00Z		
FBbt:20004687	CB1001		2024-02-05T12:00:00Z		
FBbt:20004688	CB1002		2024-02-05T12:00:00Z		
FBbt:20004689	CB1003		2024-02-05T12:00:00Z		
FBbt:20004690	CB1005		2024-02-05T12:00:00Z		
FBbt:20004691	CB1006		2024-02-05T12:00:00Z		
FBbt:20004692	CB1007		2024-02-05T12:00:00Z		
FBbt:20004693	CB1008		2024-02-05T12:00:00Z		
FBbt:20004694	CB1009		2024-02-05T12:00:00Z		
FBbt:20004695	CB1010		2024-02-05T12:00:00Z		
FBbt:20004696	CB1011		2024-02-05T12:00:00Z	FBbt:00059241	Reinhard et al. (2024)
FBbt:20004697	CB1012		2024-02-05T12:00:00Z		
FBbt:20004698	CB1013		2024-02-05T12:00:00Z		
FBbt:20004699	CB1014		2024-02-05T12:00:00Z		
FBbt:20004700	CB1015		2024-02-05T12:00:00Z		
FBbt:20004701	CB1016		2024-02-05T12:00:00Z		
FBbt:20004702	CB1017		2024-02-05T12:00:00Z		
FBbt:20004703	CB1018		2024-02-05T12:00:00Z		
FBbt:20004704	CB1020		2024-02-05T12:00:00Z		
FBbt:20004705	CB1021		2024-02-05T12:00:00Z		
FBbt:20004706	CB1022		2024-02-05T12:00:00Z		
FBbt:20004707	CB1023		2024-02-05T12:00:00Z		
FBbt:20004708	CB1024		2024-02-05T12:00:00Z		
FBbt:20004709	CB1025		2024-02-05T12:00:00Z		
FBbt:20004710	CB1026		2024-02-05T12:00:00Z		
FBbt:20004711	CB1028		2024-02-05T12:00:00Z		
FBbt:20004712	CB1029		2024-02-05T12:00:00Z		
FBbt:20004713	CB1030		2024-02-05T12:00:00Z		
FBbt:20004714	CB1031		2024-02-05T12:00:00Z		
FBbt:20004715	CB1032		2024-02-05T12:00:00Z		
FBbt:20004716	CB1033		2024-02-05T12:00:00Z		
FBbt:20004717	CB1035		2024-02-05T12:00:00Z		
FBbt:20004718	CB1036		2024-02-05T12:00:00Z		
FBbt:20004719	CB1037		2024-02-05T12:00:00Z		
FBbt:20004720	CB1038		2024-02-05T12:00:00Z		
FBbt:20004721	CB1039		2024-02-05T12:00:00Z		
FBbt:20004722	CB1040		2024-02-05T12:00:00Z		
FBbt:20004723	CB1041		2024-02-05T12:00:00Z		
FBbt:20004724	CB1042		2024-02-05T12:00:00Z		
FBbt:20004725	CB1043		2024-02-05T12:00:00Z		
FBbt:20004726	CB1044		2024-02-05T12:00:00Z		
FBbt:20004727	CB1045		2024-02-05T12:00:00Z		
FBbt:20004728	CB1046		2024-02-05T12:00:00Z		
FBbt:20004729	CB1047		2024-02-05T12:00:00Z		
FBbt:20004730	CB1048		2024-02-05T12:00:00Z		
FBbt:20004731	CB1049		2024-02-05T12:00:00Z		
FBbt:20004732	CB1050		2024-02-05T12:00:00Z		
FBbt:20004733	CB1051		2024-02-05T12:00:00Z		
FBbt:20004734	CB1053		2024-02-05T12:00:00Z		
FBbt:20004735	CB1054		2024-02-05T12:00:00Z		
FBbt:20004736	CB1055		2024-02-05T12:00:00Z		
FBbt:20004737	CB1056		2024-02-05T12:00:00Z		
FBbt:20004738	CB1057		2024-02-05T12:00:00Z		
FBbt:20004739	CB1058		2024-02-05T12:00:00Z		
FBbt:20004740	CB1059		2024-02-05T12:00:00Z		
FBbt:20004741	CB1060		2024-02-05T12:00:00Z		
FBbt:20004742	CB1061		2024-02-05T12:00:00Z		
FBbt:20004743	CB1062		2024-02-05T12:00:00Z		
FBbt:20004744	CB1063		2024-02-05T12:00:00Z		
FBbt:20004745	CB1064		2024-02-05T12:00:00Z		
FBbt:20004746	CB1065		2024-02-05T12:00:00Z		
FBbt:20004747	CB1066		2024-02-05T12:00:00Z		
FBbt:20004748	CB1067		2024-02-05T12:00:00Z		
FBbt:20004749	CB1068		2024-02-05T12:00:00Z		
FBbt:20004750	CB1069		2024-02-05T12:00:00Z		
FBbt:20004751	CB1071		2024-02-05T12:00:00Z		
FBbt:20004752	CB1072		2024-02-05T12:00:00Z		
FBbt:20004753	CB1073		2024-02-05T12:00:00Z		
FBbt:20004754	CB1074		2024-02-05T12:00:00Z		
FBbt:20004755	CB1075		2024-02-05T12:00:00Z		
FBbt:20004756	CB1076		2024-02-05T12:00:00Z		
FBbt:20004757	CB1077		2024-02-05T12:00:00Z		
FBbt:20004758	CB1078		2024-02-05T12:00:00Z		
FBbt:20004759	CB1079		2024-02-05T12:00:00Z		
FBbt:20004760	CB1080		2024-02-05T12:00:00Z		
FBbt:20004761	CB1081		2024-02-05T12:00:00Z		
FBbt:20004762	CB1083		2024-02-05T12:00:00Z		
FBbt:20004763	CB1084		2024-02-05T12:00:00Z		
FBbt:20004764	CB1085		2024-02-05T12:00:00Z		
FBbt:20004765	CB1086		2024-02-05T12:00:00Z		
FBbt:20004766	CB1087		2024-02-05T12:00:00Z		
FBbt:20004767	CB1088		2024-02-05T12:00:00Z		
FBbt:20004768	CB1089		2024-02-05T12:00:00Z		
FBbt:20004769	CB1090		2024-02-05T12:00:00Z		
FBbt:20004770	CB1091		2024-02-05T12:00:00Z		
FBbt:20004771	CB1092		2024-02-05T12:00:00Z		
FBbt:20004772	CB1093		2024-02-05T12:00:00Z		
FBbt:20004773	CB1094		2024-02-05T12:00:00Z		
FBbt:20004774	CB1095		2024-02-05T12:00:00Z		
FBbt:20004775	CB1096		2024-02-05T12:00:00Z		
FBbt:20004776	CB1097		2024-02-05T12:00:00Z	FBbt:00051914	Shiu et al. (2024) - FBrf0260565
FBbt:20004777	CB1098		2024-02-05T12:00:00Z		
FBbt:20004778	CB1099		2024-02-05T12:00:00Z		
FBbt:20004779	CB1100		2024-02-05T12:00:00Z		
FBbt:20004780	CB1101		2024-02-05T12:00:00Z		
FBbt:20004781	CB1102		2024-02-05T12:00:00Z		
FBbt:20004782	CB1103		2024-02-05T12:00:00Z		
FBbt:20004783	CB1104		2024-02-05T12:00:00Z		
FBbt:20004784	CB1105		2024-02-05T12:00:00Z		
FBbt:20004785	CB1106		2024-02-05T12:00:00Z		
FBbt:20004786	CB1107		2024-02-05T12:00:00Z		
FBbt:20004787	CB1108		2024-02-05T12:00:00Z		
FBbt:20004788	CB1109		2024-02-05T12:00:00Z		
FBbt:20004789	CB1110		2024-02-05T12:00:00Z		
FBbt:20004790	CB1111		2024-02-05T12:00:00Z		
FBbt:20004791	CB1112		2024-02-05T12:00:00Z		
FBbt:20004792	CB1113		2024-02-05T12:00:00Z		
FBbt:20004793	CB1114		2024-02-05T12:00:00Z		
FBbt:20004794	CB1115		2024-02-05T12:00:00Z		
FBbt:20004795	CB1116		2024-02-05T12:00:00Z		
FBbt:20004796	CB1117		2024-02-05T12:00:00Z		
FBbt:20004797	CB1118		2024-02-05T12:00:00Z		
FBbt:20004798	CB1119		2024-02-05T12:00:00Z		
FBbt:20004799	CB1120		2024-02-05T12:00:00Z		
FBbt:20004800	CB1121		2024-02-05T12:00:00Z		
FBbt:20004801	CB1122		2024-02-05T12:00:00Z		
FBbt:20004802	CB1124		2024-02-05T12:00:00Z		
FBbt:20004803	CB1125		2024-02-05T12:00:00Z		
FBbt:20004804	CB1126		2024-02-05T12:00:00Z		
FBbt:20004805	CB1127		2024-02-05T12:00:00Z		
FBbt:20004806	CB1128		2024-02-05T12:00:00Z		
FBbt:20004807	CB1129		2024-02-05T12:00:00Z		
FBbt:20004808	CB1130		2024-02-05T12:00:00Z		
FBbt:20004809	CB1131		2024-02-05T12:00:00Z		
