url	status	ok	error
https://cdn.ncbi.nlm.nih.gov/pmc/blobs/195a/8921109/71e8d97d0565/18_2022_4214_Fig4_HTML.jpg	404	FAIL	
https://cdn.ncbi.nlm.nih.gov/pmc/blobs/acda/10213501/ccb19d89b056/iyad064f6.jpg	200	OK	
https://cdn.ncbi.nlm.nih.gov/pmc/blobs/bae0/7069908/ef7abe34662d/359_2019_1375_Fig2_HTML.jpg	200	OK	
https://cdn.ncbi.nlm.nih.gov/pmc/blobs/f073/4407839/e48065582b72/cne0523-0997-f1.jpg	200	OK	
