?cls	?xref
<http://purl.obolibrary.org/obo/FBbt_20004538>	"VFB:FBbt_20004538"
<http://purl.obolibrary.org/obo/FBbt_20004131>	"VFB:FBbt_20004131"
<http://purl.obolibrary.org/obo/FBbt_20004305>	"VFB:FBbt_20004305"
<http://purl.obolibrary.org/obo/FBbt_20002375>	"VFB:FBbt_20002375"
<http://purl.obolibrary.org/obo/FBbt_20003882>	"VFB:FBbt_20003882"
<http://purl.obolibrary.org/obo/FBbt_20001804>	"VFB:FBbt_20001804"
<http://purl.obolibrary.org/obo/FBbt_20006609>	"VFB:FBbt_20006609"
<http://purl.obolibrary.org/obo/FBbt_20000179>	"VFB:FBbt_20000179"
<http://purl.obolibrary.org/obo/FBbt_20000261>	"VFB:FBbt_20000261"
<http://purl.obolibrary.org/obo/FBbt_20005618>	"VFB:FBbt_20005618"
<http://purl.obolibrary.org/obo/FBbt_20001845>	"VFB:FBbt_20001845"
<http://purl.obolibrary.org/obo/FBbt_20005211>	"VFB:FBbt_20005211"
<http://purl.obolibrary.org/obo/FBbt_20003455>	"VFB:FBbt_20003455"
<http://purl.obolibrary.org/obo/FBbt_20006546>	"VFB:FBbt_20006546"
<http://purl.obolibrary.org/obo/FBbt_20001798>	"VFB:FBbt_20001798"
<http://purl.obolibrary.org/obo/FBbt_20007327>	"VFB:FBbt_20007327"
<http://purl.obolibrary.org/obo/FBbt_20003183>	"VFB:FBbt_20003183"
<http://purl.obolibrary.org/obo/FBbt_20004794>	"VFB:FBbt_20004794"
<http://purl.obolibrary.org/obo/FBbt_20006247>	"VFB:FBbt_20006247"
<http://purl.obolibrary.org/obo/FBbt_20000728>	"VFB:FBbt_20000728"
<http://purl.obolibrary.org/obo/FBbt_20002181>	"VFB:FBbt_20002181"
<http://purl.obolibrary.org/obo/FBbt_20001259>	"VFB:FBbt_20001259"
<http://purl.obolibrary.org/obo/FBbt_20006959>	"VFB:FBbt_20006959"
<http://purl.obolibrary.org/obo/FBbt_20004229>	"VFB:FBbt_20004229"
<http://purl.obolibrary.org/obo/FBbt_00052993>	"VFB:FBbt_00052993"
<http://purl.obolibrary.org/obo/FBbt_20004805>	"VFB:FBbt_20004805"
<http://purl.obolibrary.org/obo/FBbt_20000456>	"VFB:FBbt_20000456"
<http://purl.obolibrary.org/obo/FBbt_20003620>	"VFB:FBbt_20003620"
<http://purl.obolibrary.org/obo/FBbt_20001963>	"VFB:FBbt_20001963"
<http://purl.obolibrary.org/obo/FBbt_20000860>	"VFB:FBbt_20000860"
<http://purl.obolibrary.org/obo/FBbt_20005968>	"VFB:FBbt_20005968"
<http://purl.obolibrary.org/obo/FBbt_20005561>	"VFB:FBbt_20005561"
<http://purl.obolibrary.org/obo/FBbt_20006288>	"VFB:FBbt_20006288"
<http://purl.obolibrary.org/obo/FBbt_20003579>	"VFB:FBbt_20003579"
<http://purl.obolibrary.org/obo/FBbt_20006724>	"VFB:FBbt_20006724"
<http://purl.obolibrary.org/obo/FBbt_20002238>	"VFB:FBbt_20002238"
<http://purl.obolibrary.org/obo/FBbt_20004579>	"VFB:FBbt_20004579"
<http://purl.obolibrary.org/obo/FBbt_20003970>	"VFB:FBbt_20003970"
<http://purl.obolibrary.org/obo/FBbt_20007179>	"VFB:FBbt_20007179"
<http://purl.obolibrary.org/obo/FBbt_20002588>	"VFB:FBbt_20002588"
<http://purl.obolibrary.org/obo/FBbt_20006099>	"VFB:FBbt_20006099"
<http://purl.obolibrary.org/obo/FBbt_20001886>	"VFB:FBbt_20001886"
<http://purl.obolibrary.org/obo/FBbt_20007031>	"VFB:FBbt_20007031"
<http://purl.obolibrary.org/obo/FBbt_20003603>	"VFB:FBbt_20003603"
<http://purl.obolibrary.org/obo/FBbt_00053004>	"VFB:FBbt_00053004"
<http://purl.obolibrary.org/obo/FBbt_20000816>	"VFB:FBbt_20000816"
<http://purl.obolibrary.org/obo/FBbt_20001347>	"VFB:FBbt_20001347"
<http://purl.obolibrary.org/obo/FBbt_20005824>	"VFB:FBbt_20005824"
<http://purl.obolibrary.org/obo/FBbt_20000222>	"VFB:FBbt_20000222"
<http://purl.obolibrary.org/obo/FBbt_20001298>	"VFB:FBbt_20001298"
<http://purl.obolibrary.org/obo/FBbt_20004268>	"VFB:FBbt_20004268"
<http://purl.obolibrary.org/obo/FBbt_20007072>	"VFB:FBbt_20007072"
<http://purl.obolibrary.org/obo/FBbt_20001150>	"VFB:FBbt_20001150"
<http://purl.obolibrary.org/obo/FBbt_20003416>	"VFB:FBbt_20003416"
<http://purl.obolibrary.org/obo/FBbt_20006507>	"VFB:FBbt_20006507"
<http://purl.obolibrary.org/obo/FBbt_20004344>	"VFB:FBbt_20004344"
<http://purl.obolibrary.org/obo/FBbt_20005035>	"VFB:FBbt_20005035"
<http://purl.obolibrary.org/obo/FBbt_20001463>	"VFB:FBbt_20001463"
<http://purl.obolibrary.org/obo/FBbt_20002326>	"VFB:FBbt_20002326"
<http://purl.obolibrary.org/obo/FBbt_20006763>	"VFB:FBbt_20006763"
<http://purl.obolibrary.org/obo/FBbt_20002277>	"VFB:FBbt_20002277"
<http://purl.obolibrary.org/obo/FBbt_20001191>	"VFB:FBbt_20001191"
<http://purl.obolibrary.org/obo/FBbt_20002027>	"VFB:FBbt_20002027"
<http://purl.obolibrary.org/obo/FBbt_20004385>	"VFB:FBbt_20004385"
<http://purl.obolibrary.org/obo/FBbt_20005892>	"VFB:FBbt_20005892"
<http://purl.obolibrary.org/obo/FBbt_20002442>	"VFB:FBbt_20002442"
<http://purl.obolibrary.org/obo/FBbt_20002877>	"VFB:FBbt_20002877"
<http://purl.obolibrary.org/obo/FBbt_20003268>	"VFB:FBbt_20003268"
<http://purl.obolibrary.org/obo/FBbt_20006689>	"VFB:FBbt_20006689"
<http://purl.obolibrary.org/obo/FBbt_20002644>	"VFB:FBbt_20002644"
<http://purl.obolibrary.org/obo/FBbt_20000317>	"VFB:FBbt_20000317"
<http://purl.obolibrary.org/obo/FBbt_20004550>	"VFB:FBbt_20004550"
<http://purl.obolibrary.org/obo/FBbt_20005081>	"VFB:FBbt_20005081"
<http://purl.obolibrary.org/obo/FBbt_20000018>	"VFB:FBbt_20000018"
<http://purl.obolibrary.org/obo/FBbt_20006149>	"VFB:FBbt_20006149"
<http://purl.obolibrary.org/obo/FBbt_20001386>	"VFB:FBbt_20001386"
<http://purl.obolibrary.org/obo/FBbt_20000939>	"VFB:FBbt_20000939"
<http://purl.obolibrary.org/obo/FBbt_20003909>	"VFB:FBbt_20003909"
<http://purl.obolibrary.org/obo/FBbt_20005863>	"VFB:FBbt_20005863"
<http://purl.obolibrary.org/obo/FBbt_20006072>	"VFB:FBbt_20006072"
<http://purl.obolibrary.org/obo/FBbt_20002994>	"VFB:FBbt_20002994"
<http://purl.obolibrary.org/obo/FBbt_20000667>	"VFB:FBbt_20000667"
<http://purl.obolibrary.org/obo/FBbt_20006548>	"VFB:FBbt_20006548"
<http://purl.obolibrary.org/obo/FBbt_20005164>	"VFB:FBbt_20005164"
<http://purl.obolibrary.org/obo/FBbt_20001551>	"VFB:FBbt_20001551"
<http://purl.obolibrary.org/obo/FBbt_20007329>	"VFB:FBbt_20007329"
<http://purl.obolibrary.org/obo/FBbt_20002365>	"VFB:FBbt_20002365"
<http://purl.obolibrary.org/obo/FBbt_20005807>	"VFB:FBbt_20005807"
<http://purl.obolibrary.org/obo/FBbt_20003872>	"VFB:FBbt_20003872"
<http://purl.obolibrary.org/obo/FBbt_00052901>	"VFB:FBbt_00052901"
<http://purl.obolibrary.org/obo/FBbt_20004698>	"VFB:FBbt_20004698"
<http://purl.obolibrary.org/obo/FBbt_20003622>	"VFB:FBbt_20003622"
<http://purl.obolibrary.org/obo/FBbt_20002066>	"VFB:FBbt_20002066"
<http://purl.obolibrary.org/obo/FBbt_20005980>	"VFB:FBbt_20005980"
<http://purl.obolibrary.org/obo/FBbt_20005519>	"VFB:FBbt_20005519"
<http://purl.obolibrary.org/obo/FBbt_20001013>	"VFB:FBbt_20001013"
<http://purl.obolibrary.org/obo/FBbt_20002530>	"VFB:FBbt_20002530"
<http://purl.obolibrary.org/obo/FBbt_20001448>	"VFB:FBbt_20001448"
<http://purl.obolibrary.org/obo/FBbt_20002965>	"VFB:FBbt_20002965"
<http://purl.obolibrary.org/obo/FBbt_20003356>	"VFB:FBbt_20003356"
<http://purl.obolibrary.org/obo/FBbt_20004863>	"VFB:FBbt_20004863"
<http://purl.obolibrary.org/obo/FBbt_00052942>	"VFB:FBbt_00052942"
<http://purl.obolibrary.org/obo/FBbt_20002483>	"VFB:FBbt_20002483"
<http://purl.obolibrary.org/obo/FBbt_20002732>	"VFB:FBbt_20002732"
<http://purl.obolibrary.org/obo/FBbt_20000405>	"VFB:FBbt_20000405"
<http://purl.obolibrary.org/obo/FBbt_20001912>	"VFB:FBbt_20001912"
<http://purl.obolibrary.org/obo/FBbt_20004591>	"VFB:FBbt_20004591"
<http://purl.obolibrary.org/obo/FBbt_20000106>	"VFB:FBbt_20000106"
<http://purl.obolibrary.org/obo/FBbt_20006237>	"VFB:FBbt_20006237"
<http://purl.obolibrary.org/obo/FBbt_20006949>	"VFB:FBbt_20006949"
<http://purl.obolibrary.org/obo/FBbt_20002427>	"VFB:FBbt_20002427"
<http://purl.obolibrary.org/obo/FBbt_20006402>	"VFB:FBbt_20006402"
<http://purl.obolibrary.org/obo/FBbt_20002139>	"VFB:FBbt_20002139"
<http://purl.obolibrary.org/obo/FBbt_20006355>	"VFB:FBbt_20006355"
<http://purl.obolibrary.org/obo/FBbt_20005252>	"VFB:FBbt_20005252"
<http://purl.obolibrary.org/obo/FBbt_20001592>	"VFB:FBbt_20001592"
<http://purl.obolibrary.org/obo/FBbt_20007368>	"VFB:FBbt_20007368"
<http://purl.obolibrary.org/obo/FBbt_20003960>	"VFB:FBbt_20003960"
<http://purl.obolibrary.org/obo/FBbt_20000769>	"VFB:FBbt_20000769"
<http://purl.obolibrary.org/obo/FBbt_20004786>	"VFB:FBbt_20004786"
<http://purl.obolibrary.org/obo/FBbt_20000287>	"VFB:FBbt_20000287"
<http://purl.obolibrary.org/obo/FBbt_20004846>	"VFB:FBbt_20004846"
<http://purl.obolibrary.org/obo/FBbt_20003661>	"VFB:FBbt_20003661"
<http://purl.obolibrary.org/obo/FBbt_20005370>	"VFB:FBbt_20005370"
<http://purl.obolibrary.org/obo/FBbt_20004192>	"VFB:FBbt_20004192"
<http://purl.obolibrary.org/obo/FBbt_20001101>	"VFB:FBbt_20001101"
<http://purl.obolibrary.org/obo/FBbt_20007533>	"VFB:FBbt_20007533"
<http://purl.obolibrary.org/obo/FBbt_20001536>	"VFB:FBbt_20001536"
<http://purl.obolibrary.org/obo/FBbt_20004951>	"VFB:FBbt_20004951"
<http://purl.obolibrary.org/obo/FBbt_20002571>	"VFB:FBbt_20002571"
<http://purl.obolibrary.org/obo/FBbt_20002820>	"VFB:FBbt_20002820"
<http://purl.obolibrary.org/obo/FBbt_20001465>	"VFB:FBbt_20001465"
<http://purl.obolibrary.org/obo/FBbt_20003504>	"VFB:FBbt_20003504"
<http://purl.obolibrary.org/obo/FBbt_00052983>	"VFB:FBbt_00052983"
<http://purl.obolibrary.org/obo/FBbt_20002279>	"VFB:FBbt_20002279"
<http://purl.obolibrary.org/obo/FBbt_20004659>	"VFB:FBbt_20004659"
<http://purl.obolibrary.org/obo/FBbt_20005183>	"VFB:FBbt_20005183"
<http://purl.obolibrary.org/obo/FBbt_20001701>	"VFB:FBbt_20001701"
<http://purl.obolibrary.org/obo/FBbt_20006278>	"VFB:FBbt_20006278"
<http://purl.obolibrary.org/obo/FBbt_20003569>	"VFB:FBbt_20003569"
<http://purl.obolibrary.org/obo/FBbt_20002515>	"VFB:FBbt_20002515"
<http://purl.obolibrary.org/obo/FBbt_20006026>	"VFB:FBbt_20006026"
<http://purl.obolibrary.org/obo/FBbt_20003317>	"VFB:FBbt_20003317"
<http://purl.obolibrary.org/obo/FBbt_20002444>	"VFB:FBbt_20002444"
<http://purl.obolibrary.org/obo/FBbt_20000562>	"VFB:FBbt_20000562"
<http://purl.obolibrary.org/obo/FBbt_20006832>	"VFB:FBbt_20006832"
<http://purl.obolibrary.org/obo/FBbt_20001742>	"VFB:FBbt_20001742"
<http://purl.obolibrary.org/obo/FBbt_20005919>	"VFB:FBbt_20005919"
<http://purl.obolibrary.org/obo/FBbt_20006443>	"VFB:FBbt_20006443"
<http://purl.obolibrary.org/obo/FBbt_20002178>	"VFB:FBbt_20002178"
<http://purl.obolibrary.org/obo/FBbt_20004035>	"VFB:FBbt_20004035"
<http://purl.obolibrary.org/obo/FBbt_20001607>	"VFB:FBbt_20001607"
<http://purl.obolibrary.org/obo/FBbt_20000375>	"VFB:FBbt_20000375"
<http://purl.obolibrary.org/obo/FBbt_20001308>	"VFB:FBbt_20001308"
<http://purl.obolibrary.org/obo/FBbt_20004934>	"VFB:FBbt_20004934"
<http://purl.obolibrary.org/obo/FBbt_20005325>	"VFB:FBbt_20005325"
<http://purl.obolibrary.org/obo/FBbt_20004452>	"VFB:FBbt_20004452"
<http://purl.obolibrary.org/obo/FBbt_20001230>	"VFB:FBbt_20001230"
<http://purl.obolibrary.org/obo/FBbt_20006316>	"VFB:FBbt_20006316"
<http://purl.obolibrary.org/obo/FBbt_20004200>	"VFB:FBbt_20004200"
<http://purl.obolibrary.org/obo/FBbt_20001553>	"VFB:FBbt_20001553"
<http://purl.obolibrary.org/obo/FBbt_20005599>	"VFB:FBbt_20005599"
<http://purl.obolibrary.org/obo/FBbt_20003110>	"VFB:FBbt_20003110"
<http://purl.obolibrary.org/obo/FBbt_20002367>	"VFB:FBbt_20002367"
<http://purl.obolibrary.org/obo/FBbt_20004747>	"VFB:FBbt_20004747"
<http://purl.obolibrary.org/obo/FBbt_20003874>	"VFB:FBbt_20003874"
<http://purl.obolibrary.org/obo/FBbt_20000008>	"VFB:FBbt_20000008"
<http://purl.obolibrary.org/obo/FBbt_20001992>	"VFB:FBbt_20001992"
<http://purl.obolibrary.org/obo/FBbt_20004194>	"VFB:FBbt_20004194"
<http://purl.obolibrary.org/obo/FBbt_20000740>	"VFB:FBbt_20000740"
<http://purl.obolibrary.org/obo/FBbt_00051094>	"VFB:FBbt_00051094"
<http://purl.obolibrary.org/obo/FBbt_20001015>	"VFB:FBbt_20001015"
<http://purl.obolibrary.org/obo/FBbt_20002532>	"VFB:FBbt_20002532"
<http://purl.obolibrary.org/obo/FBbt_20003358>	"VFB:FBbt_20003358"
<http://purl.obolibrary.org/obo/FBbt_20000650>	"VFB:FBbt_20000650"
<http://purl.obolibrary.org/obo/FBbt_20006920>	"VFB:FBbt_20006920"
<http://purl.obolibrary.org/obo/FBbt_20004865>	"VFB:FBbt_20004865"
<http://purl.obolibrary.org/obo/FBbt_20006531>	"VFB:FBbt_20006531"
<http://purl.obolibrary.org/obo/FBbt_20000358>	"VFB:FBbt_20000358"
<http://purl.obolibrary.org/obo/FBbt_20005708>	"VFB:FBbt_20005708"
<http://purl.obolibrary.org/obo/FBbt_20003773>	"VFB:FBbt_20003773"
<http://purl.obolibrary.org/obo/FBbt_20007152>	"VFB:FBbt_20007152"
<http://purl.obolibrary.org/obo/FBbt_20006239>	"VFB:FBbt_20006239"
<http://purl.obolibrary.org/obo/FBbt_20004123>	"VFB:FBbt_20004123"
<http://purl.obolibrary.org/obo/FBbt_20005630>	"VFB:FBbt_20005630"
<http://purl.obolibrary.org/obo/FBbt_20004076>	"VFB:FBbt_20004076"
<http://purl.obolibrary.org/obo/FBbt_20001648>	"VFB:FBbt_20001648"
<http://purl.obolibrary.org/obo/FBbt_20000463>	"VFB:FBbt_20000463"
<http://purl.obolibrary.org/obo/FBbt_20000523>	"VFB:FBbt_20000523"
<http://purl.obolibrary.org/obo/FBbt_20004540>	"VFB:FBbt_20004540"
<http://purl.obolibrary.org/obo/FBbt_20001349>	"VFB:FBbt_20001349"
<http://purl.obolibrary.org/obo/FBbt_20007193>	"VFB:FBbt_20007193"
<http://purl.obolibrary.org/obo/FBbt_20006404>	"VFB:FBbt_20006404"
<http://purl.obolibrary.org/obo/FBbt_20003717>	"VFB:FBbt_20003717"
<http://purl.obolibrary.org/obo/FBbt_20001271>	"VFB:FBbt_20001271"
<http://purl.obolibrary.org/obo/FBbt_20004241>	"VFB:FBbt_20004241"
<http://purl.obolibrary.org/obo/FBbt_20001813>	"VFB:FBbt_20001813"
<http://purl.obolibrary.org/obo/FBbt_20006660>	"VFB:FBbt_20006660"
<http://purl.obolibrary.org/obo/FBbt_20000289>	"VFB:FBbt_20000289"
<http://purl.obolibrary.org/obo/FBbt_20004413>	"VFB:FBbt_20004413"
<http://purl.obolibrary.org/obo/FBbt_20002328>	"VFB:FBbt_20002328"
<http://purl.obolibrary.org/obo/FBbt_20004282>	"VFB:FBbt_20004282"
<http://purl.obolibrary.org/obo/FBbt_20005239>	"VFB:FBbt_20005239"
<http://purl.obolibrary.org/obo/FBbt_20002250>	"VFB:FBbt_20002250"
<http://purl.obolibrary.org/obo/FBbt_20001103>	"VFB:FBbt_20001103"
<http://purl.obolibrary.org/obo/FBbt_20001054>	"VFB:FBbt_20001054"
<http://purl.obolibrary.org/obo/FBbt_20000718>	"VFB:FBbt_20000718"
<http://purl.obolibrary.org/obo/FBbt_20004953>	"VFB:FBbt_20004953"
<http://purl.obolibrary.org/obo/FBbt_20000214>	"VFB:FBbt_20000214"
<http://purl.obolibrary.org/obo/FBbt_20003397>	"VFB:FBbt_20003397"
<http://purl.obolibrary.org/obo/FBbt_20000446>	"VFB:FBbt_20000446"
<http://purl.obolibrary.org/obo/FBbt_20002291>	"VFB:FBbt_20002291"
<http://purl.obolibrary.org/obo/FBbt_20001953>	"VFB:FBbt_20001953"
<http://purl.obolibrary.org/obo/FBbt_20003408>	"VFB:FBbt_20003408"
<http://purl.obolibrary.org/obo/FBbt_20004164>	"VFB:FBbt_20004164"
<http://purl.obolibrary.org/obo/FBbt_20005671>	"VFB:FBbt_20005671"
<http://purl.obolibrary.org/obo/FBbt_20004093>	"VFB:FBbt_20004093"
<http://purl.obolibrary.org/obo/FBbt_20000027>	"VFB:FBbt_20000027"
<http://purl.obolibrary.org/obo/FBbt_20000611>	"VFB:FBbt_20000611"
<http://purl.obolibrary.org/obo/FBbt_20002221>	"VFB:FBbt_20002221"
<http://purl.obolibrary.org/obo/FBbt_20000564>	"VFB:FBbt_20000564"
<http://purl.obolibrary.org/obo/FBbt_20006834>	"VFB:FBbt_20006834"
<http://purl.obolibrary.org/obo/FBbt_20003805>	"VFB:FBbt_20003805"
<http://purl.obolibrary.org/obo/FBbt_20003758>	"VFB:FBbt_20003758"
<http://purl.obolibrary.org/obo/FBbt_20006396>	"VFB:FBbt_20006396"
<http://purl.obolibrary.org/obo/FBbt_20003687>	"VFB:FBbt_20003687"
<http://purl.obolibrary.org/obo/FBbt_20007023>	"VFB:FBbt_20007023"
<http://purl.obolibrary.org/obo/FBbt_20003219>	"VFB:FBbt_20003219"
<http://purl.obolibrary.org/obo/FBbt_20000377>	"VFB:FBbt_20000377"
<http://purl.obolibrary.org/obo/FBbt_20004501>	"VFB:FBbt_20004501"
<http://purl.obolibrary.org/obo/FBbt_20004370>	"VFB:FBbt_20004370"
<http://purl.obolibrary.org/obo/FBbt_20003923>	"VFB:FBbt_20003923"
<http://purl.obolibrary.org/obo/FBbt_20005327>	"VFB:FBbt_20005327"
<http://purl.obolibrary.org/obo/FBbt_00052939>	"VFB:FBbt_00052939"
<http://purl.obolibrary.org/obo/FBbt_20005278>	"VFB:FBbt_20005278"
<http://purl.obolibrary.org/obo/FBbt_20002729>	"VFB:FBbt_20002729"
<http://purl.obolibrary.org/obo/FBbt_20001909>	"VFB:FBbt_20001909"
<http://purl.obolibrary.org/obo/FBbt_20001142>	"VFB:FBbt_20001142"
<http://purl.obolibrary.org/obo/FBbt_20002651>	"VFB:FBbt_20002651"
<http://purl.obolibrary.org/obo/FBbt_20000302>	"VFB:FBbt_20000302"
<http://purl.obolibrary.org/obo/FBbt_20000994>	"VFB:FBbt_20000994"
<http://purl.obolibrary.org/obo/FBbt_20001095>	"VFB:FBbt_20001095"
<http://purl.obolibrary.org/obo/FBbt_20003964>	"VFB:FBbt_20003964"
<http://purl.obolibrary.org/obo/FBbt_20000759>	"VFB:FBbt_20000759"
<http://purl.obolibrary.org/obo/FBbt_20004992>	"VFB:FBbt_20004992"
<http://purl.obolibrary.org/obo/FBbt_20006134>	"VFB:FBbt_20006134"
<http://purl.obolibrary.org/obo/FBbt_20001994>	"VFB:FBbt_20001994"
<http://purl.obolibrary.org/obo/FBbt_20003425>	"VFB:FBbt_20003425"
<http://purl.obolibrary.org/obo/FBbt_20000924>	"VFB:FBbt_20000924"
<http://purl.obolibrary.org/obo/FBbt_00051096>	"VFB:FBbt_00051096"
<http://purl.obolibrary.org/obo/FBbt_20002597>	"VFB:FBbt_20002597"
<http://purl.obolibrary.org/obo/FBbt_20006210>	"VFB:FBbt_20006210"
<http://purl.obolibrary.org/obo/FBbt_20000066>	"VFB:FBbt_20000066"
<http://purl.obolibrary.org/obo/FBbt_20000652>	"VFB:FBbt_20000652"
<http://purl.obolibrary.org/obo/FBbt_20006922>	"VFB:FBbt_20006922"
<http://purl.obolibrary.org/obo/FBbt_20002436>	"VFB:FBbt_20002436"
<http://purl.obolibrary.org/obo/FBbt_20006873>	"VFB:FBbt_20006873"
<http://purl.obolibrary.org/obo/FBbt_20006484>	"VFB:FBbt_20006484"
<http://purl.obolibrary.org/obo/FBbt_20000965>	"VFB:FBbt_20000965"
<http://purl.obolibrary.org/obo/FBbt_20003775>	"VFB:FBbt_20003775"
<http://purl.obolibrary.org/obo/FBbt_20006251>	"VFB:FBbt_20006251"
<http://purl.obolibrary.org/obo/FBbt_20001893>	"VFB:FBbt_20001893"
<http://purl.obolibrary.org/obo/FBbt_20003307>	"VFB:FBbt_20003307"
<http://purl.obolibrary.org/obo/FBbt_20005134>	"VFB:FBbt_20005134"
<http://purl.obolibrary.org/obo/FBbt_20005366>	"VFB:FBbt_20005366"
<http://purl.obolibrary.org/obo/FBbt_20006297>	"VFB:FBbt_20006297"
<http://purl.obolibrary.org/obo/FBbt_20004493>	"VFB:FBbt_20004493"
<http://purl.obolibrary.org/obo/FBbt_20001183>	"VFB:FBbt_20001183"
<http://purl.obolibrary.org/obo/FBbt_00052880>	"VFB:FBbt_00052880"
<http://purl.obolibrary.org/obo/FBbt_20002692>	"VFB:FBbt_20002692"
<http://purl.obolibrary.org/obo/FBbt_20005783>	"VFB:FBbt_20005783"
<http://purl.obolibrary.org/obo/FBbt_20006611>	"VFB:FBbt_20006611"
<http://purl.obolibrary.org/obo/FBbt_20000181>	"VFB:FBbt_20000181"
<http://purl.obolibrary.org/obo/FBbt_20003151>	"VFB:FBbt_20003151"
<http://purl.obolibrary.org/obo/FBbt_20005531>	"VFB:FBbt_20005531"
<http://purl.obolibrary.org/obo/FBbt_20006062>	"VFB:FBbt_20006062"
<http://purl.obolibrary.org/obo/FBbt_20003513>	"VFB:FBbt_20003513"
<http://purl.obolibrary.org/obo/FBbt_20005484>	"VFB:FBbt_20005484"
<http://purl.obolibrary.org/obo/FBbt_20001339>	"VFB:FBbt_20001339"
<http://purl.obolibrary.org/obo/FBbt_20005816>	"VFB:FBbt_20005816"
<http://purl.obolibrary.org/obo/FBbt_20007088>	"VFB:FBbt_20007088"
<http://purl.obolibrary.org/obo/FBbt_20006961>	"VFB:FBbt_20006961"
<http://purl.obolibrary.org/obo/FBbt_20004231>	"VFB:FBbt_20004231"
<http://purl.obolibrary.org/obo/FBbt_20002700>	"VFB:FBbt_20002700"
<http://purl.obolibrary.org/obo/FBbt_20002475>	"VFB:FBbt_20002475"
<http://purl.obolibrary.org/obo/FBbt_20004184>	"VFB:FBbt_20004184"
<http://purl.obolibrary.org/obo/FBbt_20001504>	"VFB:FBbt_20001504"
<http://purl.obolibrary.org/obo/FBbt_20001457>	"VFB:FBbt_20001457"
<http://purl.obolibrary.org/obo/FBbt_20000279>	"VFB:FBbt_20000279"
<http://purl.obolibrary.org/obo/FBbt_20002318>	"VFB:FBbt_20002318"
<http://purl.obolibrary.org/obo/FBbt_20005629>	"VFB:FBbt_20005629"
<http://purl.obolibrary.org/obo/FBbt_20003825>	"VFB:FBbt_20003825"
<http://purl.obolibrary.org/obo/FBbt_20005222>	"VFB:FBbt_20005222"
<http://purl.obolibrary.org/obo/FBbt_20003299>	"VFB:FBbt_20003299"
<http://purl.obolibrary.org/obo/FBbt_20006557>	"VFB:FBbt_20006557"
<http://purl.obolibrary.org/obo/FBbt_20004581>	"VFB:FBbt_20004581"
<http://purl.obolibrary.org/obo/FBbt_20000515>	"VFB:FBbt_20000515"
<http://purl.obolibrary.org/obo/FBbt_20001854>	"VFB:FBbt_20001854"
<http://purl.obolibrary.org/obo/FBbt_20003309>	"VFB:FBbt_20003309"
<http://purl.obolibrary.org/obo/FBbt_20006347>	"VFB:FBbt_20006347"
<http://purl.obolibrary.org/obo/FBbt_20003464>	"VFB:FBbt_20003464"
<http://purl.obolibrary.org/obo/FBbt_20003231>	"VFB:FBbt_20003231"
<http://purl.obolibrary.org/obo/FBbt_20005979>	"VFB:FBbt_20005979"
<http://purl.obolibrary.org/obo/FBbt_20006652>	"VFB:FBbt_20006652"
<http://purl.obolibrary.org/obo/FBbt_20007336>	"VFB:FBbt_20007336"
<http://purl.obolibrary.org/obo/FBbt_20003192>	"VFB:FBbt_20003192"
<http://purl.obolibrary.org/obo/FBbt_20005572>	"VFB:FBbt_20005572"
<http://purl.obolibrary.org/obo/FBbt_20005005>	"VFB:FBbt_20005005"
<http://purl.obolibrary.org/obo/FBbt_20002249>	"VFB:FBbt_20002249"
<http://purl.obolibrary.org/obo/FBbt_20005904>	"VFB:FBbt_20005904"
<http://purl.obolibrary.org/obo/FBbt_20002653>	"VFB:FBbt_20002653"
<http://purl.obolibrary.org/obo/FBbt_20005744>	"VFB:FBbt_20005744"
<http://purl.obolibrary.org/obo/FBbt_20000771>	"VFB:FBbt_20000771"
<http://purl.obolibrary.org/obo/FBbt_20003581>	"VFB:FBbt_20003581"
<http://purl.obolibrary.org/obo/FBbt_20004272>	"VFB:FBbt_20004272"
<http://purl.obolibrary.org/obo/FBbt_20003014>	"VFB:FBbt_20003014"
<http://purl.obolibrary.org/obo/FBbt_20001545>	"VFB:FBbt_20001545"
<http://purl.obolibrary.org/obo/FBbt_20000367>	"VFB:FBbt_20000367"
<http://purl.obolibrary.org/obo/FBbt_20003913>	"VFB:FBbt_20003913"
<http://purl.obolibrary.org/obo/FBbt_20002599>	"VFB:FBbt_20002599"
<http://purl.obolibrary.org/obo/FBbt_20004739>	"VFB:FBbt_20004739"
<http://purl.obolibrary.org/obo/FBbt_20003866>	"VFB:FBbt_20003866"
<http://purl.obolibrary.org/obo/FBbt_20000068>	"VFB:FBbt_20000068"
<http://purl.obolibrary.org/obo/FBbt_20004894>	"VFB:FBbt_20004894"
<http://purl.obolibrary.org/obo/FBbt_20003614>	"VFB:FBbt_20003614"
<http://purl.obolibrary.org/obo/FBbt_20004668>	"VFB:FBbt_20004668"
<http://purl.obolibrary.org/obo/FBbt_00053015>	"VFB:FBbt_00053015"
<http://purl.obolibrary.org/obo/FBbt_20001358>	"VFB:FBbt_20001358"
<http://purl.obolibrary.org/obo/FBbt_20006435>	"VFB:FBbt_20006435"
<http://purl.obolibrary.org/obo/FBbt_20002524>	"VFB:FBbt_20002524"
<http://purl.obolibrary.org/obo/FBbt_20004904>	"VFB:FBbt_20004904"
<http://purl.obolibrary.org/obo/FBbt_20003552>	"VFB:FBbt_20003552"
<http://purl.obolibrary.org/obo/FBbt_20001895>	"VFB:FBbt_20001895"
