?cls	?xref
<http://purl.obolibrary.org/obo/FBbt_20010409>	"VFB:FBbt_20010409"
<http://purl.obolibrary.org/obo/FBbt_20010077>	"VFB:FBbt_20010077"
<http://purl.obolibrary.org/obo/FBbt_20010236>	"VFB:FBbt_20010236"
<http://purl.obolibrary.org/obo/FBbt_20007816>	"VFB:FBbt_20007816"
<http://purl.obolibrary.org/obo/FBbt_20011115>	"VFB:FBbt_20011115"
<http://purl.obolibrary.org/obo/FBbt_20008703>	"VFB:FBbt_20008703"
<http://purl.obolibrary.org/obo/FBbt_20010338>	"VFB:FBbt_20010338"
<http://purl.obolibrary.org/obo/FBbt_20007926>	"VFB:FBbt_20007926"
<http://purl.obolibrary.org/obo/FBbt_20009145>	"VFB:FBbt_20009145"
<http://purl.obolibrary.org/obo/FBbt_20008978>	"VFB:FBbt_20008978"
<http://purl.obolibrary.org/obo/FBbt_20008073>	"VFB:FBbt_20008073"
<http://purl.obolibrary.org/obo/FBbt_20011225>	"VFB:FBbt_20011225"
<http://purl.obolibrary.org/obo/FBbt_20008087>	"VFB:FBbt_20008087"
<http://purl.obolibrary.org/obo/FBbt_20010841>	"VFB:FBbt_20010841"
<http://purl.obolibrary.org/obo/FBbt_20008358>	"VFB:FBbt_20008358"
<http://purl.obolibrary.org/obo/FBbt_20009255>	"VFB:FBbt_20009255"
<http://purl.obolibrary.org/obo/FBbt_20009675>	"VFB:FBbt_20009675"
<http://purl.obolibrary.org/obo/FBbt_20008866>	"VFB:FBbt_20008866"
<http://purl.obolibrary.org/obo/FBbt_20009033>	"VFB:FBbt_20009033"
<http://purl.obolibrary.org/obo/FBbt_20009982>	"VFB:FBbt_20009982"
<http://purl.obolibrary.org/obo/FBbt_20010513>	"VFB:FBbt_20010513"
<http://purl.obolibrary.org/obo/FBbt_20011018>	"VFB:FBbt_20011018"
<http://purl.obolibrary.org/obo/FBbt_20007688>	"VFB:FBbt_20007688"
<http://purl.obolibrary.org/obo/FBbt_20009347>	"VFB:FBbt_20009347"
<http://purl.obolibrary.org/obo/FBbt_20008810>	"VFB:FBbt_20008810"
<http://purl.obolibrary.org/obo/FBbt_20009770>	"VFB:FBbt_20009770"
<http://purl.obolibrary.org/obo/FBbt_20010749>	"VFB:FBbt_20010749"
<http://purl.obolibrary.org/obo/FBbt_00001375>	"VFB:FBbt_00001375"
<http://purl.obolibrary.org/obo/FBbt_20010486>	"VFB:FBbt_20010486"
<http://purl.obolibrary.org/obo/FBbt_20011128>	"VFB:FBbt_20011128"
<http://purl.obolibrary.org/obo/FBbt_20009097>	"VFB:FBbt_20009097"
<http://purl.obolibrary.org/obo/FBbt_20008331>	"VFB:FBbt_20008331"
<http://purl.obolibrary.org/obo/FBbt_20008560>	"VFB:FBbt_20008560"
<http://purl.obolibrary.org/obo/FBbt_20010229>	"VFB:FBbt_20010229"
<http://purl.obolibrary.org/obo/FBbt_20009633>	"VFB:FBbt_20009633"
<http://purl.obolibrary.org/obo/FBbt_20010859>	"VFB:FBbt_20010859"
<http://purl.obolibrary.org/obo/FBbt_20008370>	"VFB:FBbt_20008370"
<http://purl.obolibrary.org/obo/FBbt_20010793>	"VFB:FBbt_20010793"
<http://purl.obolibrary.org/obo/FBbt_20008441>	"VFB:FBbt_20008441"
<http://purl.obolibrary.org/obo/FBbt_20008818>	"VFB:FBbt_20008818"
<http://purl.obolibrary.org/obo/FBbt_20010158>	"VFB:FBbt_20010158"
<http://purl.obolibrary.org/obo/FBbt_20010183>	"VFB:FBbt_20010183"
<http://purl.obolibrary.org/obo/FBbt_20007746>	"VFB:FBbt_20007746"
<http://purl.obolibrary.org/obo/FBbt_20009896>	"VFB:FBbt_20009896"
<http://purl.obolibrary.org/obo/FBbt_20007799>	"VFB:FBbt_20007799"
<http://purl.obolibrary.org/obo/FBbt_20010561>	"VFB:FBbt_20010561"
<http://purl.obolibrary.org/obo/FBbt_20009300>	"VFB:FBbt_20009300"
<http://purl.obolibrary.org/obo/FBbt_20008686>	"VFB:FBbt_20008686"
<http://purl.obolibrary.org/obo/FBbt_20008762>	"VFB:FBbt_20008762"
<http://purl.obolibrary.org/obo/FBbt_20010051>	"VFB:FBbt_20010051"
<http://purl.obolibrary.org/obo/FBbt_20011088>	"VFB:FBbt_20011088"
<http://purl.obolibrary.org/obo/FBbt_20009012>	"VFB:FBbt_20009012"
<http://purl.obolibrary.org/obo/FBbt_20009238>	"VFB:FBbt_20009238"
<http://purl.obolibrary.org/obo/FBbt_20010702>	"VFB:FBbt_20010702"
<http://purl.obolibrary.org/obo/FBbt_20008474>	"VFB:FBbt_20008474"
<http://purl.obolibrary.org/obo/FBbt_20007912>	"VFB:FBbt_20007912"
<http://purl.obolibrary.org/obo/FBbt_00005922>	"VFB:FBbt_00005922"
<http://purl.obolibrary.org/obo/FBbt_20009536>	"VFB:FBbt_20009536"
<http://purl.obolibrary.org/obo/FBbt_20009026>	"VFB:FBbt_20009026"
<http://purl.obolibrary.org/obo/FBbt_20010671>	"VFB:FBbt_20010671"
<http://purl.obolibrary.org/obo/FBbt_20008630>	"VFB:FBbt_20008630"
<http://purl.obolibrary.org/obo/FBbt_20009590>	"VFB:FBbt_20009590"
<http://purl.obolibrary.org/obo/FBbt_20010086>	"VFB:FBbt_20010086"
<http://purl.obolibrary.org/obo/FBbt_20009160>	"VFB:FBbt_20009160"
<http://purl.obolibrary.org/obo/FBbt_20009308>	"VFB:FBbt_20009308"
<http://purl.obolibrary.org/obo/FBbt_20009333>	"VFB:FBbt_20009333"
<http://purl.obolibrary.org/obo/FBbt_20010569>	"VFB:FBbt_20010569"
<http://purl.obolibrary.org/obo/FBbt_20010111>	"VFB:FBbt_20010111"
<http://purl.obolibrary.org/obo/FBbt_20009404>	"VFB:FBbt_20009404"
<http://purl.obolibrary.org/obo/FBbt_20009799>	"VFB:FBbt_20009799"
<http://purl.obolibrary.org/obo/FBbt_20010049>	"VFB:FBbt_20010049"
<http://purl.obolibrary.org/obo/FBbt_20010914>	"VFB:FBbt_20010914"
<http://purl.obolibrary.org/obo/FBbt_20008141>	"VFB:FBbt_20008141"
<http://purl.obolibrary.org/obo/FBbt_20011242>	"VFB:FBbt_20011242"
<http://purl.obolibrary.org/obo/FBbt_20009443>	"VFB:FBbt_20009443"
<http://purl.obolibrary.org/obo/FBbt_20010679>	"VFB:FBbt_20010679"
<http://purl.obolibrary.org/obo/FBbt_20008004>	"VFB:FBbt_20008004"
<http://purl.obolibrary.org/obo/FBbt_20010144>	"VFB:FBbt_20010144"
<http://purl.obolibrary.org/obo/FBbt_20010215>	"VFB:FBbt_20010215"
<http://purl.obolibrary.org/obo/FBbt_20008741>	"VFB:FBbt_20008741"
<http://purl.obolibrary.org/obo/FBbt_20008924>	"VFB:FBbt_20008924"
<http://purl.obolibrary.org/obo/FBbt_20010007>	"VFB:FBbt_20010007"
<http://purl.obolibrary.org/obo/FBbt_20010522>	"VFB:FBbt_20010522"
<http://purl.obolibrary.org/obo/FBbt_20009923>	"VFB:FBbt_20009923"
<http://purl.obolibrary.org/obo/FBbt_20008294>	"VFB:FBbt_20008294"
<http://purl.obolibrary.org/obo/FBbt_20008851>	"VFB:FBbt_20008851"
<http://purl.obolibrary.org/obo/FBbt_20008037>	"VFB:FBbt_20008037"
<http://purl.obolibrary.org/obo/FBbt_20009882>	"VFB:FBbt_20009882"
<http://purl.obolibrary.org/obo/FBbt_20009625>	"VFB:FBbt_20009625"
<http://purl.obolibrary.org/obo/FBbt_20009701>	"VFB:FBbt_20009701"
<http://purl.obolibrary.org/obo/FBbt_20010805>	"VFB:FBbt_20010805"
<http://purl.obolibrary.org/obo/FBbt_20008749>	"VFB:FBbt_20008749"
<http://purl.obolibrary.org/obo/FBbt_20010632>	"VFB:FBbt_20010632"
<http://purl.obolibrary.org/obo/FBbt_20009153>	"VFB:FBbt_20009153"
<http://purl.obolibrary.org/obo/FBbt_20010022>	"VFB:FBbt_20010022"
<http://purl.obolibrary.org/obo/FBbt_20008129>	"VFB:FBbt_20008129"
<http://purl.obolibrary.org/obo/FBbt_20010175>	"VFB:FBbt_20010175"
<http://purl.obolibrary.org/obo/FBbt_20008376>	"VFB:FBbt_20008376"
<http://purl.obolibrary.org/obo/FBbt_20010734>	"VFB:FBbt_20010734"
<http://purl.obolibrary.org/obo/FBbt_20008859>	"VFB:FBbt_20008859"
<http://purl.obolibrary.org/obo/FBbt_20009082>	"VFB:FBbt_20009082"
<http://purl.obolibrary.org/obo/FBbt_20008955>	"VFB:FBbt_20008955"
<http://purl.obolibrary.org/obo/FBbt_20009263>	"VFB:FBbt_20009263"
<http://purl.obolibrary.org/obo/FBbt_20009709>	"VFB:FBbt_20009709"
<http://purl.obolibrary.org/obo/FBbt_20011291>	"VFB:FBbt_20011291"
<http://purl.obolibrary.org/obo/FBbt_20008239>	"VFB:FBbt_20008239"
<http://purl.obolibrary.org/obo/FBbt_20010436>	"VFB:FBbt_20010436"
<http://purl.obolibrary.org/obo/FBbt_20010285>	"VFB:FBbt_20010285"
<http://purl.obolibrary.org/obo/FBbt_20008754>	"VFB:FBbt_20008754"
<http://purl.obolibrary.org/obo/FBbt_20011036>	"VFB:FBbt_20011036"
<http://purl.obolibrary.org/obo/FBbt_20007857>	"VFB:FBbt_20007857"
<http://purl.obolibrary.org/obo/FBbt_00004053>	"VFB:FBbt_00004053"
<http://purl.obolibrary.org/obo/FBbt_20010997>	"VFB:FBbt_20010997"
<http://purl.obolibrary.org/obo/FBbt_20008561>	"VFB:FBbt_20008561"
<http://purl.obolibrary.org/obo/FBbt_20011146>	"VFB:FBbt_20011146"
<http://purl.obolibrary.org/obo/FBbt_20009067>	"VFB:FBbt_20009067"
<http://purl.obolibrary.org/obo/FBbt_20007784>	"VFB:FBbt_20007784"
<http://purl.obolibrary.org/obo/FBbt_20007967>	"VFB:FBbt_20007967"
<http://purl.obolibrary.org/obo/FBbt_20008405>	"VFB:FBbt_20008405"
<http://purl.obolibrary.org/obo/FBbt_20009582>	"VFB:FBbt_20009582"
<http://purl.obolibrary.org/obo/FBbt_20011299>	"VFB:FBbt_20011299"
<http://purl.obolibrary.org/obo/FBbt_20008671>	"VFB:FBbt_20008671"
<http://purl.obolibrary.org/obo/FBbt_20011320>	"VFB:FBbt_20011320"
<http://purl.obolibrary.org/obo/FBbt_20010882>	"VFB:FBbt_20010882"
<http://purl.obolibrary.org/obo/FBbt_20009445>	"VFB:FBbt_20009445"
<http://purl.obolibrary.org/obo/FBbt_20009521>	"VFB:FBbt_20009521"
<http://purl.obolibrary.org/obo/FBbt_20009692>	"VFB:FBbt_20009692"
<http://purl.obolibrary.org/obo/FBbt_20010625>	"VFB:FBbt_20010625"
<http://purl.obolibrary.org/obo/FBbt_20009459>	"VFB:FBbt_20009459"
<http://purl.obolibrary.org/obo/FBbt_20011067>	"VFB:FBbt_20011067"
<http://purl.obolibrary.org/obo/FBbt_00004107>	"VFB:FBbt_00004107"
<http://purl.obolibrary.org/obo/FBbt_20007888>	"VFB:FBbt_20007888"
<http://purl.obolibrary.org/obo/FBbt_20008196>	"VFB:FBbt_20008196"
<http://purl.obolibrary.org/obo/FBbt_20010071>	"VFB:FBbt_20010071"
<http://purl.obolibrary.org/obo/FBbt_20010554>	"VFB:FBbt_20010554"
<http://purl.obolibrary.org/obo/FBbt_20009540>	"VFB:FBbt_20009540"
<http://purl.obolibrary.org/obo/FBbt_20009784>	"VFB:FBbt_20009784"
<http://purl.obolibrary.org/obo/FBbt_20011328>	"VFB:FBbt_20011328"
<http://purl.obolibrary.org/obo/FBbt_20011177>	"VFB:FBbt_20011177"
<http://purl.obolibrary.org/obo/FBbt_20009529>	"VFB:FBbt_20009529"
<http://purl.obolibrary.org/obo/FBbt_20010332>	"VFB:FBbt_20010332"
<http://purl.obolibrary.org/obo/FBbt_20008916>	"VFB:FBbt_20008916"
<http://purl.obolibrary.org/obo/FBbt_20007998>	"VFB:FBbt_20007998"
<http://purl.obolibrary.org/obo/FBbt_20010256>	"VFB:FBbt_20010256"
<http://purl.obolibrary.org/obo/FBbt_20008574>	"VFB:FBbt_20008574"
<http://purl.obolibrary.org/obo/FBbt_20008115>	"VFB:FBbt_20008115"
<http://purl.obolibrary.org/obo/FBbt_20008362>	"VFB:FBbt_20008362"
<http://purl.obolibrary.org/obo/FBbt_20010079>	"VFB:FBbt_20010079"
<http://purl.obolibrary.org/obo/FBbt_20007946>	"VFB:FBbt_20007946"
<http://purl.obolibrary.org/obo/FBbt_20009932>	"VFB:FBbt_20009932"
<http://purl.obolibrary.org/obo/FBbt_20009888>	"VFB:FBbt_20009888"
<http://purl.obolibrary.org/obo/FBbt_20008225>	"VFB:FBbt_20008225"
<http://purl.obolibrary.org/obo/FBbt_20009742>	"VFB:FBbt_20009742"
<http://purl.obolibrary.org/obo/FBbt_20011020>	"VFB:FBbt_20011020"
<http://purl.obolibrary.org/obo/FBbt_20007841>	"VFB:FBbt_20007841"
<http://purl.obolibrary.org/obo/FBbt_20007890>	"VFB:FBbt_20007890"
<http://purl.obolibrary.org/obo/FBbt_20008532>	"VFB:FBbt_20008532"
<http://purl.obolibrary.org/obo/FBbt_20008022>	"VFB:FBbt_20008022"
<http://purl.obolibrary.org/obo/FBbt_20011130>	"VFB:FBbt_20011130"
<http://purl.obolibrary.org/obo/FBbt_20010363>	"VFB:FBbt_20010363"
<http://purl.obolibrary.org/obo/FBbt_20008488>	"VFB:FBbt_20008488"
<http://purl.obolibrary.org/obo/FBbt_20009053>	"VFB:FBbt_20009053"
<http://purl.obolibrary.org/obo/FBbt_20007951>	"VFB:FBbt_20007951"
<http://purl.obolibrary.org/obo/FBbt_20008868>	"VFB:FBbt_20008868"
<http://purl.obolibrary.org/obo/FBbt_20009610>	"VFB:FBbt_20009610"
<http://purl.obolibrary.org/obo/FBbt_20009088>	"VFB:FBbt_20009088"
<http://purl.obolibrary.org/obo/FBbt_20009091>	"VFB:FBbt_20009091"
<http://purl.obolibrary.org/obo/FBbt_20009846>	"VFB:FBbt_20009846"
<http://purl.obolibrary.org/obo/FBbt_20007849>	"VFB:FBbt_20007849"
<http://purl.obolibrary.org/obo/FBbt_20009360>	"VFB:FBbt_20009360"
<http://purl.obolibrary.org/obo/FBbt_20010311>	"VFB:FBbt_20010311"
<http://purl.obolibrary.org/obo/FBbt_20010160>	"VFB:FBbt_20010160"
<http://purl.obolibrary.org/obo/FBbt_20009374>	"VFB:FBbt_20009374"
<http://purl.obolibrary.org/obo/FBbt_20010611>	"VFB:FBbt_20010611"
<http://purl.obolibrary.org/obo/FBbt_20010396>	"VFB:FBbt_20010396"
<http://purl.obolibrary.org/obo/FBbt_20007959>	"VFB:FBbt_20007959"
<http://purl.obolibrary.org/obo/FBbt_20009470>	"VFB:FBbt_20009470"
<http://purl.obolibrary.org/obo/FBbt_20010421>	"VFB:FBbt_20010421"
<http://purl.obolibrary.org/obo/FBbt_20008182>	"VFB:FBbt_20008182"
<http://purl.obolibrary.org/obo/FBbt_20007793>	"VFB:FBbt_20007793"
<http://purl.obolibrary.org/obo/FBbt_20008690>	"VFB:FBbt_20008690"
<http://purl.obolibrary.org/obo/FBbt_20009242>	"VFB:FBbt_20009242"
<http://purl.obolibrary.org/obo/FBbt_20009904>	"VFB:FBbt_20009904"
<http://purl.obolibrary.org/obo/FBbt_20009513>	"VFB:FBbt_20009513"
<http://purl.obolibrary.org/obo/FBbt_20008218>	"VFB:FBbt_20008218"
<http://purl.obolibrary.org/obo/FBbt_20008975>	"VFB:FBbt_20008975"
<http://purl.obolibrary.org/obo/FBbt_20011082>	"VFB:FBbt_20011082"
<http://purl.obolibrary.org/obo/FBbt_20007807>	"VFB:FBbt_20007807"
<http://purl.obolibrary.org/obo/FBbt_20008782>	"VFB:FBbt_20008782"
<http://purl.obolibrary.org/obo/FBbt_00047142>	"VFB:FBbt_00047142"
<http://purl.obolibrary.org/obo/FBbt_20008963>	"VFB:FBbt_20008963"
<http://purl.obolibrary.org/obo/FBbt_20010063>	"VFB:FBbt_20010063"
<http://purl.obolibrary.org/obo/FBbt_20008525>	"VFB:FBbt_20008525"
<http://purl.obolibrary.org/obo/FBbt_20007917>	"VFB:FBbt_20007917"
<http://purl.obolibrary.org/obo/FBbt_20011101>	"VFB:FBbt_20011101"
<http://purl.obolibrary.org/obo/FBbt_20008140>	"VFB:FBbt_20008140"
<http://purl.obolibrary.org/obo/FBbt_20010563>	"VFB:FBbt_20010563"
<http://purl.obolibrary.org/obo/FBbt_20008892>	"VFB:FBbt_20008892"
<http://purl.obolibrary.org/obo/FBbt_20008078>	"VFB:FBbt_20008078"
<http://purl.obolibrary.org/obo/FBbt_20010324>	"VFB:FBbt_20010324"
<http://purl.obolibrary.org/obo/FBbt_20009200>	"VFB:FBbt_20009200"
<http://purl.obolibrary.org/obo/FBbt_20008635>	"VFB:FBbt_20008635"
<http://purl.obolibrary.org/obo/FBbt_20010832>	"VFB:FBbt_20010832"
<http://purl.obolibrary.org/obo/FBbt_20009666>	"VFB:FBbt_20009666"
<http://purl.obolibrary.org/obo/FBbt_20011211>	"VFB:FBbt_20011211"
<http://purl.obolibrary.org/obo/FBbt_20009180>	"VFB:FBbt_20009180"
<http://purl.obolibrary.org/obo/FBbt_20010846>	"VFB:FBbt_20010846"
<http://purl.obolibrary.org/obo/FBbt_20010673>	"VFB:FBbt_20010673"
<http://purl.obolibrary.org/obo/FBbt_20009807>	"VFB:FBbt_20009807"
<http://purl.obolibrary.org/obo/FBbt_20009194>	"VFB:FBbt_20009194"
<http://purl.obolibrary.org/obo/FBbt_20009463>	"VFB:FBbt_20009463"
<http://purl.obolibrary.org/obo/FBbt_20009290>	"VFB:FBbt_20009290"
<http://purl.obolibrary.org/obo/FBbt_00001422>	"VFB:FBbt_00001422"
<http://purl.obolibrary.org/obo/FBbt_20008801>	"VFB:FBbt_20008801"
<http://purl.obolibrary.org/obo/FBbt_20010518>	"VFB:FBbt_20010518"
<http://purl.obolibrary.org/obo/FBbt_20011244>	"VFB:FBbt_20011244"
<http://purl.obolibrary.org/obo/FBbt_20010477>	"VFB:FBbt_20010477"
<http://purl.obolibrary.org/obo/FBbt_20008795>	"VFB:FBbt_20008795"
<http://purl.obolibrary.org/obo/FBbt_20011075>	"VFB:FBbt_20011075"
<http://purl.obolibrary.org/obo/FBbt_00004707>	"https://www.ento.csiro.au/biology/drosophila/melanogaster.html?hind%20leg"
<http://purl.obolibrary.org/obo/FBbt_20007896>	"VFB:FBbt_20007896"
<http://purl.obolibrary.org/obo/FBbt_20009103>	"VFB:FBbt_20009103"
<http://purl.obolibrary.org/obo/FBbt_00004094>	"VFB:FBbt_00004094"
<http://purl.obolibrary.org/obo/FBbt_20008031>	"VFB:FBbt_20008031"
<http://purl.obolibrary.org/obo/FBbt_20008809>	"VFB:FBbt_20008809"
<http://purl.obolibrary.org/obo/FBbt_20011185>	"VFB:FBbt_20011185"
<http://purl.obolibrary.org/obo/FBbt_20008592>	"VFB:FBbt_20008592"
<http://purl.obolibrary.org/obo/FBbt_20007737>	"VFB:FBbt_20007737"
<http://purl.obolibrary.org/obo/FBbt_20009213>	"VFB:FBbt_20009213"
<http://purl.obolibrary.org/obo/FBbt_20008133>	"VFB:FBbt_20008133"
<http://purl.obolibrary.org/obo/FBbt_20009366>	"VFB:FBbt_20009366"
<http://purl.obolibrary.org/obo/FBbt_20009925>	"VFB:FBbt_20009925"
<http://purl.obolibrary.org/obo/FBbt_20009721>	"VFB:FBbt_20009721"
<http://purl.obolibrary.org/obo/FBbt_20010652>	"VFB:FBbt_20010652"
<http://purl.obolibrary.org/obo/FBbt_20011008>	"VFB:FBbt_20011008"
<http://purl.obolibrary.org/obo/FBbt_20010947>	"VFB:FBbt_20010947"
<http://purl.obolibrary.org/obo/FBbt_20008243>	"VFB:FBbt_20008243"
<http://purl.obolibrary.org/obo/FBbt_20010666>	"VFB:FBbt_20010666"
<http://purl.obolibrary.org/obo/FBbt_20009627>	"VFB:FBbt_20009627"
<http://purl.obolibrary.org/obo/FBbt_20009229>	"VFB:FBbt_20009229"
<http://purl.obolibrary.org/obo/FBbt_20009305>	"VFB:FBbt_20009305"
<http://purl.obolibrary.org/obo/FBbt_20008511>	"VFB:FBbt_20008511"
<http://purl.obolibrary.org/obo/FBbt_20009476>	"VFB:FBbt_20009476"
<http://purl.obolibrary.org/obo/FBbt_20009831>	"VFB:FBbt_20009831"
<http://purl.obolibrary.org/obo/FBbt_20008396>	"VFB:FBbt_20008396"
<http://purl.obolibrary.org/obo/FBbt_20010430>	"VFB:FBbt_20010430"
<http://purl.obolibrary.org/obo/FBbt_20009017>	"VFB:FBbt_20009017"
<http://purl.obolibrary.org/obo/FBbt_20010593>	"VFB:FBbt_20010593"
<http://purl.obolibrary.org/obo/FBbt_20009283>	"VFB:FBbt_20009283"
<http://purl.obolibrary.org/obo/FBbt_00047097>	"VFB:FBbt_00047097"
<http://purl.obolibrary.org/obo/FBbt_20010991>	"VFB:FBbt_20010991"
<http://purl.obolibrary.org/obo/FBbt_20009729>	"VFB:FBbt_20009729"
<http://purl.obolibrary.org/obo/FBbt_20008621>	"VFB:FBbt_20008621"
<http://purl.obolibrary.org/obo/FBbt_20010177>	"VFB:FBbt_20010177"
<http://purl.obolibrary.org/obo/FBbt_20010381>	"VFB:FBbt_20010381"
<http://purl.obolibrary.org/obo/FBbt_20007722>	"VFB:FBbt_20007722"
<http://purl.obolibrary.org/obo/FBbt_20009568>	"VFB:FBbt_20009568"
<http://purl.obolibrary.org/obo/FBbt_20010102>	"VFB:FBbt_20010102"
<http://purl.obolibrary.org/obo/FBbt_20008957>	"VFB:FBbt_20008957"
<http://purl.obolibrary.org/obo/FBbt_20009061>	"VFB:FBbt_20009061"
<http://purl.obolibrary.org/obo/FBbt_20008519>	"VFB:FBbt_20008519"
<http://purl.obolibrary.org/obo/FBbt_20008788>	"VFB:FBbt_20008788"
<http://purl.obolibrary.org/obo/FBbt_20010116>	"VFB:FBbt_20010116"
<http://purl.obolibrary.org/obo/FBbt_20009839>	"VFB:FBbt_20009839"
<http://purl.obolibrary.org/obo/FBbt_20010287>	"VFB:FBbt_20010287"
<http://purl.obolibrary.org/obo/FBbt_20008884>	"VFB:FBbt_20008884"
<http://purl.obolibrary.org/obo/FBbt_20008146>	"VFB:FBbt_20008146"
<http://purl.obolibrary.org/obo/FBbt_20008629>	"VFB:FBbt_20008629"
<http://purl.obolibrary.org/obo/FBbt_20010900>	"VFB:FBbt_20010900"
<http://purl.obolibrary.org/obo/FBbt_20008898>	"VFB:FBbt_20008898"
<http://purl.obolibrary.org/obo/FBbt_20009734>	"VFB:FBbt_20009734"
<http://purl.obolibrary.org/obo/FBbt_20010838>	"VFB:FBbt_20010838"
<http://purl.obolibrary.org/obo/FBbt_20011061>	"VFB:FBbt_20011061"
<http://purl.obolibrary.org/obo/FBbt_20010379>	"VFB:FBbt_20010379"
<http://purl.obolibrary.org/obo/FBbt_20010887>	"VFB:FBbt_20010887"
<http://purl.obolibrary.org/obo/FBbt_20008009>	"VFB:FBbt_20008009"
<http://purl.obolibrary.org/obo/FBbt_20008407>	"VFB:FBbt_20008407"
<http://purl.obolibrary.org/obo/FBbt_20009186>	"VFB:FBbt_20009186"
<http://purl.obolibrary.org/obo/FBbt_20007882>	"VFB:FBbt_20007882"
<http://purl.obolibrary.org/obo/FBbt_20009541>	"VFB:FBbt_20009541"
<http://purl.obolibrary.org/obo/FBbt_20008746>	"VFB:FBbt_20008746"
<http://purl.obolibrary.org/obo/FBbt_20010767>	"VFB:FBbt_20010767"
<http://purl.obolibrary.org/obo/FBbt_20008063>	"VFB:FBbt_20008063"
<http://purl.obolibrary.org/obo/FBbt_20011322>	"VFB:FBbt_20011322"
<http://purl.obolibrary.org/obo/FBbt_20011171>	"VFB:FBbt_20011171"
<http://purl.obolibrary.org/obo/FBbt_20009296>	"VFB:FBbt_20009296"
<http://purl.obolibrary.org/obo/FBbt_20010091>	"VFB:FBbt_20010091"
<http://purl.obolibrary.org/obo/FBbt_20007992>	"VFB:FBbt_20007992"
<http://purl.obolibrary.org/obo/FBbt_20009651>	"VFB:FBbt_20009651"
<http://purl.obolibrary.org/obo/FBbt_20010272>	"VFB:FBbt_20010272"
<http://purl.obolibrary.org/obo/FBbt_20011069>	"VFB:FBbt_20011069"
<http://purl.obolibrary.org/obo/FBbt_20008614>	"VFB:FBbt_20008614"
<http://purl.obolibrary.org/obo/FBbt_20009144>	"VFB:FBbt_20009144"
<http://purl.obolibrary.org/obo/FBbt_20011179>	"VFB:FBbt_20011179"
<http://purl.obolibrary.org/obo/FBbt_20009684>	"VFB:FBbt_20009684"
<http://purl.obolibrary.org/obo/FBbt_20010205>	"VFB:FBbt_20010205"
<http://purl.obolibrary.org/obo/FBbt_20011282>	"VFB:FBbt_20011282"
<http://purl.obolibrary.org/obo/FBbt_20010720>	"VFB:FBbt_20010720"
<http://purl.obolibrary.org/obo/FBbt_20008492>	"VFB:FBbt_20008492"
<http://purl.obolibrary.org/obo/FBbt_20009554>	"VFB:FBbt_20009554"
<http://purl.obolibrary.org/obo/FBbt_20011027>	"VFB:FBbt_20011027"
<http://purl.obolibrary.org/obo/FBbt_20011296>	"VFB:FBbt_20011296"
<http://purl.obolibrary.org/obo/FBbt_20010658>	"VFB:FBbt_20010658"
<http://purl.obolibrary.org/obo/FBbt_20007848>	"VFB:FBbt_20007848"
<http://purl.obolibrary.org/obo/FBbt_20008566>	"VFB:FBbt_20008566"
<http://purl.obolibrary.org/obo/FBbt_20009351>	"VFB:FBbt_20009351"
<http://purl.obolibrary.org/obo/FBbt_20011164>	"VFB:FBbt_20011164"
<http://purl.obolibrary.org/obo/FBbt_20008327>	"VFB:FBbt_20008327"
<http://purl.obolibrary.org/obo/FBbt_20007716>	"VFB:FBbt_20007716"
<http://purl.obolibrary.org/obo/FBbt_20007789>	"VFB:FBbt_20007789"
<http://purl.obolibrary.org/obo/FBbt_20007985>	"VFB:FBbt_20007985"
<http://purl.obolibrary.org/obo/FBbt_00110173>	"VFB:FBbt_00110173"
<http://purl.obolibrary.org/obo/FBbt_20009587>	"VFB:FBbt_20009587"
<http://purl.obolibrary.org/obo/FBbt_20010365>	"VFB:FBbt_20010365"
<http://purl.obolibrary.org/obo/FBbt_20009214>	"VFB:FBbt_20009214"
<http://purl.obolibrary.org/obo/FBbt_20008676>	"VFB:FBbt_20008676"
<http://purl.obolibrary.org/obo/FBbt_20010873>	"VFB:FBbt_20010873"
<http://purl.obolibrary.org/obo/FBbt_20010108>	"VFB:FBbt_20010108"
<http://purl.obolibrary.org/obo/FBbt_20009512>	"VFB:FBbt_20009512"
<http://purl.obolibrary.org/obo/FBbt_20009002>	"VFB:FBbt_20009002"
<http://purl.obolibrary.org/obo/FBbt_20010616>	"VFB:FBbt_20010616"
<http://purl.obolibrary.org/obo/FBbt_20004627>	"VFB:FBbt_20004627"
<http://purl.obolibrary.org/obo/FBbt_20009848>	"VFB:FBbt_20009848"
<http://purl.obolibrary.org/obo/FBbt_20009697>	"VFB:FBbt_20009697"
<http://purl.obolibrary.org/obo/FBbt_20008212>	"VFB:FBbt_20008212"
<http://purl.obolibrary.org/obo/FBbt_20008187>	"VFB:FBbt_20008187"
<http://purl.obolibrary.org/obo/FBbt_20010062>	"VFB:FBbt_20010062"
<http://purl.obolibrary.org/obo/FBbt_20011122>	"VFB:FBbt_20011122"
<http://purl.obolibrary.org/obo/FBbt_20010955>	"VFB:FBbt_20010955"
<http://purl.obolibrary.org/obo/FBbt_20010398>	"VFB:FBbt_20010398"
<http://purl.obolibrary.org/obo/FBbt_20009775>	"VFB:FBbt_20009775"
<http://purl.obolibrary.org/obo/FBbt_20009247>	"VFB:FBbt_20009247"
