type	class	hemilineage	systematicType	subclass	somaNeuromere	birthtime	celltypePredictedNt	count(n)	common_target	common_origin	common_entryNerve	common_exitNerve	common_longTract
AN06B075	{'ascending neuron'}	{'06B'}	{'AN06B075'}	{'BA'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'brain'}	{None}	{None}	{'CvC'}	{'MTD-I'}
AN07B003	{'ascending neuron'}	{'07B'}	{'AN07B003'}	{'BA'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{None}	{'multi'}	{None}	{'CvC'}	{'DMT'}
AN07B004	{'ascending neuron'}	{'07B'}	{'AN07B004'}	{'BA'}	{'T1'}	{'primary'}	{'acetylcholine'}	2	{'brain'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN07B005	{'ascending neuron'}	{'07B'}	{'AN07B005'}	{'BA'}	{'T2', 'T1', 'T3'}	{'primary'}	{'acetylcholine'}	6	{None}	{'LegNp'}	{None}	{'CvC'}	{None}
AN07B011	{'ascending neuron'}	{'07B'}	{'AN07B011'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{None}	{None}	{None}	{'CvC'}	{'CVL'}
AN07B013	{'ascending neuron'}	{'07B'}	{'AN07B013'}	{'BA'}	{'T2', 'T1'}	{'primary'}	{'glutamate'}	4	{None}	{None}	{None}	{'CvC'}	{None}
AN07B015	{'ascending neuron'}	{'07B'}	{'AN07B015'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	5	{'LegNpT1'}	{'LegNpT1'}	{None}	{'CvC'}	{'DMT'}
AN07B017	{'ascending neuron'}	{'07B'}	{'AN07B017'}	{'BA'}	{'T1'}	{'primary'}	{'glutamate'}	2	{'LegNpT1'}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B018	{'ascending neuron'}	{'07B'}	{'AN07B018'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{None}
AN07B021	{'ascending neuron'}	{'07B'}	{'AN07B021'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'ITD'}
AN07B024	{'ascending neuron'}	{'07B'}	{'AN07B024'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'MTD-I'}
AN07B025	{'ascending neuron'}	{'07B'}	{'AN07B025'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'ITD'}
AN07B032	{'ascending neuron'}	{'07B'}	{'AN07B032'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'ITD'}
AN07B035	{'ascending neuron'}	{'07B'}	{'AN07B035'}	{'BA'}	{'T1', 'T3'}	{'secondary'}	{'acetylcholine'}	5	{None}	{'LegNp'}	{None}	{'CvC'}	{None}
AN07B036	{'ascending neuron'}	{'07B'}	{'AN07B036'}	{'BA'}	{'T3'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B037	{'ascending neuron'}	{'07B'}	{'AN07B037'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B040	{'ascending neuron'}	{'07B'}	{'AN07B040'}	{'IA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{'CvC'}	{None}
AN07B041	{'ascending neuron'}	{'07B'}	{'AN07B041'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	4	{'NTct'}	{'LegNpT1', 'NTct'}	{None}	{'CvC'}	{'ITD'}
AN07B042	{'ascending neuron'}	{'07B'}	{'AN07B042'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	3	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DMT'}
AN07B043	{'ascending neuron'}	{'07B'}	{'AN07B043'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'HTct', 'IntTct'}	{'HTct', 'IntTct'}	{None}	{'CvC'}	{'ITD'}
AN07B045	{'ascending neuron'}	{'07B'}	{'AN07B045'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	4	{None}	{'multi'}	{None}	{'CvC'}	{'DMT'}
AN07B046	{'ascending neuron'}	{'07B'}	{'AN07B046'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	8	{None}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B049	{'ascending neuron'}	{'07B'}	{'AN07B049'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	10	{'NTct'}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B050	{'ascending neuron'}	{'07B'}	{'AN07B050'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	4	{'HTct', 'NTct'}	{'HTct', 'NTct'}	{None}	{'CvC'}	{'ITD'}
AN07B051	{'ascending neuron'}	{'07B'}	{'AN07B051'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	1	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DMT'}
AN07B052	{'ascending neuron'}	{'07B'}	{'AN07B052'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B056	{'ascending neuron'}	{'07B'}	{'AN07B056'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	6	{None}	{'Tct'}	{None}	{'CvC'}	{'ITD'}
AN07B057	{'ascending neuron'}	{'07B'}	{'AN07B057'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT1'}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B060	{'ascending neuron'}	{'07B'}	{'AN07B060'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B062	{'ascending neuron'}	{'07B'}	{'AN07B062'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	8	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B063	{'ascending neuron'}	{'07B'}	{'AN07B063'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'ITD'}
AN07B069	{'ascending neuron'}	{'07B'}	{'AN07B069'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	12	{'NTct'}	{'NTct'}	{None}	{'CvC'}	{'DMT'}
AN07B070	{'ascending neuron'}	{'07B'}	{'AN07B070'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	7	{'LTct'}	{'IntTct', 'LTct'}	{None}	{'CvC'}	{'DMT'}
AN07B071	{'ascending neuron'}	{'07B'}	{'AN07B071'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	18	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B072	{'ascending neuron'}	{'07B'}	{'AN07B072'}	{'BA'}	{'T1', 'T3'}	{'secondary'}	{'acetylcholine'}	23	{None}	{None}	{None}	{'CvC'}	{None}
AN07B076	{'ascending neuron'}	{'07B'}	{'AN07B076'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	4	{'HTct', 'NTct'}	{'HTct', 'NTct'}	{None}	{'CvC'}	{'ITD'}
AN07B078	{'ascending neuron'}	{'07B'}	{'AN07B078'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B082	{'ascending neuron'}	{'07B'}	{'AN07B082'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	12	{None}	{None}	{None}	{'CvC'}	{'DMT'}
AN07B085	{'ascending neuron'}	{'07B'}	{'AN07B085'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	6	{'NTct'}	{'NTct'}	{None}	{'CvC'}	{'ITD'}
AN07B088	{'ascending neuron'}	{'07B'}	{'AN07B088'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	1	{'LegNpT1', 'LTct'}	{'LegNpT1'}	{None}	{'CvC'}	{None}
AN07B089	{'ascending neuron'}	{'07B'}	{'AN07B089'}	{'BA'}	{'A1'}	{'secondary'}	{'acetylcholine'}	12	{'multi'}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B091	{'ascending neuron'}	{'07B'}	{'AN07B091'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{'IntTct', 'NTct'}	{'IntTct', 'NTct'}	{None}	{'CvC'}	{None}
AN07B095	{'ascending neuron'}	{'07B'}	{'AN07B095'}	{'IA'}	{'T1'}	{'secondary'}	{'glutamate'}	2	{'brain'}	{'multi'}	{None}	{'CvC'}	{'DMT'}
AN07B097	{'ascending neuron'}	{'07B'}	{'AN07B097'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'NTct', 'WTct'}	{'NTct', 'WTct'}	{None}	{'CvC'}	{None}
AN07B100	{'ascending neuron'}	{'07B'}	{'AN07B100'}	{'BA'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{None}	{None}	{'CvC'}	{'ITD'}
AN07B101	{'ascending neuron'}	{'07B'}	{'AN07B101'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{'brain'}	{None}	{None}	{'CvC'}	{'DMT'}
AN08B005	{'ascending neuron'}	{'08B'}	{'AN08B005'}	{'BA'}	{'T3'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B007	{'ascending neuron'}	{'08B'}	{'AN08B007'}	{'CA'}	{'T3'}	{'primary'}	{'glutamate'}	2	{'Ov'}	{'Ov'}	{None}	{'CvC'}	{'VTV'}
AN08B009	{'ascending neuron'}	{'08B'}	{'AN08B009'}	{'BA'}	{'T1', 'T3'}	{'secondary'}	{'acetylcholine'}	5	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B010	{'ascending neuron'}	{'08B'}	{'AN08B010'}	{'BA'}	{'T2', 'T3'}	{'primary'}	{'acetylcholine'}	4	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B012	{'ascending neuron'}	{'08B'}	{'AN08B012'}	{'BA', 'CA'}	{'T2', 'T3'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B013	{'ascending neuron'}	{'08B'}	{'AN08B013'}	{'BA'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B014	{'ascending neuron'}	{'08B'}	{'AN08B014'}	{'IA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B015	{'ascending neuron'}	{'08B'}	{'AN08B015'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'LegNp'}	{None}	{'CvC'}	{'MTD-I'}
AN08B016	{'ascending neuron'}	{'08B'}	{'AN08B016'}	{'BA'}	{'T3'}	{'secondary'}	{'gaba'}	2	{'multi'}	{None}	{None}	{'CvC'}	{'VTV'}
AN08B018	{'ascending neuron'}	{'08B'}	{'AN08B018'}	{'BA'}	{'T3', 'A1', 'A2', 'T2', 'T1'}	{'secondary', 'primary'}	{'acetylcholine'}	14	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B020	{'ascending neuron'}	{'08B'}	{'AN08B020'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B022	{'ascending neuron'}	{'08B'}	{'AN08B022'}	{'BA'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'acetylcholine'}	6	{None}	{'LegNp'}	{None}	{'CvC'}	{'MTD-I'}
AN08B023	{'ascending neuron'}	{'08B'}	{'AN08B023'}	{'BA'}	{'T2', 'T3', 'T1'}	{'primary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{None}
AN08B024	{'ascending neuron'}	{'08B'}	{'AN08B024'}	{'BA'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'acetylcholine'}	6	{'LegNp'}	{'LegNp'}	{None}	{'CvC'}	{'DLV'}
AN08B025	{'ascending neuron'}	{'08B'}	{'AN08B025'}	{'BA'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'LegNp'}	{'LegNp'}	{None}	{'CvC'}	{'DLV'}
AN08B026	{'ascending neuron'}	{'08B'}	{'AN08B026'}	{'BA'}	{'T2', 'T3', 'T1'}	{'secondary'}	{'acetylcholine'}	6	{None}	{'LegNp'}	{None}	{'CvC'}	{None}
AN08B027	{'ascending neuron'}	{'08B'}	{'AN08B027'}	{'BA'}	{'T1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B028	{'ascending neuron'}	{'08B'}	{'AN08B028'}	{'BA'}	{'T2', 'T3'}	{'secondary'}	{'acetylcholine'}	4	{None}	{'LegNp'}	{None}	{'CvC'}	{'DLV'}
AN08B032	{'ascending neuron'}	{'08B'}	{'AN08B032'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B034	{'ascending neuron'}	{'08B'}	{'AN08B034'}	{'BA'}	{'T1', 'A1', 'T3'}	{'secondary', 'primary'}	{'acetylcholine'}	6	{'multi'}	{'multi'}	{None}	{'CvC'}	{None}
AN08B035	{'ascending neuron'}	{'08B'}	{'AN08B035'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B041	{'ascending neuron'}	{'08B'}	{'AN08B041'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B047	{'ascending neuron'}	{'08B'}	{'AN08B047'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B048	{'ascending neuron'}	{'08B'}	{'AN08B048'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B049	{'ascending neuron'}	{'08B'}	{'AN08B049'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B050	{'ascending neuron'}	{'08B'}	{'AN08B050'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B053	{'ascending neuron'}	{'08B'}	{'AN08B053'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B057	{'ascending neuron'}	{'08B'}	{'AN08B057'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{'CvC'}	{None}
AN08B061	{'ascending neuron'}	{'08B'}	{'AN08B061'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B066	{'ascending neuron'}	{'08B'}	{'AN08B066'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{None}
AN08B071	{'ascending neuron'}	{'08B'}	{'AN08B071'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{'ITD'}
AN08B074	{'ascending neuron'}	{'08B'}	{'AN08B074'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B079	{'ascending neuron'}	{'08B'}	{'AN08B079'}	{'BA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	10	{None}	{None}	{None}	{'CvC'}	{'ITD'}
AN08B081	{'ascending neuron'}	{'08B'}	{'AN08B081'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B084	{'ascending neuron'}	{'08B'}	{'AN08B084'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B086	{'ascending neuron'}	{'08B'}	{'AN08B086'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'brain'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B089	{'ascending neuron'}	{'08B'}	{'AN08B089'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B094	{'ascending neuron'}	{'08B'}	{'AN08B094'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B095	{'ascending neuron'}	{'08B'}	{'AN08B095'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B096	{'ascending neuron'}	{'08B'}	{'AN08B096'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B097	{'ascending neuron'}	{'08B'}	{'AN08B097'}	{'IA', 'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	5	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B098	{'ascending neuron'}	{'08B'}	{'AN08B098'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	8	{'LTct'}	{'LTct'}	{None}	{'CvC'}	{'DLV'}
AN08B099	{'ascending neuron'}	{'08B'}	{'AN08B099'}	{'IA', 'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	22	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B100	{'ascending neuron'}	{'08B'}	{'AN08B100'}	{'BA'}	{'T2', 'T3'}	{'secondary'}	{'acetylcholine'}	7	{None}	{None}	{None}	{'CvC'}	{'MTD-I'}
AN08B101	{'ascending neuron'}	{'08B'}	{'AN08B101'}	{'IA', 'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	6	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B102	{'ascending neuron'}	{'08B'}	{'AN08B102'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B103	{'ascending neuron'}	{'08B'}	{'AN08B103'}	{'IA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B106	{'ascending neuron'}	{'08B'}	{'AN08B106'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B107	{'ascending neuron'}	{'08B'}	{'AN08B107'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B109	{'ascending neuron'}	{'08B'}	{'AN08B109'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B110	{'ascending neuron'}	{'08B'}	{'AN08B110'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN08B111	{'ascending neuron'}	{'08B'}	{'AN08B111'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	2	{'brain'}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B112	{'ascending neuron'}	{'08B'}	{'AN08B112'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN08B113	{'ascending neuron'}	{'08B'}	{'AN08B113'}	{'BA'}	{'T1'}	{'secondary'}	{'acetylcholine'}	10	{None}	{'IntTct'}	{None}	{'CvC'}	{None}
AN09A005	{'ascending neuron'}	{'09A'}	{'AN09A005'}	{'XA'}	{'T2', 'T1'}	{'primary'}	{'glutamate'}	4	{'brain'}	{'brain'}	{None}	{'CvC'}	{'MDA'}
AN09A007	{'ascending neuron'}	{'09A'}	{'AN09A007'}	{'BA'}	{'T2', 'T1'}	{'primary'}	{'gaba'}	3	{None}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B001	{'ascending neuron'}	{'09B'}	{'AN09B001'}	{'BA'}	{'A1'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B002	{'ascending neuron'}	{'09B'}	{'AN09B002'}	{'BA'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'brain'}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B003	{'ascending neuron'}	{'09B'}	{'AN09B003'}	{'CA'}	{'T3', 'A1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B004	{'ascending neuron'}	{'09B'}	{'AN09B004'}	{'BA', 'CA'}	{'A3', 'T3', 'A2', 'A8', 'A9'}	{'primary'}	{'acetylcholine'}	10	{None}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B006	{'ascending neuron'}	{'09B'}	{'AN09B006'}	{'BA'}	{'T1'}	{'primary'}	{'acetylcholine'}	2	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN09B007	{'ascending neuron'}	{'09B'}	{'AN09B007'}	{'CA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{None}	{None}	{None}	{'CvC'}	{'DLV'}
AN09B009	{'ascending neuron'}	{'09B'}	{'AN09B009'}	{'BA', 'CA'}	{'A3', 'A5', 'A4'}	{'secondary'}	{'acetylcholine'}	6	{None}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B011	{'ascending neuron'}	{'09B'}	{'AN09B011'}	{'CA'}	{'T3'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT1', 'LegNpT2'}	{'LegNpT1', 'LegNpT2'}	{None}	{'CvC'}	{'VTV'}
AN09B012	{'ascending neuron'}	{'09B'}	{'AN09B012'}	{'CA'}	{'A5', 'A4'}	{'primary'}	{'acetylcholine'}	4	{None}	{'LegNp'}	{None}	{'CvC'}	{'VTV'}
AN09B013	{'ascending neuron'}	{'09B'}	{'AN09B013'}	{'CA'}	{'A7'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B014	{'ascending neuron'}	{'09B'}	{'AN09B014'}	{'CA'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'LegNpT1', 'LegNpT2'}	{'LegNpT1', 'LegNpT2'}	{None}	{'CvC'}	{'DLV'}
AN09B015	{'ascending neuron'}	{'09B'}	{'AN09B015'}	{'BA'}	{'T2'}	{'primary'}	{'acetylcholine'}	2	{'multi'}	{'LegNp'}	{None}	{'CvC'}	{'VTV'}
AN09B016	{'ascending neuron'}	{'09B'}	{'AN09B016'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B018	{'ascending neuron'}	{'09B'}	{'AN09B018'}	{'BA'}	{'A8', 'A7', 'A3', 'A6'}	{'secondary'}	{'acetylcholine'}	8	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B019	{'ascending neuron'}	{'09B'}	{'AN09B019'}	{'CA'}	{'T3', 'A1'}	{'secondary'}	{'acetylcholine'}	4	{None}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B020	{'ascending neuron'}	{'09B'}	{'AN09B020'}	{'CA'}	{'T2', 'T1'}	{'primary'}	{'acetylcholine'}	4	{'LegNpT1'}	{'LegNpT1'}	{None}	{'CvC'}	{'DLV'}
AN09B021	{'ascending neuron'}	{'09B'}	{'AN09B021'}	{'BA'}	{'T2'}	{'secondary'}	{'glutamate'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B023	{'ascending neuron'}	{'09B'}	{'AN09B023'}	{'BA', 'CA'}	{'A2', 'A1', 'A7', 'A6'}	{'secondary'}	{'acetylcholine'}	8	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B024	{'ascending neuron'}	{'09B'}	{'AN09B024'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B026	{'ascending neuron'}	{'09B'}	{'AN09B026'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'LegNpT1'}	{'LegNpT1'}	{None}	{'CvC'}	{'VTV'}
AN09B027	{'ascending neuron'}	{'09B'}	{'AN09B027'}	{'BA'}	{'A1'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN09B028	{'ascending neuron'}	{'09B'}	{'AN09B028'}	{'BA'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	4	{None}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B029	{'ascending neuron'}	{'09B'}	{'AN09B029'}	{'BA'}	{'A5', 'A4'}	{'secondary'}	{'acetylcholine'}	4	{'multi'}	{'multi'}	{None}	{'CvC'}	{'DLV'}
AN09B030	{'ascending neuron'}	{'09B'}	{'AN09B030'}	{'BA'}	{'T2', 'T1'}	{'secondary'}	{'glutamate'}	4	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B031	{'ascending neuron'}	{'09B'}	{'AN09B031'}	{'BA'}	{'T2'}	{'secondary'}	{'acetylcholine'}	2	{'multi'}	{'multi'}	{None}	{'CvC'}	{'VTV'}
AN09B032	{'ascending neuron'}	{'09B'}	{'AN09B032'}	{'BA'}	{'T1', 'T3'}	{'secondary'}	{'glutamate'}	4	{'LegNp'}	{'LegNp'}	{None}	{'CvC'}	{'VTV'}
AN09B033	{'ascending neuron'}	{'09B'}	{'AN09B033'}	{'CA'}	{'A8', 'A5', 'A4'}	{'secondary'}	{'acetylcholine'}	6	{None}	{'LegNpT1'}	{None}	{'CvC'}	{'VTV'}
AN09B034	{'ascending neuron'}	{'09B'}	{'AN09B034'}	{'CA'}	{'A2'}	{'secondary'}	{'acetylcholine'}	2	{None}	{'LegNp'}	{None}	{'CvC'}	{'VTV'}
AN09B035	{'ascending neuron'}	{'09B'}	{'AN09B035'}	{'BA'}	{'T2', 'T1', 'T3'}	{'secondary'}	{'glutamate'}	6	{'multi'}	{None}	{None}	{'CvC'}	{'VTV'}
AN09B036	{'ascending neuron'}	{'09B'}	{'AN09B036'}	{'CA'}	{'A2'}	{'secondary'}	{'acetylcholine'}	2	{'Ov'}	{'Ov'}	{None}	{'CvC'}	{'VTV'}
AN09B037	{'ascending neuron'}	{'09B'}	{'AN09B037'}	{'BA'}	{'A5', 'A4'}	{'primary'}	{'acetylcholine'}	4	{'multi'}	{'ANm'}	{None}	{'CvC'}	{'VTV'}
