type	FBbt_id
IN01A043	FBbt:20008583
IN01A044	FBbt:20008584
IN01A045	FBbt:20008585
IN01A046	FBbt:20008586
IN01A047	FBbt:20008587
IN01A048	FBbt:20008588
IN01A050	FBbt:20008589
IN01A051	FBbt:20008590
IN01A052	FBbt:20008591
IN01A053	FBbt:20008592
IN01A054	FBbt:20008593
IN01A056	FBbt:20008594
IN01A057	FBbt:20008595
IN01A058	FBbt:20008596
IN01A059	FBbt:20008597
IN01A060	FBbt:20008598
IN01A061	FBbt:20008599
IN01A062	FBbt:20008600
IN01A063	FBbt:20008601
IN01A064	FBbt:20008602
IN01A065	FBbt:20008603
IN01A066	FBbt:20008604
IN01A067	FBbt:20008605
IN01A068	FBbt:20008606
IN01A069	FBbt:20008607
IN01A070	FBbt:20008608
IN01A071	FBbt:20008609
IN01A072	FBbt:20008610
IN01A073	FBbt:20008611
IN01A074	FBbt:20008612
IN01A075	FBbt:20008613
IN01A076	FBbt:20008614
IN01A077	FBbt:20008615
IN01A078	FBbt:20008616
IN01A079	FBbt:20008617
IN01A080	FBbt:20008618
IN01A081	FBbt:20008619
IN01A082	FBbt:20008620
IN01A083	FBbt:20008621
IN01A084	FBbt:20008622
IN01A085	FBbt:20008623
IN01A087	FBbt:20008624
IN01A088	FBbt:20008625
IN01B001	FBbt:20008626
IN01B002	FBbt:20008627
IN01B003	FBbt:20008628
IN01B006	FBbt:20008629
IN01B007	FBbt:20008630
IN01B008	FBbt:20008631
IN01B010	FBbt:20008632
IN01B012	FBbt:20008633
IN01B013	FBbt:20008634
IN01B014	FBbt:20008635
IN01B015	FBbt:20008636
IN01B016	FBbt:20008637
IN01B017	FBbt:20008638
IN01B019	FBbt:20008639
IN01B020	FBbt:20008640
IN01B021	FBbt:20008641
IN01B022	FBbt:20008642
IN01B023	FBbt:20008643
IN01B024	FBbt:20008644
IN01B025	FBbt:20008645
IN01B026	FBbt:20008646
IN01B027	FBbt:20008647
IN01B028	FBbt:20008648
IN01B029	FBbt:20008649
IN01B030	FBbt:20008650
IN01B031	FBbt:20008651
IN01B032	FBbt:20008652
IN01B033	FBbt:20008653
IN01B034	FBbt:20008654
IN01B035	FBbt:20008655
IN01B036	FBbt:20008656
IN01B037	FBbt:20008657
IN01B038	FBbt:20008658
IN01B039	FBbt:20008659
IN01B040	FBbt:20008660
IN01B041	FBbt:20008661
IN01B042	FBbt:20008662
IN01B043	FBbt:20008663
IN01B044	FBbt:20008664
IN01B045	FBbt:20008665
IN01B046	FBbt:20008666
IN01B047	FBbt:20008667
IN01B048	FBbt:20008668
IN01B049	FBbt:20008669
IN01B050	FBbt:20008670
IN01B051	FBbt:20008671
IN01B052	FBbt:20008672
IN01B053	FBbt:20008673
IN01B054	FBbt:20008674
IN01B055	FBbt:20008675
IN01B056	FBbt:20008676
IN01B057	FBbt:20008677
IN01B058	FBbt:20008678
IN01B059	FBbt:20008679
IN01B060	FBbt:20008680
IN01B061	FBbt:20008681
IN01B062	FBbt:20008682
IN01B063	FBbt:20008683
IN01B064	FBbt:20008684
IN01B065	FBbt:20008685
IN01B066	FBbt:20008686
IN01B067	FBbt:20008687
IN01B068	FBbt:20008688
IN01B069	FBbt:20008689
IN01B070	FBbt:20008690
IN01B071	FBbt:20008691
IN01B072	FBbt:20008692
IN01B073	FBbt:20008693
IN01B074	FBbt:20008694
IN01B075	FBbt:20008695
IN01B077	FBbt:20008696
IN01B078	FBbt:20008697
IN01B079	FBbt:20008698
IN01B080	FBbt:20008699
IN01B081	FBbt:20008700
IN01B082	FBbt:20008701
IN01B083	FBbt:20008702
IN01B084	FBbt:20008703
IN01B085	FBbt:20008704
IN01B086	FBbt:20008705
IN01B087	FBbt:20008706
IN01B088	FBbt:20008707
IN01B089	FBbt:20008708
IN01B090	FBbt:20008709
IN01B091	FBbt:20008710
IN01B092	FBbt:20008711
IN01B093	FBbt:20008712
IN01B094	FBbt:20008713
IN01B095	FBbt:20008714
IN01B096	FBbt:20008715
IN01B097	FBbt:20008716
IN01B098	FBbt:20008717
IN01B099	FBbt:20008718
IN01B100	FBbt:20008719
IN01B101	FBbt:20008720
IN01B102	FBbt:20008721
IN02A003	FBbt:20008722
IN02A004	FBbt:20008723
IN02A006	FBbt:20008724
IN02A007	FBbt:20008725
IN02A008	FBbt:20008726
IN02A010	FBbt:20008727
IN02A011	FBbt:20008728
IN02A012	FBbt:20008729
IN02A013	FBbt:20008730
IN02A014	FBbt:20008731
IN02A015	FBbt:20008732
IN02A018	FBbt:20008733
IN02A019	FBbt:20008734
IN02A020	FBbt:20008735
IN02A021	FBbt:20008736
IN02A023	FBbt:20008737
IN02A024	FBbt:20008738
IN02A026	FBbt:20008739
IN02A028	FBbt:20008740
IN02A029	FBbt:20008741
IN02A030	FBbt:20008742
IN02A031	FBbt:20008743
IN02A032	FBbt:20008744
IN02A033	FBbt:20008745
IN02A034	FBbt:20008746
IN02A035	FBbt:20008747
IN02A036	FBbt:20008748
IN02A037	FBbt:20008749
IN02A038	FBbt:20008750
IN02A039	FBbt:20008751
IN02A040	FBbt:20008752
IN02A041	FBbt:20008753
IN02A042	FBbt:20008754
IN02A043	FBbt:20008755
IN02A044	FBbt:20008756
IN02A045	FBbt:20008757
IN02A047	FBbt:20008758
IN02A048	FBbt:20008759
IN02A049	FBbt:20008760
IN02A050	FBbt:20008761
IN02A051	FBbt:20008762
IN02A052	FBbt:20008763
IN02A053	FBbt:20008764
IN02A054	FBbt:20008765
IN02A055	FBbt:20008766
IN02A056	FBbt:20008767
IN02A057	FBbt:20008768
IN02A058	FBbt:20008769
IN02A059	FBbt:20008770
IN02A060	FBbt:20008771
IN02A061	FBbt:20008772
IN02A062	FBbt:20008773
IN02A063	FBbt:20008774
IN02A064	FBbt:20008775
IN02A065	FBbt:20008776
IN02A066	FBbt:20008777
IN02A067	FBbt:20008778
IN03A001	FBbt:20008779
IN03A003	FBbt:20008780
IN03A004	FBbt:20008781
IN03A005	FBbt:20008782
IN03A006	FBbt:20008783
IN03A007	FBbt:20008784
IN03A009	FBbt:20008785
IN03A010	FBbt:20008786
IN03A011	FBbt:20008787
IN03A012	FBbt:20008788
IN03A013	FBbt:20008789
IN03A014	FBbt:20008790
IN03A015	FBbt:20008791
IN03A016	FBbt:20008792
IN03A017	FBbt:20008793
IN03A018	FBbt:20008794
IN03A019	FBbt:20008795
IN03A020	FBbt:20008796
IN03A021	FBbt:20008797
IN03A022	FBbt:20008798
IN03A023	FBbt:20008799
IN03A024	FBbt:20008800
IN03A025	FBbt:20008801
IN03A026	FBbt:20008802
IN03A027	FBbt:20008803
IN03A028	FBbt:20008804
IN03A029	FBbt:20008805
IN03A030	FBbt:20008806
IN03A031	FBbt:20008807
IN03A032	FBbt:20008808
IN03A033	FBbt:20008809
IN03A034	FBbt:20008810
IN03A035	FBbt:20008811
IN03A036	FBbt:20008812
IN03A037	FBbt:20008813
IN03A038	FBbt:20008814
IN03A039	FBbt:20008815
IN03A040	FBbt:20008816
IN03A041	FBbt:20008817
IN03A042	FBbt:20008818
IN03A043	FBbt:20008819
IN03A044	FBbt:20008820
IN03A045	FBbt:20008821
IN03A046	FBbt:20008822
IN03A047	FBbt:20008823
IN03A048	FBbt:20008824
IN03A049	FBbt:20008825
IN03A050	FBbt:20008826
IN03A051	FBbt:20008827
IN03A052	FBbt:20008828
IN03A053	FBbt:20008829
IN03A054	FBbt:20008830
IN03A055	FBbt:20008831
IN03A056	FBbt:20008832
IN03A057	FBbt:20008833
IN03A058	FBbt:20008834
IN03A059	FBbt:20008835
IN03A060	FBbt:20008836
IN03A061	FBbt:20008837
IN03A062	FBbt:20008838
IN03A063	FBbt:20008839
IN03A064	FBbt:20008840
IN03A065	FBbt:20008841
IN03A066	FBbt:20008842
IN03A067	FBbt:20008843
IN03A068	FBbt:20008844
IN03A069	FBbt:20008845
IN03A070	FBbt:20008846
IN03A071	FBbt:20008847
IN03A072	FBbt:20008848
IN03A073	FBbt:20008849
IN03A074	FBbt:20008850
IN03A075	FBbt:20008851
IN03A076	FBbt:20008852
IN03A077	FBbt:20008853
IN03A078	FBbt:20008854
IN03A079	FBbt:20008855
IN03A080	FBbt:20008856
IN03A081	FBbt:20008857
IN03A082	FBbt:20008858
IN03A083	FBbt:20008859
IN03A084	FBbt:20008860
IN03A085	FBbt:20008861
IN03A087	FBbt:20008862
IN03A088	FBbt:20008863
IN03A089	FBbt:20008864
IN03A090	FBbt:20008865
IN03A091	FBbt:20008866
IN03A092	FBbt:20008867
IN03A093	FBbt:20008868
IN03A094	FBbt:20008869
IN03A095	FBbt:20008870
IN03A096	FBbt:20008871
IN03A097	FBbt:20008872
IN03B001	FBbt:20008873
IN03B005	FBbt:20008874
IN03B008	FBbt:20008875
IN03B011	FBbt:20008876
IN03B012	FBbt:20008877
IN03B015	FBbt:20008878
IN03B016	FBbt:20008879
IN03B019	FBbt:20008880
IN03B020	FBbt:20008881
IN03B021	FBbt:20008882
IN03B022	FBbt:20008883
IN03B024	FBbt:20008884
IN03B025	FBbt:20008885
IN03B028	FBbt:20008886
IN03B029	FBbt:20008887
IN03B031	FBbt:20008888
IN03B032	FBbt:20008889
IN03B034	FBbt:20008890
IN03B035	FBbt:20008891
IN03B036	FBbt:20008892
IN03B037	FBbt:20008893
IN03B038	FBbt:20008894
IN03B042	FBbt:20008895
IN03B043	FBbt:20008896
IN03B045	FBbt:20008897
IN03B046	FBbt:20008898
IN03B049	FBbt:20008899
IN03B051	FBbt:20008900
IN03B052	FBbt:20008901
IN03B053	FBbt:20008902
IN03B054	FBbt:20008903
IN03B055	FBbt:20008904
IN03B056	FBbt:20008905
IN03B057	FBbt:20008906
IN03B058	FBbt:20008907
IN03B059	FBbt:20008908
IN03B060	FBbt:20008909
IN03B061	FBbt:20008910
IN03B062	FBbt:20008911
IN03B063	FBbt:20008912
IN03B064	FBbt:20008913
IN03B065	FBbt:20008914
IN03B066	FBbt:20008915
IN03B067	FBbt:20008916
IN03B068	FBbt:20008917
IN03B069	FBbt:20008918
IN03B070	FBbt:20008919
IN03B071	FBbt:20008920
IN03B072	FBbt:20008921
IN03B073	FBbt:20008922
IN03B074	FBbt:20008923
IN03B075	FBbt:20008924
IN03B076	FBbt:20008925
IN03B077	FBbt:20008926
IN03B078	FBbt:20008927
IN03B079	FBbt:20008928
IN03B080	FBbt:20008929
IN03B081	FBbt:20008930
IN03B082	FBbt:20008931
IN03B083	FBbt:20008932
IN03B084	FBbt:20008933
IN03B085	FBbt:20008934
IN03B086	FBbt:20008935
IN03B087	FBbt:20008936
IN03B088	FBbt:20008937
IN03B089	FBbt:20008938
IN03B090	FBbt:20008939
IN03B091	FBbt:20008940
IN03B092	FBbt:20008941
IN03B093	FBbt:20008942
IN04A002	FBbt:20008943
IN04B001	FBbt:20008944
IN04B002	FBbt:20008945
IN04B004	FBbt:20008946
IN04B005	FBbt:20008947
IN04B006	FBbt:20008948
IN04B007	FBbt:20008949
IN04B008	FBbt:20008950
IN04B009	FBbt:20008951
IN04B010	FBbt:20008952
IN04B011	FBbt:20008953
IN04B012	FBbt:20008954
IN04B013	FBbt:20008955
IN04B014	FBbt:20008956
IN04B015	FBbt:20008957
IN04B016	FBbt:20008958
IN04B017	FBbt:20008959
IN04B018	FBbt:20008960
IN04B019	FBbt:20008961
IN04B020	FBbt:20008962
IN04B021	FBbt:20008963
IN04B022	FBbt:20008964
IN04B024	FBbt:20008965
IN04B025	FBbt:20008966
IN04B026	FBbt:20008967
IN04B027	FBbt:20008968
IN04B028	FBbt:20008969
IN04B029	FBbt:20008970
IN04B030	FBbt:20008971
IN04B031	FBbt:20008972
IN04B032	FBbt:20008973
IN04B033	FBbt:20008974
IN04B034	FBbt:20008975
IN04B035	FBbt:20008976
IN04B036	FBbt:20008977
IN04B037	FBbt:20008978
IN04B038	FBbt:20008979
IN04B039	FBbt:20008980
IN04B040	FBbt:20008981
IN04B041	FBbt:20008982
IN04B042	FBbt:20008983
IN04B043	FBbt:20008984
IN04B044	FBbt:20008985
IN04B046	FBbt:20008986
IN04B047	FBbt:20008987
IN04B048	FBbt:20008988
IN04B049	FBbt:20008989
IN04B050	FBbt:20008990
IN04B052	FBbt:20008991
IN04B053	FBbt:20008992
IN04B054	FBbt:20008993
IN04B055	FBbt:20008994
IN04B056	FBbt:20008995
IN04B057	FBbt:20008996
IN04B058	FBbt:20008997
IN04B059	FBbt:20008998
IN04B060	FBbt:20008999
IN04B061	FBbt:20009000
IN04B062	FBbt:20009001
IN04B063	FBbt:20009002
IN04B064	FBbt:20009003
IN04B065	FBbt:20009004
IN04B066	FBbt:20009005
IN04B067	FBbt:20009006
IN04B068	FBbt:20009007
IN04B069	FBbt:20009008
IN04B070	FBbt:20009009
IN04B071	FBbt:20009010
IN04B072	FBbt:20009011
IN04B073	FBbt:20009012
IN04B074	FBbt:20009013
IN04B075	FBbt:20009014
IN04B076	FBbt:20009015
IN04B077	FBbt:20009016
IN04B078	FBbt:20009017
IN04B079	FBbt:20009018
IN04B080	FBbt:20009019
IN04B081	FBbt:20009020
IN04B082	FBbt:20009021
IN04B083	FBbt:20009022
IN04B084	FBbt:20009023
IN04B085	FBbt:20009024
IN04B086	FBbt:20009025
IN04B087	FBbt:20009026
IN04B088	FBbt:20009027
IN04B089	FBbt:20009028
IN04B090	FBbt:20009029
IN04B091	FBbt:20009030
IN04B092	FBbt:20009031
IN04B093	FBbt:20009032
IN04B094	FBbt:20009033
IN04B095	FBbt:20009034
IN04B096	FBbt:20009035
IN04B097	FBbt:20009036
IN04B098	FBbt:20009037
IN04B099	FBbt:20009038
IN04B100	FBbt:20009039
IN04B101	FBbt:20009040
IN04B102	FBbt:20009041
IN04B103	FBbt:20009042
IN04B104	FBbt:20009043
IN04B105	FBbt:20009044
IN04B106	FBbt:20009045
IN04B107	FBbt:20009046
IN04B108	FBbt:20009047
IN04B109	FBbt:20009048
IN04B110	FBbt:20009049
IN04B111	FBbt:20009050
IN04B112	FBbt:20009051
IN04B113	FBbt:20009052
IN04B114	FBbt:20009053
IN04B115	FBbt:20009054
IN05B001	FBbt:20009055
IN05B002	FBbt:20009056
IN05B003	FBbt:20009057
IN05B005	FBbt:20009058
IN05B008	FBbt:20009059
IN05B010	FBbt:20009060
IN05B011	FBbt:20009061
IN05B012	FBbt:20009062
IN05B013	FBbt:20009063
IN05B014	FBbt:20009064
IN05B016	FBbt:20009065
IN05B017	FBbt:20009066
IN05B018	FBbt:20009067
IN05B019	FBbt:20009068
IN05B020	FBbt:20009069
IN05B021	FBbt:20009070
IN05B022	FBbt:20009071
IN05B024	FBbt:20009072
IN05B028	FBbt:20009073
IN05B030	FBbt:20009074
IN05B031	FBbt:20009075
IN05B032	FBbt:20009076
IN05B033	FBbt:20009077
IN05B034	FBbt:20009078
IN05B036	FBbt:20009079
IN05B037	FBbt:20009080
IN05B038	FBbt:20009081
IN05B039	FBbt:20009082
IN05B041	FBbt:20009083
IN05B042	FBbt:20009084
IN05B043	FBbt:20009085
IN05B055	FBbt:20009086
IN05B061	FBbt:20009087
IN05B064	FBbt:20009088
IN05B065	FBbt:20009089
IN05B066	FBbt:20009090
IN05B070	FBbt:20009091
IN05B073	FBbt:20009092
IN05B074	FBbt:20009093
IN05B075	FBbt:20009094
IN05B077	FBbt:20009095
IN05B079	FBbt:20009096
IN05B080	FBbt:20009097
IN05B082	FBbt:20009098
IN05B084	FBbt:20009099
IN05B086	FBbt:20009100
IN05B087	FBbt:20009101
IN05B088	FBbt:20009102
IN05B089	FBbt:20009103
IN05B090	FBbt:20009104
IN05B091	FBbt:20009105
IN05B092	FBbt:20009106
IN05B093	FBbt:20009107
IN05B094	FBbt:20009108
IN06A002	FBbt:20009109
IN06A003	FBbt:20009110
IN06A004	FBbt:20009111
IN06A005	FBbt:20009112
IN06A006	FBbt:20009113
IN06A008	FBbt:20009114
IN06A009	FBbt:20009115
IN06A011	FBbt:20009116
IN06A012	FBbt:20009117
IN06A013	FBbt:20009118
IN06A014	FBbt:20009119
IN06A016	FBbt:20009120
IN06A018	FBbt:20009121
IN06A019	FBbt:20009122
IN06A020	FBbt:20009123
IN06A021	FBbt:20009124
IN06A022	FBbt:20009125
IN06A023	FBbt:20009126
IN06A024	FBbt:20009127
IN06A025	FBbt:20009128
IN06A028	FBbt:20009129
IN06A031	FBbt:20009130
IN06A032	FBbt:20009131
IN06A033	FBbt:20009132
IN06A034	FBbt:20009133
IN06A035	FBbt:20009134
IN06A036	FBbt:20009135
IN06A037	FBbt:20009136
IN06A038	FBbt:20009137
IN06A039	FBbt:20009138
IN06A040	FBbt:20009139
IN06A042	FBbt:20009140
IN06A043	FBbt:20009141
IN06A044	FBbt:20009142
IN06A045	FBbt:20009143
IN06A046	FBbt:20009144
IN06A047	FBbt:20009145
IN06A048	FBbt:20009146
IN06A049	FBbt:20009147
IN06A050	FBbt:20009148
IN06A051	FBbt:20009149
IN06A052	FBbt:20009150
IN06A053	FBbt:20009151
IN06A054	FBbt:20009152
IN06A055	FBbt:20009153
IN06A056	FBbt:20009154
IN06A057	FBbt:20009155
IN06A058	FBbt:20009156
IN06A059	FBbt:20009157
IN06A061	FBbt:20009158
IN06A063	FBbt:20009159
IN06A064	FBbt:20009160
IN06A065	FBbt:20009161
IN06A066	FBbt:20009162
IN06A067	FBbt:20009163
IN06A068	FBbt:20009164
IN06A069	FBbt:20009165
IN06A070	FBbt:20009166
IN06A071	FBbt:20009167
IN06A072	FBbt:20009168
IN06A073	FBbt:20009169
IN06A074	FBbt:20009170
IN06A075	FBbt:20009171
IN06A076	FBbt:20009172
IN06A077	FBbt:20009173
IN06A078	FBbt:20009174
IN06A079	FBbt:20009175
IN06A081	FBbt:20009176
IN06A082	FBbt:20009177
IN06A083	FBbt:20009178
IN06A084	FBbt:20009179
IN06A085	FBbt:20009180
IN06A086	FBbt:20009181
IN06A087	FBbt:20009182
IN06A088	FBbt:20009183
IN06A089	FBbt:20009184
IN06A090	FBbt:20009185
IN06A091	FBbt:20009186
IN06A093	FBbt:20009187
IN06A094	FBbt:20009188
IN06A096	FBbt:20009189
IN06A097	FBbt:20009190
IN06A098	FBbt:20009191
IN06A099	FBbt:20009192
IN06A100	FBbt:20009193
IN06A101	FBbt:20009194
IN06A102	FBbt:20009195
IN06A103	FBbt:20009196
IN06A104	FBbt:20009197
IN06A105	FBbt:20009198
IN06A106	FBbt:20009199
IN06A107	FBbt:20009200
IN06A108	FBbt:20009201
IN06A109	FBbt:20009202
IN06A110	FBbt:20009203
IN06A111	FBbt:20009204
IN06A113	FBbt:20009205
IN06A114	FBbt:20009206
IN06A115	FBbt:20009207
IN06A116	FBbt:20009208
IN06A117	FBbt:20009209
IN06A118	FBbt:20009210
IN06A119	FBbt:20009211
IN06A120	FBbt:20009212
IN06A121	FBbt:20009213
IN06A122	FBbt:20009214
IN06A123	FBbt:20009215
IN06A124	FBbt:20009216
IN06A125	FBbt:20009217
IN06A126	FBbt:20009218
IN06A127	FBbt:20009219
IN06A128	FBbt:20009220
IN06A129	FBbt:20009221
IN06A130	FBbt:20009222
IN06A131	FBbt:20009223
IN06A132	FBbt:20009224
IN06A133	FBbt:20009225
IN06A134	FBbt:20009226
IN06A135	FBbt:20009227
IN06A136	FBbt:20009228
IN06A137	FBbt:20009229
IN06A138	FBbt:20009230
IN06A139	FBbt:20009231
IN06B001	FBbt:20009232
IN06B003	FBbt:20009233
IN06B006	FBbt:20009234
IN06B008	FBbt:20009235
IN06B012	FBbt:20009236
IN06B013	FBbt:20009237
IN06B014	FBbt:20009238
IN06B015	FBbt:20009239
IN06B016	FBbt:20009240
IN06B017	FBbt:20009241
IN06B018	FBbt:20009242
IN06B019	FBbt:20009243
IN06B020	FBbt:20009244
IN06B021	FBbt:20009245
IN06B022	FBbt:20009246
IN06B024	FBbt:20009247
IN06B025	FBbt:20009248
IN06B027	FBbt:20009249
IN06B028	FBbt:20009250
IN06B029	FBbt:20009251
IN06B030	FBbt:20009252
IN06B032	FBbt:20009253
IN06B033	FBbt:20009254
IN06B035	FBbt:20009255
IN06B036	FBbt:20009256
IN06B038	FBbt:20009257
IN06B040	FBbt:20009258
IN06B042	FBbt:20009259
IN06B043	FBbt:20009260
IN06B047	FBbt:20009261
IN06B049	FBbt:20009262
IN06B050	FBbt:20009263
IN06B052	FBbt:20009264
IN06B053	FBbt:20009265
IN06B054	FBbt:20009266
IN06B055	FBbt:20009267
IN06B056	FBbt:20009268
IN06B058	FBbt:20009269
IN06B059	FBbt:20009270
IN06B060	FBbt:20009271
IN06B061	FBbt:20009272
IN06B062	FBbt:20009273
IN06B063	FBbt:20009274
IN06B064	FBbt:20009275
IN06B065	FBbt:20009276
IN06B066	FBbt:20009277
IN06B067	FBbt:20009278
IN06B069	FBbt:20009279
IN06B070	FBbt:20009280
IN06B071	FBbt:20009281
IN06B072	FBbt:20009282
IN06B073	FBbt:20009283
IN06B074	FBbt:20009284
IN06B076	FBbt:20009285
IN06B077	FBbt:20009286
IN06B078	FBbt:20009287
IN06B079	FBbt:20009288
IN06B080	FBbt:20009289
IN06B081	FBbt:20009290
IN06B082	FBbt:20009291
IN06B083	FBbt:20009292
IN06B084	FBbt:20009293
IN06B085	FBbt:20009294
IN06B086	FBbt:20009295
IN06B087	FBbt:20009296
IN07B001	FBbt:20009297
IN07B002	FBbt:20009298
IN07B006	FBbt:20009299
IN07B007	FBbt:20009300
IN07B008	FBbt:20009301
IN07B009	FBbt:20009302
IN07B010	FBbt:20009303
IN07B012	FBbt:20009304
IN07B013	FBbt:20009305
IN07B014	FBbt:20009306
IN07B016	FBbt:20009307
IN07B019	FBbt:20009308
IN07B020	FBbt:20009309
IN07B022	FBbt:20009310
IN07B023	FBbt:20009311
IN07B026	FBbt:20009312
IN07B027	FBbt:20009313
IN07B028	FBbt:20009314
IN07B029	FBbt:20009315
IN07B030	FBbt:20009316
IN07B031	FBbt:20009317
IN07B032	FBbt:20009318
IN07B033	FBbt:20009319
IN07B034	FBbt:20009320
IN07B038	FBbt:20009321
IN07B039	FBbt:20009322
IN07B044	FBbt:20009323
IN07B045	FBbt:20009324
IN07B047	FBbt:20009325
IN07B048	FBbt:20009326
IN07B051	FBbt:20009327
IN07B053	FBbt:20009328
IN07B054	FBbt:20009329
IN07B055	FBbt:20009330
IN07B058	FBbt:20009331
IN07B059	FBbt:20009332
IN07B061	FBbt:20009333
IN07B063	FBbt:20009334
IN07B064	FBbt:20009335
IN07B065	FBbt:20009336
IN07B066	FBbt:20009337
IN07B067	FBbt:20009338
IN07B068	FBbt:20009339
IN07B073	FBbt:20009340
IN07B074	FBbt:20009341
IN07B075	FBbt:20009342
IN07B076	FBbt:20009343
IN07B077	FBbt:20009344
IN07B079	FBbt:20009345
IN07B080	FBbt:20009346
IN07B081	FBbt:20009347
IN07B083	FBbt:20009348
IN07B084	FBbt:20009349
IN07B086	FBbt:20009350
IN07B087	FBbt:20009351
IN07B090	FBbt:20009352
IN07B092	FBbt:20009353
IN07B093	FBbt:20009354
IN07B094	FBbt:20009355
IN07B096	FBbt:20009356
IN07B098	FBbt:20009357
IN07B099	FBbt:20009358
IN07B100	FBbt:20009359
IN07B102	FBbt:20009360
IN07B103	FBbt:20009361
IN07B104	FBbt:20009362
IN08A002	FBbt:20009363
IN08A003	FBbt:20009364
IN08A005	FBbt:20009365
IN08A007	FBbt:20009366
IN08A008	FBbt:20009367
IN08A010	FBbt:20009368
IN08A011	FBbt:20009369
IN08A012	FBbt:20009370
IN08A016	FBbt:20009371
IN08A017	FBbt:20009372
IN08A019	FBbt:20009373
IN08A021	FBbt:20009374
IN08A022	FBbt:20009375
IN08A023	FBbt:20009376
IN08A024	FBbt:20009377
IN08A025	FBbt:20009378
IN08A026	FBbt:20009379
IN08A027	FBbt:20009380
IN08A028	FBbt:20009381
IN08A029	FBbt:20009382
IN08A030	FBbt:20009383
IN08A031	FBbt:20009384
IN08A032	FBbt:20009385
IN08A033	FBbt:20009386
IN08A034	FBbt:20009387
IN08A035	FBbt:20009388
IN08A036	FBbt:20009389
IN08A037	FBbt:20009390
IN08A038	FBbt:20009391
IN08A039	FBbt:20009392
IN08A040	FBbt:20009393
IN08A041	FBbt:20009394
IN08A042	FBbt:20009395
IN08A043	FBbt:20009396
IN08A044	FBbt:20009397
IN08A045	FBbt:20009398
IN08A046	FBbt:20009399
IN08A047	FBbt:20009400
IN08A048	FBbt:20009401
IN08A049	FBbt:20009402
IN08A050	FBbt:20009403
IN08B001	FBbt:20009404
IN08B003	FBbt:20009405
IN08B004	FBbt:20009406
IN08B006	FBbt:20009407
IN08B017	FBbt:20009408
IN08B019	FBbt:20009409
IN08B021	FBbt:20009410
IN08B029	FBbt:20009411
IN08B030	FBbt:20009412
IN08B033	FBbt:20009413
IN08B035	FBbt:20009414
IN08B037	FBbt:20009415
IN08B038	FBbt:20009416
IN08B039	FBbt:20009417
IN08B040	FBbt:20009418
IN08B042	FBbt:20009419
IN08B044	FBbt:20009420
IN08B045	FBbt:20009421
IN08B046	FBbt:20009422
IN08B051	FBbt:20009423
IN08B052	FBbt:20009424
IN08B054	FBbt:20009425
IN08B055	FBbt:20009426
IN08B056	FBbt:20009427
IN08B058	FBbt:20009428
IN08B060	FBbt:20009429
IN08B062	FBbt:20009430
IN08B063	FBbt:20009431
IN08B064	FBbt:20009432
IN08B065	FBbt:20009433
IN08B067	FBbt:20009434
IN08B068	FBbt:20009435
IN08B072	FBbt:20009436
IN08B073	FBbt:20009437
IN08B075	FBbt:20009438
IN08B076	FBbt:20009439
IN08B077	FBbt:20009440
IN08B078	FBbt:20009441
IN08B080	FBbt:20009442
IN08B082	FBbt:20009443
IN08B083	FBbt:20009444
IN08B085	FBbt:20009445
IN08B087	FBbt:20009446
IN08B088	FBbt:20009447
IN08B090	FBbt:20009448
IN08B091	FBbt:20009449
IN08B092	FBbt:20009450
IN08B093	FBbt:20009451
IN08B104	FBbt:20009452
IN08B105	FBbt:20009453
IN08B108	FBbt:20009454
IN09A001	FBbt:20009455
IN09A002	FBbt:20009456
IN09A003	FBbt:20009457
IN09A004	FBbt:20009458
IN09A006	FBbt:20009459
IN09A007	FBbt:20009460
IN09A009	FBbt:20009461
IN09A010	FBbt:20009462
IN09A011	FBbt:20009463
IN09A012	FBbt:20009464
IN09A013	FBbt:20009465
IN09A014	FBbt:20009466
IN09A015	FBbt:20009467
IN09A016	FBbt:20009468
IN09A017	FBbt:20009469
IN09A018	FBbt:20009470
IN09A019	FBbt:20009471
IN09A020	FBbt:20009472
IN09A021	FBbt:20009473
IN09A022	FBbt:20009474
IN09A023	FBbt:20009475
IN09A024	FBbt:20009476
IN09A025	FBbt:20009477
IN09A026	FBbt:20009478
IN09A027	FBbt:20009479
IN09A028	FBbt:20009480
IN09A029	FBbt:20009481
IN09A030	FBbt:20009482
IN09A031	FBbt:20009483
IN09A032	FBbt:20009484
IN09A033	FBbt:20009485
IN09A034	FBbt:20009486
IN09A035	FBbt:20009487
IN09A037	FBbt:20009488
IN09A038	FBbt:20009489
IN09A039	FBbt:20009490
IN09A040	FBbt:20009491
IN09A041	FBbt:20009492
IN09A042	FBbt:20009493
IN09A043	FBbt:20009494
IN09A044	FBbt:20009495
IN09A045	FBbt:20009496
IN09A046	FBbt:20009497
IN09A047	FBbt:20009498
IN09A048	FBbt:20009499
IN09A049	FBbt:20009500
IN09A050	FBbt:20009501
IN09A051	FBbt:20009502
IN09A052	FBbt:20009503
IN09A053	FBbt:20009504
IN09A054	FBbt:20009505
IN09A055	FBbt:20009506
IN09A056	FBbt:20009507
IN09A057	FBbt:20009508
IN09A058	FBbt:20009509
IN09A059	FBbt:20009510
IN09A060	FBbt:20009511
IN09A061	FBbt:20009512
IN09A062	FBbt:20009513
IN09A063	FBbt:20009514
