defined_class	defined_class_label	birth_notch	birth_notch_label	neuroblast	neuroblast_label	stage	stage_label	neurotransmitter	neurotransmitter_label	clone	clone_label	other_type	other_type_label	soma	soma_label	nb_label	other_synonyms	ito_lee	hartenstein	primary	secondary	reference	hartenstein_synonym_type	ito_lee_synonym_type	primary_synonym_type	secondary_synonym_type
FBbt:00100648	DALcm1 lineage neuron	FBbt:00005106	neuron	FBbt:00100548	neuroblast DALcm1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm1 lineage neuron		CREa2 lineage neuron	DALcm1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100649	DALcm2 lineage neuron	FBbt:00005106	neuron	FBbt:00100549	neuroblast DALcm2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALcm2 lineage neuron		AOTUv1 lineage neuron	DALcm2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100650	DALd lineage neuron	FBbt:00005106	neuron	FBbt:00100550	neuroblast DALd									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DALd lineage neuron		WEDd1 lineage neuron	DALd lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100651	BAmd1 lineage neuron	FBbt:00005106	neuron	FBbt:00100551	neuroblast BAmd1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmd1 lineage neuron		CREa1 lineage neuron	BAmd1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100652	BAmv1 lineage neuron	FBbt:00005106	neuron	FBbt:00050166	neuroblast BAmv1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmv1 lineage neuron		LALv1 lineage neuron	BAmv1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100653	BAmv2 lineage neuron	FBbt:00005106	neuron	FBbt:00100553	neuroblast BAmv2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmv2 lineage neuron		PSa1 lineage neuron	BAmv2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100654	BAmv3 lineage neuron	FBbt:00005106	neuron	FBbt:00067346	neuroblast BAmv3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmv3 lineage neuron		ALad1 lineage neuron	BAmv3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100655	BAmas1 lineage neuron	FBbt:00005106	neuron	FBbt:00100555	neuroblast BAmas1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmas1 lineage neuron		FLAa2 lineage neuron	BAmas1 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100656	BAmas2 lineage neuron	FBbt:00005106	neuron	FBbt:00100556	neuroblast BAmas2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAmas2 lineage neuron		FLAa3 lineage neuron	BAmas2 lineage neuron			doi:10.1101/2023.06.27.546055|FlyBase:FBrf0223298	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100657	BAla2 lineage neuron	FBbt:00005106	neuron	FBbt:00050035	neuroblast BAla2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAla2 lineage neuron		ALv2 lineage neuron	BAla2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100658	BAla3 lineage neuron	FBbt:00005106	neuron	FBbt:00050118	neuroblast BAla3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAla3 lineage neuron		VESa1 lineage neuron	BAla3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100659	BAla4 lineage neuron	FBbt:00005106	neuron	FBbt:00100560	neuroblast BAla4									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAla4 lineage neuron		FLAa1 lineage neuron	BAla4 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100660	BAlc lineage neuron	FBbt:00005106	neuron	FBbt:00067347	neuroblast BAlc									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlc lineage neuron		ALl1 lineage neuron	BAlc lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100662	BAlp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100563	neuroblast BAlp1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlp1 lineage neuron		VESa2 lineage neuron	BAlp1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100663	BAlp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100564	neuroblast BAlp2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlp2 lineage neuron		LALa1 lineage neuron	BAlp2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100664	BAlp3 lineage neuron	FBbt:00005106	neuron	FBbt:00100565	neuroblast BAlp3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlp3 lineage neuron		WEDa2 lineage neuron	BAlp3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100665	BAlv lineage neuron	FBbt:00005106	neuron	FBbt:00100566	neuroblast BAlv									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	BAlv lineage neuron		WEDa1 lineage neuron	BAlv lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100667	CM2 lineage neuron	FBbt:00005106	neuron	FBbt:00100568	neuroblast CM2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	CM2 lineage neuron			CM2 lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100670	CM5 lineage neuron	FBbt:00005106	neuron	FBbt:00100571	neuroblast CM5									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	CM5 lineage neuron		PSp2 lineage neuron	CM5 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100671	TRdm lineage neuron	FBbt:00005106	neuron	FBbt:00100572	neuroblast TRdm									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	TRdm lineage neuron			TRdm lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100672	TRdl lineage neuron	FBbt:00005106	neuron	FBbt:00100573	neuroblast TRdl									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	TRdl lineage neuron			TRdl lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100673	TRco lineage neuron	FBbt:00005106	neuron	FBbt:00100576	neuroblast TRco									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	TRco lineage neuron			TRco lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100674	DPMpl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100577	neuroblast DPMpl1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPMpl1 lineage neuron		SMPpv1 lineage neuron	DPMpl1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100675	DPMpl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100578	neuroblast DPMpl2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPMpl2 lineage neuron		SIPp1 lineage neuron	DPMpl2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100676	TRvl lineage neuron	FBbt:00005106	neuron	FBbt:00100575	neuroblast TRvl									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	TRvl lineage neuron			TRvl lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100677	DPMpl3 lineage neuron	FBbt:00005106	neuron	FBbt:00100579	neuroblast DPMpl3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPMpl3 lineage neuron		VLPp2 lineage neuron	DPMpl3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100683	DPMm3 lineage neuron	FBbt:00005106	neuron	FBbt:00100585	neuroblast DPMm3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPMm3 lineage neuron			DPMm3 lineage neuron				http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100684	DPMl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100586	neuroblast DPMl1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPMl1 lineage neuron		PSp3 lineage neuron	DPMl1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100688	DPLam lineage neuron	FBbt:00005106	neuron	FBbt:00100590	neuroblast DPLam									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLam lineage neuron		VLPd1 lineage neuron	DPLam lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100689	DPLal1 lineage neuron	FBbt:00005106	neuron	FBbt:00100591	neuroblast DPLal1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLal1 lineage neuron		SLPal1 lineage neuron	DPLal1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100690	DPLal2 lineage neuron	FBbt:00005106	neuron	FBbt:00100592	neuroblast DPLal2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLal2 lineage neuron		LHl2 lineage neuron	DPLal2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100691	DPLal3 lineage neuron	FBbt:00005106	neuron	FBbt:00100593	neuroblast DPLal3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLal3 lineage neuron		SLPal2 lineage neuron	DPLal3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100692	DPLd lineage neuron	FBbt:00005106	neuron	FBbt:00100594	neuroblast DPLd									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLd lineage neuron		LHd1 lineage neuron	DPLd lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100693	DPLc1 lineage neuron	FBbt:00005106	neuron	FBbt:00100595	neuroblast DPLc1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc1 lineage neuron		SMPpd1 lineage neuron	DPLc1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100694	DPLc2 lineage neuron	FBbt:00005106	neuron	FBbt:00100596	neuroblast DPLc2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc2 lineage neuron		SLPpm2 lineage neuron	DPLc2 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100695	DPLc3 lineage neuron	FBbt:00005106	neuron	FBbt:00100597	neuroblast DPLc3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc3 lineage neuron		SLPpm3 lineage neuron	DPLc3 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100696	DPLc4 lineage neuron	FBbt:00005106	neuron	FBbt:00100598	neuroblast DPLc4									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc4 lineage neuron		CLp1 lineage neuron	DPLc4 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100697	DPLc5 lineage neuron	FBbt:00005106	neuron	FBbt:00100599	neuroblast DPLc5									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLc5 lineage neuron		SMPp&v1 lineage neuron	DPLc5 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100698	DPLl1 lineage neuron	FBbt:00005106	neuron	FBbt:00100600	neuroblast DPLl1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLl1 lineage neuron		SLPpl1 lineage neuron	DPLl1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100699	DPLl2 lineage neuron	FBbt:00005106	neuron	FBbt:00100601	neuroblast DPLl2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLl2 lineage neuron		VLPd&p1 lineage neuron	DPLl2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100700	DPLl3 lineage neuron	FBbt:00005106	neuron	FBbt:00100602	neuroblast DPLl3									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLl3 lineage neuron		SLPad1 lineage neuron	DPLl3 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100701	DPLp1 lineage neuron	FBbt:00005106	neuron	FBbt:00100603	neuroblast DPLp1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLp1 lineage neuron		LHp2 lineage neuron	DPLp1 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100702	DPLp2 lineage neuron	FBbt:00005106	neuron	FBbt:00100604	neuroblast DPLp2									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLp2 lineage neuron		SLPp&v1 lineage neuron	DPLp2 lineage neuron			FlyBase:FBrf0246460|doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
FBbt:00100703	DPLm1 lineage neuron	FBbt:00005106	neuron	FBbt:00100605	neuroblast DPLm1									FBbt:00007114|FBbt:00005095	cell body rind of the central nervous system|brain	DPLm1 lineage neuron		SLPpm1 lineage neuron	DPLm1 lineage neuron			doi:10.1101/2023.06.27.546055	http://purl.obolibrary.org/obo/fbbt#HARTENSTEIN_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#ITO_LEE_BRAIN_LINEAGE	http://purl.obolibrary.org/obo/fbbt#PRIMARY_VNC_LINEAGE	http://purl.obolibrary.org/obo/fbbt#SECONDARY_VNC_LINEAGE
