yes_no_approx	larvalbrain_Name	FBbt_id	FBbt_Name	notes
	A1 0		
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007398	embryonic/larval T2/3 dorsal sensory cluster
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007399	embryonic/larval T2/3 lateral sensory cluster
	T2 2	http://purl.obolibrary.org/obo/FBbt_00067033	adult olfactory receptor neuron Or23a
	T2 2	http://purl.obolibrary.org/obo/FBbt_00067032	antennal intermediate sensillum ai2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00067047	adult olfactory receptor neuron Or83c
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003838	medullary tangential neuron Mt2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003861	lobula tangential neuron Lt2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004696	mesothoracic tarsal segment 5
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004693	mesothoracic tarsal segment 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004692	mesothoracic metatarsus
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004695	mesothoracic tarsal segment 4
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004694	mesothoracic tarsal segment 3
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004689	mesothoracic femur
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004686	mesothoracic coxa
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004685	mesothoracic leg
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004688	mesothoracic trochanter
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004687	mesothoracic tibia
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000967	abdominal 8 ventral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000902	abdominal 6 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003158	adult heart chamber 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000947	abdominal 7 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00111312	transverse antennal lobe t2ALT tract
	T2 2	http://purl.obolibrary.org/obo/FBbt_00111329	larval CCAP T2 thoracic neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003562	thoracic neuroblast t2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003586	abdominal 1 neuroblast t2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004704	mesothoracic unguis
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000628	A1-7 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00001985	thoracic T2 neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000633	abdominal 7 ventral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00046041	embryonic/larval thoracic alary-related muscle T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000676	abdominal 1 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000530	mesothoracic dorsal oblique muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000534	mesothoracic lateral oblique muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000532	mesothoracic dorsal oblique muscle 4
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000531	mesothoracic dorsal oblique muscle 3
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000538	mesothoracic segment border muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000537	mesothoracic ventral oblique muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000536	mesothoracic ventral oblique muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000535	mesothoracic ventral oblique muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000541	mesothoracic lateral transverse muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000540	mesothoracic lateral transverse muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000544	mesothoracic lateral transverse muscle 4
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000543	mesothoracic lateral transverse muscle 3
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000542	mesothoracic lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000549	mesothoracic ventral longitudinal muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000548	mesothoracic ventral longitudinal muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000547	mesothoracic lateral longitudinal muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000513	prothoracic lateral acute muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000523	mesothoracic dorsal acute muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000522	mesothoracic dorsal acute muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000526	mesothoracic dorsal acute muscle 4
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000525	mesothoracic dorsal acute muscle 3
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000524	mesothoracic dorsal acute muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000529	mesothoracic dorsal oblique muscle 1
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000528	mesothoracic dorsal oblique muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110966	larval serotonergic T2 neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110967	adult serotonergic T2 neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110965	serotonergic T2 neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000573	metathoracic segment border muscle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000577	metathoracic lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000551	mesothoracic ventral longitudinal muscle 3
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000550	mesothoracic ventral longitudinal muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000857	abdominal 5 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004377	mesothoracic trochanter sensillum trichodeum 2GSt
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004392	mesothoracic tibial apical bristle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004391	mesothoracic tibial preapical bristle
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015006	central neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015005	ventromedial neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015004	ventrolateral neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015003	dorsomedial neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004368	mesothoracic coxal bristle on hairy island
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000812	abdominal 4 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004435	metathoracic trochanter sensillum trichodeum 2GSt
	T2 2	http://purl.obolibrary.org/obo/FBbt_00047524	T2 medial ventral association center
	T2 2	http://purl.obolibrary.org/obo/FBbt_00047521	T2 ventral association center
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000722	abdominal 2 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000767	abdominal 3 lateral transverse muscle 2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004268	prothoracic trochanter sensillum trichodeum 2GSt
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015002	dorsolateral neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015001	centromedial neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00015000	centrolateral neuropil of larval segment T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00003021	adult mesothoracic segment
	T2 2	http://purl.obolibrary.org/obo/FBbt_00004322	notal microchaeta
	T2 2	http://purl.obolibrary.org/obo/FBbt_00007712	larval T2 leg neuropil
	T2 2	http://purl.obolibrary.org/obo/FBbt_00002702	pit sensillum T2
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110578	adult fruitless aDT-b (male) lineage clone
	T2 2	http://purl.obolibrary.org/obo/FBbt_00110579	adult fruitless aDT-b (male) neuron
	T2 2	http://purl.obolibrary.org/obo/FBbt_00000169	embryonic mesothoracic segment
	T2 2	http://purl.obolibrary.org/obo/FBbt_00002753	mesothoracic lateral Kolbchen lbd
	T2 2	http://purl.obolibrary.org/obo/FBbt_00002757	mesothoracic ventral Kolbchen vbd
	T2 2	http://purl.obolibrary.org/obo/FBbt_00001744	larval mesothoracic segment
	T2 2	http://purl.obolibrary.org/obo/FBbt_00047141	adult T2 leg neuropil
	T2 2	http://purl.obolibrary.org/obo/FBbt_00001782	mesothoracic leg disc
	T2 2	http://purl.obolibrary.org/obo/FBbt_00002943	abdominal 9 dorsocaudal sensory organ PSLOh
	T2 2	http://purl.obolibrary.org/obo/FBbt_00002944	abdominal 9 dorsocaudal sensory organ PSLOp
	T2 20-22		
	T2 23		
	T2 3 intermedio-dorsal		
	T2 3 intermedio-lateral		
	T2 4	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T2 4	http://purl.obolibrary.org/obo/FBbt_00004695	mesothoracic tarsal segment 4
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000532	mesothoracic dorsal oblique muscle 4
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000544	mesothoracic lateral transverse muscle 4
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000523	mesothoracic dorsal acute muscle 1
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000526	mesothoracic dorsal acute muscle 4
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000529	mesothoracic dorsal oblique muscle 1
	T2 4	http://purl.obolibrary.org/obo/FBbt_00000812	abdominal 4 lateral transverse muscle 2
	T2 5	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T2 5	http://purl.obolibrary.org/obo/FBbt_00004696	mesothoracic tarsal segment 5
	T2 5	http://purl.obolibrary.org/obo/FBbt_00000857	abdominal 5 lateral transverse muscle 2
	T2 6 centro-medial		
	T2 6 dorso-medial		
	T2 7	http://purl.obolibrary.org/obo/FBbt_00110266	A1-7 LT2 motor neuron
	T2 7	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T2 7	http://purl.obolibrary.org/obo/FBbt_00000947	abdominal 7 lateral transverse muscle 2
	T2 7	http://purl.obolibrary.org/obo/FBbt_00000628	A1-7 lateral transverse muscle 2
	T2 8 central		
	T2 8 intermediate		
	T2 9 central		
	T3 0		
	T3 1 central		
	T3 10		
	T3 12 central		
	T3 13 central		
	T3 13 intermediate		
	T3 14		
	T3 15_16		
	T3 17_18		
	T3 19		
	T3 2	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T3 2	http://purl.obolibrary.org/obo/FBbt_00100490	lobula tangential neuron Lt32
	T3 2	http://purl.obolibrary.org/obo/FBbt_00111341	adult antennal lobe projection neuron VP2/VP3 t3ALT
	T3 2	http://purl.obolibrary.org/obo/FBbt_00004715	metathoracic tarsal segment 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000543	mesothoracic lateral transverse muscle 3
	T3 2	http://purl.obolibrary.org/obo/FBbt_00110963	larval serotonergic T3 neuron
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000571	metathoracic ventral oblique muscle 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000577	metathoracic lateral transverse muscle 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000585	metathoracic ventral longitudinal muscle 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000556	metathoracic dorsal acute muscle 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000558	metathoracic dorsal acute muscle 4
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000566	metathoracic dorsal oblique muscle 4
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000564	metathoracic dorsal oblique muscle 2
	T3 2	http://purl.obolibrary.org/obo/FBbt_00004435	metathoracic trochanter sensillum trichodeum 2GSt
	T3 2	http://purl.obolibrary.org/obo/FBbt_00000723	abdominal 2 lateral transverse muscle 3
	T3 20-22		
	T3 23		
	T3 3 intermedio-dorsal		
	T3 3 intermedio-lateral		
	T3 4	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T3 4	http://purl.obolibrary.org/obo/FBbt_00004717	metathoracic tarsal segment 4
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000579	metathoracic lateral transverse muscle 4
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000587	metathoracic ventral longitudinal muscle 4
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000556	metathoracic dorsal acute muscle 2
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000558	metathoracic dorsal acute muscle 4
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000566	metathoracic dorsal oblique muscle 4
	T3 4	http://purl.obolibrary.org/obo/FBbt_00000813	abdominal 4 lateral transverse muscle 3
	T3 5	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T3 5	http://purl.obolibrary.org/obo/FBbt_00003857	Olt neuron
	T3 5	http://purl.obolibrary.org/obo/FBbt_00004718	metathoracic tarsal segment 5
	T3 5	http://purl.obolibrary.org/obo/FBbt_00000555	metathoracic dorsal acute muscle 1
	T3 5	http://purl.obolibrary.org/obo/FBbt_00000858	abdominal 5 lateral transverse muscle 3
	T3 6 centro-dorsal		
	T3 6 centro-medial		
	T3 7	http://purl.obolibrary.org/obo/FBbt_00110269	A1-7 LT3 motor neuron
	T3 7	http://purl.obolibrary.org/obo/FBbt_00001102	ventral nerve cord
	T3 7	http://purl.obolibrary.org/obo/FBbt_00000948	abdominal 7 lateral transverse muscle 3
	T3 7	http://purl.obolibrary.org/obo/FBbt_00000629	A1-7 lateral transverse muscle 3
	T3 8 central		
	T3 8 intermediate		
	T3 9 central		
	TRdm	http://purl.obolibrary.org/obo/FBbt_00100671	TRdm lineage neuron
	TRdm	http://purl.obolibrary.org/obo/FBbt_00100572	neuroblast TRdm
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111596	adult abdominal segment 1 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111594	adult abdominal segment 11 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007286	integument of adult abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111560	abdominal segment 11 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111561	abdominal segment 11 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111593	adult abdominal segment 10 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111584	adult abdominal segment 1 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001026	embryonic/larval abdominal 6 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001027	embryonic/larval abdominal 7 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001022	embryonic/larval abdominal 2 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001023	embryonic/larval abdominal 3 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001024	embryonic/larval abdominal 4 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001025	embryonic/larval abdominal 5 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001009	embryonic/larval abdominal 1 intersegmental apodeme
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001020	embryonic/larval abdominal 1 intrasegmental apodeme 2
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001019	embryonic/larval abdominal 1 intrasegmental apodeme 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000032	abdominal segment 11
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00002623	abdominal 10 intersegmental nerve
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000031	abdominal segment 10
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000022	abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001268	A-subperineurial glial cell of abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001277	B-subperineurial glial cell of abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111606	adult abdominal segment 11 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00111605	adult abdominal segment 10 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00002182	abdominal 1 intersegmental bidendritic neuron isbp
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00002190	abdominal 1 intersegmental trachea-associated neuron istd
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00002296	abdominal 1 ventral intersegmental neuron
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00002288	abdominal 1 lateral ipsisegmental neuron
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000655	abdominal 1 segment border muscle
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00004105	abdominal segment 1 nerve
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015042	centrolateral neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015046	ventrolateral neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015045	dorsomedial neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015044	dorsolateral neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015043	centromedial neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00003034	adult abdominal segment 10
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00003025	adult abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00003035	adult abdominal segment 11
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015048	central neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00015047	ventromedial neuropil of larval segment A1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007586	larval abdominal segment A1-7
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000183	embryonic abdominal segment 11
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000182	embryonic abdominal segment 10
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000173	embryonic abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007606	abdominal segment 1 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007607	abdominal segment 1 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007608	abdominal segment 10 anterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00007609	abdominal segment 10 posterior compartment
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00000417	non-functional larval spiracle of abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001748	larval abdominal segment 1
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001757	larval abdominal segment 10
	abdominal segment 1	http://purl.obolibrary.org/obo/FBbt_00001758	larval abdominal segment 11
	labial segment	http://purl.obolibrary.org/obo/FBbt_00007160	adult labial neuromere
	labial segment	http://purl.obolibrary.org/obo/FBbt_00000014	labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015027	central neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015026	ventromedial neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015025	ventrolateral neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015024	dorsomedial neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015023	dorsolateral neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015022	centromedial neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00015021	centrolateral neuropil of larval labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00003017	adult labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00007631	labial segment posterior compartment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00007630	labial segment anterior compartment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00002718	embryonic/larval labial segment sensillum
	labial segment	http://purl.obolibrary.org/obo/FBbt_00000165	embryonic labial segment
	labial segment	http://purl.obolibrary.org/obo/FBbt_00001740	larval labial segment
	mandibular_maxillary segment		
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111728	larval subesophageal zone gingko 2 neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111727	larval subesophageal zone gingko 1 neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111726	larval subesophageal zone spruce neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111725	larval subesophageal zone clamp neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111724	larval subesophageal zone cypress neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111723	larval subesophageal zone vine neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00047702	adult subesophageal zone DSOG2 neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00110056	adult Leucokinin SELK neuron of the subesophageal zone
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111241	larval subesophageal zone descending SEZ DN neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00111297	adult subesophageal zone DSOG1 neuron
	subesophageal zone	http://purl.obolibrary.org/obo/FBbt_00110639	adult subesophageal zone
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00000017	prothoracic segment
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00001264	A-subperineurial glial cell of thoracic segment 1
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00004670	prothoracic metatarsus
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00004692	mesothoracic metatarsus
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00003396	mesothoracic lateral intrasegmental muscle 61
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00004714	metathoracic metatarsus
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00004285	prothoracic metatarsal segment transverse row bristle
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00004284	prothoracic metatarsal segment central bristle
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00003020	adult prothoracic segment
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00000168	embryonic prothoracic segment
	thoracic segment 1	http://purl.obolibrary.org/obo/FBbt_00001743	larval prothoracic segment
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00000018	mesothoracic segment
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00001265	A-subperineurial glial cell of thoracic segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00004671	prothoracic tarsal segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00004693	mesothoracic tarsal segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00004715	metathoracic tarsal segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00000516	prothoracic ventral intersegmental muscle 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00003021	adult mesothoracic segment
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00000169	embryonic mesothoracic segment
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00001744	larval mesothoracic segment
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00000414	non-functional larval spiracle of thoracic segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00110805	presumptive metathoracic tarsal segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00110747	presumptive prothoracic tarsal segment 2
	thoracic segment 2	http://purl.obolibrary.org/obo/FBbt_00110776	presumptive mesothoracic tarsal segment 2
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00000019	metathoracic segment
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00001266	A-subperineurial glial cell of thoracic segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00004672	prothoracic tarsal segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00004694	mesothoracic tarsal segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00004716	metathoracic tarsal segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00000517	prothoracic ventral intersegmental muscle 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00003022	adult metathoracic segment
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00000170	embryonic metathoracic segment
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00000415	non-functional larval spiracle of thoracic segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00001745	larval metathoracic segment
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00110806	presumptive metathoracic tarsal segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00110748	presumptive prothoracic tarsal segment 3
	thoracic segment 3	http://purl.obolibrary.org/obo/FBbt_00110777	presumptive mesothoracic tarsal segment 3
