symbol	FBbt_id	reference
CB3136	FBbt:20006624	FlyBase:FBrf0260535
CB3137	FBbt:20006625	FlyBase:FBrf0260535
CB3138	FBbt:20006626	FlyBase:FBrf0260535
CB3140	FBbt:20006627	FlyBase:FBrf0260535
CB3141	FBbt:20006628	FlyBase:FBrf0260535
CB3142	FBbt:20006629	FlyBase:FBrf0260535
CB3143	FBbt:20006630	FlyBase:FBrf0260535
CB3145	FBbt:20006631	FlyBase:FBrf0260535
CB3146	FBbt:20006632	FlyBase:FBrf0260535
CB3147	FBbt:20006633	FlyBase:FBrf0260535
CB3148	FBbt:20006634	FlyBase:FBrf0260535
CB3149	FBbt:20006635	FlyBase:FBrf0260535
CB3150	FBbt:20006636	FlyBase:FBrf0260535
CB3151	FBbt:20006637	FlyBase:FBrf0260535
CB3152	FBbt:20006638	FlyBase:FBrf0260535
CB3153	FBbt:20006639	FlyBase:FBrf0260535
CB3154	FBbt:20006640	FlyBase:FBrf0260535
CB3155	FBbt:20006641	FlyBase:FBrf0260535
CB3156	FBbt:20006642	FlyBase:FBrf0260535
CB3157	FBbt:20006643	FlyBase:FBrf0260535
CB3158	FBbt:20006644	FlyBase:FBrf0260535
CB3160	FBbt:20006645	FlyBase:FBrf0260535
CB3161	FBbt:20006646	FlyBase:FBrf0260535
CB3162	FBbt:20006647	FlyBase:FBrf0260535
CB3163	FBbt:20006648	FlyBase:FBrf0260535
CB3164	FBbt:20006649	FlyBase:FBrf0260535
CB3166	FBbt:20006650	FlyBase:FBrf0260535
CB3168	FBbt:20006651	FlyBase:FBrf0260535
CB3169	FBbt:20006652	FlyBase:FBrf0260535
CB3171	FBbt:20006653	FlyBase:FBrf0260535
CB3172	FBbt:20006654	FlyBase:FBrf0260535
CB3173	FBbt:20006655	FlyBase:FBrf0260535
CB3174	FBbt:20006656	FlyBase:FBrf0260535
CB3175	FBbt:20006657	FlyBase:FBrf0260535
CB3176	FBbt:20006658	FlyBase:FBrf0260535
CB3177	FBbt:20006659	FlyBase:FBrf0260535
CB3178	FBbt:20006660	FlyBase:FBrf0260535
CB3179	FBbt:20006661	FlyBase:FBrf0260535
CB3180	FBbt:20006662	FlyBase:FBrf0260535
CB3181	FBbt:20006663	FlyBase:FBrf0260535
CB3182	FBbt:20006664	FlyBase:FBrf0260535
CB3183	FBbt:20006665	FlyBase:FBrf0260535
CB3184	FBbt:20006666	FlyBase:FBrf0260535
CB3185	FBbt:20006667	FlyBase:FBrf0260535
CB3186	FBbt:20006668	FlyBase:FBrf0260535
CB3187	FBbt:20006669	FlyBase:FBrf0260535
CB3188	FBbt:20006670	FlyBase:FBrf0260535
CB3189	FBbt:20006671	FlyBase:FBrf0260535
CB3190	FBbt:20006672	FlyBase:FBrf0260535
CB3191	FBbt:20006673	FlyBase:FBrf0260535
CB3192	FBbt:20006674	FlyBase:FBrf0260535
CB3193	FBbt:20006675	FlyBase:FBrf0260535
CB3194	FBbt:20006676	FlyBase:FBrf0260535
CB3195	FBbt:20006677	FlyBase:FBrf0260535
CB3196	FBbt:20006678	FlyBase:FBrf0260535
CB3197	FBbt:20006679	FlyBase:FBrf0260535
CB3198	FBbt:20006680	FlyBase:FBrf0260535
CB3199	FBbt:20006681	FlyBase:FBrf0260535
CB3200	FBbt:20006682	FlyBase:FBrf0260535
CB3201	FBbt:20006683	FlyBase:FBrf0260535
CB3202	FBbt:20006684	FlyBase:FBrf0260535
CB3203	FBbt:20006685	FlyBase:FBrf0260535
CB3204	FBbt:20006686	FlyBase:FBrf0260535
CB3205	FBbt:20006687	FlyBase:FBrf0260535
CB3207	FBbt:20006688	FlyBase:FBrf0260535
CB3208	FBbt:20006689	FlyBase:FBrf0260535
CB3209	FBbt:20006690	FlyBase:FBrf0260535
CB3210	FBbt:20006691	FlyBase:FBrf0260535
CB3211	FBbt:20006692	FlyBase:FBrf0260535
CB3212	FBbt:20006693	FlyBase:FBrf0260535
CB3214	FBbt:20006694	FlyBase:FBrf0260535
CB3215	FBbt:20006695	FlyBase:FBrf0260535
CB3218	FBbt:20006696	FlyBase:FBrf0260535
CB3219	FBbt:20006697	FlyBase:FBrf0260535
CB3220	FBbt:20006698	FlyBase:FBrf0260535
CB3221	FBbt:20006699	FlyBase:FBrf0260535
CB3223	FBbt:20006701	FlyBase:FBrf0260535
CB3224	FBbt:20006702	FlyBase:FBrf0260535
CB3225	FBbt:20006703	FlyBase:FBrf0260535
CB3226	FBbt:20006704	FlyBase:FBrf0260535
CB3227	FBbt:20006705	FlyBase:FBrf0260535
CB3228	FBbt:20006706	FlyBase:FBrf0260535
CB3229	FBbt:20006707	FlyBase:FBrf0260535
CB3230	FBbt:20006708	FlyBase:FBrf0260535
CB3231	FBbt:20006709	FlyBase:FBrf0260535
CB3232	FBbt:20006710	FlyBase:FBrf0260535
CB3233	FBbt:20006711	FlyBase:FBrf0260535
CB3234	FBbt:20006712	FlyBase:FBrf0260535
CB3235	FBbt:20006713	FlyBase:FBrf0260535
CB3236	FBbt:20006714	FlyBase:FBrf0260535
CB3238	FBbt:20006715	FlyBase:FBrf0260535
CB3239	FBbt:20006716	FlyBase:FBrf0260535
CB3240	FBbt:20006717	FlyBase:FBrf0260535
CB3242	FBbt:20006718	FlyBase:FBrf0260535
CB3243	FBbt:20006719	FlyBase:FBrf0260535
CB3244	FBbt:20006720	FlyBase:FBrf0260535
CB3245	FBbt:20006721	FlyBase:FBrf0260535
CB3248	FBbt:20006723	FlyBase:FBrf0260535
CB3249	FBbt:20006724	FlyBase:FBrf0260535
CB3250	FBbt:20006725	FlyBase:FBrf0260535
CB3251	FBbt:20006726	FlyBase:FBrf0260535
CB3252	FBbt:20006727	FlyBase:FBrf0260535
CB3253	FBbt:20006728	FlyBase:FBrf0260535
CB3254	FBbt:20006729	FlyBase:FBrf0260535
CB3255	FBbt:20006730	FlyBase:FBrf0260535
CB3256	FBbt:20006731	FlyBase:FBrf0260535
CB3257	FBbt:20006732	FlyBase:FBrf0260535
CB3260	FBbt:20006734	FlyBase:FBrf0260535
CB3261	FBbt:20006735	FlyBase:FBrf0260535
CB3262	FBbt:20006736	FlyBase:FBrf0260535
CB3263	FBbt:20006737	FlyBase:FBrf0260535
CB3264	FBbt:20006738	FlyBase:FBrf0260535
CB3267	FBbt:20006740	FlyBase:FBrf0260535
CB3268	FBbt:20006741	FlyBase:FBrf0260535
CB3269	FBbt:20006742	FlyBase:FBrf0260535
CB3270	FBbt:20006743	FlyBase:FBrf0260535
CB3272	FBbt:20006744	FlyBase:FBrf0260535
CB3273	FBbt:20006745	FlyBase:FBrf0260535
CB3274	FBbt:20006746	FlyBase:FBrf0260535
CB3275	FBbt:20006747	FlyBase:FBrf0260535
CB3276	FBbt:20006748	FlyBase:FBrf0260535
CB3277	FBbt:20006749	FlyBase:FBrf0260535
CB3278	FBbt:20006750	FlyBase:FBrf0260535
CB3279	FBbt:20006751	FlyBase:FBrf0260535
CB3280	FBbt:20006752	FlyBase:FBrf0260535
CB3281	FBbt:20006753	FlyBase:FBrf0260535
CB3282	FBbt:20006754	FlyBase:FBrf0260535
CB3283	FBbt:20006755	FlyBase:FBrf0260535
CB3284	FBbt:20006756	FlyBase:FBrf0260535
CB3285	FBbt:20006757	FlyBase:FBrf0260535
CB3286	FBbt:20006758	FlyBase:FBrf0260535
CB3287	FBbt:20006759	FlyBase:FBrf0260535
CB3288	FBbt:20006760	FlyBase:FBrf0260535
CB3289	FBbt:20006761	FlyBase:FBrf0260535
CB3290	FBbt:20006762	FlyBase:FBrf0260535
CB3291	FBbt:20006763	FlyBase:FBrf0260535
CB3292	FBbt:20006764	FlyBase:FBrf0260535
CB3293	FBbt:20006765	FlyBase:FBrf0260535
CB3294	FBbt:20006766	FlyBase:FBrf0260535
CB3295	FBbt:20006767	FlyBase:FBrf0260535
CB3297	FBbt:20006768	FlyBase:FBrf0260535
CB3298	FBbt:20006769	FlyBase:FBrf0260535
CB3299	FBbt:20006770	FlyBase:FBrf0260535
CB3300	FBbt:20006771	FlyBase:FBrf0260535
CB3301	FBbt:20006772	FlyBase:FBrf0260535
CB3302	FBbt:20006773	FlyBase:FBrf0260535
CB3304	FBbt:20006774	FlyBase:FBrf0260535
CB3305	FBbt:20006775	FlyBase:FBrf0260535
CB3306	FBbt:20006776	FlyBase:FBrf0260535
CB3308	FBbt:20006777	FlyBase:FBrf0260535
CB3309	FBbt:20006778	FlyBase:FBrf0260535
CB3310	FBbt:20006779	FlyBase:FBrf0260535
CB3312	FBbt:20006781	FlyBase:FBrf0260535
CB3313	FBbt:20006782	FlyBase:FBrf0260535
CB3314	FBbt:20006783	FlyBase:FBrf0260535
CB3315	FBbt:20006784	FlyBase:FBrf0260535
CB3316	FBbt:20006785	FlyBase:FBrf0260535
CB3317	FBbt:20006786	FlyBase:FBrf0260535
CB3318	FBbt:20006787	FlyBase:FBrf0260535
CB3319	FBbt:20006788	FlyBase:FBrf0260535
CB3320	FBbt:20006789	FlyBase:FBrf0260535
CB3321	FBbt:20006790	FlyBase:FBrf0260535
CB3322	FBbt:20006791	FlyBase:FBrf0260535
CB3323	FBbt:20006792	FlyBase:FBrf0260535
CB3324	FBbt:20006793	FlyBase:FBrf0260535
CB3325	FBbt:20006794	FlyBase:FBrf0260535
CB3326	FBbt:20006795	FlyBase:FBrf0260535
CB3327	FBbt:20006796	FlyBase:FBrf0260535
CB3328	FBbt:20006797	FlyBase:FBrf0260535
CB3329	FBbt:20006798	FlyBase:FBrf0260535
CB3330	FBbt:20006799	FlyBase:FBrf0260535
CB3331	FBbt:20006800	FlyBase:FBrf0260535
CB3332	FBbt:20006801	FlyBase:FBrf0260535
CB3335	FBbt:20006802	FlyBase:FBrf0260535
CB3336	FBbt:20006803	FlyBase:FBrf0260535
CB3337	FBbt:20006804	FlyBase:FBrf0260535
CB3339	FBbt:20006805	FlyBase:FBrf0260535
CB3340	FBbt:20006806	FlyBase:FBrf0260535
CB3341	FBbt:20006807	FlyBase:FBrf0260535
CB3342	FBbt:20006808	FlyBase:FBrf0260535
CB3343	FBbt:20006809	FlyBase:FBrf0260535
CB3344	FBbt:20006810	FlyBase:FBrf0260535
CB3345	FBbt:20006811	FlyBase:FBrf0260535
CB3346	FBbt:20006812	FlyBase:FBrf0260535
CB3347	FBbt:20006813	FlyBase:FBrf0260535
CB3348	FBbt:20006814	FlyBase:FBrf0260535
CB3349	FBbt:20006815	FlyBase:FBrf0260535
CB3351	FBbt:20006816	FlyBase:FBrf0260535
CB3352	FBbt:20006817	FlyBase:FBrf0260535
CB3353	FBbt:20006818	FlyBase:FBrf0260535
CB3354	FBbt:20006819	FlyBase:FBrf0260535
CB3355	FBbt:20006820	FlyBase:FBrf0260535
CB3356	FBbt:20006821	FlyBase:FBrf0260535
CB3357	FBbt:20006822	FlyBase:FBrf0260535
CB3358	FBbt:20006823	FlyBase:FBrf0260535
CB3359	FBbt:20006824	FlyBase:FBrf0260535
CB3360	FBbt:20006825	FlyBase:FBrf0260535
CB3361	FBbt:20006826	FlyBase:FBrf0260535
CB3362	FBbt:20006827	FlyBase:FBrf0260535
CB3363	FBbt:20006828	FlyBase:FBrf0260535
CB3364	FBbt:20006829	FlyBase:FBrf0260535
CB3365	FBbt:20006830	FlyBase:FBrf0260535
CB3366	FBbt:20006831	FlyBase:FBrf0260535
CB3368	FBbt:20006832	FlyBase:FBrf0260535
CB3369	FBbt:20006833	FlyBase:FBrf0260535
CB3370	FBbt:20006834	FlyBase:FBrf0260535
CB3371	FBbt:20006835	FlyBase:FBrf0260535
CB3372	FBbt:20006836	FlyBase:FBrf0260535
CB3373	FBbt:20006837	FlyBase:FBrf0260535
CB3374	FBbt:20006838	FlyBase:FBrf0260535
CB3376	FBbt:20006839	FlyBase:FBrf0260535
CB3377	FBbt:20006840	FlyBase:FBrf0260535
CB3378	FBbt:20006841	FlyBase:FBrf0260535
CB3379	FBbt:20006842	FlyBase:FBrf0260535
CB3380	FBbt:20006843	FlyBase:FBrf0260535
CB3381	FBbt:20006844	FlyBase:FBrf0260535
CB3382	FBbt:20006845	FlyBase:FBrf0260535
CB3384	FBbt:20006846	FlyBase:FBrf0260535
CB3385	FBbt:20006847	FlyBase:FBrf0260535
CB3386	FBbt:20006848	FlyBase:FBrf0260535
CB3387	FBbt:20006849	FlyBase:FBrf0260535
CB3388	FBbt:20006850	FlyBase:FBrf0260535
CB3390	FBbt:20006851	FlyBase:FBrf0260535
CB3391	FBbt:20006852	FlyBase:FBrf0260535
CB3392	FBbt:20006853	FlyBase:FBrf0260535
CB3393	FBbt:20006854	FlyBase:FBrf0260535
CB3394	FBbt:20006855	FlyBase:FBrf0260535
CB3395	FBbt:20006856	FlyBase:FBrf0260535
CB3396	FBbt:20006857	FlyBase:FBrf0260535
CB3397	FBbt:20006858	FlyBase:FBrf0260535
CB3398	FBbt:20006859	FlyBase:FBrf0260535
CB3399	FBbt:20006860	FlyBase:FBrf0260535
CB3400	FBbt:20006861	FlyBase:FBrf0260535
CB3401	FBbt:20006862	FlyBase:FBrf0260535
CB3402	FBbt:20006863	FlyBase:FBrf0260535
CB3403	FBbt:20006864	FlyBase:FBrf0260535
CB3404	FBbt:20006865	FlyBase:FBrf0260535
CB3405	FBbt:20006866	FlyBase:FBrf0260535
CB3406	FBbt:20006867	FlyBase:FBrf0260535
CB3407	FBbt:20006868	FlyBase:FBrf0260535
CB3408	FBbt:20006869	FlyBase:FBrf0260535
CB3409	FBbt:20006870	FlyBase:FBrf0260535
CB3410	FBbt:20006871	FlyBase:FBrf0260535
CB3411	FBbt:20006872	FlyBase:FBrf0260535
CB3412	FBbt:20006873	FlyBase:FBrf0260535
CB3413	FBbt:20006874	FlyBase:FBrf0260535
CB3414	FBbt:20006875	FlyBase:FBrf0260535
CB3415	FBbt:20006876	FlyBase:FBrf0260535
CB3416	FBbt:20006877	FlyBase:FBrf0260535
CB3417	FBbt:20006878	FlyBase:FBrf0260535
CB3418	FBbt:20006879	FlyBase:FBrf0260535
CB3419	FBbt:20006880	FlyBase:FBrf0260535
CB3422	FBbt:20006881	FlyBase:FBrf0260535
CB3423	FBbt:20006882	FlyBase:FBrf0260535
CB3424	FBbt:20006883	FlyBase:FBrf0260535
CB3425	FBbt:20006884	FlyBase:FBrf0260535
CB3426	FBbt:20006885	FlyBase:FBrf0260535
CB3427	FBbt:20006886	FlyBase:FBrf0260535
CB3428	FBbt:20006887	FlyBase:FBrf0260535
CB3429	FBbt:20006888	FlyBase:FBrf0260535
CB3430	FBbt:20006889	FlyBase:FBrf0260535
CB3431	FBbt:20006890	FlyBase:FBrf0260535
CB3432	FBbt:20006891	FlyBase:FBrf0260535
CB3433	FBbt:20006892	FlyBase:FBrf0260535
CB3434	FBbt:20006893	FlyBase:FBrf0260535
CB3435	FBbt:20006894	FlyBase:FBrf0260535
CB3436	FBbt:20006895	FlyBase:FBrf0260535
CB3437	FBbt:20006896	FlyBase:FBrf0260535
CB3438	FBbt:20006897	FlyBase:FBrf0260535
CB3439	FBbt:20006898	FlyBase:FBrf0260535
CB3442	FBbt:20006899	FlyBase:FBrf0260535
CB3444	FBbt:20006901	FlyBase:FBrf0260535
CB3445	FBbt:20006902	FlyBase:FBrf0260535
CB3446	FBbt:20006903	FlyBase:FBrf0260535
CB3447	FBbt:20006904	FlyBase:FBrf0260535
CB3448	FBbt:20006905	FlyBase:FBrf0260535
CB3449	FBbt:20006906	FlyBase:FBrf0260535
CB3450	FBbt:20006907	FlyBase:FBrf0260535
CB3452	FBbt:20006908	FlyBase:FBrf0260535
CB3453	FBbt:20006909	FlyBase:FBrf0260535
CB3454	FBbt:20006910	FlyBase:FBrf0260535
CB3455	FBbt:20006911	FlyBase:FBrf0260535
CB3456	FBbt:20006912	FlyBase:FBrf0260535
CB3457	FBbt:20006913	FlyBase:FBrf0260535
CB3458	FBbt:20006914	FlyBase:FBrf0260535
CB3459	FBbt:20006915	FlyBase:FBrf0260535
CB3461	FBbt:20006916	FlyBase:FBrf0260535
CB3462	FBbt:20006917	FlyBase:FBrf0260535
CB3463	FBbt:20006918	FlyBase:FBrf0260535
CB3464	FBbt:20006919	FlyBase:FBrf0260535
CB3465	FBbt:20006920	FlyBase:FBrf0260535
CB3466	FBbt:20006921	FlyBase:FBrf0260535
CB3467	FBbt:20006922	FlyBase:FBrf0260535
CB3468	FBbt:20006923	FlyBase:FBrf0260535
CB3469	FBbt:20006924	FlyBase:FBrf0260535
CB3470	FBbt:20006925	FlyBase:FBrf0260535
CB3471	FBbt:20006926	FlyBase:FBrf0260535
CB3472	FBbt:20006927	FlyBase:FBrf0260535
CB3473	FBbt:20006928	FlyBase:FBrf0260535
CB3474	FBbt:20006929	FlyBase:FBrf0260535
CB3476	FBbt:20006930	FlyBase:FBrf0260535
CB3477	FBbt:20006931	FlyBase:FBrf0260535
CB3479	FBbt:20006933	FlyBase:FBrf0260535
CB3480	FBbt:20006934	FlyBase:FBrf0260535
CB3482	FBbt:20006935	FlyBase:FBrf0260535
CB3483	FBbt:20006936	FlyBase:FBrf0260535
CB3484	FBbt:20006937	FlyBase:FBrf0260535
CB3485	FBbt:20006938	FlyBase:FBrf0260535
CB3486	FBbt:20006939	FlyBase:FBrf0260535
CB3487	FBbt:20006940	FlyBase:FBrf0260535
CB3488	FBbt:20006941	FlyBase:FBrf0260535
CB3489	FBbt:20006942	FlyBase:FBrf0260535
CB3491	FBbt:20006943	FlyBase:FBrf0260535
CB3492	FBbt:20006944	FlyBase:FBrf0260535
CB3493	FBbt:20006945	FlyBase:FBrf0260535
CB3496	FBbt:20006946	FlyBase:FBrf0260535
CB3497	FBbt:20006947	FlyBase:FBrf0260535
CB3498	FBbt:20006948	FlyBase:FBrf0260535
CB3499	FBbt:20006949	FlyBase:FBrf0260535
CB3500	FBbt:20006950	FlyBase:FBrf0260535
CB3501	FBbt:20006951	FlyBase:FBrf0260535
CB3502	FBbt:20006952	FlyBase:FBrf0260535
CB3503	FBbt:20006953	FlyBase:FBrf0260535
CB3504	FBbt:20006954	FlyBase:FBrf0260535
CB3505	FBbt:20006955	FlyBase:FBrf0260535
CB3506	FBbt:20006956	FlyBase:FBrf0260535
CB3507	FBbt:20006957	FlyBase:FBrf0260535
CB3508	FBbt:20006958	FlyBase:FBrf0260535
CB3509	FBbt:20006959	FlyBase:FBrf0260535
CB3510	FBbt:20006960	FlyBase:FBrf0260535
CB3512	FBbt:20006961	FlyBase:FBrf0260535
CB3513	FBbt:20006962	FlyBase:FBrf0260535
CB3514	FBbt:20006963	FlyBase:FBrf0260535
CB3515	FBbt:20006964	FlyBase:FBrf0260535
CB3516	FBbt:20006965	FlyBase:FBrf0260535
CB3517	FBbt:20006966	FlyBase:FBrf0260535
CB3518	FBbt:20006967	FlyBase:FBrf0260535
CB3519	FBbt:20006968	FlyBase:FBrf0260535
CB3520	FBbt:20006969	FlyBase:FBrf0260535
CB3521	FBbt:20006970	FlyBase:FBrf0260535
CB3522	FBbt:20006971	FlyBase:FBrf0260535
CB3523	FBbt:20006972	FlyBase:FBrf0260535
CB3524	FBbt:20006973	FlyBase:FBrf0260535
CB3525	FBbt:20006974	FlyBase:FBrf0260535
CB3527	FBbt:20006975	FlyBase:FBrf0260535
CB3528	FBbt:20006976	FlyBase:FBrf0260535
CB3529	FBbt:20006977	FlyBase:FBrf0260535
CB3530	FBbt:20006978	FlyBase:FBrf0260535
CB3531	FBbt:20006979	FlyBase:FBrf0260535
CB3532	FBbt:20006980	FlyBase:FBrf0260535
CB3533	FBbt:20006981	FlyBase:FBrf0260535
CB3534	FBbt:20006982	FlyBase:FBrf0260535
CB3535	FBbt:20006983	FlyBase:FBrf0260535
CB3536	FBbt:20006984	FlyBase:FBrf0260535
CB3537	FBbt:20006985	FlyBase:FBrf0260535
CB3538	FBbt:20006986	FlyBase:FBrf0260535
CB3539	FBbt:20006987	FlyBase:FBrf0260535
CB3540	FBbt:20006988	FlyBase:FBrf0260535
CB3541	FBbt:20006989	FlyBase:FBrf0260535
CB3544	FBbt:20006990	FlyBase:FBrf0260535
CB3545	FBbt:20006991	FlyBase:FBrf0260535
CB3546	FBbt:20006992	FlyBase:FBrf0260535
CB3547	FBbt:20006993	FlyBase:FBrf0260535
CB3548	FBbt:20006994	FlyBase:FBrf0260535
CB3549	FBbt:20006995	FlyBase:FBrf0260535
CB3550	FBbt:20006996	FlyBase:FBrf0260535
CB3551	FBbt:20006997	FlyBase:FBrf0260535
CB3552	FBbt:20006998	FlyBase:FBrf0260535
CB3553	FBbt:20006999	FlyBase:FBrf0260535
CB3554	FBbt:20007000	FlyBase:FBrf0260535
CB3555	FBbt:20007001	FlyBase:FBrf0260535
CB3556	FBbt:20007002	FlyBase:FBrf0260535
CB3557	FBbt:20007003	FlyBase:FBrf0260535
CB3558	FBbt:20007004	FlyBase:FBrf0260535
CB3559	FBbt:20007005	FlyBase:FBrf0260535
CB3560	FBbt:20007006	FlyBase:FBrf0260535
CB3561	FBbt:20007007	FlyBase:FBrf0260535
CB3562	FBbt:20007008	FlyBase:FBrf0260535
CB3564	FBbt:20007009	FlyBase:FBrf0260535
CB3565	FBbt:20007010	FlyBase:FBrf0260535
CB3566	FBbt:20007011	FlyBase:FBrf0260535
CB3567	FBbt:20007012	FlyBase:FBrf0260535
CB3568	FBbt:20007013	FlyBase:FBrf0260535
CB3569	FBbt:20007014	FlyBase:FBrf0260535
CB3570	FBbt:20007015	FlyBase:FBrf0260535
CB3571	FBbt:20007016	FlyBase:FBrf0260535
CB3572	FBbt:20007017	FlyBase:FBrf0260535
CB3573	FBbt:20007018	FlyBase:FBrf0260535
CB3574	FBbt:20007019	FlyBase:FBrf0260535
CB3575	FBbt:20007020	FlyBase:FBrf0260535
CB3576	FBbt:20007021	FlyBase:FBrf0260535
CB3577	FBbt:20007022	FlyBase:FBrf0260535
CB3578	FBbt:20007023	FlyBase:FBrf0260535
CB3579	FBbt:20007024	FlyBase:FBrf0260535
CB3580	FBbt:20007025	FlyBase:FBrf0260535
CB3581	FBbt:20007026	FlyBase:FBrf0260535
CB3582	FBbt:20007027	FlyBase:FBrf0260535
CB3584	FBbt:20007028	FlyBase:FBrf0260535
CB3587	FBbt:20007029	FlyBase:FBrf0260535
CB3588	FBbt:20007030	FlyBase:FBrf0260535
CB3589	FBbt:20007031	FlyBase:FBrf0260535
CB3590	FBbt:20007032	FlyBase:FBrf0260535
CB3591	FBbt:20007033	FlyBase:FBrf0260535
CB3592	FBbt:20007034	FlyBase:FBrf0260535
CB3593	FBbt:20007035	FlyBase:FBrf0260535
CB3594	FBbt:20007036	FlyBase:FBrf0260535
CB3595	FBbt:20007037	FlyBase:FBrf0260535
CB3597	FBbt:20007038	FlyBase:FBrf0260535
CB3598	FBbt:20007039	FlyBase:FBrf0260535
CB3599	FBbt:20007040	FlyBase:FBrf0260535
CB3600	FBbt:20007041	FlyBase:FBrf0260535
CB3601	FBbt:20007042	FlyBase:FBrf0260535
CB3602	FBbt:20007043	FlyBase:FBrf0260535
CB3603	FBbt:20007044	FlyBase:FBrf0260535
CB3604	FBbt:20007045	FlyBase:FBrf0260535
CB3605	FBbt:20007046	FlyBase:FBrf0260535
CB3606	FBbt:20007047	FlyBase:FBrf0260535
CB3607	FBbt:20007048	FlyBase:FBrf0260535
CB3608	FBbt:20007049	FlyBase:FBrf0260535
CB3609	FBbt:20007050	FlyBase:FBrf0260535
CB3610	FBbt:20007051	FlyBase:FBrf0260535
CB3611	FBbt:20007052	FlyBase:FBrf0260535
CB3612	FBbt:20007053	FlyBase:FBrf0260535
CB3613	FBbt:20007054	FlyBase:FBrf0260535
CB3614	FBbt:20007055	FlyBase:FBrf0260535
CB3615	FBbt:20007056	FlyBase:FBrf0260535
CB3617	FBbt:20007057	FlyBase:FBrf0260535
CB3619	FBbt:20007058	FlyBase:FBrf0260535
CB3621	FBbt:20007059	FlyBase:FBrf0260535
CB3622	FBbt:20007060	FlyBase:FBrf0260535
CB3624	FBbt:20007061	FlyBase:FBrf0260535
CB3625	FBbt:20007062	FlyBase:FBrf0260535
CB3626	FBbt:20007063	FlyBase:FBrf0260535
CB3627	FBbt:20007064	FlyBase:FBrf0260535
CB3628	FBbt:20007065	FlyBase:FBrf0260535
CB3629	FBbt:20007066	FlyBase:FBrf0260535
CB3630	FBbt:20007067	FlyBase:FBrf0260535
CB3631	FBbt:20007068	FlyBase:FBrf0260535
CB3632	FBbt:20007069	FlyBase:FBrf0260535
CB3633	FBbt:20007070	FlyBase:FBrf0260535
CB3635	FBbt:20007071	FlyBase:FBrf0260535
CB3636	FBbt:20007072	FlyBase:FBrf0260535
CB3637	FBbt:20007073	FlyBase:FBrf0260535
CB3638	FBbt:20007074	FlyBase:FBrf0260535
CB3639	FBbt:20007075	FlyBase:FBrf0260535
CB3640	FBbt:20007076	FlyBase:FBrf0260535
CB3641	FBbt:20007077	FlyBase:FBrf0260535
CB3642	FBbt:20007078	FlyBase:FBrf0260535
CB3643	FBbt:20007079	FlyBase:FBrf0260535
CB3645	FBbt:20007080	FlyBase:FBrf0260535
CB3646	FBbt:20007081	FlyBase:FBrf0260535
CB3648	FBbt:20007082	FlyBase:FBrf0260535
CB3649	FBbt:20007083	FlyBase:FBrf0260535
CB3650	FBbt:20007084	FlyBase:FBrf0260535
CB3651	FBbt:20007085	FlyBase:FBrf0260535
CB3652	FBbt:20007086	FlyBase:FBrf0260535
CB3653	FBbt:20007087	FlyBase:FBrf0260535
CB3654	FBbt:20007088	FlyBase:FBrf0260535
CB3655	FBbt:20007089	FlyBase:FBrf0260535
CB3656	FBbt:20007090	FlyBase:FBrf0260535
CB3657	FBbt:20007091	FlyBase:FBrf0260535
CB3658	FBbt:20007092	FlyBase:FBrf0260535
CB3659	FBbt:20007093	FlyBase:FBrf0260535
CB3660	FBbt:20007094	FlyBase:FBrf0260535
CB3661	FBbt:20007095	FlyBase:FBrf0260535
CB3662	FBbt:20007096	FlyBase:FBrf0260535
CB3663	FBbt:20007097	FlyBase:FBrf0260535
CB3664	FBbt:20007098	FlyBase:FBrf0260535
CB3665	FBbt:20007099	FlyBase:FBrf0260535
CB3666	FBbt:20007100	FlyBase:FBrf0260535
CB3667	FBbt:20007101	FlyBase:FBrf0260535
CB3668	FBbt:20007102	FlyBase:FBrf0260535
CB3669	FBbt:20007103	FlyBase:FBrf0260535
CB3670	FBbt:20007104	FlyBase:FBrf0260535
CB3671	FBbt:20007105	FlyBase:FBrf0260535
CB3672	FBbt:20007106	FlyBase:FBrf0260535
CB3673	FBbt:20007107	FlyBase:FBrf0260535
CB3674	FBbt:20007108	FlyBase:FBrf0260535
CB3675	FBbt:20007109	FlyBase:FBrf0260535
CB3676	FBbt:20007110	FlyBase:FBrf0260535
CB3678	FBbt:20007111	FlyBase:FBrf0260535
CB3679	FBbt:20007112	FlyBase:FBrf0260535
CB3680	FBbt:20007113	FlyBase:FBrf0260535
CB3682	FBbt:20007114	FlyBase:FBrf0260535
CB3683	FBbt:20007115	FlyBase:FBrf0260535
CB3684	FBbt:20007116	FlyBase:FBrf0260535
CB3685	FBbt:20007117	FlyBase:FBrf0260535
CB3686	FBbt:20007118	FlyBase:FBrf0260535
CB3687	FBbt:20007119	FlyBase:FBrf0260535
CB3690	FBbt:20007120	FlyBase:FBrf0260535
CB3691	FBbt:20007121	FlyBase:FBrf0260535
CB3692	FBbt:20007122	FlyBase:FBrf0260535
CB3693	FBbt:20007123	FlyBase:FBrf0260535
CB3694	FBbt:20007124	FlyBase:FBrf0260535
CB3695	FBbt:20007125	FlyBase:FBrf0260535
CB3696	FBbt:20007126	FlyBase:FBrf0260535
CB3697	FBbt:20007127	FlyBase:FBrf0260535
CB3698	FBbt:20007128	FlyBase:FBrf0260535
CB3699	FBbt:20007129	FlyBase:FBrf0260535
