symbol	FBbt_id	reference
IN05B055	FBbt:20009086	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B061	FBbt:20009087	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B064	FBbt:20009088	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B065	FBbt:20009089	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B066	FBbt:20009090	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B070	FBbt:20009091	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B073	FBbt:20009092	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B074	FBbt:20009093	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B075	FBbt:20009094	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B077	FBbt:20009095	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B079	FBbt:20009096	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B080	FBbt:20009097	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B082	FBbt:20009098	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B084	FBbt:20009099	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B086	FBbt:20009100	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B087	FBbt:20009101	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B088	FBbt:20009102	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B089	FBbt:20009103	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B090	FBbt:20009104	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B091	FBbt:20009105	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B092	FBbt:20009106	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B093	FBbt:20009107	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN05B094	FBbt:20009108	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A002	FBbt:20009109	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A003	FBbt:20009110	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A004	FBbt:20009111	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A005	FBbt:20009112	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A006	FBbt:20009113	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A008	FBbt:20009114	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A009	FBbt:20009115	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A011	FBbt:20009116	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A012	FBbt:20009117	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A013	FBbt:20009118	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A014	FBbt:20009119	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A016	FBbt:20009120	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A018	FBbt:20009121	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A019	FBbt:20009122	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A020	FBbt:20009123	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A021	FBbt:20009124	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A022	FBbt:20009125	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A023	FBbt:20009126	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A024	FBbt:20009127	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A025	FBbt:20009128	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A028	FBbt:20009129	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A031	FBbt:20009130	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A032	FBbt:20009131	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A033	FBbt:20009132	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A034	FBbt:20009133	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A035	FBbt:20009134	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A036	FBbt:20009135	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A037	FBbt:20009136	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A038	FBbt:20009137	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A039	FBbt:20009138	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A040	FBbt:20009139	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A042	FBbt:20009140	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A043	FBbt:20009141	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A044	FBbt:20009142	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A045	FBbt:20009143	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A046	FBbt:20009144	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A047	FBbt:20009145	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A048	FBbt:20009146	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A049	FBbt:20009147	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A050	FBbt:20009148	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A051	FBbt:20009149	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A052	FBbt:20009150	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A053	FBbt:20009151	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A054	FBbt:20009152	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A055	FBbt:20009153	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A056	FBbt:20009154	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A057	FBbt:20009155	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A058	FBbt:20009156	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A059	FBbt:20009157	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A061	FBbt:20009158	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A063	FBbt:20009159	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A064	FBbt:20009160	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A065	FBbt:20009161	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A066	FBbt:20009162	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A067	FBbt:20009163	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A068	FBbt:20009164	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A069	FBbt:20009165	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A070	FBbt:20009166	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A071	FBbt:20009167	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A072	FBbt:20009168	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A073	FBbt:20009169	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A074	FBbt:20009170	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A075	FBbt:20009171	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A076	FBbt:20009172	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A077	FBbt:20009173	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A078	FBbt:20009174	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A079	FBbt:20009175	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A081	FBbt:20009176	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A082	FBbt:20009177	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A083	FBbt:20009178	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A084	FBbt:20009179	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A085	FBbt:20009180	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A086	FBbt:20009181	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A087	FBbt:20009182	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A088	FBbt:20009183	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A089	FBbt:20009184	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A090	FBbt:20009185	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A091	FBbt:20009186	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A093	FBbt:20009187	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A094	FBbt:20009188	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A096	FBbt:20009189	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A097	FBbt:20009190	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A098	FBbt:20009191	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A099	FBbt:20009192	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A100	FBbt:20009193	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A101	FBbt:20009194	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A102	FBbt:20009195	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A103	FBbt:20009196	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A104	FBbt:20009197	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A105	FBbt:20009198	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A106	FBbt:20009199	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A107	FBbt:20009200	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A108	FBbt:20009201	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A109	FBbt:20009202	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A110	FBbt:20009203	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A111	FBbt:20009204	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A113	FBbt:20009205	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A114	FBbt:20009206	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A115	FBbt:20009207	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A116	FBbt:20009208	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A117	FBbt:20009209	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A118	FBbt:20009210	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A119	FBbt:20009211	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A120	FBbt:20009212	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A121	FBbt:20009213	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A122	FBbt:20009214	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A123	FBbt:20009215	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A124	FBbt:20009216	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A125	FBbt:20009217	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A126	FBbt:20009218	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A127	FBbt:20009219	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A128	FBbt:20009220	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A129	FBbt:20009221	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A130	FBbt:20009222	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A131	FBbt:20009223	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A132	FBbt:20009224	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A133	FBbt:20009225	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A134	FBbt:20009226	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A135	FBbt:20009227	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A136	FBbt:20009228	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A137	FBbt:20009229	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A138	FBbt:20009230	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06A139	FBbt:20009231	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B001	FBbt:20009232	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B003	FBbt:20009233	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B006	FBbt:20009234	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B008	FBbt:20009235	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B012	FBbt:20009236	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B013	FBbt:20009237	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B014	FBbt:20009238	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B015	FBbt:20009239	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B016	FBbt:20009240	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B017	FBbt:20009241	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B018	FBbt:20009242	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B019	FBbt:20009243	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B020	FBbt:20009244	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B021	FBbt:20009245	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B022	FBbt:20009246	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B024	FBbt:20009247	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B025	FBbt:20009248	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B027	FBbt:20009249	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B028	FBbt:20009250	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B029	FBbt:20009251	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B030	FBbt:20009252	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B032	FBbt:20009253	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B033	FBbt:20009254	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B035	FBbt:20009255	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B036	FBbt:20009256	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B038	FBbt:20009257	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B040	FBbt:20009258	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B042	FBbt:20009259	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B043	FBbt:20009260	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B047	FBbt:20009261	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B049	FBbt:20009262	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B050	FBbt:20009263	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B052	FBbt:20009264	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B053	FBbt:20009265	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B054	FBbt:20009266	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B055	FBbt:20009267	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B056	FBbt:20009268	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B058	FBbt:20009269	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B059	FBbt:20009270	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B060	FBbt:20009271	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B061	FBbt:20009272	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B062	FBbt:20009273	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B063	FBbt:20009274	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B064	FBbt:20009275	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B065	FBbt:20009276	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B066	FBbt:20009277	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B067	FBbt:20009278	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B069	FBbt:20009279	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B070	FBbt:20009280	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B071	FBbt:20009281	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B072	FBbt:20009282	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B073	FBbt:20009283	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B074	FBbt:20009284	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B076	FBbt:20009285	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B077	FBbt:20009286	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B078	FBbt:20009287	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B079	FBbt:20009288	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B080	FBbt:20009289	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B081	FBbt:20009290	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B082	FBbt:20009291	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B083	FBbt:20009292	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B084	FBbt:20009293	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B085	FBbt:20009294	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B086	FBbt:20009295	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN06B087	FBbt:20009296	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B001	FBbt:20009297	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B002	FBbt:20009298	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B006	FBbt:20009299	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B007	FBbt:20009300	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B008	FBbt:20009301	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B009	FBbt:20009302	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B010	FBbt:20009303	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B012	FBbt:20009304	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B013	FBbt:20009305	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B014	FBbt:20009306	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B016	FBbt:20009307	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B019	FBbt:20009308	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B020	FBbt:20009309	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B022	FBbt:20009310	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B023	FBbt:20009311	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B026	FBbt:20009312	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B027	FBbt:20009313	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B028	FBbt:20009314	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B029	FBbt:20009315	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B030	FBbt:20009316	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B031	FBbt:20009317	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B032	FBbt:20009318	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B033	FBbt:20009319	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B034	FBbt:20009320	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B038	FBbt:20009321	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B039	FBbt:20009322	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B044	FBbt:20009323	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B045	FBbt:20009324	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B047	FBbt:20009325	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B048	FBbt:20009326	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B051	FBbt:20009327	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B053	FBbt:20009328	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B054	FBbt:20009329	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B055	FBbt:20009330	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B058	FBbt:20009331	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B059	FBbt:20009332	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B061	FBbt:20009333	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B063	FBbt:20009334	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B064	FBbt:20009335	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B065	FBbt:20009336	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B066	FBbt:20009337	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B067	FBbt:20009338	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B068	FBbt:20009339	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B073	FBbt:20009340	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B074	FBbt:20009341	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B075	FBbt:20009342	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B076	FBbt:20009343	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B077	FBbt:20009344	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B079	FBbt:20009345	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B080	FBbt:20009346	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B081	FBbt:20009347	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B083	FBbt:20009348	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B084	FBbt:20009349	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B086	FBbt:20009350	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B087	FBbt:20009351	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B090	FBbt:20009352	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B092	FBbt:20009353	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B093	FBbt:20009354	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B094	FBbt:20009355	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B096	FBbt:20009356	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B098	FBbt:20009357	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B099	FBbt:20009358	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
IN07B100	FBbt:20009359	doi:10.1101/2023.06.05.543407|doi:10.1101/2023.06.05.543757
