group	OL_type	Matsliah_type	Schlegel_type	hemibrain_type	OL	Matsliah	Schlegel_L	Schlegel_R	matched as	Notes	specificity	FBbt_id	FBbt_name
OL_connecting	T5c	T5c	T5c		858	767	763	766	1-to-1			FBbt:00003739	T5c neuron
OL_connecting	T5d	T5d	T5d		808	727	740	727	1-to-1			FBbt:00003740	T5d neuron
OL_connecting	Tlp11	Tlp5			32	27			1-to-1			FBbt:00003895	translobula plate neuron Tlp5
OL_connecting	Tlp12	Tlp1	Tlp1		68	67	68	65	1-to-1			FBbt:00003891	translobula plate neuron Tlp1
OL_connecting	Tlp13	Tlp4	Tlp4		58	47	44	50	1-to-1			FBbt:00003894	translobula plate neuron Tlp4
OL_connecting	Tlp14	Tlp14	Tlp6		30	29	27	29	1-to-1			FBbt:00052866	translobula plate neuron Tlp14
OL_connecting	Tm1	Tm1	Tm1		890	774	773	771	1-to-1			FBbt:00003789	transmedullary neuron Tm1
OL_connecting	Tm12	Tm25	Tm12		494	352	367	354	1-to-1			FBbt:00003800	transmedullary neuron Tm12
OL_connecting	Tm16	Tm16	Tm16		197	173	168	175	1-to-1			FBbt:00003804	transmedullary neuron Tm16
OL_connecting	Tm2	Tm2	Tm2		883	766	765	763	1-to-1			FBbt:00003790	transmedullary neuron Tm2
OL_connecting	Tm20	Tm20	Tm20		876	744	746	741	1-to-1			FBbt:00003808	transmedullary neuron Tm20
OL_connecting	Tm26				50				unmatched			FBbt:00003814	transmedullary neuron Tm26
OL_connecting	Tm29	Tm5d	CB3851		276	169	373	374	1-to-1			FBbt:00049916	transmedullary neuron Tm29
OL_connecting	Tm3	Tm3	Tm3		1037	858	889	857	1-to-1			FBbt:00003791	transmedullary neuron Tm3
OL_connecting	Tm30	Tm31			61	53			1-to-1			FBbt:00053512	transmedullary neuron Tm30
OL_connecting	Tm31	Tm35			55	60			1-to-1			FBbt:00053513	transmedullary neuron Tm31
OL_connecting	Tm32	Tm33			59	56			1-to-1			FBbt:00053514	transmedullary neuron Tm32
OL_connecting	Tm33	Tm37			139	113			1-to-1			FBbt:00053515	transmedullary neuron Tm33
OL_connecting	Tm34	Tm32			88	75			1-to-1			FBbt:00053516	transmedullary neuron Tm34
OL_connecting	Tm35	Tm34			43	36			1-to-1			FBbt:00053517	transmedullary neuron Tm35
OL_connecting	Tm36	Tm8b			77	59			1-to-1		parent_term	FBbt:00003796	transmedullary neuron Tm8
OL_connecting	Tm37	Tm5e	CB3864		268	238	255	246	1-to-1			FBbt:20007274	transmedullary neuron Tm37
OL_connecting	Tm38	Tm8a	Tm8		116	118	117	117	1-to-1		parent_term	FBbt:00003796	transmedullary neuron Tm8
OL_connecting	Tm39	Tm7	CB3851		200	209	373	374	1-to-1		parent_term	FBbt:20007266	adult transmedullary CB3851 neuron
OL_connecting	Tm4	Tm4	Tm4		833	733	755	734	1-to-1			FBbt:00003792	transmedullary neuron Tm4
OL_connecting	Tm40		CB3851		83		373	374	3-to-1		parent_term	FBbt:20007266	adult transmedullary CB3851 neuron
OL_connecting	Tm5a	Tm5a	Tm5a		307	218	229	221	1-to-1			FBbt:00110072	transmedullary neuron Tm5a
OL_connecting	Tm5b	Tm5b	CB3852		262	222	202	206	1-to-1			FBbt:00110073	transmedullary neuron Tm5b
OL_connecting	Tm5c	Tm5c	Tm5c		374	308	297	310	1-to-1			FBbt:00110074	transmedullary neuron Tm5c
OL_connecting	Tm5Y	Tm5f	Tm5Y		463	399	407	401	1-to-1			FBbt:00003831	transmedullary neuron Tm5Y
OL_connecting	Tm6	Tm21	Tm6		770	620	665	632	1-to-1			FBbt:00003794	transmedullary neuron Tm6
OL_connecting	Tm9	Tm9	Tm9		887	753	756	750	1-to-1			FBbt:00003797	transmedullary neuron Tm9
OL_connecting	TmY10	TmY10	CB3816		278	222	204	222	1-to-1			FBbt:00003828	transmedullary Y neuron TmY10
OL_connecting	TmY13	TmY11	TmY11		211	178	195	176	1-to-1			FBbt:00111287	transmedullary Y neuron TmY13
OL_connecting	TmY14	TmY14	TmY14		234	185	185	185	1-to-1			FBbt:00111286	transmedullary Y neuron TmY14
OL_connecting	TmY15	TmY15	TmY15		110	149	106	119	1-to-1			FBbt:00048246	transmedullary Y neuron TmY15
OL_connecting	TmY16	TmY16	TmY16		80	75	73	76	1-to-1			FBbt:00052859	transmedullary Y neuron TmY16
OL_connecting	TmY17	TmY31	TmYem1		200	156	161	155	1-to-1			FBbt:20011496	adult transmedullary Y neuron TmY17
OL_connecting	TmY18	Tm27	TmY18		694	560	569	559	1-to-1			FBbt:00049515	transmedullary Y neuron TmY18
OL_connecting	TmY19a	LMa4 + some TmY15 + a few LMa3			43				1-to-3	apparent TmY19a matches include all LMa4 but also several Matsliah TmY15 and a few LMa3  		FBbt:20011497	adult transmedullary Y neuron TmY19a
OL_connecting	TmY19b	LMa3			17	22			1-to-1	most LMa3 appear to match TmY19b		FBbt:20011498	adult transmedullary Y neuron TmY19b
OL_connecting	TmY20	TmY20	TmY20		167	140	141	142	1-to-1			FBbt:00052860	transmedullary Y neuron TmY20
OL_connecting	TmY21	Tm36			189	141			1-to-1			FBbt:20011499	adult transmedullary Y neuron TmY21
OL_connecting	TmY3	TmY3	TmY3		409	359	374	360	1-to-1			FBbt:00003820	transmedullary Y neuron TmY3
OL_connecting	TmY4	TmY4	TmY4		288	211	215	211	1-to-1			FBbt:00003821	transmedullary Y neuron TmY4
OL_connecting	TmY5a	TmY5a	TmY5a		678	572	532	543	1-to-1			FBbt:00003823	transmedullary Y neuron TmY5a
OL_connecting	TmY9a	TmY9q__perp	TmY9		230	189	371	356	1-to-1		parent_term	FBbt:00003827	transmedullary Y neuron TmY9
OL_connecting	TmY9b	TmY9q	TmY9		266	172	371	356	1-to-1		parent_term	FBbt:00003827	transmedullary Y neuron TmY9
OL_connecting	Y11	Y11	CB3846		76	68	58	92	1-to-1			FBbt:00052861	Y neuron Y11
OL_connecting	Y12	Y12			89	96			1-to-1			FBbt:00052862	Y neuron Y12
OL_connecting	Y13	Y1	Y1		99	82	85	80	1-to-1			FBbt:00003912	Y neuron Y1
OL_connecting	Y14	Y4	Y4		104	79	70	79	1-to-1			FBbt:00003915	Y neuron Y4
OL_connecting	Y3	Y3	Y3		322	305	286	290	1-to-1			FBbt:00003914	Y neuron Y3
OL_intrinsic	aMe6b				1				unmatched	FlyWire v783 ids confirmed as 720575940624333706, 720575940616635458. NT pred also matches.		FBbt:00053489	accessory medulla neuron aMe6b
OL_intrinsic	Cm-DRA	Sm28			3	3			1-to-1	Nern - Mti-DRA1		FBbt:00052145	medulla tangential intrinsic neuron of dorsal rim area 1
OL_intrinsic	Cm1	Sm02			231	195			1-to-1			FBbt:20011362	adult central medulla intrinsic neuron Cm1
OL_intrinsic	Cm10	Sm10			45	43			1-to-1			FBbt:20011363	adult central medulla intrinsic neuron Cm10
OL_intrinsic	Cm11a	Sm19	CB3832		40	27	88	85	1-to-1		parent_term	FBbt:20007247	adult central medulla neuron Cm11
OL_intrinsic	Cm11b	Sm20	CB3832		30	28	88	85	1-to-1		parent_term	FBbt:20007247	adult central medulla neuron Cm11
OL_intrinsic	Cm11c	Sm21	CB3832		23	21	88	85	1-to-1		parent_term	FBbt:20007247	adult central medulla neuron Cm11
OL_intrinsic	Cm11d	Sm26	CB3832		9	10	88	85	1-to-1	Nern - Mti2		FBbt:00052144	medulla tangential intrinsic neuron 2
OL_intrinsic	Cm12	Sm16	CB3825		35	34	34	35	1-to-1			FBbt:20007240	adult central medulla neuron Cm12
OL_intrinsic	Cm13	Sm22	CB3853		27	23	25	23	1-to-1			FBbt:20007268	adult Cm13 neuron
OL_intrinsic	Cm14	Sm23	CB3855		23	22	17	20	1-to-1	Nern - Mti-DRA2		FBbt:00052146	medulla tangential intrinsic neuron of dorsal rim area 2
OL_intrinsic	Cm15	Sm13			22	20			1-to-1			FBbt:20011364	adult central medulla intrinsic neuron Cm15
OL_intrinsic	Cm16	Sm14			17	18			1-to-1			FBbt:20011365	adult central medulla intrinsic neuron Cm16
OL_intrinsic	Cm17	Sm27			16	7			1-to-1			FBbt:20011366	adult central medulla intrinsic neuron Cm17
OL_intrinsic	Cm18				14				unmatched	FlyWire candidates include 720575940605652140,720575940623633288,720575940626966372,720575940632462988,720575940638063984,720575940653074166		FBbt:20011367	adult central medulla intrinsic neuron Cm18
OL_intrinsic	Cm19	Sm31			14	12			1-to-1			FBbt:20011368	adult central medulla intrinsic neuron Cm19
OL_intrinsic	Cm2	Sm01			203	143			1-to-1			FBbt:20011369	adult central medulla intrinsic neuron Cm2
OL_intrinsic	Cm20	Sm17			13	24			2-to-1			FBbt:20011370	adult central medulla intrinsic neuron Cm20
OL_intrinsic	Cm21	Sm30	CB3817		13	12	14	12	1-to-1			FBbt:20007232	adult Cm21 neuron
OL_intrinsic	Cm22	Sm17			10	24			2-to-1			FBbt:20011371	adult central medulla intrinsic neuron Cm22
OL_intrinsic	Cm23	Sm25			8	9			1-to-1			FBbt:20011372	adult central medulla intrinsic neuron Cm23
OL_intrinsic	Cm24	Sm29			5	5			1-to-1			FBbt:20011373	adult central medulla intrinsic neuron Cm24
OL_intrinsic	Cm25	Sm33			3	3			1-to-1			FBbt:20011374	adult central medulla intrinsic neuron Cm25
OL_intrinsic	Cm26				6				unmatched			FBbt:20011375	adult central medulla intrinsic neuron Cm26
OL_intrinsic	Cm27	Sm24			5	4			1-to-1			FBbt:20011376	adult central medulla intrinsic neuron Cm27
OL_intrinsic	Cm28	Sm34			6	6			1-to-1			FBbt:20011377	adult central medulla intrinsic neuron Cm28
OL_intrinsic	Cm29	Sm37			3	1			1-to-1			FBbt:20011378	adult central medulla intrinsic neuron Cm29
OL_intrinsic	Cm3	Sm07	Dm21		167	153	261	262	1-to-1			FBbt:20011379	adult central medulla intrinsic neuron Cm3
OL_intrinsic	Cm30	Sm39	CB3838		2	1	3	3	1-to-1		parent_term	FBbt:20007253	adult CB3838 neuron
OL_intrinsic	Cm31a	Sm41	CB3841		2	1	2	2	1-to-1			FBbt:20007256	adult Cm31a neuron
OL_intrinsic	Cm31b	Sm42			1	1			1-to-1			FBbt:20011380	adult central medulla intrinsic neuron Cm31b
OL_intrinsic	Cm32	Sm36	CB3844		1	3	3	2	1-to-1			FBbt:20007259	adult Cm32 neuron
OL_intrinsic	Cm33	Sm38	CB3838		1	2	3	3	1-to-1		parent_term	FBbt:20007253	adult CB3838 neuron
OL_intrinsic	Cm34	Sm43			1	1			1-to-1			FBbt:20011381	adult central medulla intrinsic neuron Cm34
OL_intrinsic	Cm35	Sm40	CB3843		1	2	1	1	1-to-1			FBbt:20007258	adult Cm35 neuron
OL_intrinsic	Cm4	Sm03			126	94			1-to-1			FBbt:20011382	adult central medulla intrinsic neuron Cm4
OL_intrinsic	Cm5	Sm08	Dm21		109	81	261	262	1-to-1			FBbt:20011383	adult central medulla intrinsic neuron Cm5
OL_intrinsic	Cm6	Sm06			106	81			1-to-1			FBbt:20011384	adult central medulla intrinsic neuron Cm6
OL_intrinsic	Cm7	Sm09	Dm21		93	83	261	262	1-to-1			FBbt:20011385	adult central medulla intrinsic neuron Cm7
OL_intrinsic	Cm8	Sm12+Sm18			90	73			1-to-2			FBbt:00052143	medulla tangential intrinsic neuron 1
OL_intrinsic	Cm9	Sm15	Dm21		73	53	261	262	1-to-1			FBbt:20011386	adult central medulla intrinsic neuron Cm9
OL_intrinsic	Dm-DRA1	DmDRA1			26	28			1-to-1	FlyWire DmDRA1 includes a few candidate Cm18 matches		FBbt:00049483	distal medullary amacrine neuron Dm-DRA1
OL_intrinsic	Dm-DRA2	DmDRA2	Dm11		18	12	74	77	1-to-1			FBbt:00049484	distal medullary amacrine neuron Dm-DRA2
OL_intrinsic	Dm1	Dm1	Dm1		39	37	33	35	1-to-1			FBbt:00003768	distal medullary amacrine neuron Dm1
OL_intrinsic	Dm10	Dm10	Dm10		311	249	246	248	1-to-1			FBbt:00110135	distal medullary amacrine neuron Dm10
OL_intrinsic	Dm11	Dm11	Dm11		82	66	74	77	1-to-1			FBbt:00111272	distal medullary amacrine neuron Dm11
OL_intrinsic	Dm12	Dm12	Dm12		137	109	105	109	1-to-1			FBbt:00111273	distal medullary amacrine neuron Dm12
OL_intrinsic	Dm13	Dm13	Dm13		28	24	25	24	1-to-1			FBbt:00111274	distal medullary amacrine neuron Dm13
OL_intrinsic	Dm14	Dm14	Dm14		16	14	15	14	1-to-1			FBbt:00111275	distal medullary amacrine neuron Dm14
OL_intrinsic	Dm15	Dm15	Dm15		242	199	191	197	1-to-1			FBbt:00111276	distal medullary amacrine neuron Dm15
OL_intrinsic	Dm16	Dm16	CB3849		75	43	47	45	1-to-1			FBbt:00111277	distal medullary amacrine neuron Dm16
OL_intrinsic	Dm17	Dm17	Dm17		4	4	3	4	1-to-1			FBbt:00111278	distal medullary amacrine neuron Dm17
OL_intrinsic	Dm18	Dm18	Dm18		27	25	22	22	1-to-1			FBbt:00111279	distal medullary amacrine neuron Dm18
OL_intrinsic	Dm19	Dm19	Dm19		15	11	15	13	1-to-1			FBbt:00111280	distal medullary amacrine neuron Dm19
OL_intrinsic	Dm2	Dm2	Dm2		726	598	604	591	1-to-1			FBbt:00003769	distal medullary amacrine neuron Dm2
OL_intrinsic	Dm20	Dm20	Dm20		48	47	47	46	1-to-1			FBbt:00111281	distal medullary amacrine neuron Dm20
OL_intrinsic	Dm3a	Dm3p	Dm3		601	498	1268	1277	1-to-1			FBbt:00052303	distal medullary amacrine neuron Dm3a
OL_intrinsic	Dm3b	Dm3q	Dm3		571	454	1268	1277	1-to-1			FBbt:00052304	distal medullary amacrine neuron Dm3b
OL_intrinsic	Dm3c	Dm3v	Dm3		401	321	1268	1277	1-to-1		parent_term	FBbt:00003770	distal medullary amacrine neuron Dm3
OL_intrinsic	Dm4	Dm4	Dm4		48	39	38	39	1-to-1			FBbt:00003771	distal medullary amacrine neuron Dm4
OL_intrinsic	Dm6	Dm6	Dm6		29	31	36	28	1-to-1			FBbt:00003773	distal medullary amacrine neuron Dm6
OL_intrinsic	Dm8a	yDm8	Dm8		285	182	385	374	1-to-1			FBbt:00013774	distal medullary amacrine neuron Dm8a
OL_intrinsic	Dm8b	pDm8	Dm8		265	197	385	374	1-to-1			FBbt:00110069	distal medullary amacrine neuron Dm8b
OL_intrinsic	Dm9	Dm9	Dm9		135	127	76	128	1-to-1			FBbt:00111271	distal medullary amacrine neuron Dm9
OL_intrinsic	HBeyelet		HBeyelet	HBeyelet	3		4		1-to-1			FBbt:00005740	eyelet photoreceptor cell
OL_intrinsic	Lai	Lai	Am		48	231	84	228	1-to-1	many OL Lai are fragmented due to incomplete lamina reconstruction and not included in the count		FBbt:00003746	lamina intrinsic neuron Lai
OL_intrinsic	Li11a	Li25	Li11	Li11	2	2	4	4	1-to-1			FBbt:20011403	adult lobula intrinsic neuron Li11a
OL_intrinsic	Li11b	Li19	Li11	Li11	2	2	4	4	1-to-1			FBbt:20011404	adult lobula intrinsic neuron Li11b
OL_intrinsic	Li12	Li27	Li12	Li12	2	2	2	2	1-to-1			FBbt:20011405	adult lobula intrinsic neuron Li12
OL_intrinsic	Li13	Li13	Li13	Li13	33	32	39	33	1-to-1			FBbt:20011406	adult lobula intrinsic neuron Li13
OL_intrinsic	Li14	Li10	CB3819		112	92	90	89	1-to-1			FBbt:20007234	lobula intrinsic neuron Li14
OL_intrinsic	Li15	Li15	CB3829		21	16	16	16	1-to-1			FBbt:20007244	adult Li15 neuron
OL_intrinsic	Li16	Li28	Li16	Li16	2	2	2	2	1-to-1			FBbt:20011407	adult lobula intrinsic neuron Li16
OL_intrinsic	Li17	Li21	CB3840		10	11	7	11	1-to-1			FBbt:20007255	adult Li17 neuron
OL_intrinsic	Li18a	Li08	CB3837		23	22	22	22	1-to-1			FBbt:20007252	adult Li18a neuron
OL_intrinsic	Li18b	Li04			17	16			1-to-1			FBbt:20011408	adult lobula intrinsic neuron Li18b
OL_intrinsic	Li19	Li18	Li19	Li19	26	15	16	13	1-to-1			FBbt:20011409	adult lobula intrinsic neuron Li19
OL_intrinsic	Li20	Li12	CB3815		21	21	18	20	1-to-1			FBbt:20007230	adult Li20 neuron
OL_intrinsic	Li21	Li05	CB3848		105	86	66	72	1-to-1			FBbt:20007263	adult Li21 neuron
OL_intrinsic	Li22	Li01			119	84			1-to-1			FBbt:20011410	adult lobula intrinsic neuron Li22
OL_intrinsic	Li23	Li02	CB3823		60	49	46	47	1-to-1			FBbt:20007238	adult Li23 neuron
OL_intrinsic	Li25	Li17	CB3830		60	45	44	45	1-to-1			FBbt:20007245	adult Li25 neuron
OL_intrinsic	Li26	Li16	CB3831		18	17	19	17	1-to-1			FBbt:20007246	adult Li26 neuron
OL_intrinsic	Li27	Li03			58	46			1-to-1			FBbt:20011411	adult lobula intrinsic neuron Li27
OL_intrinsic	Li28	Li22	Li2		6	8	9	8	1-to-1			FBbt:00003884	lobula intrinsic neuron Li2
OL_intrinsic	Li29	Li26	CB3835		4	4	4	4	1-to-1			FBbt:20007250	adult Li29 neuron
OL_intrinsic	Li30	Li24			6	6			1-to-1			FBbt:20011412	adult lobula intrinsic neuron Li30
OL_intrinsic	Li31	LLpt101_L56-Lp2			1	1			1-to-1			FBbt:20011413	adult lobula intrinsic neuron Li31
OL_intrinsic	Li32	Li31			1	1			1-to-1			FBbt:20011414	adult lobula intrinsic neuron Li32
OL_intrinsic	Li33	Li29	1343403608		1	1	1	1	1-to-1			FBbt:20011415	adult lobula intrinsic neuron Li33
OL_intrinsic	Li34a	Li11	CB3828		34	31	55	58	1-to-1		parent_term	FBbt:20007243	adult Li34 neuron
OL_intrinsic	Li34b	Li09	CB3828		30	26	55	58	1-to-1		parent_term	FBbt:20007243	adult Li34 neuron
OL_intrinsic	Li35	Li07			13	10			1-to-1			FBbt:20011416	adult lobula intrinsic neuron Li35
OL_intrinsic	Li36	Li23			1	1			1-to-1			FBbt:20011417	adult lobula intrinsic neuron Li36
OL_intrinsic	Li37				1				unmatched			FBbt:20011418	adult lobula intrinsic neuron Li37
OL_intrinsic	Li38	Li30	mALC1	mALC1	1	1	1	1	1-to-1			FBbt:20011419	adult lobula intrinsic neuron Li38
OL_intrinsic	Li39	Li32	mALC2	mALC2	1	1	1	1	1-to-1			FBbt:20011420	adult lobula intrinsic neuron Li39
OL_intrinsic	LPi12	LPi14	LPi12		2	2	2	2	1-to-1			FBbt:00052850	lobula plate intrinsic neuron LPi1-2
OL_intrinsic	LPi14	LPi01			16	16			1-to-1			FBbt:00053464	lobula plate intrinsic neuron LPi1-4
OL_intrinsic	LPi21	LPi15	LPi21		1	1	1	1	1-to-1			FBbt:00052851	lobula plate intrinsic neuron LPi2-1
OL_intrinsic	LPi2b	LPi12			1	1			1-to-1			FBbt:00052857	lobula plate intrinsic neuron LPi2b
OL_intrinsic	LPi2c	LPi10			27	21			1-to-1			FBbt:00053465	lobula plate intrinsic neuron LPi2c
OL_intrinsic	LPi2d	LPi02			26	48			1-to-1			FBbt:00053466	lobula plate intrinsic neuron LPi2d
OL_intrinsic	LPi2e	LPi05			46	42			1-to-1			FBbt:00053467	lobula plate intrinsic neuron LPi2e
OL_intrinsic	LPi34	LPi09	CB3857		58	56	58	53	1-to-1			FBbt:00111289	lobula plate intrinsic neuron LPi3-4
OL_intrinsic	LPi3412	LPi07	CB3845		57	51	41	51	1-to-1			FBbt:00052858	lobula plate intrinsic neuron LPi34-12
OL_intrinsic	LPi3a	LPi04			63	51			1-to-1			FBbt:00053468	lobula plate intrinsic neuron LPi3a
OL_intrinsic	LPi3b	LPi08			22	22			1-to-1			FBbt:00053469	lobula plate intrinsic neuron LPi3b
OL_intrinsic	LPi3c	LPi03			6	7			1-to-1			FBbt:00053470	lobula plate intrinsic neuron LPi3c
OL_intrinsic	LPi43	LPi11	CB3826		33	27	27	28	1-to-1			FBbt:00111288	lobula plate intrinsic neuron LPi4-3
OL_intrinsic	LPi4a	LPi06			17	17			1-to-1			FBbt:00053471	lobula plate intrinsic neuron LPi4a
OL_intrinsic	LPi4b	LPi13			1	1			1-to-1			FBbt:00053472	lobula plate intrinsic neuron LPi4b
OL_intrinsic	LT33		LT33	LT33	1		1	1	1-to-1			FBbt:00049516	lobula tangential neuron LT33
OL_intrinsic	Mi1	Mi1	Mi1		887	796	787	793	1-to-1			FBbt:00003776	medulla intrinsic neuron Mi1
OL_intrinsic	Mi10	Mi10	Mi10		222	207	195	206	1-to-1			FBbt:00003785	medulla intrinsic neuron Mi10
OL_intrinsic	Mi13	Mi13	Mi13		453	349	366	353	1-to-1			FBbt:00111283	medulla intrinsic neuron Mi13
OL_intrinsic	Mi14	Mi14	Mi14		155	126	124	124	1-to-1			FBbt:00111284	medulla intrinsic neuron Mi14
OL_intrinsic	Mi15	Mi15	Mi15		582	481	498	482	1-to-1			FBbt:00111285	medulla intrinsic neuron Mi15
OL_intrinsic	Mi16	Sm05			101	73			1-to-1			FBbt:20011490	adult medulla intrinsic neuron Mi16
OL_intrinsic	Mi17	Sm04			97	73			1-to-1			FBbt:20011491	adult medulla intrinsic neuron Mi17
OL_intrinsic	Mi18	Sm32	CB3854		36	28	29	25	1-to-1			FBbt:20007269	medulla intrinsic neuron Mi18
OL_intrinsic	Mi19	PDt1	CB3842		5	6	5	6	1-to-1			FBbt:20007257	medulla intrinsic neuron Mi19
OL_intrinsic	Mi2	Mi2	Mi2		492	427	410	419	1-to-1			FBbt:00003777	medulla intrinsic neuron Mi2
OL_intrinsic	Mi20				1				unmatched			FBbt:20011492	adult medulla intrinsic neuron Mi20
OL_intrinsic	Mi4	Mi4	Mi4		889	765	764	764	1-to-1			FBbt:00003779	medulla intrinsic neuron Mi4
OL_intrinsic	Mi9	Mi9	Mi9		889	769	801	768	1-to-1			FBbt:00003784	medulla intrinsic neuron Mi9
OL_intrinsic	Pm1	Pm01	Pm1		121	119	245	231	1-to-1		parent_term	FBbt:00003833	proximal medullary amacrine neuron Pm1
OL_intrinsic	Pm10	Pm04	CB3847		37	40	42	40	1-to-1			FBbt:20007262	proximal medullary amacrine neuron Pm10
OL_intrinsic	Pm11	Pm12	CB3827		2	2	2	2	1-to-1			FBbt:20007242	proximal medullary amacrine neuron Pm11
OL_intrinsic	Pm12	Pm14			2	2			1-to-1			FBbt:20011494	adult proximal medulla intrinsic neuron Pm12
OL_intrinsic	Pm13	Pm13			1	1			1-to-1			FBbt:20011495	adult proximal medulla intrinsic neuron Pm13
OL_intrinsic	Pm2a	Pm03	Pm2		109	94	154	153	1-to-1		parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2
OL_intrinsic	Pm2b	Pm08	Pm2		65	59	154	153	1-to-1		parent_term	FBbt:00003835	proximal medullary amacrine neuron Pm2
OL_intrinsic	Pm3	Pm09	CB3856		36	38	35	38	1-to-1			FBbt:00110066	proximal medullary amacrine neuron Pm3
OL_intrinsic	Pm4	Pm05	Pm4		85	74	73	75	1-to-1			FBbt:00111282	proximal medullary amacrine neuron Pm4
OL_intrinsic	Pm5	Pm02	Pm1		94	87	245	231	1-to-1		parent_term	FBbt:00003833	proximal medullary amacrine neuron Pm1
OL_intrinsic	Pm6	Pm06	Pm1		24	25	245	231	1-to-1		parent_term	FBbt:00003833	proximal medullary amacrine neuron Pm1
OL_intrinsic	Pm7	Pm11	CB3850		14	16	17	16	1-to-1			FBbt:20007265	proximal medullary amacrine neuron Pm7
OL_intrinsic	Pm8	Pm07	Pm1a		20	16	25	16	1-to-1			FBbt:00003834	proximal medullary amacrine neuron Pm1a
OL_intrinsic	Pm9	Pm10	Mt4		27	24	13	15	1-to-1			FBbt:00003840	medulla tangential neuron Mt4
OL_intrinsic	R1-R6	R1-6	R1-6		2265	3436	4423	4031	1-to-1		parent_term	FBbt:00006007	outer photoreceptor cell
OL_intrinsic	R7d	R7			42	651			3-to-1			FBbt:00004449	dorsal margin photoreceptor cell R7
OL_intrinsic	R7p	R7			95	651			3-to-1	Low R7 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R7 cells  are annotated as 'R7_unclear' (see Methods).		FBbt:02000006	photoreceptor cell R7 of pale ommatidium
OL_intrinsic	R7y	R7			244	651			3-to-1	Low R7 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R7 cells  are annotated as 'R7_unclear' (see Methods).		FBbt:02000005	photoreceptor cell R7 of yellow ommatidium
OL_intrinsic	R8d	R8			41	640			3-to-1			FBbt:00004209	dorsal margin photoreceptor cell R8
OL_intrinsic	R8p	R8			95	640			3-to-1	Low R8 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R7 cells and because  many  R78 cells  are annotated as 'R8_unclear' (see Methods).		FBbt:02000004	photoreceptor cell R8 of pale ommatidium
OL_intrinsic	R8y	R8			245	640			3-to-1	Low R8 counts in the optic-lobe dataset are due to missing (i.e. not reconstructed) R8 cells and because  many  R7 cells  are annotated as 'R8_unclear' (see Methods).		FBbt:02000003	photoreceptor cell R8 of yellow ommatidium
OL_intrinsic	Tm23	Li14			16	13			1-to-1			FBbt:00003811	transmedullary neuron Tm23
OL_intrinsic	Tm24	Li06			115	92			1-to-1			FBbt:00003812	transmedullary neuron Tm24
other	aMe_TBD1		CB0802		1		1	1	1-to-1			FBbt:20004511	adult CB0802 neuron
other	aMe24		aMe24	aMe24	1		1	1	1-to-1			FBbt:00053482	accessory medulla neuron aMe24
other	AN09A005		AN_multi_124		2		3	7	1-to-many			FBbt:20007917	adult AN09A005 neuron
other	AN27X013		AN_multi_124		2		3	7	1-to-many			FBbt:20008096	adult AN27X013 neuron
other	AOTU056		CB1558	AOTU055,AOTU056,AOTU057,AOTU058	5		3	2	1-to-1		parent_term	FBbt:20000054	adult anterior optic tubercle neuron 055
other	AOTU058		CB1329	AOTU055,AOTU056,AOTU057,AOTU058	2		5	5	1-to-1		parent_term	FBbt:20000054	adult anterior optic tubercle neuron 055
other	CL357		SMPp&v1B_H01	CL357	1		1	1	1-to-1			FBbt:20001062	adult clamp neuron 357
other	DNc01		DNc01	SIFa	1		1	1	1-to-1			FBbt:00047588	descending neuron of the pars intercerebralis DNc01
other	DNc02		DNc02	SIFa	1		1	1	1-to-1			FBbt:00047589	descending neuron of the pars intercerebralis DNc02
other	DNp11		DNp11	DNp11	1		1	1	1-to-1			FBbt:00047644	descending neuron of the posterior brain DNp11
other	DNp27		DNp27	DNp27	1		1	1	1-to-1			FBbt:00047660	descending neuron of the posterior brain DNp27
other	DNp30		DNp30	DSKMP1A	1		1	1	1-to-1			FBbt:00047663	descending neuron of the posterior brain DNp30
other	DNpe053		DNpe053	SMP454	1		1	1	1-to-1			FBbt:20003316	adult superior medial protocerebrum neuron 454
other	KCg-s1		KCg-s1	KCg-s1	1		1	1	1-to-1			FBbt:00049787	gamma-s1 Kenyon cell
other	LAL047		LAL047	LAL047	1		1	1	1-to-1			FBbt:20001343	adult lateral accessory lobe neuron 047
other	LAL048				2				unmatched			FBbt:20001344	adult lateral accessory lobe neuron 048
other	mALD1		mALD1	mALD1	1		1	1	1-to-1			FBbt:00051246	adult mediodorsal antennal lobe neuron D1
other	PLP_TBD1				1				unmatched		general_term	FBbt:00047736	visual system neuron
other	PLP021		PLP021	PLP021	2		2	1	1-to-1			FBbt:20001521	adult posterior lateral protocerebrum neuron 021
other	PLP032		PLP032	PLP032	1		1	1	1-to-1			FBbt:20001532	adult posterior lateral protocerebrum neuron 032
other	PLP036		PLP036	PLP036	1		1	1	1-to-1			FBbt:20001536	adult posterior lateral protocerebrum neuron 036
other	PLP069		PLP069	PLP069	2		2	2	1-to-1			FBbt:20001569	adult posterior lateral protocerebrum neuron 069
other	PLP080		PLP080	PLP080	1		1	1	1-to-1			FBbt:20001580	adult posterior lateral protocerebrum neuron 080
