group	OL_type	Matsliah_type	Schlegel_type	hemibrain_type	OL	Matsliah	Schlegel_L	Schlegel_R	matched as	Notes	specificity	FBbt_id	FBbt_name
other	PLP150		PLP150	PLP150	6		5	5	1-to-1			FBbt:20001650	adult posterior lateral protocerebrum neuron 150
other	PLP211		PLP211	PLP211	1		1	1	1-to-1			FBbt:20001711	adult posterior lateral protocerebrum neuron 211
other	PLP231		PLP231	PLP231	2		2	2	1-to-1			FBbt:20001731	adult posterior lateral protocerebrum neuron 231
other	PS272		PS184,PS272		2		2	2	1-to-1			FBbt:20002027	adult posterior slope neuron 272
other	PVLP046		cM19	PVLP046	5		6	7	1-to-1			FBbt:20002104	adult posterior ventrolateral protocerebrum neuron 046
other	SLP359		SLP359	SLP359	1		2	2	1-to-1			FBbt:20002753	adult superior lateral protocerebrum neuron 359
other	SMP200		SMP200	SMP200	1		1	1	1-to-1			FBbt:20003062	adult superior medial protocerebrum neuron 200
other	SMP528		SMP528	SMP528	1		1	1	1-to-1			FBbt:20003390	adult superior medial protocerebrum neuron 528
other	VLP_TBD1		CB3654		1		1	1	1-to-1			FBbt:20007088	adult CB3654 neuron
VCN	5-HTPMPV01		5-HTPMPV01	5-HTPMPV01	1		1	1	1-to-1		parent_term	FBbt:00110937	adult serotonergic IP neuron
VCN	5-HTPMPV03		5-HTPMPV03	5-HTPMPV03	1		1	1	1-to-1		parent_term	FBbt:00110937	adult serotonergic IP neuron
VCN	aMe17a		aMe17a1	aMe17a	1		1	1	1-to-1			FBbt:00053476	accessory medulla neuron aMe17a
VCN	aMe17b		aMe17b	aMe17b	2		2	2	1-to-1			FBbt:00053477	accessory medulla neuron aMe17b
VCN	aMe17c		aMe17c	aMe17c	2		2	2	1-to-1			FBbt:00053478	accessory medulla neuron aMe17c
VCN	aMe17e		aMe17a2	aMe17a	1		1	1	1-to-1			FBbt:00053479	accessory medulla neuron aMe17e
VCN	aMe2		cM04		4		3	3	1-to-1			FBbt:20007297	adult medulla visual centrifugal neuron 04
VCN	aMe22		aMe22	aMe22	1		1	1	1-to-1			FBbt:00053481	accessory medulla neuron aMe22
VCN	aMe30		cM09		2		2	3	1-to-1			FBbt:20007302	adult medulla visual centrifugal neuron 09
VCN	aMe4		aMe4	aMe4	9		9	5	1-to-1			FBbt:00053486	accessory medulla neuron aMe4
VCN	DCH		DCH	DCH	1		1	1	1-to-1			FBbt:00048126	dorsal centrifugal horizontal neuron
VCN	DN1a		DN1a	DN1a	2		2	2	1-to-1			FBbt:00007429	DN1a neuron
VCN	Lat1		Lat		4		3	7	3-to-1			FBbt:00053495	lamina tangential neuron Lat1
VCN	Lat2		Lat		2		3	7	3-to-1			FBbt:00053496	lamina tangential neuron Lat2
VCN	Lat5		Lat		1		3	7	3-to-1			FBbt:00053497	lamina tangential neuron Lat5
VCN	LoVC1		cL14	IB112	1		1	1	1-to-1			FBbt:20001289	adult lobula visual centrifugal neuron LoVC1
VCN	LoVC11		cL22b	VES015	1		1	1	1-to-1			FBbt:20003481	adult vest neuron 015
VCN	LoVC12		cL22c	VES026	1		1	1	1-to-1			FBbt:20003492	adult vest neuron 026
VCN	LoVC13		cL09		1		1	1	1-to-1			FBbt:20007284	adult lobula visual centrifugal neuron 09
VCN	LoVC14		mALC4	mALC4	1		1	1	1-to-1			FBbt:20011421	adult lobula visual centrifugal neuron LoVC14
VCN	LoVC15		cL18	PLP195	3		3	3	1-to-1			FBbt:20001695	adult lobula visual centrifugal neuron LoVC15
VCN	LoVC16		cL21	PVLP132	2		2	2	1-to-1			FBbt:20002190	adult lobula visual centrifugal neuron LoVC16
VCN	LoVC17		LT38	LT38	2		2	2	1-to-1			FBbt:20011422	adult lobula visual centrifugal neuron LoVC17
VCN	LoVC18		cL16	PLP030	2		1	2	1-to-1			FBbt:20001530	adult lobula visual centrifugal neuron LoVC18
VCN	LoVC19		cL04		2		2	2	1-to-1			FBbt:20007279	adult lobula visual centrifugal neuron LoVC19
VCN	LoVC2		cL11	IB006	1		1	1	1-to-1			FBbt:20001183	adult inferior bridge neuron 006
VCN	LoVC20		mALD2	mALD2	1		1	1	1-to-1			FBbt:20011423	adult lobula visual centrifugal neuron LoVC20
VCN	LoVC21		mALC3	mALC3	1		1	1	1-to-1			FBbt:20011424	adult lobula visual centrifugal neuron LoVC21
VCN	LoVC22		cLLP02	CL033	2		2	2	1-to-1			FBbt:20000738	adult lobula visual centrifugal neuron LoVC22
VCN	LoVC23		mALC6	mALC6	2		2	2	1-to-1			FBbt:20011425	adult lobula visual centrifugal neuron LoVC23
VCN	LoVC24		cL03		3		6	4	1-to-1			FBbt:20007278	adult lobula visual centrifugal neuron 03
VCN	LoVC25		cL01		9		8	9	1-to-1			FBbt:20007275	adult lobula visual centrifugal neuron 01
VCN	LoVC26		cL02a		3		3	3	1-to-1			FBbt:20007276	adult lobula visual centrifugal neuron 02a
VCN	LoVC27		cL02b		5		4	3	1-to-1			FBbt:20007277	adult lobula visual centrifugal neuron 02b
VCN	LoVC28		cL02c		2		3	3	2-to-1		parent_term	FBbt:20007667	adult lobula visual centrifugal neuron 02c
VCN	LoVC29		cL02c		2		3	3	2-to-1		parent_term	FBbt:20007667	adult lobula visual centrifugal neuron 02c
VCN	LoVC3		cL12	IB011	1		1	1	1-to-1			FBbt:20001188	adult inferior bridge neuron 011
VCN	LoVC4		cL22a	IB013	1		1	1	1-to-1			FBbt:20001190	adult inferior bridge neuron 013
VCN	LoVC5		cL13	IB043	1		1	1	1-to-1			FBbt:20001220	adult inferior bridge neuron 043
VCN	LoVC6		cL15	PLP014	1		1	1	1-to-1			FBbt:20001514	adult posterior lateral protocerebrum neuron 014
VCN	LoVC7		cL20	PS155	1		1	1	1-to-1			FBbt:20001910	adult lobula visual columnar neuron LoVC7
VCN	LoVC9		cL06		1		1	1	1-to-1			FBbt:20007281	adult lobula visual centrifugal neuron 06
VCN	LoVCLo1		cL17	PLP090	1		1	1	1-to-1			FBbt:20001590	adult posterior lateral protocerebrum neuron 090
VCN	LoVCLo2		cL19	PLP210	1		1	1	1-to-1			FBbt:20001710	adult posterior lateral protocerebrum neuron 210
VCN	LoVCLo3		OA-AL2b1	PLP244	1		1	1	1-to-1			FBbt:00110146	adult octopaminergic AL2b1 neuron
VCN	LPT110		cLP04	PS301	1		1	1	1-to-1			FBbt:20002056	adult posterior slope neuron 301
VCN	LPT111		cLP02	LT71	51		48	43	1-to-1			FBbt:20007289	adult lobula plate tangential neuron LPT111
VCN	LPT112		cLP01		20		24	27	2-to-1		parent_term	FBbt:20007288	adult lobula plate visual centrifugal neuron 01
VCN	LPT113		cLP01		12		24	27	2-to-1		parent_term	FBbt:20007288	adult lobula plate visual centrifugal neuron 01
VCN	LPT114		cLP03		11		19	20	3-to-1		parent_term	FBbt:20007290	adult lobula plate visual centrifugal neuron 03
VCN	LPT115		cLP03		3		19	20	3-to-1		parent_term	FBbt:20007290	adult lobula plate visual centrifugal neuron 03
VCN	LPT116		cLP03		5		19	20	3-to-1		parent_term	FBbt:20007290	adult lobula plate visual centrifugal neuron 03
VCN	LPT53		LPT53		1		1	1	1-to-1			FBbt:00053424	adult lobula plate tangential neuron LPT53
VCN	LPT57		LPT57		1		1	1	1-to-1			FBbt:00053425	adult lobula plate tangential neuron LPT57
VCN	LPT59		cLP05	PS277	1		1	1	1-to-1			FBbt:20002032	adult posterior slope neuron 277
VCN	LPT60		AVLP151	AVLP151	1		1	1	1-to-1			FBbt:20000260	adult anterior ventrolateral protocerebrum neuron 151
VCN	LT34		LT34	LT34	1		1	1	1-to-1			FBbt:20011442	adult lobula tangential neuron LT34
VCN	LT35		cL08		1		1	1	1-to-1			FBbt:20007283	adult lobula tangential neuron LT35
VCN	LT36		LT36	LT36	1		1	1	1-to-1			FBbt:20011443	adult lobula tangential neuron LT36
VCN	LT37		LT37	LT37	1		1	1	1-to-1			FBbt:20011444	adult lobula tangential neuron LT37
VCN	LT39		LT39	LT39	1		1	1	1-to-1			FBbt:20011445	adult lobula tangential neuron LT39
VCN	LT40		LT40	LT40	1		1	1	1-to-1			FBbt:20011446	adult lobula tangential neuron LT40
VCN	LT41		LT41	LT41	1		1	1	1-to-1			FBbt:20011447	adult lobula tangential neuron LT41
VCN	LT42		LT42	LT42	1		1	1	1-to-1			FBbt:20011448	adult lobula tangential neuron LT42
VCN	LT46		cL05		1		1	1	1-to-1			FBbt:20007280	adult lobula visual centrifugal neuron 05
VCN	LT56		LT56	LT56	1		1	1	1-to-1			FBbt:20011453	adult lobula tangential neuron LT56
VCN	LT70		LT70	LT70	6		4	4	1-to-1			FBbt:20011467	adult lobula tangential neuron LT70
VCN	MeVC1		cM05		1		1	1	1-to-1			FBbt:20007298	adult medulla visual centrifugal neuron 05
VCN	MeVC10		cM13	IB030	1		1	1	1-to-1			FBbt:20001207	adult inferior bridge neuron 030
VCN	MeVC11		cM15	PS125	1		1	1	1-to-1			FBbt:20001880	adult medulla visual centrifugal neuron MeVCMe11
VCN	MeVC12		cM06		1		1	1	1-to-1			FBbt:20007299	adult medulla visual centrifugal neuron MeVC12
VCN	MeVC2		cM14	PS123	1		1	1	1-to-1			FBbt:20001878	adult medulla visual centrifugal neuron MeVCMe2
VCN	MeVC20		cM08c		2		3	3	2-to-1		parent_term	FBbt:20007681	adult medulla visual centrifugal neuron 08c
VCN	MeVC21		cM08a		3		3	2	1-to-1			FBbt:20007301	adult medulla visual centrifugal neuron MeVC21
VCN	MeVC22		cM08b		2		2	2	1-to-1			FBbt:20007680	adult medulla visual centrifugal neuron MeVC22
VCN	MeVC23		cM07		1		1	1	1-to-1			FBbt:20007300	adult medulla visual centrifugal neuron 07
VCN	MeVC24		cM08c		1		3	3	2-to-1		parent_term	FBbt:20007681	adult medulla visual centrifugal neuron 08c
VCN	MeVC25		cML01		1		1	1	1-to-1			FBbt:20007305	adult medulla-lobula visual centrifugal neuron 01
VCN	MeVC26		cML02		1		1	1	1-to-1			FBbt:20007306	adult medulla visual centrifugal neuron MeVC26
VCN	MeVC27		cM03		3		3	3	1-to-1			FBbt:20007296	adult medulla visual centrifugal neuron MeVC27
VCN	MeVC3		cM18	PS134	1		1	1	1-to-1			FBbt:20001889	adult posterior slope neuron 134
VCN	MeVC4a		cM17	PS130	1		1	1	1-to-1			FBbt:20001885	adult posterior slope neuron 130
VCN	MeVC4b		cM16	PS129	1		1	1	1-to-1			FBbt:20001884	adult posterior slope neuron 129
VCN	MeVC5		cM02a		1		1	1	1-to-1			FBbt:20007669	adult medulla visual centrifugal neuron 02a
VCN	MeVC6		cM02b	PS132	1		1	1	1-to-1			FBbt:20001887	adult posterior slope neuron 132
VCN	MeVC7a		cM01b		1		1	1	1-to-1			FBbt:20007293	adult medulla visual centrifugal neuron 01b
VCN	MeVC7b		cM01c		1		1	1	1-to-1			FBbt:20007294	adult medulla visual centrifugal neuron 01c
VCN	MeVC8		cM01a		1		1	1	1-to-1			FBbt:20007292	adult medulla visual centrifugal neuron 01a
VCN	MeVC9		cM12	IB029	1		1	1	1-to-1			FBbt:20001206	adult inferior bridge neuron 029
VCN	MeVCMe1		OA-AL2b2	aMe14b	2		2	2	1-to-1			FBbt:00053405	adult octopaminergic AL2b2 neuron
VCN	OA-AL2i1		OA-AL2i1	hb5813069570	1		1	1	1-to-1			FBbt:00110141	octopaminergic AL2i1 neuron
VCN	OA-AL2i2		OA-AL2i2	hb1535212969	2		2	2	1-to-1			FBbt:00110142	octopaminergic AL2i2 neuron
VCN	OA-AL2i3		OA-AL2i3		2		2	2	1-to-1			FBbt:00110143	octopaminergic AL2i3 neuron
VCN	OA-AL2i4		OA-AL2i4		1		1	1	1-to-1			FBbt:00110144	octopaminergic AL2i4 neuron
VCN	OA-ASM1		OA-ASM1	OA-ASM1	2		2	2	1-to-1			FBbt:00110168	octopaminergic ASM1 neuron
VCN	OLVC1		cLLPM02	PLP033	1		1	1	1-to-1			FBbt:20001533	adult posterior lateral protocerebrum neuron 033
VCN	OLVC2		mALC5	mALC5	1		1	1	1-to-1			FBbt:20011493	adult visual centrifugal neuron OLVC2
VCN	OLVC3		cMLLP02	PS136	1		2	1	1-to-1			FBbt:20001891	adult posterior slope neuron 136
VCN	OLVC4		cLM01	CL358	1		1	1	1-to-1			FBbt:20001063	optic lobe visual centrifugal neuron OLVC4
VCN	OLVC5		cMLLP01	PS064	1		1	1	1-to-1			FBbt:20001819	adult posterior slope neuron 064
VCN	OLVC6		cLPL01		1		1	1	1-to-1			FBbt:20007291	adult lobula plate-lobula visual centrifugal neuron 01
VCN	OLVC7		cLLPM01		3		3	3	1-to-1			FBbt:20007287	adult lobula-lobula plate-medulla visual centrifugal neuron 01
VCN	V1		LPT58	PS135	1		1	1	1-to-1			FBbt:00052270	lobula plate tangential neuron V1
VCN	VCH		VCH	VCH	1		1	1	1-to-1			FBbt:00048127	ventral centrifugal horizontal neuron
VPN	5thsLNv_LNd6		s-LNv_a + LNd_a		2		2	2	1-to-2	The optic lobe  type name is a placeholder that combines the names for two related clock neurons (5thsLNv,  LNd6) that are difficult to distinguish in this dataset  due to the unusual morphology of one of the cells (see Extended Data Fig. 12f).	parent_term	FBbt:00004044	LN period neuron
VPN	aMe1		aMe1	aMe1	2		2	2	1-to-1			FBbt:00053473	accessory medulla neuron aMe1
VPN	aMe10		aMe10	aMe10	2		2	1	1-to-1			FBbt:00053474	accessory medulla neuron aMe10
VPN	aMe12		aMe12	aMe12	2		3	4	1-to-1			FBbt:00049823	accessory medulla neuron aMe12
VPN	aMe13		aMe13	aMe13	1		1	1	1-to-1			FBbt:00052758	large central-projecting DN3 neuron
VPN	aMe15		aMe15	aMe15	1		1	1	1-to-1			FBbt:00053475	accessory medulla neuron aMe15
VPN	aMe20		aMe20	aMe20	1		1	1	1-to-1			FBbt:00053480	accessory medulla neuron aMe20
VPN	aMe23		DN1-l	aMe23	1		1	1	1-to-1			FBbt:00049789	DN1-like neuron
VPN	aMe25		aMe25	aMe25	1		1	1	1-to-1			FBbt:00053483	accessory medulla neuron aMe25
VPN	aMe26		aMe26	aMe26	3		3	3	1-to-1			FBbt:00053484	accessory medulla neuron aMe26
VPN	aMe3		aMe3	aMe3	1		1	1	1-to-1			FBbt:00053485	accessory medulla neuron aMe3
VPN	aMe5		aMe5	aMe5	17		27	28	1-to-1			FBbt:00053487	accessory medulla neuron aMe5
VPN	aMe6a		aMe6a	aMe6a	1		1	1	1-to-1			FBbt:00053488	accessory medulla neuron aMe6a
VPN	aMe8		aMe8	aMe8	2		2	2	1-to-1			FBbt:00053491	accessory medulla neuron aMe8
VPN	aMe9		aMe9	aMe9	2		2	2	1-to-1			FBbt:00053492	accessory medulla neuron aMe9
VPN	AOTU045		LTe44	AOTU045	1		1	1	1-to-1			FBbt:20000044	adult anterior optic tubercle neuron 045
VPN	CL125		LMTe01	CL125	2		2	2	1-to-1			FBbt:20000830	adult clamp neuron 125
VPN	dCal1		LPT45_dCal1		1		1	1	1-to-1			FBbt:00053419	lobula plate tangential neuron dCal1
VPN	H1		H1	H1	1		1	1	1-to-1			FBbt:00047991	lobula plate tangential neuron H1
VPN	H2		H2	H2	1		1	1	1-to-1			FBbt:00052267	lobula plate tangential neuron H2
VPN	HSE		HSE	HSE	1		1	1	1-to-1			FBbt:00003919	equatorial giant horizontal cell HSE
VPN	HSN		HSN	HSN	1		1	1	1-to-1			FBbt:00003918	dorsal giant horizontal cell HSN
VPN	HSS		HSS	HSS	1		1	1	1-to-1			FBbt:00003920	ventral giant horizontal cell HSS
VPN	HST		LPT04_HST		1		1	1	1-to-1			FBbt:00053407	horizontal twin cell HST
VPN	l-LNv		l-LNv	l-LNv	4		4	4	1-to-1			FBbt:00003763	l-LNv neuron
VPN	LC10a		LC10a	LC10	140		115	119	1-to-1			FBbt:00111747	lobula columnar neuron LC10a
VPN	LC10b		LC10b	LC10	48		40	44	1-to-1			FBbt:00111745	lobula columnar neuron LC10b
VPN	LC10c-1		LC10c	LC10	66		101	102	2-to-1		parent_term	FBbt:00111746	lobula columnar neuron LC10c
VPN	LC10c-2		LC10c	LC10	66		101	102	2-to-1		parent_term	FBbt:00111746	lobula columnar neuron LC10c
VPN	LC10d		LC10d	LC10	106		93	95	1-to-1			FBbt:00111748	lobula columnar neuron LC10d
VPN	LC10e		LC10e	LC10	48		52	51	1-to-1		parent_term	FBbt:00100482	lobula columnar neuron LC10
VPN	LC11		LC11	LC11	75		66	61	1-to-1			FBbt:00100483	lobula columnar neuron LC11
VPN	LC12		LC12	LC12	242		198	182	1-to-1			FBbt:00100484	lobula columnar neuron LC12
VPN	LC13		LC13	LC13	94		75	70	1-to-1			FBbt:00100485	lobula columnar neuron LC13
VPN	LC14a-1		LC14a1	LC14	15		15	15	1-to-1		parent_term	FBbt:00052342	adult contralateral lobula LC14 neuron
VPN	LC14a-2		LC14a2	LC14	8		11	12	1-to-1		parent_term	FBbt:00052342	adult contralateral lobula LC14 neuron
VPN	LC14b		LC14b	LC14	22		20	18	1-to-1			FBbt:00111749	adult contralateral medulla LC14 neuron
VPN	LC15		LC15	LC15	65		52	54	1-to-1			FBbt:00111750	lobula columnar neuron LC15
VPN	LC16		LC16	LC16	94		77	74	1-to-1			FBbt:00111751	lobula columnar neuron LC16
VPN	LC17		LC17	LC17	175		134	142	1-to-1			FBbt:00111752	lobula columnar neuron LC17
VPN	LC18		LC18	LC18	104		96	92	1-to-1			FBbt:00111753	lobula columnar neuron LC18
VPN	LC19		LC19		8		8	7	1-to-1			FBbt:00111754	lobula columnar neuron LC19
VPN	LC20a		LC20a	LC20	30		21	26	1-to-1		parent_term	FBbt:00111755	lobula columnar neuron LC20
VPN	LC20b		LC20b	LC20	40		24	22	1-to-1		parent_term	FBbt:00111755	lobula columnar neuron LC20
VPN	LC21		LC21	LC21	78		68	62	1-to-1			FBbt:00111756	lobula columnar neuron LC21
VPN	LC22		LC22	LC22	35		43	46	1-to-1			FBbt:00111757	lobula columnar neuron LC22
VPN	LC23		LCe07		6		6	6	1-to-1			FBbt:00111758	lobula columnar neuron LC23
VPN	LC24		LC24	LC24	54		40	35	1-to-1			FBbt:00111759	lobula columnar neuron LC24
VPN	LC25		LC25	LC25	27		32	28	1-to-1			FBbt:00111760	lobula columnar neuron LC25
VPN	LC26		LC26	LC26	37		26	31	1-to-1			FBbt:00111761	lobula columnar neuron LC26
VPN	LC27		LC27	LC27	23		18	19	1-to-1			FBbt:00051248	lobula columnar neuron LC27
VPN	LC28		LC28a	LC28a,LC28b	31		19	26	1-to-1			FBbt:20011387	adult lobula columnar neuron LC28
VPN	LC29		LC29	LC29	19		22	23	1-to-1			FBbt:20011388	adult lobula columnar neuron LC29
VPN	LC30		LCe02	LC25,LC26,LC26,LC25,LC24	30		25	28	1-to-1		parent_term	FBbt:20007554	lobula columnar neuron LC30
VPN	LC31a		LC31a	LC31	16		18	17	1-to-1			FBbt:20011389	adult lobula columnar neuron LC31a
VPN	LC31b		LC31b + LC31c		6		6	6	1-to-2			FBbt:20011390	adult lobula columnar neuron LC31b
VPN	LC33		LC33	LC33a,LC33b	16		13	14	1-to-1			FBbt:00051247	lobula columnar neuron LC33
VPN	LC34		LC34	LC34	6		7	7	1-to-1			FBbt:20011391	adult lobula columnar neuron LC34
VPN	LC35a		LC35	LC35	5		4	4	2-to-1			FBbt:20011392	adult lobula columnar neuron LC35a
VPN	LC35b		LC35	LC35	1		4	4	2-to-1			FBbt:20011393	adult lobula columnar neuron LC35b
VPN	LC36		LC36	LC36	16		18	17	1-to-1			FBbt:20011394	adult lobula columnar neuron LC36
VPN	LC37		LC37	LC37a,LC37b	8		9	9	1-to-1			FBbt:20011395	adult lobula columnar neuron LC37
VPN	LC39a		LC39	LC39	3		4	4	2-to-1			FBbt:20011396	adult lobula columnar neuron LC39a
VPN	LC39b		LC39	LC39	1		4	4	2-to-1			FBbt:20011397	adult lobula columnar neuron LC39b
VPN	LC4		LC4	LC4	55		54	50	1-to-1			FBbt:00003874	lobula columnar neuron LC4
VPN	LC40		LC40	LC40a,LC40b	15		19	18	1-to-1			FBbt:20011398	adult lobula columnar neuron LC40
VPN	LC41		LC41	LC41	6		6	6	1-to-1			FBbt:20011399	adult lobula columnar neuron LC41
VPN	LC43		LC43	LC43	6		6	6	1-to-1			FBbt:20011400	adult lobula columnar neuron LC43
VPN	LC44		LC44	LC44	3		2	2	1-to-1			FBbt:20011401	adult lobula columnar neuron LC44
VPN	LC46b		LC46	LC46a,LC46b	5		7	7	1-to-1			FBbt:20011402	adult lobula columnar neuron LC46b
VPN	LC6		LC6	LC6	65		65	60	1-to-1			FBbt:00003876	lobula columnar neuron LC6
VPN	LC9		LC9	LC9	115		87	92	1-to-1			FBbt:00100480	lobula columnar neuron LC9
VPN	LLPC1		LLPC1	LLPC1	142		106	113	1-to-1			FBbt:00058227	lobula-lobula plate columnar neuron LLPC1
VPN	LLPC2		LLPC2	LLPC2a,LLPC2b,LLPC2c,LLPC2d	125		120	115	1-to-1			FBbt:00052853	lobula-lobula plate columnar neuron LLPC2
VPN	LLPC3		LLPC3	LLPC3	112		102	102	1-to-1			FBbt:00052854	lobula-lobula plate columnar neuron LLPC3
VPN	LLPC4		LLPC4		3		3	3	1-to-1			FBbt:00053500	lobula-lobula plate columnar neuron LLPC4
VPN	LoVP1		LCe01b	LC25,LC25,LC26,LC24	27		22	23	1-to-1		parent_term	FBbt:20007553	adult lobula columnar neuron e01
VPN	LoVP10		LC45	LC45a,LC45b	9		12	12	2-to-1			FBbt:20011426	adult lobula visual projection neuron LoVP10
VPN	LoVP100		LTe51	PLP091	1		1	1	1-to-1			FBbt:20001591	adult posterior lateral protocerebrum neuron 091
VPN	LoVP101		LTe21		1		1	1	1-to-1			FBbt:20007582	adult lobula tangential neuron e21
VPN	LoVP102		LTe26	hb1222778569	1		1	1	1-to-1			FBbt:20007587	adult lobula visual projection neuron LoVP102
VPN	LoVP103		LTe14		1		1	1	1-to-1			FBbt:20007575	adult lobula tangential neuron e14
VPN	LoVP105		PLP068		1		1	1	1-to-1			FBbt:20001568	adult posterior lateral protocerebrum neuron 068
VPN	LoVP106		LTe08	hb884464419	1		1	1	1-to-1			FBbt:20007569	adult lobula tangential neuron e08
VPN	LoVP107		LTe16	hb1069607310	1		1	1	1-to-1			FBbt:20007577	adult lobula tangential neuron e16
VPN	LoVP108		cL07		2		1	1	1-to-1			FBbt:20007282	adult lobula visual centrifugal neuron 07
VPN	LoVP11		LC45	LC45a,LC45b	4		12	12	2-to-1			FBbt:20011427	adult lobula visual projection neuron LoVP11
VPN	LoVP12		LCe04	LC9	19		19	18	1-to-1			FBbt:20007556	adult lobula columnar neuron e04
VPN	LoVP13		LCe03		24		12	25	1-to-1			FBbt:20007555	adult lobula columnar neuron e03
VPN	LoVP14		LT57	LT57	9		11	11	2-to-1			FBbt:20011428	adult lobula visual projection neuron LoVP14
VPN	LoVP16		LTe58	PLP153	5		6	6	1-to-1			FBbt:20001653	adult posterior lateral protocerebrum neuron 153
VPN	LoVP17		LTe38a	PLP152	4		4	4	1-to-1		parent_term	FBbt:20001652	adult posterior lateral protocerebrum neuron 152
VPN	LoVP18		LTe64	PS105,PLP105	6		8	8	1-to-1			FBbt:20001860	adult posterior slope neuron 105
VPN	LoVP19		LTe49a,b,d,e,f	IB085	1				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP2		LCe01a	LC25,LC26,LC24	23		10	12	1-to-1		parent_term	FBbt:20007553	adult lobula columnar neuron e01
VPN	LoVP20		LTe49a,b,d,e,f	IB085	1				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP21		LTe49a,b,d,e,f	IB085	2				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP22		LTe49a,b,d,e,f	IB085	2				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP23		LTe49a,b,d,e,f	IB085	3				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP24		LTe61+LTe49c		4				1-to-2			FBbt:20011429	adult lobula visual projection neuron LoVP24
VPN	LoVP25		LTe66	PS273	3		4	3	1-to-1		parent_term	FBbt:20002028	adult posterior slope neuron 273
VPN	LoVP26		LTe65	PS179,PS273	6		3	4	1-to-1			FBbt:20001934	adult lobula visual projection neuron LoVP26
VPN	LoVP27		LTe49a,b,d,e,f	IB085	5				6-to-6		parent_term	FBbt:20001262	adult inferior bridge neuron 085
VPN	LoVP28		LTe48	IB019	1		1	1	1-to-1			FBbt:20001196	adult inferior bridge neuron 019
VPN	LoVP29		LTe27	hb1561351296	1		1	1	1-to-1			FBbt:20007588	adult lobula tangential neuron e27
VPN	LoVP3		LCe08	hb945156049,hb1006199303,hb852055612,hb914139161,hb1190707430	6		1	4	1-to-1			FBbt:20007560	adult lobula columnar neuron e08
VPN	LoVP30		LTe07	hb1313879738	1		1	1	1-to-1			FBbt:20007568	adult lobula tangential neuron e07
VPN	LoVP31				1				unmatched			FBbt:20011430	adult lobula visual projection neuron LoVP31
VPN	LoVP32		LTe01	hb1261220600,hb1261220527	3		3	2	1-to-1			FBbt:20007562	adult lobula tangential neuron e01
VPN	LoVP33		LTe63	PS104	3		3	3	1-to-1			FBbt:20001859	adult lobula visual projection neuron LoVP33
VPN	LoVP34		LTe28	hb883418989	1		1	1	1-to-1			FBbt:20007589	adult lobula tangential neuron e28
VPN	LoVP35		LTe05	hb944836835	1		1	1	1-to-1			FBbt:20007566	adult lobula tangential neuron e05
VPN	LoVP36		LTe53	PLP118	1		1	1	1-to-1			FBbt:20001618	adult posterior lateral protocerebrum neuron 118
VPN	LoVP37		PLP215	PLP215	1		1	1	1-to-1			FBbt:20001715	adult posterior lateral protocerebrum neuron 215
VPN	LoVP38		LTe50	PLP070	2		2	2	1-to-1			FBbt:20001570	adult posterior lateral protocerebrum neuron 070
VPN	LoVP39		LTe54	PLP125	2		2	2	1-to-1			FBbt:20001625	adult posterior lateral protocerebrum neuron 125
VPN	LoVP4		LC28b	LC28a,LC28b	5		28	30	3-to-1			FBbt:20011431	adult lobula visual projection neuron LoVP4
VPN	LoVP40		LTe46	CL284	1		1	1	1-to-1			FBbt:20000989	adult clamp neuron 284
VPN	LoVP41		LTe04	hb1596811105	1		1	1	1-to-1			FBbt:20007565	adult lobula tangential neuron e04
VPN	LoVP42		LTe25	hb697882667	1		1	1	1-to-1			FBbt:20007586	adult lobula tangential neuron e25
VPN	LoVP43		LTe55	PLP126	1		1	1	1-to-1			FBbt:20001626	adult posterior lateral protocerebrum neuron 126
VPN	LoVP44		LTe57	PLP147	1		1	1	1-to-1			FBbt:20001647	adult posterior lateral protocerebrum neuron 147
VPN	LoVP45		LTe60	PLP212	1		1	1	1-to-1			FBbt:20001712	adult posterior lateral protocerebrum neuron 212
VPN	LoVP46		LTe22	hb1159944202	1		1	1	1-to-1			FBbt:20007583	adult lobula visual projection neuron LoVP46
VPN	LoVP47		LTe17	hb1252116913	1		1	1	1-to-1			FBbt:20007578	adult lobula tangential neuron e17
VPN	LoVP48		LTe31	hb5813133355	1		1	1	1-to-1			FBbt:20007592	adult lobula tangential neuron e31
VPN	LoVP49		LTe15		1		1	1	1-to-1			FBbt:20007576	adult lobula tangential neuron e15
VPN	LoVP5		LC28b	LC28a,LC28b	12		28	30	3-to-1			FBbt:20011432	adult lobula visual projection neuron LoVP5
VPN	LoVP50		LT53,PLP098		4		4	4	1-to-1			FBbt:20001598	adult posterior lateral protocerebrum neuron 098
VPN	LoVP51		LTe41		1		1	2	1-to-1		parent_term	FBbt:20002751	adult superior lateral protocerebrum neuron 357
VPN	LoVP52		LT57	LT57	1		11	11	2-to-1			FBbt:20011433	adult lobula visual projection neuron LoVP52
