accession	type	class	superclass	subclass	fruDsx	synonyms	hemibrainType	flywireType	mancType	somaNeuromere	specificity	FBbt_id	FBbt_name	references
112959	T1		ol_intrinsic					T1				FBbt:00003727	columnar neuron T1	FlyBase:FBrf0262545
544989	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
49218	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
69799	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
530590	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
58963	LPi43		ol_intrinsic					LPi11				FBbt:00111288	lobula plate intrinsic neuron LPi4-3	FlyBase:FBrf0262545
114653	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
69209	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
38990	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
534258	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
100215	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
201724	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
541525	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
120859	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
114450	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
102610	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
70372	Tm5c		ol_intrinsic					Tm5c				FBbt:00110074	transmedullary neuron Tm5c	FlyBase:FBrf0262545
145128	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
52128	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
71774	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
136289	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
526093	Cm21		ol_intrinsic					Sm30				FBbt:20007232	adult central medulla intrinsic neuron Cm21	FlyBase:FBrf0262545
83599	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
57039	TmY20		ol_intrinsic					TmY20				FBbt:00052860	transmedullary Y neuron TmY20	FlyBase:FBrf0262545
89849	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
59692	Y13		ol_intrinsic					Y1				FBbt:00003912	Y neuron Y1	FlyBase:FBrf0262545
169770	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
58749	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
87510	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
95122	Cm3		ol_intrinsic					Sm07				FBbt:20011379	adult central medulla intrinsic neuron Cm3	FlyBase:FBrf0262545
41326	Dm4		ol_intrinsic					Dm4				FBbt:00003771	distal medullary amacrine neuron Dm4	FlyBase:FBrf0262545
143131	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
25223	Dm8a		ol_intrinsic					yDm8				FBbt:00053638	distal medullary amacrine neuron Dm8a	FlyBase:FBrf0262545
195488	T5d		ol_intrinsic					T5d				FBbt:00003740	T5d neuron	FlyBase:FBrf0262545
51744	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
43611	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
65650	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
70673	MeLo6		ol_intrinsic					MLt7				FBbt:00053506	adult medulla-lobula neuron MeLo6	FlyBase:FBrf0262545
131713	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
40482	MeLo6		ol_intrinsic					MLt7				FBbt:00053506	adult medulla-lobula neuron MeLo6	FlyBase:FBrf0262545
150424	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
78196	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
199335	Cm4		ol_intrinsic					Sm03				FBbt:20011382	adult central medulla intrinsic neuron Cm4	FlyBase:FBrf0262545
99395	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
513718	Tm37		ol_intrinsic					Tm5e				FBbt:20007274	transmedullary neuron Tm37	FlyBase:FBrf0262545
47127	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
26810	L2		ol_intrinsic					L2				FBbt:00003720	lamina monopolar neuron L2	FlyBase:FBrf0262545
44468	Y12		ol_intrinsic					Y12				FBbt:00052862	Y neuron Y12	FlyBase:FBrf0262545
159046	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
32734	Tm16		ol_intrinsic					Tm16				FBbt:00003804	transmedullary neuron Tm16	FlyBase:FBrf0262545
71784	Tm32		ol_intrinsic					Tm33				FBbt:00053514	transmedullary neuron Tm32	FlyBase:FBrf0262545
83283	Tm4		ol_intrinsic					Tm4				FBbt:00003792	transmedullary neuron Tm4	FlyBase:FBrf0262545
511894	Li15		ol_intrinsic					Li15				FBbt:20007244	adult lobula intrinsic neuron Li15	FlyBase:FBrf0262545
46609	TmY17		ol_intrinsic					TmY31				FBbt:20011496	adult transmedullary Y neuron TmY17	FlyBase:FBrf0262545
541507	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
111276	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
133713	Cm14		ol_intrinsic					Sm23				FBbt:00052146	medulla tangential intrinsic neuron of dorsal rim area 2	FlyBase:FBrf0262545
77271	Dm15		ol_intrinsic					Dm15				FBbt:00111276	distal medullary amacrine neuron Dm15	FlyBase:FBrf0262545
112244	Mi13		ol_intrinsic					Mi13				FBbt:00111283	medulla intrinsic neuron Mi13	FlyBase:FBrf0262545
125009	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
48932	TmY13		ol_intrinsic					TmY11				FBbt:00111287	transmedullary Y neuron TmY13	FlyBase:FBrf0262545
550118	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
537894	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
517476	Tm33		ol_intrinsic					Tm37				FBbt:00053515	transmedullary neuron Tm33	FlyBase:FBrf0262545
534843	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
116546	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
557725	Mi10		ol_intrinsic					Mi10				FBbt:00003785	medulla intrinsic neuron Mi10	FlyBase:FBrf0262545
517891	Tm24		ol_intrinsic					Li06				FBbt:00003812	transmedullary neuron Tm24	FlyBase:FBrf0262545
116233	TmY4		ol_intrinsic					TmY4				FBbt:00003821	transmedullary Y neuron TmY4	FlyBase:FBrf0262545
516985	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
91098	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
548923	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
16345	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
117028	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
128620	Mi17		ol_intrinsic					Sm04				FBbt:20011491	adult medulla intrinsic neuron Mi17	FlyBase:FBrf0262545
139392	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
132705	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
135848	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
95793	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
103009	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
163992	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
512805	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
159718	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
83176	TmY20		ol_intrinsic					TmY20				FBbt:00052860	transmedullary Y neuron TmY20	FlyBase:FBrf0262545
82497	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
55333	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
38353	T1		ol_intrinsic					T1				FBbt:00003727	columnar neuron T1	FlyBase:FBrf0262545
135007	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
901547	Dm8b		ol_intrinsic					pDm8				FBbt:00053639	distal medullary amacrine neuron Dm8b	FlyBase:FBrf0262545
144502	Tm5a		ol_intrinsic					Tm5a				FBbt:00110072	transmedullary neuron Tm5a	FlyBase:FBrf0262545
113598	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
143392	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
103709	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
74076	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
64245	MeLo3a		ol_intrinsic					MLt2				FBbt:00053502	adult medulla-lobula neuron MeLo3a	FlyBase:FBrf0262545
16574	Pm7		ol_intrinsic					Pm11				FBbt:20007265	proximal medullary amacrine neuron Pm7	FlyBase:FBrf0262545
76543	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
41733	TmY21		ol_intrinsic					Tm36				FBbt:20011499	adult transmedullary Y neuron TmY21	FlyBase:FBrf0262545
73470	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
77970	Tm5b		ol_intrinsic					Tm5b				FBbt:00110073	transmedullary neuron Tm5b	FlyBase:FBrf0262545
113433	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
114950	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
63809	Tlp13		ol_intrinsic					Tlp4				FBbt:00003894	translobula plate neuron Tlp4	FlyBase:FBrf0262545
122396	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
119603	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
67032	Dm10		ol_intrinsic					Dm10				FBbt:00110135	distal medullary amacrine neuron Dm10	FlyBase:FBrf0262545
37343	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
128269	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
24053	Li21		ol_intrinsic					Li05				FBbt:20007263	adult lobula intrinsic neuron Li21	FlyBase:FBrf0262545
107141	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
94625	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
134185	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
100321	Mi16		ol_intrinsic					Sm05				FBbt:20011490	adult medulla intrinsic neuron Mi16	FlyBase:FBrf0262545
514838	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
70104	Mi10		ol_intrinsic					Mi10				FBbt:00003785	medulla intrinsic neuron Mi10	FlyBase:FBrf0262545
124616	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
77968	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
92423	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
71683	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
128136	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
88862	Tm5b		ol_intrinsic					Tm5b				FBbt:00110073	transmedullary neuron Tm5b	FlyBase:FBrf0262545
30254	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
129530	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
74377	Tm29		ol_intrinsic					Tm5d				FBbt:00049916	transmedullary neuron Tm29	FlyBase:FBrf0262545
72982	T2		ol_intrinsic					T2				FBbt:00003728	T2 neuron	FlyBase:FBrf0262545
516840	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
536316	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
72499	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
513675	Cm8		ol_intrinsic					Sm12				FBbt:00052143	medulla tangential intrinsic neuron 1	FlyBase:FBrf0262545
127267	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
59606	MeLo3a		ol_intrinsic					MLt2				FBbt:00053502	adult medulla-lobula neuron MeLo3a	FlyBase:FBrf0262545
166319	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
92431	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
102525	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
24934	L2		ol_intrinsic					L2				FBbt:00003720	lamina monopolar neuron L2	FlyBase:FBrf0262545
155401	Cm2		ol_intrinsic					Sm01				FBbt:20011369	adult central medulla intrinsic neuron Cm2	FlyBase:FBrf0262545
35819	Tlp11		ol_intrinsic					Tlp5				FBbt:00003895	translobula plate neuron Tlp5	FlyBase:FBrf0262545
22019	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
61068	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
89677	Dm10		ol_intrinsic					Dm10				FBbt:00110135	distal medullary amacrine neuron Dm10	FlyBase:FBrf0262545
126047	L3		ol_intrinsic					L3				FBbt:00003721	lamina monopolar neuron L3	FlyBase:FBrf0262545
64281	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
531509	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
73060	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
152876	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
98474	Tm12		ol_intrinsic					Tm25				FBbt:00003800	transmedullary neuron Tm12	FlyBase:FBrf0262545
542074	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
519409	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
61525	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
132113	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
109330	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
116221	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
533176	Pm4		ol_intrinsic					Pm05				FBbt:00111282	proximal medullary amacrine neuron Pm4	FlyBase:FBrf0262545
19288	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
60976	Tm5Y		ol_intrinsic					Tm5f				FBbt:00003831	transmedullary neuron Tm5Y	FlyBase:FBrf0262545
32938	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
151225	T1		ol_intrinsic					T1				FBbt:00003727	columnar neuron T1	FlyBase:FBrf0262545
114106	T5a		ol_intrinsic					T5a				FBbt:00003737	T5a neuron	FlyBase:FBrf0262545
93822	Dm15		ol_intrinsic					Dm15				FBbt:00111276	distal medullary amacrine neuron Dm15	FlyBase:FBrf0262545
518224	Tlp14		ol_intrinsic					Tlp14				FBbt:00052866	translobula plate neuron Tlp14	FlyBase:FBrf0262545
182944	Mi15		ol_intrinsic					Mi15				FBbt:00111285	medulla intrinsic neuron Mi15	FlyBase:FBrf0262545
117400	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
109777	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
70471	T5c		ol_intrinsic					T5c				FBbt:00003739	T5c neuron	FlyBase:FBrf0262545
39378	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
530917	L1		ol_intrinsic					L1				FBbt:00003719	lamina monopolar neuron L1	FlyBase:FBrf0262545
205888	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
72185	TmY20		ol_intrinsic					TmY20				FBbt:00052860	transmedullary Y neuron TmY20	FlyBase:FBrf0262545
562851	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
69936	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
28104	LPi3412		ol_intrinsic					LPi07				FBbt:00052858	lobula plate intrinsic neuron LPi34-12	FlyBase:FBrf0262545
196092	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
119963	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
30598	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
93508	T5d		ol_intrinsic					T5d				FBbt:00003740	T5d neuron	FlyBase:FBrf0262545
105477	Tm12		ol_intrinsic					Tm25				FBbt:00003800	transmedullary neuron Tm12	FlyBase:FBrf0262545
134936	Tm29		ol_intrinsic					Tm5d				FBbt:00049916	transmedullary neuron Tm29	FlyBase:FBrf0262545
52448	TmY3		ol_intrinsic					TmY3				FBbt:00003820	transmedullary Y neuron TmY3	FlyBase:FBrf0262545
92553	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
187309	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
62187	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
47064	C2		ol_intrinsic					C2				FBbt:00003743	centrifugal neuron C2	FlyBase:FBrf0262545
67877	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
78419	Dm8b		ol_intrinsic					pDm8				FBbt:00053639	distal medullary amacrine neuron Dm8b	FlyBase:FBrf0262545
549365	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
143823	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
52816	TmY5a		ol_intrinsic					TmY5a				FBbt:00003823	transmedullary Y neuron TmY5a	FlyBase:FBrf0262545
67546	C3		ol_intrinsic					C3				FBbt:00003744	centrifugal neuron C3	FlyBase:FBrf0262545
72840	Y13		ol_intrinsic					Y1				FBbt:00003912	Y neuron Y1	FlyBase:FBrf0262545
135939	Dm2		ol_intrinsic					Dm2				FBbt:00003769	distal medullary amacrine neuron Dm2	FlyBase:FBrf0262545
34650	Lawf1		ol_intrinsic					Lawf1				FBbt:00003741	lamina wide-field 1 neuron	FlyBase:FBrf0262545
112257	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
98566	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
543320	T4b		ol_intrinsic					T4b				FBbt:00003733	T4b neuron	FlyBase:FBrf0262545
143886	TmY18		ol_intrinsic					Tm27				FBbt:00049515	transmedullary Y neuron TmY18	FlyBase:FBrf0262545
89917	Tm3		ol_intrinsic					Tm3				FBbt:00003791	transmedullary neuron Tm3	FlyBase:FBrf0262545
110779	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
165161	Dm3a		ol_intrinsic					Dm3p				FBbt:00052303	distal medullary amacrine neuron Dm3a	FlyBase:FBrf0262545
174356	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
29133	L2		ol_intrinsic					L2				FBbt:00003720	lamina monopolar neuron L2	FlyBase:FBrf0262545
45277	Y3		ol_intrinsic					Y3				FBbt:00003914	Y neuron Y3	FlyBase:FBrf0262545
117656	T4a		ol_intrinsic					T4a				FBbt:00003732	T4a neuron	FlyBase:FBrf0262545
541639	Mi9		ol_intrinsic					Mi9				FBbt:00003784	medulla intrinsic neuron Mi9	FlyBase:FBrf0262545
196628	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
156466	Mi2		ol_intrinsic					Mi2				FBbt:00003777	medulla intrinsic neuron Mi2	FlyBase:FBrf0262545
105535	Tm6		ol_intrinsic					Tm21				FBbt:00003794	transmedullary neuron Tm6	FlyBase:FBrf0262545
88659	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
47766	TmY17		ol_intrinsic					TmY31				FBbt:20011496	adult transmedullary Y neuron TmY17	FlyBase:FBrf0262545
525906	Tm2		ol_intrinsic					Tm2				FBbt:00003790	transmedullary neuron Tm2	FlyBase:FBrf0262545
105039	T5b		ol_intrinsic					T5b				FBbt:00003738	T5b neuron	FlyBase:FBrf0262545
543242	T4c		ol_intrinsic					T4c				FBbt:00003734	T4c neuron	FlyBase:FBrf0262545
85046	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
128027	L4		ol_intrinsic					L4				FBbt:00003722	lamina monopolar neuron L4	FlyBase:FBrf0262545
76390	T2a		ol_intrinsic					T2a				FBbt:00003729	T2a neuron	FlyBase:FBrf0262545
49324	Mi1		ol_intrinsic					Mi1				FBbt:00003776	medulla intrinsic neuron Mi1	FlyBase:FBrf0262545
52503	Mi4		ol_intrinsic					Mi4				FBbt:00003779	medulla intrinsic neuron Mi4	FlyBase:FBrf0262545
80896	Dm8a		ol_intrinsic					yDm8				FBbt:00053638	distal medullary amacrine neuron Dm8a	FlyBase:FBrf0262545
113385	Mi17		ol_intrinsic					Sm04				FBbt:20011491	adult medulla intrinsic neuron Mi17	FlyBase:FBrf0262545
135718	T3		ol_intrinsic					T3				FBbt:00003730	T3 neuron	FlyBase:FBrf0262545
87165	Mi16		ol_intrinsic					Sm05				FBbt:20011490	adult medulla intrinsic neuron Mi16	FlyBase:FBrf0262545
128532	Cm1		ol_intrinsic					Sm02				FBbt:20011362	adult central medulla intrinsic neuron Cm1	FlyBase:FBrf0262545
79542	Tm20		ol_intrinsic					Tm20				FBbt:00003808	transmedullary neuron Tm20	FlyBase:FBrf0262545
41356	Tlp12		ol_intrinsic					Tlp1				FBbt:00003891	translobula plate neuron Tlp1	FlyBase:FBrf0262545
115623	L5		ol_intrinsic					L5				FBbt:00003725	lamina monopolar neuron L5	FlyBase:FBrf0262545
139709	Tm9		ol_intrinsic					Tm9				FBbt:00003797	transmedullary neuron Tm9	FlyBase:FBrf0262545
103955	T4d		ol_intrinsic					T4d				FBbt:00003735	T4d neuron	FlyBase:FBrf0262545
73524	Cm22		ol_intrinsic					Sm17				FBbt:20011371	adult central medulla intrinsic neuron Cm22	FlyBase:FBrf0262545
26230	Y11		ol_intrinsic					Y11				FBbt:00052861	Y neuron Y11	FlyBase:FBrf0262545
51614	Tm1		ol_intrinsic					Tm1				FBbt:00003789	transmedullary neuron Tm1	FlyBase:FBrf0262545
133559	Dm3b		ol_intrinsic					Dm3q				FBbt:00052304	distal medullary amacrine neuron Dm3b	FlyBase:FBrf0262545
