flow	super_class	cell_class	cell_sub_class	cell_type	hemibrain_type	specificity	FBbt_id	FBbt_name
intrinsic	visual_projection	ocellar	ocellar_interneuron	OCG01d	OCG01	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01
intrinsic	visual_projection	ocellar	ocellar_interneuron	OCG01e	OCG01	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01
intrinsic	visual_projection	ocellar	ocellar_interneuron	OCG01f	OCG01	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01
intrinsic	visual_projection	ocellar		OCG02a	OCG03	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02
intrinsic	visual_projection	ocellar		OCG02b	OCG02	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02
intrinsic	visual_projection	ocellar		OCG02c	OCG04	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02
afferent	sensory	olfactory		ORN_VC3	ORN_VC3l		FBbt:00067039	adult olfactory receptor neuron Or35a
afferent	sensory	olfactory		ORN_VC5	ORN_VC3m		FBbt:00110015	adult olfactory receptor neuron Ir41a
afferent	sensory	olfactory		ORN_VM6l	ORN_VC5		FBbt:00051847	adult olfactory receptor neuron Amt/Rh50 VM6l
afferent	sensory	olfactory		ORN_VM6m	ORN_VC5		FBbt:00051846	adult olfactory receptor neuron Amt/Rh50 VM6m
afferent	sensory	olfactory		ORN_VM6v	ORN_VC5		FBbt:00051848	adult olfactory receptor neuron Amt/Rh50 VM6v
efferent	descending			oviDNa_a	oviDNa	parent_term	FBbt:00049920	oviposition descending neuron oviDNa
efferent	descending			oviDNa_b	SLP410	parent_term	FBbt:00049920	oviposition descending neuron oviDNa
efferent	endocrine	pars_intercerebralis		PI	PI1,PI2,PI3	parent_term	FBbt:00048356	adult neurosecretory cell of pars intercerebralis
intrinsic	central			PLP025a	PLP025	parent_term	FBbt:20001525	adult posterior lateral protocerebrum neuron 025
intrinsic	central			PLP025b	PLP025	parent_term	FBbt:20001525	adult posterior lateral protocerebrum neuron 025
intrinsic	central			PLP037a	PLP037	parent_term	FBbt:20001537	adult posterior lateral protocerebrum neuron 037
intrinsic	central			PLP037b	PLP037	parent_term	FBbt:20001537	adult posterior lateral protocerebrum neuron 037
intrinsic	central			PLP042a	PLP042	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042
intrinsic	central			PLP042b	PLP042	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042
intrinsic	central			PLP042c	PLP042	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042
intrinsic	central			PLP046a	PLP046	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046
intrinsic	central			PLP046b	PLP046	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046
intrinsic	central			PLP046c	PLP046	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046
intrinsic	central			PLP053a	PLP053	parent_term	FBbt:20001553	adult posterior lateral protocerebrum neuron 053
intrinsic	central			PLP053b	PLP053	parent_term	FBbt:20001553	adult posterior lateral protocerebrum neuron 053
intrinsic	central			PLP057a	PLP057	parent_term	FBbt:20001557	adult posterior lateral protocerebrum neuron 057
intrinsic	central			PLP057b	PLP057	parent_term	FBbt:20001557	adult posterior lateral protocerebrum neuron 057
intrinsic	central			PLP065a	PLP065	parent_term	FBbt:20001565	adult posterior lateral protocerebrum neuron 065
intrinsic	central			PLP065b	PLP065	parent_term	FBbt:20001565	adult posterior lateral protocerebrum neuron 065
intrinsic	central			PLP067a	PLP067	parent_term	FBbt:20001567	adult posterior lateral protocerebrum neuron 067
intrinsic	central			PLP067b	PLP067	parent_term	FBbt:20001567	adult posterior lateral protocerebrum neuron 067
intrinsic	central			PLP086a	PLP086	parent_term	FBbt:20001586	adult posterior lateral protocerebrum neuron 086
intrinsic	central			PLP086b	PLP086	parent_term	FBbt:20001586	adult posterior lateral protocerebrum neuron 086
intrinsic	central			PLP087a	PLP087	parent_term	FBbt:20001587	adult posterior lateral protocerebrum neuron 087
intrinsic	central			PLP087b	PLP087	parent_term	FBbt:20001587	adult posterior lateral protocerebrum neuron 087
intrinsic	central			PLP089b	PLP089	parent_term	FBbt:20001589	adult posterior lateral protocerebrum neuron 089
intrinsic	central			PLP103a	PLP103	parent_term	FBbt:20001603	adult posterior lateral protocerebrum neuron 103
intrinsic	central			PLP103b	PLP103	parent_term	FBbt:20001603	adult posterior lateral protocerebrum neuron 103
intrinsic	central			PLP103c	PLP103	parent_term	FBbt:20001603	adult posterior lateral protocerebrum neuron 103
intrinsic	central			PLP150a	PLP150	parent_term	FBbt:20001650	adult posterior lateral protocerebrum neuron 150
intrinsic	central			PLP150b	PLP150	parent_term	FBbt:20001650	adult posterior lateral protocerebrum neuron 150
intrinsic	central			PLP150c	PLP150	parent_term	FBbt:20001650	adult posterior lateral protocerebrum neuron 150
intrinsic	optic	ME	tangential	Pm1			FBbt:00003833	proximal medullary amacrine neuron Pm1
intrinsic	optic	ME		Pm1a			FBbt:00003834	proximal medullary amacrine neuron Pm1a
intrinsic	optic	ME		Pm2			FBbt:00003835	proximal medullary amacrine neuron Pm2
intrinsic	optic	ME		Pm4			FBbt:00111282	proximal medullary amacrine neuron Pm4
intrinsic	central			PS004a	PS004	parent_term	FBbt:20001759	adult posterior slope neuron 004
intrinsic	central			PS004b	PS004	parent_term	FBbt:20001759	adult posterior slope neuron 004
intrinsic	central			PS018a	PS018	parent_term	FBbt:20001773	adult posterior slope neuron 018
intrinsic	central			PS018b	PS018	parent_term	FBbt:20001773	adult posterior slope neuron 018
intrinsic	central			PS038a	PS038	parent_term	FBbt:20001793	adult posterior slope neuron 038
intrinsic	central			PS038b	PS038	parent_term	FBbt:20001793	adult posterior slope neuron 038
intrinsic	central			PS047a	PS047	parent_term	FBbt:20001802	adult posterior slope neuron 047
intrinsic	central			PS047b	PS047	parent_term	FBbt:20001802	adult posterior slope neuron 047
intrinsic	central			PS048a	PS048	parent_term	FBbt:20001803	adult posterior slope neuron 048
intrinsic	central			PS048b	PS048	parent_term	FBbt:20001803	adult posterior slope neuron 048
intrinsic	central			PS083a	PS083	parent_term	FBbt:20001838	adult posterior slope neuron 083
intrinsic	central			PS083b	PS083	parent_term	FBbt:20001838	adult posterior slope neuron 083
intrinsic	central			PS090a	PS090	parent_term	FBbt:20001845	adult posterior slope neuron 090
intrinsic	central			PS090b	PS090	parent_term	FBbt:20001845	adult posterior slope neuron 090
intrinsic	central			PS094a	PS094	parent_term	FBbt:20001849	adult posterior slope neuron 094
intrinsic	central			PS094b	PS094	parent_term	FBbt:20001849	adult posterior slope neuron 094
intrinsic	central			PS099a	PS099	parent_term	FBbt:20001854	adult posterior slope neuron 099
intrinsic	central			PS099b	PS099	parent_term	FBbt:20001854	adult posterior slope neuron 099
intrinsic	central			PS117a	PS117	parent_term	FBbt:20001872	adult posterior slope neuron 117
intrinsic	central			PS117b	PS117	parent_term	FBbt:20001872	adult posterior slope neuron 117
intrinsic	central			PS185a	PS185	parent_term	FBbt:20001940	adult posterior slope neuron 185
intrinsic	central			PS185b	PS185	parent_term	FBbt:20001940	adult posterior slope neuron 185
intrinsic	central			PS188a	PS188	parent_term	FBbt:20001943	adult posterior slope neuron 188
intrinsic	central			PS188b	PS188	parent_term	FBbt:20001943	adult posterior slope neuron 188
intrinsic	central			PS188c	PS188	parent_term	FBbt:20001943	adult posterior slope neuron 188
intrinsic	central			PS191a	PS191	parent_term	FBbt:20001946	adult posterior slope neuron 191
intrinsic	central			PS191b	PS191	parent_term	FBbt:20001946	adult posterior slope neuron 191
intrinsic	central			PS193a	PS193	parent_term	FBbt:20001948	adult posterior slope neuron 193
intrinsic	central			PS193b	PS193	parent_term	FBbt:20001948	adult posterior slope neuron 193
intrinsic	central			PS193c	PS193	parent_term	FBbt:20001948	adult posterior slope neuron 193
intrinsic	central			PS196a	PS196	parent_term	FBbt:20001951	adult posterior slope neuron 196
intrinsic	central			PS196b	PS196	parent_term	FBbt:20001951	adult posterior slope neuron 196
intrinsic	central			PS203a	PS203	parent_term	FBbt:20001958	adult posterior slope neuron 203
intrinsic	central			PS203b	PS203	parent_term	FBbt:20001958	adult posterior slope neuron 203
intrinsic	central			PS208a	PS208	parent_term	FBbt:20001963	adult posterior slope neuron 208
intrinsic	central			PS208b	PS208	parent_term	FBbt:20001963	adult posterior slope neuron 208
intrinsic	central			PS241a	PS241	parent_term	FBbt:20001996	adult posterior slope neuron 241
intrinsic	central			PS241b	PS241	parent_term	FBbt:20001996	adult posterior slope neuron 241
intrinsic	central			PV7c11			FBbt:20006370	adult PV7c11 neuron
intrinsic	central			PVLP080a	PVLP080	parent_term	FBbt:20002138	adult posterior ventrolateral protocerebrum neuron 080
intrinsic	central			PVLP080b	PVLP080	parent_term	FBbt:20002138	adult posterior ventrolateral protocerebrum neuron 080
intrinsic	central			PVLP082a	PVLP082	parent_term	FBbt:20002140	adult posterior ventrolateral protocerebrum neuron 082
intrinsic	central			PVLP082b	PVLP082	parent_term	FBbt:20002140	adult posterior ventrolateral protocerebrum neuron 082
intrinsic	central			PVLP101a	PVLP101	parent_term	FBbt:20002159	adult posterior ventrolateral protocerebrum neuron 101
intrinsic	central			PVLP101b	PVLP101	parent_term	FBbt:20002159	adult posterior ventrolateral protocerebrum neuron 101
intrinsic	central			PVLP101c	PVLP101	parent_term	FBbt:20002159	adult posterior ventrolateral protocerebrum neuron 101
intrinsic	central			PVLP112a	PVLP112	parent_term	FBbt:20002170	adult posterior ventrolateral protocerebrum neuron 112
intrinsic	central			PVLP112b	PVLP112	parent_term	FBbt:20002170	adult posterior ventrolateral protocerebrum neuron 112
intrinsic	central			PVLP122a	PVLP122	parent_term	FBbt:20002180	adult posterior ventrolateral protocerebrum neuron 122
intrinsic	central			PVLP122b	PVLP122	parent_term	FBbt:20002180	adult posterior ventrolateral protocerebrum neuron 122
intrinsic	central			PVLP123a	PVLP123	parent_term	FBbt:20002181	adult posterior ventrolateral protocerebrum neuron 123
intrinsic	central			PVLP123b	PVLP123	parent_term	FBbt:20002181	adult posterior ventrolateral protocerebrum neuron 123
intrinsic	central			PVLP123c	PVLP123	parent_term	FBbt:20002181	adult posterior ventrolateral protocerebrum neuron 123
afferent	sensory	visual		R1-6		parent_term	FBbt:00006007	outer photoreceptor cell
afferent	sensory	visual	DRA	R7			FBbt:00004449	dorsal margin photoreceptor cell R7
afferent	sensory	visual		R7			FBbt:00004225	photoreceptor cell R7
intrinsic	optic	LA>ME	L1-5	R7			FBbt:00004225	photoreceptor cell R7
afferent	sensory	visual	DRA	R8			FBbt:00004209	dorsal margin photoreceptor cell R8
afferent	sensory	visual		R8			FBbt:00004227	photoreceptor cell R8
intrinsic	visual_projection			s-LNv_a	s-LNv	parent_term	FBbt:00007428	adult s-LNv neuron
intrinsic	visual_projection			s-LNv_b	s-LNv	parent_term	FBbt:00007428	adult s-LNv neuron
intrinsic	visual_projection			s-LNvb		parent_term	FBbt:00007428	adult s-LNv neuron
afferent	ascending	AN	SA_DLV	SA_DLV		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_10		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_11		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_2		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_3		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_4		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_5		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_6		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_7		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_8		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_ADMN	SA_DMT_ADMN_9		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_10		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_11		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_12		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_2		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_3		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_4		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_5		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_6		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_7		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_8		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_DMT_DMetaN	SA_DMT_DMetaN_9		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_MDA	SA_MDA_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_MDA	SA_MDA_2		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_MDA	SA_MDA_3		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_MDA	SA_MDA_4		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_10		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_2		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_3		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_4		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_5		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_6		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_7		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_8		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_pro_meso_meta	SA_VTV_9		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_DProN	SA_VTV_DProN_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_DProN	SA_VTV_PDMN_1		general_term	FBbt:00048301	adult ascending neuron
afferent	ascending	AN	SA_VTV_PDMN	SA_VTV_PDMN_1		general_term	FBbt:00048301	adult ascending neuron
intrinsic	central			SIP013a	SIP013	parent_term	FBbt:20002317	adult superior intermediate protocerebrum neuron 013
intrinsic	central			SIP013b	SIP013	parent_term	FBbt:20002317	adult superior intermediate protocerebrum neuron 013
intrinsic	central			SIP028a	SIP028	parent_term	FBbt:20002332	adult superior intermediate protocerebrum neuron 028
intrinsic	central			SIP028b	SIP028	parent_term	FBbt:20002332	adult superior intermediate protocerebrum neuron 028
intrinsic	central			SIP047a	SIP047	parent_term	FBbt:20002351	adult superior intermediate protocerebrum neuron 047
intrinsic	central			SIP047b	SIP047	parent_term	FBbt:20002351	adult superior intermediate protocerebrum neuron 047
intrinsic	central			SIP053a	SIP053	parent_term	FBbt:20002357	adult superior intermediate protocerebrum neuron 053
intrinsic	central			SIP053b	SIP053	parent_term	FBbt:20002357	adult superior intermediate protocerebrum neuron 053
intrinsic	central			SLP007a	SLP007	parent_term	FBbt:20002401	adult superior lateral protocerebrum neuron 007
intrinsic	central			SLP007b	SLP007	parent_term	FBbt:20002401	adult superior lateral protocerebrum neuron 007
intrinsic	central			SLP024a	SLP024	parent_term	FBbt:20002418	adult superior lateral protocerebrum neuron 024
intrinsic	central			SLP024b	SLP024	parent_term	FBbt:20002418	adult superior lateral protocerebrum neuron 024
intrinsic	central			SLP024c	SLP024	parent_term	FBbt:20002418	adult superior lateral protocerebrum neuron 024
intrinsic	central			SLP024d	SLP024	parent_term	FBbt:20002418	adult superior lateral protocerebrum neuron 024
intrinsic	central			SLP025a	SLP025	parent_term	FBbt:20002419	adult superior lateral protocerebrum neuron 025
intrinsic	central			SLP025b	SLP025	parent_term	FBbt:20002419	adult superior lateral protocerebrum neuron 025
intrinsic	central			SLP028a	SLP028	parent_term	FBbt:20002422	adult superior lateral protocerebrum neuron 028
intrinsic	central			SLP028b	SLP028	parent_term	FBbt:20002422	adult superior lateral protocerebrum neuron 028
intrinsic	central			SLP028c	SLP028	parent_term	FBbt:20002422	adult superior lateral protocerebrum neuron 028
intrinsic	central			SLP162a	SLP162	parent_term	FBbt:20002556	adult superior lateral protocerebrum neuron 162
intrinsic	central			SLP162b	SLP162	parent_term	FBbt:20002556	adult superior lateral protocerebrum neuron 162
intrinsic	central			SLP162c	SLP162	parent_term	FBbt:20002556	adult superior lateral protocerebrum neuron 162
intrinsic	central			SLP212a	SLP212	parent_term	FBbt:20002606	adult superior lateral protocerebrum neuron 212
intrinsic	central			SLP212b	SLP212	parent_term	FBbt:20002606	adult superior lateral protocerebrum neuron 212
intrinsic	central			SLP212c	SLP212	parent_term	FBbt:20002606	adult superior lateral protocerebrum neuron 212
intrinsic	central			SLP265a	SLP265	parent_term	FBbt:20002659	adult superior lateral protocerebrum neuron 265
intrinsic	central			SLP265b	SLP265	parent_term	FBbt:20002659	adult superior lateral protocerebrum neuron 265
intrinsic	central			SLP286a	SLP286	parent_term	FBbt:20002680	adult superior lateral protocerebrum neuron 286
intrinsic	central			SLP286b	SLP286	parent_term	FBbt:20002680	adult superior lateral protocerebrum neuron 286
intrinsic	central			SLP286b		parent_term	FBbt:20002680	adult superior lateral protocerebrum neuron 286
intrinsic	central			SLP288a	SLP288	parent_term	FBbt:20002682	adult superior lateral protocerebrum neuron 288
intrinsic	central			SLP288b	SLP288	parent_term	FBbt:20002682	adult superior lateral protocerebrum neuron 288
intrinsic	central			SLP288c	SLP288	parent_term	FBbt:20002682	adult superior lateral protocerebrum neuron 288
intrinsic	central			SLP295a	SLP295	parent_term	FBbt:20002689	adult superior lateral protocerebrum neuron 295
intrinsic	central			SLP295b	SLP295	parent_term	FBbt:20002689	adult superior lateral protocerebrum neuron 295
intrinsic	central			SLP300a	SLP300	parent_term	FBbt:20002694	adult superior lateral protocerebrum neuron 300
intrinsic	central			SLP300b	SLP300	parent_term	FBbt:20002694	adult superior lateral protocerebrum neuron 300
intrinsic	central			SLP302a	SLP302	parent_term	FBbt:20002696	adult superior lateral protocerebrum neuron 302
intrinsic	central			SLP302b	SLP302	parent_term	FBbt:20002696	adult superior lateral protocerebrum neuron 302
intrinsic	central			SLP304a	SLP304	parent_term	FBbt:20002698	adult superior lateral protocerebrum neuron 304
intrinsic	central			SLP304b	SLP304	parent_term	FBbt:20002698	adult superior lateral protocerebrum neuron 304
intrinsic	central			SLP308a	SLP308	parent_term	FBbt:20002702	adult superior lateral protocerebrum neuron 308
intrinsic	central			SLP308b	SLP308	parent_term	FBbt:20002702	adult superior lateral protocerebrum neuron 308
intrinsic	central			SLP356a	SLP356	parent_term	FBbt:20002750	adult superior lateral protocerebrum neuron 356
intrinsic	central			SLP356b	SLP356	parent_term	FBbt:20002750	adult superior lateral protocerebrum neuron 356
intrinsic	central			SLP398a	SLP398	parent_term	FBbt:20002792	adult superior lateral protocerebrum neuron 398
intrinsic	central			SLP398b	SLP398	parent_term	FBbt:20002792	adult superior lateral protocerebrum neuron 398
intrinsic	central			SLP400a	SLP400	parent_term	FBbt:20002794	adult superior lateral protocerebrum neuron 400
intrinsic	central			SLP400b	SLP400	parent_term	FBbt:20002794	adult superior lateral protocerebrum neuron 400
intrinsic	central			SLP451a	SLP451	parent_term	FBbt:20002845	adult superior lateral protocerebrum neuron 451
intrinsic	central			SLP451b	SLP451	parent_term	FBbt:20002845	adult superior lateral protocerebrum neuron 451
intrinsic	central			SLP465a	SLP465	parent_term	FBbt:20002859	adult superior lateral protocerebrum neuron 465
intrinsic	central			SLP465b	SLP465	parent_term	FBbt:20002859	adult superior lateral protocerebrum neuron 465
intrinsic	central			SLP467a	SLP467	parent_term	FBbt:20002861	adult superior lateral protocerebrum neuron 467
intrinsic	central			SLP467b	SLP467	parent_term	FBbt:20002861	adult superior lateral protocerebrum neuron 467
intrinsic	central			SLPpm3_H01	SMP551		FBbt:20003413	adult superior medial protocerebrum neuron 551
intrinsic	central			SLPpm3_H02	SLP440		FBbt:20002834	adult superior lateral protocerebrum neuron 440
intrinsic	central			SLPpm3_P01	LHPD5b1		FBbt:00051770	adult lateral horn PD5b1 neuron
intrinsic	central			SLPpm3_P02	SLP442		FBbt:20002836	adult superior lateral protocerebrum neuron 442
intrinsic	central			SLPpm3_P03	SLP439		FBbt:20002833	adult superior lateral protocerebrum neuron 439
intrinsic	central			SLPpm3_P04	SMP548		FBbt:20003410	adult superior medial protocerebrum neuron 548
intrinsic	central			SLPpm3_S01	SLP441		FBbt:20002835	adult superior lateral protocerebrum neuron 441
intrinsic	central			SMP011a	SMP011	parent_term	FBbt:20002873	adult superior medial protocerebrum neuron 011
intrinsic	central			SMP011b	SMP011	parent_term	FBbt:20002873	adult superior medial protocerebrum neuron 011
intrinsic	central			SMP019a	SMP019	parent_term	FBbt:20002881	adult superior medial protocerebrum neuron 019
intrinsic	central			SMP019b	SMP019	parent_term	FBbt:20002881	adult superior medial protocerebrum neuron 019
intrinsic	central			SMP022a	SMP022	parent_term	FBbt:20002884	adult superior medial protocerebrum neuron 022
intrinsic	central			SMP022b	SMP022	parent_term	FBbt:20002884	adult superior medial protocerebrum neuron 022
intrinsic	central			SMP025a	SMP025	parent_term	FBbt:20002887	adult superior medial protocerebrum neuron 025
intrinsic	central			SMP025b	SMP025	parent_term	FBbt:20002887	adult superior medial protocerebrum neuron 025
intrinsic	central			SMP025c	SMP025	parent_term	FBbt:20002887	adult superior medial protocerebrum neuron 025
intrinsic	central			SMP075a	SMP075	parent_term	FBbt:20002937	adult superior medial protocerebrum neuron 075
intrinsic	central			SMP075b	SMP075	parent_term	FBbt:20002937	adult superior medial protocerebrum neuron 075
intrinsic	central			SMP106a	SMP106	parent_term	FBbt:20002968	adult superior medial protocerebrum neuron 106
intrinsic	central			SMP106b	SMP106	parent_term	FBbt:20002968	adult superior medial protocerebrum neuron 106
intrinsic	central			SMP120a	SMP120	parent_term	FBbt:20002982	adult superior medial protocerebrum neuron 120
intrinsic	central			SMP120b	SMP120	parent_term	FBbt:20002982	adult superior medial protocerebrum neuron 120
intrinsic	central			SMP123a	SMP123	parent_term	FBbt:20002985	adult superior medial protocerebrum neuron 123
intrinsic	central			SMP123b	SMP123	parent_term	FBbt:20002985	adult superior medial protocerebrum neuron 123
intrinsic	central			SMP153a	SMP153	parent_term	FBbt:20003015	adult superior medial protocerebrum neuron 153
intrinsic	central			SMP153b	SMP153	parent_term	FBbt:20003015	adult superior medial protocerebrum neuron 153
intrinsic	central			SMP162a	SMP162	parent_term	FBbt:20003024	adult superior medial protocerebrum neuron 162
intrinsic	central			SMP162b	SMP162	parent_term	FBbt:20003024	adult superior medial protocerebrum neuron 162
intrinsic	central			SMP162c	SMP162	parent_term	FBbt:20003024	adult superior medial protocerebrum neuron 162
intrinsic	central			SMP193a	SMP193	parent_term	FBbt:20003055	adult superior medial protocerebrum neuron 193
intrinsic	central			SMP193b	SMP193	parent_term	FBbt:20003055	adult superior medial protocerebrum neuron 193
intrinsic	central			SMP194			FBbt:20003056	adult superior medial protocerebrum neuron 194
intrinsic	central			SMP215a	SMP215	parent_term	FBbt:20003077	adult superior medial protocerebrum neuron 215
intrinsic	central			SMP215b	SMP215	parent_term	FBbt:20003077	adult superior medial protocerebrum neuron 215
intrinsic	central			SMP215c	SMP215	parent_term	FBbt:20003077	adult superior medial protocerebrum neuron 215
intrinsic	central			SMP248a	SMP248	parent_term	FBbt:20003110	adult superior medial protocerebrum neuron 248
intrinsic	central			SMP248b	SMP248	parent_term	FBbt:20003110	adult superior medial protocerebrum neuron 248
intrinsic	central			SMP248c	SMP248	parent_term	FBbt:20003110	adult superior medial protocerebrum neuron 248
intrinsic	central			SMP278a	SMP278	parent_term	FBbt:20003140	adult superior medial protocerebrum neuron 278
intrinsic	central			SMP278b	SMP278	parent_term	FBbt:20003140	adult superior medial protocerebrum neuron 278
intrinsic	central			SMP284a	SMP284	parent_term	FBbt:20003146	adult superior medial protocerebrum neuron 284
intrinsic	central			SMP284b	SMP284	parent_term	FBbt:20003146	adult superior medial protocerebrum neuron 284
intrinsic	central			SMP314a	SMP314	parent_term	FBbt:20003176	adult superior medial protocerebrum neuron 314
intrinsic	central			SMP314b	SMP314	parent_term	FBbt:20003176	adult superior medial protocerebrum neuron 314
intrinsic	central			SMP317a	SMP317	parent_term	FBbt:20003179	adult superior medial protocerebrum neuron 317
intrinsic	central			SMP317b	SMP317	parent_term	FBbt:20003179	adult superior medial protocerebrum neuron 317
intrinsic	central			SMP317c	SMP317	parent_term	FBbt:20003179	adult superior medial protocerebrum neuron 317
intrinsic	central			SMP320a	SMP320	parent_term	FBbt:20003182	adult superior medial protocerebrum neuron 320
intrinsic	central			SMP320b	SMP320	parent_term	FBbt:20003182	adult superior medial protocerebrum neuron 320
intrinsic	central			SMP326a	SMP326	parent_term	FBbt:20003188	adult superior medial protocerebrum neuron 326
intrinsic	central			SMP326b	SMP326	parent_term	FBbt:20003188	adult superior medial protocerebrum neuron 326
intrinsic	central			SMP328a	SMP328	parent_term	FBbt:20003190	adult superior medial protocerebrum neuron 328
intrinsic	central			SMP328b	SMP328	parent_term	FBbt:20003190	adult superior medial protocerebrum neuron 328
intrinsic	central			SMP330a	SMP330	parent_term	FBbt:20003192	adult superior medial protocerebrum neuron 330
intrinsic	central			SMP330b	SMP330	parent_term	FBbt:20003192	adult superior medial protocerebrum neuron 330
intrinsic	central			SMP331a	SMP331	parent_term	FBbt:20003193	adult superior medial protocerebrum neuron 331
intrinsic	central			SMP331b	SMP331	parent_term	FBbt:20003193	adult superior medial protocerebrum neuron 331
intrinsic	central			SMP331c	SMP331	parent_term	FBbt:20003193	adult superior medial protocerebrum neuron 331
intrinsic	central			SMP332a	SMP332	parent_term	FBbt:20003194	adult superior medial protocerebrum neuron 332
intrinsic	central			SMP332b	SMP332	parent_term	FBbt:20003194	adult superior medial protocerebrum neuron 332
intrinsic	central			SMP344a	SMP344	parent_term	FBbt:20003206	adult superior medial protocerebrum neuron 344
intrinsic	central			SMP344b	SMP344	parent_term	FBbt:20003206	adult superior medial protocerebrum neuron 344
intrinsic	central			SMP348a	SMP348	parent_term	FBbt:20003210	adult superior medial protocerebrum neuron 348
