flow	super_class	cell_class	cell_sub_class	cell_type	hemibrain_type	specificity	FBbt_id	FBbt_name
intrinsic	central			CB0965			FBbt:20004653	adult CB0965 neuron
intrinsic	central			CB0966			FBbt:20004654	adult CB0966 neuron
intrinsic	central			CB0967			FBbt:20004655	adult CB0967 neuron
intrinsic	central			CB0968			FBbt:20004656	adult CB0968 neuron
intrinsic	central			CB0969			FBbt:20004657	adult CB0969 neuron
intrinsic	central			CB0971			FBbt:20004658	adult CB0971 neuron
intrinsic	central			CB0972			FBbt:20004659	adult CB0972 neuron
intrinsic	central			CB0973			FBbt:20004660	adult CB0973 neuron
intrinsic	central			CB0974			FBbt:20004661	adult CB0974 neuron
intrinsic	central			CB0975			FBbt:20004662	adult CB0975 neuron
intrinsic	central			CB0976			FBbt:20004663	adult CB0976 neuron
intrinsic	central			CB0977			FBbt:20004664	adult CB0977 neuron
intrinsic	central			CB0978			FBbt:20004665	adult CB0978 neuron
intrinsic	central			CB0979			FBbt:20004666	adult CB0979 neuron
intrinsic	central			CB0980			FBbt:20004667	adult CB0980 neuron
intrinsic	central			CB0981			FBbt:20004668	adult CB0981 neuron
intrinsic	central			CB0982			FBbt:20004669	adult CB0982 neuron
intrinsic	central			CB0983			FBbt:20004670	adult CB0983 neuron
intrinsic	central			CB0984			FBbt:20004671	adult CB0984 neuron
intrinsic	central			CB0985			FBbt:20004672	adult CB0985 neuron
intrinsic	central			CB0986			FBbt:20004673	adult CB0986 neuron
intrinsic	central			CB0987			FBbt:20004674	adult CB0987 neuron
intrinsic	central			CB0988			FBbt:20004675	adult CB0988 neuron
intrinsic	central			CB0989			FBbt:20004676	adult CB0989 neuron
intrinsic	central			CB0990			FBbt:20004677	adult CB0990 neuron
intrinsic	central			CB0991			FBbt:20004678	adult CB0991 neuron
intrinsic	central			CB0992			FBbt:20004679	adult CB0992 neuron
intrinsic	central			CB0993			FBbt:20004680	adult CB0993 neuron
intrinsic	central			CB0994			FBbt:20004681	adult CB0994 neuron
intrinsic	central			CB0996			FBbt:20004682	adult CB0996 neuron
intrinsic	central			CB0997			FBbt:20004683	adult CB0997 neuron
intrinsic	central			CB0998			FBbt:20004684	adult CB0998 neuron
intrinsic	central			CB0999			FBbt:20004685	adult CB0999 neuron
intrinsic	central			CB1000			FBbt:20004686	adult CB1000 neuron
intrinsic	central			CB1001			FBbt:20004687	adult CB1001 neuron
intrinsic	central			CB1002			FBbt:20004688	adult CB1002 neuron
intrinsic	central			CB1003			FBbt:20004689	adult CB1003 neuron
intrinsic	central			CB1005			FBbt:20004690	adult CB1005 neuron
intrinsic	central			CB1006			FBbt:20004691	adult CB1006 neuron
intrinsic	central			CB1007			FBbt:20004692	adult CB1007 neuron
intrinsic	central			CB1008			FBbt:20004693	adult CB1008 neuron
intrinsic	central			CB1009			FBbt:20004694	adult CB1009 neuron
intrinsic	central			CB1010			FBbt:20004695	adult CB1010 neuron
intrinsic	central			CB1011			FBbt:20004696	adult CB1011 neuron
intrinsic	central			CB1012			FBbt:20004697	adult CB1012 neuron
intrinsic	central	ALLN		CB1013			FBbt:20004698	adult CB1013 neuron
intrinsic	central			CB1014			FBbt:20004699	adult CB1014 neuron
intrinsic	central			CB1015			FBbt:20004700	adult CB1015 neuron
intrinsic	central			CB1016			FBbt:20004701	adult CB1016 neuron
intrinsic	central			CB1017			FBbt:20004702	adult CB1017 neuron
intrinsic	central			CB1018			FBbt:20004703	adult CB1018 neuron
intrinsic	central			CB1020			FBbt:20004704	adult CB1020 neuron
intrinsic	central			CB1021			FBbt:20004705	adult CB1021 neuron
intrinsic	central			CB1022			FBbt:20004706	adult CB1022 neuron
intrinsic	central			CB1023			FBbt:20004707	adult CB1023 neuron
intrinsic	central			CB1024			FBbt:20004708	adult CB1024 neuron
intrinsic	central			CB1025			FBbt:20004709	adult CB1025 neuron
intrinsic	central			CB1026			FBbt:20004710	adult CB1026 neuron
intrinsic	central			CB1028			FBbt:20004711	adult CB1028 neuron
intrinsic	central			CB1029			FBbt:20004712	adult CB1029 neuron
intrinsic	central			CB1030			FBbt:20004713	adult CB1030 neuron
intrinsic	central			CB1031			FBbt:20004714	adult CB1031 neuron
intrinsic	central			CB1032			FBbt:20004715	adult CB1032 neuron
intrinsic	central			CB1033			FBbt:20004716	adult CB1033 neuron
intrinsic	central			CB1035			FBbt:20004717	adult CB1035 neuron
intrinsic	central			CB1036			FBbt:20004718	adult CB1036 neuron
intrinsic	central			CB1037			FBbt:20004719	adult CB1037 neuron
intrinsic	central			CB1038			FBbt:20004720	adult CB1038 neuron
intrinsic	central			CB1039			FBbt:20004721	adult CB1039 neuron
intrinsic	central			CB1040			FBbt:20004722	adult CB1040 neuron
intrinsic	central	ALPN	multiglomerular	CB1041			FBbt:20004723	adult CB1041 neuron
intrinsic	central			CB1042			FBbt:20004724	adult CB1042 neuron
intrinsic	central			CB1043			FBbt:20004725	adult CB1043 neuron
intrinsic	central			CB1044			FBbt:20004726	adult CB1044 neuron
intrinsic	central			CB1045			FBbt:20004727	adult CB1045 neuron
intrinsic	central			CB1046			FBbt:20004728	adult CB1046 neuron
intrinsic	central			CB1047			FBbt:20004729	adult CB1047 neuron
intrinsic	central	ALLN		CB1048			FBbt:20004730	adult CB1048 neuron
intrinsic	central			CB1049			FBbt:20004731	adult CB1049 neuron
intrinsic	central			CB1050			FBbt:20004732	adult CB1050 neuron
intrinsic	central			CB1051			FBbt:20004733	adult CB1051 neuron
intrinsic	central			CB1053			FBbt:20004734	adult CB1053 neuron
intrinsic	central			CB1054			FBbt:20004735	adult CB1054 neuron
intrinsic	central			CB1055			FBbt:20004736	adult CB1055 neuron
intrinsic	central			CB1056			FBbt:20004737	adult CB1056 neuron
intrinsic	central			CB1057			FBbt:20004738	adult CB1057 neuron
intrinsic	central	LHLN		CB1058			FBbt:20004739	adult CB1058 neuron
intrinsic	central			CB1059			FBbt:20004740	adult CB1059 neuron
intrinsic	central			CB1060			FBbt:20004741	adult CB1060 neuron
intrinsic	central			CB1061			FBbt:20004742	adult CB1061 neuron
intrinsic	central			CB1062			FBbt:20004743	adult CB1062 neuron
intrinsic	central			CB1063			FBbt:20004744	adult CB1063 neuron
intrinsic	central			CB1064			FBbt:20004745	adult CB1064 neuron
intrinsic	central			CB1065			FBbt:20004746	adult CB1065 neuron
intrinsic	central			CB1066			FBbt:20004747	adult CB1066 neuron
intrinsic	central	LHLN		CB1067			FBbt:20004748	adult CB1067 neuron
intrinsic	central			CB1068			FBbt:20004749	adult CB1068 neuron
intrinsic	central			CB1069			FBbt:20004750	adult CB1069 neuron
intrinsic	central			CB1071			FBbt:20004751	adult CB1071 neuron
intrinsic	central			CB1072			FBbt:20004752	adult CB1072 neuron
intrinsic	central			CB1073			FBbt:20004753	adult CB1073 neuron
intrinsic	central			CB1074			FBbt:20004754	adult CB1074 neuron
intrinsic	central			CB1075			FBbt:20004755	adult CB1075 neuron
intrinsic	central			CB1076			FBbt:20004756	adult CB1076 neuron
intrinsic	central			CB1077			FBbt:20004757	adult CB1077 neuron
intrinsic	central			CB1078			FBbt:20004758	adult CB1078 neuron
intrinsic	central			CB1079			FBbt:20004759	adult CB1079 neuron
intrinsic	central			CB1080			FBbt:20004760	adult CB1080 neuron
intrinsic	central			CB1081			FBbt:20004761	adult CB1081 neuron
intrinsic	central			CB1083			FBbt:20004762	adult CB1083 neuron
intrinsic	central			CB1084			FBbt:20004763	adult CB1084 neuron
intrinsic	central			CB1085			FBbt:20004764	adult CB1085 neuron
intrinsic	central			CB1086			FBbt:20004765	adult CB1086 neuron
intrinsic	central			CB1087			FBbt:20004766	adult CB1087 neuron
intrinsic	central			CB1088			FBbt:20004767	adult CB1088 neuron
intrinsic	central			CB1089			FBbt:20004768	adult CB1089 neuron
intrinsic	central			CB1090			FBbt:20004769	adult CB1090 neuron
intrinsic	central			CB1091			FBbt:20004770	adult CB1091 neuron
intrinsic	central			CB1092			FBbt:20004771	adult CB1092 neuron
intrinsic	central			CB1093			FBbt:20004772	adult CB1093 neuron
intrinsic	central			CB1094			FBbt:20004773	adult CB1094 neuron
intrinsic	central			CB1095			FBbt:20004774	adult CB1095 neuron
intrinsic	central			CB1096			FBbt:20004775	adult CB1096 neuron
intrinsic	central			CB1097			FBbt:20004776	adult CB1097 neuron
intrinsic	central			CB1098			FBbt:20004777	adult CB1098 neuron
intrinsic	central			CB1099			FBbt:20004778	adult CB1099 neuron
intrinsic	central			CB1100			FBbt:20004779	adult CB1100 neuron
intrinsic	central			CB1101			FBbt:20004780	adult CB1101 neuron
intrinsic	central			CB1102			FBbt:20004781	adult CB1102 neuron
intrinsic	central			CB1103			FBbt:20004782	adult CB1103 neuron
intrinsic	central			CB1104			FBbt:20004783	adult CB1104 neuron
intrinsic	central			CB1105			FBbt:20004784	adult CB1105 neuron
intrinsic	central			CB1106			FBbt:20004785	adult CB1106 neuron
intrinsic	central			CB1107			FBbt:20004786	adult CB1107 neuron
intrinsic	central			CB1108			FBbt:20004787	adult CB1108 neuron
intrinsic	central			CB1109			FBbt:20004788	adult CB1109 neuron
intrinsic	central			CB1110			FBbt:20004789	adult CB1110 neuron
intrinsic	central			CB1111			FBbt:20004790	adult CB1111 neuron
intrinsic	central			CB1112			FBbt:20004791	adult CB1112 neuron
intrinsic	central			CB1113			FBbt:20004792	adult CB1113 neuron
intrinsic	central			CB1114			FBbt:20004793	adult CB1114 neuron
intrinsic	central			CB1115			FBbt:20004794	adult CB1115 neuron
intrinsic	central			CB1116			FBbt:20004795	adult CB1116 neuron
intrinsic	central			CB1117			FBbt:20004796	adult CB1117 neuron
intrinsic	central			CB1118			FBbt:20004797	adult CB1118 neuron
intrinsic	central			CB1119			FBbt:20004798	adult CB1119 neuron
intrinsic	central			CB1120			FBbt:20004799	adult CB1120 neuron
intrinsic	central			CB1121			FBbt:20004800	adult CB1121 neuron
intrinsic	central			CB1122			FBbt:20004801	adult CB1122 neuron
intrinsic	central			CB1124			FBbt:20004802	adult CB1124 neuron
intrinsic	central			CB1125			FBbt:20004803	adult CB1125 neuron
intrinsic	central			CB1126			FBbt:20004804	adult CB1126 neuron
intrinsic	central			CB1127			FBbt:20004805	adult CB1127 neuron
intrinsic	central			CB1128			FBbt:20004806	adult CB1128 neuron
intrinsic	central			CB1129			FBbt:20004807	adult CB1129 neuron
intrinsic	central			CB1130			FBbt:20004808	adult CB1130 neuron
intrinsic	central			CB1131			FBbt:20004809	adult CB1131 neuron
intrinsic	central	ALLN		CB1132			FBbt:20004810	adult CB1132 neuron
intrinsic	central			CB1133			FBbt:20004811	adult CB1133 neuron
intrinsic	central	LHLN		CB1134	LHPD4a2		FBbt:00051766	adult lateral horn PD4a2 neuron
intrinsic	central	LHLN		CB1134			FBbt:20007378	adult CB1134 neuron
intrinsic	central			CB1136			FBbt:20004812	adult CB1136 neuron
intrinsic	central			CB1138			FBbt:20004813	adult CB1138 neuron
intrinsic	central			CB1139			FBbt:20004814	adult CB1139 neuron
intrinsic	central			CB1140			FBbt:20004815	adult CB1140 neuron
intrinsic	central	ALLN		CB1141			FBbt:20004816	adult CB1141 neuron
intrinsic	central			CB1142			FBbt:20004817	adult CB1142 neuron
intrinsic	central			CB1143			FBbt:20004818	adult CB1143 neuron
intrinsic	central			CB1144			FBbt:20004819	adult CB1144 neuron
intrinsic	central			CB1145			FBbt:20004820	adult CB1145 neuron
intrinsic	central			CB1148			FBbt:20004822	adult CB1148 neuron
intrinsic	central			CB1149			FBbt:20004823	adult CB1149 neuron
intrinsic	central			CB1150			FBbt:20004824	adult CB1150 neuron
intrinsic	central			CB1151			FBbt:20004825	adult CB1151 neuron
intrinsic	central			CB1152			FBbt:20004826	adult CB1152 neuron
intrinsic	central			CB1153			FBbt:20004827	adult CB1153 neuron
intrinsic	central			CB1154			FBbt:20004828	adult CB1154 neuron
intrinsic	central			CB1155			FBbt:20004829	adult CB1155 neuron
intrinsic	central			CB1156			FBbt:20004830	adult CB1156 neuron
intrinsic	central			CB1159			FBbt:20004832	adult CB1159 neuron
intrinsic	central	LHLN		CB1160			FBbt:20004833	adult CB1160 neuron
intrinsic	central			CB1161			FBbt:20004834	adult CB1161 neuron
intrinsic	central			CB1163			FBbt:20004835	adult CB1163 neuron
intrinsic	central			CB1165			FBbt:20004836	adult CB1165 neuron
intrinsic	central			CB1167			FBbt:20004838	adult CB1167 neuron
intrinsic	central			CB1168			FBbt:20004839	adult CB1168 neuron
intrinsic	central			CB1169			FBbt:20004840	adult CB1169 neuron
intrinsic	central			CB1170			FBbt:20004841	adult CB1170 neuron
intrinsic	central			CB1171			FBbt:20004842	adult CB1171 neuron
intrinsic	central			CB1172			FBbt:20004843	adult CB1172 neuron
intrinsic	central			CB1173			FBbt:20004844	adult CB1173 neuron
intrinsic	central			CB1174			FBbt:20004845	adult CB1174 neuron
intrinsic	central			CB1175			FBbt:20004846	adult CB1175 neuron
intrinsic	central			CB1176			FBbt:20004847	adult CB1176 neuron
intrinsic	central			CB1178			FBbt:20004848	adult CB1178 neuron
intrinsic	central			CB1179			FBbt:20004849	adult CB1179 neuron
intrinsic	central			CB1181			FBbt:20004850	adult CB1181 neuron
intrinsic	central			CB1182			FBbt:20004851	adult CB1182 neuron
intrinsic	central			CB1183			FBbt:20004852	adult CB1183 neuron
intrinsic	central			CB1184			FBbt:20004853	adult CB1184 neuron
intrinsic	central			CB1185			FBbt:20004854	adult CB1185 neuron
intrinsic	central			CB1187			FBbt:20004856	adult CB1187 neuron
intrinsic	central			CB1188			FBbt:20004857	adult CB1188 neuron
intrinsic	central			CB1189			FBbt:20004858	adult CB1189 neuron
intrinsic	central			CB1190			FBbt:20004859	adult CB1190 neuron
intrinsic	central			CB1191			FBbt:20004860	adult CB1191 neuron
intrinsic	central			CB1192			FBbt:20004861	adult CB1192 neuron
intrinsic	central			CB1193			FBbt:20004862	adult CB1193 neuron
intrinsic	central			CB1194			FBbt:20004863	adult CB1194 neuron
intrinsic	central	LHLN		CB1195			FBbt:20004864	adult CB1195 neuron
intrinsic	central			CB1196			FBbt:20004865	adult CB1196 neuron
intrinsic	central			CB1197			FBbt:20004866	adult CB1197 neuron
intrinsic	central			CB1198			FBbt:20004867	adult CB1198 neuron
intrinsic	central			CB1199			FBbt:20004868	adult CB1199 neuron
intrinsic	central			CB1200			FBbt:20004869	adult CB1200 neuron
intrinsic	central			CB1201			FBbt:20004870	adult CB1201 neuron
intrinsic	central			CB1202			FBbt:20004871	adult CB1202 neuron
intrinsic	central			CB1203			FBbt:20004872	adult CB1203 neuron
intrinsic	central			CB1205			FBbt:20004873	adult CB1205 neuron
intrinsic	central			CB1206			FBbt:20004874	adult CB1206 neuron
intrinsic	central			CB1207			FBbt:20004875	adult CB1207 neuron
intrinsic	central			CB1208			FBbt:20004876	adult CB1208 neuron
intrinsic	central			CB1210			FBbt:20004878	adult CB1210 neuron
intrinsic	central			CB1211			FBbt:20004879	adult CB1211 neuron
intrinsic	central			CB1212			FBbt:20004880	adult CB1212 neuron
intrinsic	central			CB1213			FBbt:20004881	adult CB1213 neuron
intrinsic	central			CB1214			FBbt:20004882	adult CB1214 neuron
intrinsic	central			CB1215			FBbt:20004883	adult CB1215 neuron
intrinsic	central	LHLN		CB1217			FBbt:20004884	adult CB1217 neuron
intrinsic	central			CB1218	LHPV4c1	parent_term	FBbt:00049399	adult lateral horn PV4c1 neuron
intrinsic	central	LHLN		CB1219			FBbt:20004886	adult CB1219 neuron
intrinsic	central			CB1220			FBbt:20004887	adult CB1220 neuron
intrinsic	central			CB1221			FBbt:20004888	adult CB1221 neuron
intrinsic	central			CB1222			FBbt:20004889	adult CB1222 neuron
intrinsic	central			CB1223			FBbt:20004890	adult CB1223 neuron
intrinsic	central			CB1224			FBbt:20004891	adult CB1224 neuron
intrinsic	central			CB1225			FBbt:20004892	adult CB1225 neuron
intrinsic	central			CB1226			FBbt:20004893	adult CB1226 neuron
intrinsic	central			CB1227			FBbt:20004894	adult CB1227 neuron
intrinsic	central			CB1228			FBbt:20004895	adult CB1228 neuron
intrinsic	central			CB1229			FBbt:20004896	adult CB1229 neuron
intrinsic	central			CB1230			FBbt:20004897	adult CB1230 neuron
intrinsic	central			CB1231			FBbt:20004898	adult CB1231 neuron
intrinsic	central			CB1232			FBbt:20004899	adult CB1232 neuron
intrinsic	central			CB1233			FBbt:20004900	adult CB1233 neuron
intrinsic	central			CB1234			FBbt:20004901	adult CB1234 neuron
intrinsic	central			CB1235			FBbt:20004902	adult CB1235 neuron
intrinsic	central			CB1236			FBbt:20004903	adult CB1236 neuron
intrinsic	central			CB1237			FBbt:20004904	adult CB1237 neuron
intrinsic	central			CB1238			FBbt:20004905	adult CB1238 neuron
intrinsic	central			CB1239			FBbt:20004906	adult CB1239 neuron
intrinsic	central			CB1240			FBbt:20004907	adult CB1240 neuron
intrinsic	central			CB1241			FBbt:20004908	adult CB1241 neuron
intrinsic	central			CB1242			FBbt:20004909	adult CB1242 neuron
intrinsic	central			CB1243			FBbt:20004910	adult CB1243 neuron
intrinsic	central			CB1244	LHAD1b2	parent_term	FBbt:00049323	adult lateral horn AD1b2 neuron
intrinsic	central			CB1245	LHAD1b2	parent_term	FBbt:00049323	adult lateral horn AD1b2 neuron
intrinsic	central			CB1246			FBbt:20004913	adult CB1246 neuron
intrinsic	central	LHLN		CB1247			FBbt:20004914	adult CB1247 neuron
intrinsic	central			CB1248			FBbt:20004915	adult CB1248 neuron
intrinsic	central			CB1249			FBbt:20004916	adult CB1249 neuron
intrinsic	central			CB1250			FBbt:20004917	adult CB1250 neuron
intrinsic	central			CB1251			FBbt:20004918	adult CB1251 neuron
intrinsic	central			CB1252			FBbt:20004919	adult CB1252 neuron
intrinsic	central			CB1253			FBbt:20004920	adult CB1253 neuron
intrinsic	central			CB1254			FBbt:20004921	adult CB1254 neuron
intrinsic	central			CB1255			FBbt:20004922	adult CB1255 neuron
intrinsic	central			CB1256			FBbt:20004923	adult CB1256 neuron
intrinsic	central	LHLN		CB1258			FBbt:20004924	adult CB1258 neuron
intrinsic	central			CB1259			FBbt:20004925	adult CB1259 neuron
intrinsic	central			CB1260			FBbt:20004926	adult CB1260 neuron
intrinsic	central			CB1261			FBbt:20004927	adult CB1261 neuron
intrinsic	central			CB1262			FBbt:20004928	adult CB1262 neuron
intrinsic	central			CB1263			FBbt:20004929	adult CB1263 neuron
intrinsic	central			CB1264			FBbt:20004930	adult CB1264 neuron
intrinsic	central			CB1265			FBbt:20004931	adult CB1265 neuron
intrinsic	central	ALLN		CB1266			FBbt:20004932	adult CB1266 neuron
intrinsic	central			CB1267			FBbt:20004933	adult CB1267 neuron
intrinsic	central			CB1268			FBbt:20004934	adult CB1268 neuron
intrinsic	central			CB1269			FBbt:20004935	adult CB1269 neuron
intrinsic	central			CB1270			FBbt:20004936	adult CB1270 neuron
intrinsic	central			CB1271			FBbt:20004937	adult CB1271 neuron
intrinsic	central			CB1272			FBbt:20004938	adult CB1272 neuron
intrinsic	central			CB1273			FBbt:20004939	adult CB1273 neuron
intrinsic	central			CB1274			FBbt:20004940	adult CB1274 neuron
intrinsic	central			CB1275			FBbt:20004941	adult CB1275 neuron
intrinsic	central			CB1276			FBbt:20004942	adult CB1276 neuron
intrinsic	central			CB1278			FBbt:20004943	adult CB1278 neuron
intrinsic	central			CB1279			FBbt:20004944	adult CB1279 neuron
intrinsic	central			CB1280			FBbt:20004945	adult CB1280 neuron
intrinsic	central			CB1281			FBbt:20004946	adult CB1281 neuron
intrinsic	central			CB1282			FBbt:20004947	adult CB1282 neuron
intrinsic	central			CB1283			FBbt:20004948	adult CB1283 neuron
intrinsic	central			CB1284			FBbt:20004949	adult CB1284 neuron
intrinsic	central	ALLN		CB1285			FBbt:20004950	adult CB1285 neuron
intrinsic	central	LHLN		CB1286			FBbt:20004951	adult CB1286 neuron
intrinsic	central			CB1287			FBbt:20004952	adult CB1287 neuron
intrinsic	central			CB1288			FBbt:20004953	adult CB1288 neuron
intrinsic	central			CB1289			FBbt:20004954	adult CB1289 neuron
intrinsic	central			CB1291			FBbt:20004956	adult CB1291 neuron
intrinsic	central			CB1292			FBbt:20004957	adult CB1292 neuron
intrinsic	central	LHLN		CB1293			FBbt:20004958	adult CB1293 neuron
intrinsic	central			CB1294			FBbt:20004959	adult CB1294 neuron
intrinsic	central			CB1295			FBbt:20004960	adult CB1295 neuron
intrinsic	central	ALPN	multiglomerular	CB1296	M_vPNml85,M_vPNml88,M_vPNml89,DM3_vPN	parent_term	FBbt:20003860	adult multiglomerular antennal lobe projection neuron type 85 vPN
intrinsic	central			CB1297			FBbt:20004961	adult CB1297 neuron
intrinsic	central			CB1298			FBbt:20004962	adult CB1298 neuron
intrinsic	central			CB1299			FBbt:20004963	adult CB1299 neuron
intrinsic	central			CB1300			FBbt:20004964	adult CB1300 neuron
intrinsic	central			CB1301			FBbt:20004965	adult CB1301 neuron
intrinsic	central			CB1302			FBbt:20004966	adult CB1302 neuron
intrinsic	central			CB1303			FBbt:20004967	adult CB1303 neuron
intrinsic	central			CB1304			FBbt:20004968	adult CB1304 neuron
intrinsic	central			CB1305			FBbt:20004969	adult CB1305 neuron
intrinsic	central			CB1306			FBbt:20004970	adult CB1306 neuron
intrinsic	central			CB1307			FBbt:20004971	adult CB1307 neuron
intrinsic	central			CB1308			FBbt:20004972	adult CB1308 neuron
intrinsic	central			CB1309			FBbt:20004973	adult CB1309 neuron
intrinsic	central			CB1310			FBbt:20004974	adult CB1310 neuron
intrinsic	central			CB1311			FBbt:20004975	adult CB1311 neuron
intrinsic	central			CB1312			FBbt:20004976	adult CB1312 neuron
intrinsic	central			CB1314			FBbt:20004977	adult CB1314 neuron
intrinsic	central			CB1315			FBbt:20004978	adult CB1315 neuron
intrinsic	central			CB1316			FBbt:20004979	adult CB1316 neuron
intrinsic	central			CB1317			FBbt:20004980	adult CB1317 neuron
intrinsic	central			CB1318			FBbt:20004981	adult CB1318 neuron
intrinsic	central			CB1319			FBbt:20004982	adult CB1319 neuron
intrinsic	central			CB1320			FBbt:20004983	adult CB1320 neuron
intrinsic	central	ALPN	multiglomerular	CB1321	VP1m+VP2_lvPN1,VP1m+VP2_lvPN2	parent_term	FBbt:00049741	adult antennal lobe projection neuron VP1m+VP2 lvPN 2
intrinsic	central			CB1322			FBbt:20004984	adult CB1322 neuron
intrinsic	central			CB1323			FBbt:20004985	adult CB1323 neuron
intrinsic	central			CB1324			FBbt:20004986	adult CB1324 neuron
intrinsic	central			CB1325			FBbt:20004987	adult CB1325 neuron
intrinsic	central			CB1326			FBbt:20004988	adult CB1326 neuron
intrinsic	central			CB1327			FBbt:20004989	adult CB1327 neuron
intrinsic	central			CB1328			FBbt:20004990	adult CB1328 neuron
intrinsic	central			CB1329	AOTU055,AOTU056,AOTU057,AOTU058	parent_term	FBbt:20000054	adult anterior optic tubercle neuron 055
intrinsic	central			CB1330			FBbt:20004991	adult CB1330 neuron
intrinsic	central			CB1331			FBbt:20004992	adult CB1331 neuron
intrinsic	central			CB1332			FBbt:20004993	adult CB1332 neuron
intrinsic	central			CB1333			FBbt:20004994	adult CB1333 neuron
intrinsic	central	LHLN		CB1334			FBbt:20004995	adult CB1334 neuron
intrinsic	central			CB1335			FBbt:20004996	adult CB1335 neuron
intrinsic	central			CB1337			FBbt:20004997	adult CB1337 neuron
intrinsic	central			CB1338			FBbt:20004998	adult CB1338 neuron
intrinsic	central			CB1339			FBbt:20004999	adult CB1339 neuron
intrinsic	central			CB1340			FBbt:20005000	adult CB1340 neuron
intrinsic	central			CB1341			FBbt:20005001	adult CB1341 neuron
intrinsic	central			CB1342			FBbt:20005002	adult CB1342 neuron
intrinsic	central			CB1344			FBbt:20005003	adult CB1344 neuron
intrinsic	central			CB1345			FBbt:20005004	adult CB1345 neuron
intrinsic	central			CB1346			FBbt:20005005	adult CB1346 neuron
intrinsic	central			CB1348			FBbt:20005006	adult CB1348 neuron
intrinsic	central			CB1350			FBbt:20005007	adult CB1350 neuron
intrinsic	central			CB1352			FBbt:20005008	adult CB1352 neuron
intrinsic	central			CB1353			FBbt:20005009	adult CB1353 neuron
intrinsic	central			CB1354			FBbt:20005010	adult CB1354 neuron
intrinsic	central			CB1355			FBbt:20005011	adult CB1355 neuron
intrinsic	central			CB1356			FBbt:20005012	adult CB1356 neuron
intrinsic	central			CB1357			FBbt:20005013	adult CB1357 neuron
intrinsic	central			CB1359			FBbt:20005014	adult CB1359 neuron
intrinsic	central			CB1360			FBbt:20005015	adult CB1360 neuron
intrinsic	central			CB1361			FBbt:20005016	adult CB1361 neuron
intrinsic	central	LHLN		CB1363			FBbt:20005017	adult CB1363 neuron
intrinsic	central			CB1365			FBbt:20005018	adult CB1365 neuron
intrinsic	central			CB1366			FBbt:20005019	adult CB1366 neuron
intrinsic	central			CB1368			FBbt:20005021	adult CB1368 neuron
intrinsic	central			CB1369			FBbt:20005022	adult CB1369 neuron
intrinsic	central			CB1370			FBbt:20005023	adult CB1370 neuron
intrinsic	central			CB1371			FBbt:20005024	adult CB1371 neuron
intrinsic	central			CB1372			FBbt:20005025	adult CB1372 neuron
intrinsic	central			CB1374			FBbt:20005026	adult CB1374 neuron
intrinsic	central	LHLN		CB1375			FBbt:20005027	adult CB1375 neuron
intrinsic	central			CB1376			FBbt:20005028	adult CB1376 neuron
intrinsic	central			CB1377			FBbt:20005029	adult CB1377 neuron
intrinsic	central			CB1378			FBbt:20005030	adult CB1378 neuron
intrinsic	central			CB1379			FBbt:20005031	adult CB1379 neuron
intrinsic	central			CB1380			FBbt:20005032	adult CB1380 neuron
intrinsic	central	LHLN		CB1381			FBbt:20005033	adult CB1381 neuron
intrinsic	central			CB1382			FBbt:20005034	adult CB1382 neuron
intrinsic	central			CB1383			FBbt:20005035	adult CB1383 neuron
intrinsic	central			CB1384			FBbt:20005036	adult CB1384 neuron
intrinsic	central			CB1385			FBbt:20005037	adult CB1385 neuron
intrinsic	central			CB1387			FBbt:20005038	adult CB1387 neuron
intrinsic	central			CB1389			FBbt:20005039	adult CB1389 neuron
intrinsic	central			CB1390			FBbt:20005040	adult CB1390 neuron
intrinsic	central			CB1391			FBbt:20005041	adult CB1391 neuron
intrinsic	central			CB1392			FBbt:20005042	adult CB1392 neuron
intrinsic	central			CB1393			FBbt:20005043	adult CB1393 neuron
intrinsic	central			CB1394			FBbt:20005044	adult CB1394 neuron
intrinsic	central			CB1395			FBbt:20005045	adult CB1395 neuron
intrinsic	central			CB1396			FBbt:20005046	adult CB1396 neuron
intrinsic	central			CB1397			FBbt:20005047	adult CB1397 neuron
intrinsic	central			CB1399			FBbt:20005048	adult CB1399 neuron
intrinsic	central			CB1400			FBbt:20005049	adult CB1400 neuron
intrinsic	central	LHLN		CB1401			FBbt:20005050	adult CB1401 neuron
intrinsic	central	LHLN		CB1402			FBbt:20005051	adult CB1402 neuron
intrinsic	central			CB1403			FBbt:20005052	adult CB1403 neuron
intrinsic	central	LHLN		CB1405			FBbt:20005053	adult CB1405 neuron
intrinsic	central			CB1406			FBbt:20005054	adult CB1406 neuron
intrinsic	central			CB1407			FBbt:20005055	adult CB1407 neuron
intrinsic	central			CB1408			FBbt:20005056	adult CB1408 neuron
intrinsic	central			CB1410			FBbt:20005057	adult CB1410 neuron
intrinsic	central			CB1412			FBbt:20005058	adult CB1412 neuron
intrinsic	central			CB1413			FBbt:20005059	adult CB1413 neuron
intrinsic	central			CB1414			FBbt:20005060	adult CB1414 neuron
intrinsic	central			CB1415			FBbt:20005061	adult CB1415 neuron
intrinsic	central			CB1416			FBbt:20005062	adult CB1416 neuron
intrinsic	central			CB1417			FBbt:20005063	adult CB1417 neuron
intrinsic	central			CB1418			FBbt:20005064	adult CB1418 neuron
intrinsic	central			CB1419			FBbt:20005065	adult CB1419 neuron
