systematicType	type	FBbt_id	FBbt_name	notes	mapping_ref	specificity
DNxn073	DNxn073	FBbt:20008358	adult DNxn073 neuron			
DNxn074	DNp38	FBbt:20007548	descending neuron of the posterior brain DNp38			
DNxn075	DNp41	FBbt:20011345	descending neuron of the posterior brain DNp41			
DNxn076	DNp42	FBbt:00052181	descending neuron of the posterior brain DNp42			
DNxn077	DNp44	FBbt:00049697	descending neuron of the posterior brain DNp44			
DNxn078	DNp45	FBbt:20011346	descending neuron of the posterior brain DNp45			
DNxn079	DNp46	FBbt:20011347	descending neuron of the posterior brain DNp46			
DNxn080	DNp47	FBbt:20011348	descending neuron of the posterior brain DNp47			
DNxn081	DNp48	FBbt:20011349	descending neuron of the posterior brain DNp48			
DNxn082	DNp49	FBbt:20007549	descending neuron of the posterior brain DNp49			
DNxn083	DNp51	FBbt:20011350	descending neuron of the posterior brain DNp51			
DNxn084	DNp53	FBbt:20011351	descending neuron of the posterior brain DNp53			
DNxn085	DNp54	FBbt:00053169	descending neuron of the posterior brain DNp54			
DNxn086	DNp55	FBbt:20011352	descending neuron of the posterior brain DNp55			
DNxn087	DNp57	FBbt:20011353	descending neuron of the posterior brain DNp57			
DNxn088	DNp60	FBbt:20011354	descending neuron of the posterior brain DNp60			
DNxn089	DNp62	FBbt:00051434	adult Drosulfakinin MP1b neuron			
DNxn090	DNp63	FBbt:20011356	descending neuron of the posterior brain DNp63			
DNxn091	DNp64	FBbt:20011357	descending neuron of the posterior brain DNp64			
DNxn092	DNp65	FBbt:20007551	descending neuron of the posterior brain DNp65			
DNxn093	DNp68	FBbt:20011358	descending neuron of the posterior brain DNp68			
DNxn094	DNp69	FBbt:20011359	descending neuron of the posterior brain DNp69			
DNxn095	DNb07	FBbt:20011360	descending neuron of the anterior ventral brain DNb07			
DNxn096	DNg98	FBbt:20007471	descending neuron of the gnathal ganglion DNg98			
DNxn097	DNg99	FBbt:20007472	descending neuron of the gnathal ganglion DNg99			
DNxn098	DNp70	FBbt:20011361	descending neuron of the posterior brain DNp70			
DNxn099	DNp73	FBbt:20007547	descending neuron of the posterior brain DNp73			
DNxn100	DNxn100	FBbt:20008359	adult DNxn100 neuron			
DNxn101	DNxn101	FBbt:20008360	adult DNxn101 neuron			
DNxn102	DNxn102	FBbt:20008361	adult DNxn102 neuron			
DNxn103	DNxn103	FBbt:20008362	adult DNxn103 neuron			
DNxn104	DNxn104	FBbt:20008363	adult DNxn104 neuron			
DNxn105	DNxn105	FBbt:20008364	adult DNxn105 neuron			
DNxn106	DNxn106	FBbt:20008365	adult DNxn106 neuron			
DNxn107	DNxn107	FBbt:20008366	adult DNxn107 neuron			
DNxn108	DNxn108	FBbt:20008367	adult DNxn108 neuron			
DNxn109	DNxn109	FBbt:20008368	adult DNxn109 neuron			
DNxn110	DNxn110	FBbt:20008369	adult DNxn110 neuron			
DNxn111	DNxn111	FBbt:20008370	adult DNxn111 neuron			
DNxn112	DNxn112	FBbt:20008371	adult DNxn112 neuron			
DNxn113	DNxn113	FBbt:20008372	adult DNxn113 neuron			
DNxn114	DNxn114	FBbt:20008373	adult DNxn114 neuron			
DNxn115	DNxn115	FBbt:20008374	adult DNxn115 neuron			
DNxn116	DNxn116	FBbt:20008375	adult DNxn116 neuron			
DNxn117	DNxn117	FBbt:20008376	adult DNxn117 neuron			
DNxn118	DNxn118	FBbt:20008377	adult DNxn118 neuron			
DNxn119	DNxn119	FBbt:20008378	adult DNxn119 neuron			
DNxn120	DNb04	FBbt:00047585	descending neuron of the anterior ventral brain DNb04	mappng not in Cheong et al. (2024)		flag
DNxn121	DNxn121	FBbt:20008379	adult DNxn121 neuron			
DNxn122	DNxn122	FBbt:20008380	adult DNxn122 neuron			
DNxn123	DNxn123	FBbt:20008381	adult DNxn123 neuron			
DNxn124	DNxn124	FBbt:20008382	adult DNxn124 neuron			
DNxn125	DNxn125	FBbt:20008383	adult DNxn125 neuron			
DNxn126	DNxn126	FBbt:20008384	adult DNxn126 neuron			
DNxn127	DNxn127	FBbt:20008385	adult DNxn127 neuron			
DNxn128	DNxn128	FBbt:20008386	adult DNxn128 neuron			
DNxn129	DNxn129	FBbt:20008387	adult DNxn129 neuron			
DNxn130	DNxn130	FBbt:20008388	adult DNxn130 neuron			
DNxn131	DNxn131	FBbt:20008389	adult DNxn131 neuron			
DNxn132	DNxn132	FBbt:20008390	adult DNxn132 neuron			
DNxn133	DNxn133	FBbt:20008391	adult DNxn133 neuron			
DNxn134	DNxn134	FBbt:20008392	adult DNxn134 neuron			
DNxn135	DNxn135	FBbt:20008393	adult DNxn135 neuron			
DNxn136	DNxn136	FBbt:20008394	adult DNxn136 neuron			
DNxn137	DNxn137	FBbt:20008395	adult DNxn137 neuron			
DNxn138	DNxn138	FBbt:20008396	adult DNxn138 neuron			
DNxn139	DNxn139	FBbt:20008397	adult DNxn139 neuron			
DNxn140	DNxn140	FBbt:20008398	adult DNxn140 neuron			
DNxn141	DNxn141	FBbt:20008399	adult DNxn141 neuron			
DNxn142	DNxn142	FBbt:20008400	adult DNxn142 neuron			
DNxn143	DNxn143	FBbt:20008401	adult DNxn143 neuron			
DNxn144	DNxn144	FBbt:20008402	adult DNxn144 neuron			
DNxn145	DNxn145	FBbt:20008403	adult DNxn145 neuron			
DNxn146	DNxn146	FBbt:20008404	adult DNxn146 neuron			
DNxn147	DNxn147	FBbt:20008405	adult DNxn147 neuron			
DNxn148	DNxn148	FBbt:20008406	adult DNxn148 neuron			
DNxn149	DNxn149	FBbt:20008407	adult DNxn149 neuron			
DNxn150	DNxn150	FBbt:20008408	adult DNxn150 neuron			
DNxn151	DNxn151	FBbt:20008409	adult DNxn151 neuron			
DNxn152	DNxn152	FBbt:20008410	adult DNxn152 neuron			
DNxn153	DNxn153	FBbt:20008411	adult DNxn153 neuron			
DNxn154	DNxn154	FBbt:20008412	adult DNxn154 neuron			
DNxn155	DNxn155	FBbt:20008413	adult DNxn155 neuron			
DNxn156	DNxn156	FBbt:20008414	adult DNxn156 neuron			
DNxn157	DNxn157	FBbt:20008415	adult DNxn157 neuron			
DNxn158	DNxn158	FBbt:20008416	adult DNxn158 neuron			
DNxn159	DNxn159	FBbt:20008417	adult DNxn159 neuron			
DNxn160	DNxn160	FBbt:20008418	adult DNxn160 neuron			
DNxn161	DNxn161	FBbt:20008419	adult DNxn161 neuron			
DNxn162	DNxn162	FBbt:20008420	adult DNxn162 neuron			
DNxn163	DNxn163	FBbt:20008421	adult DNxn163 neuron			
DNxn164	DNxn164	FBbt:20007365	descending neuron of the gnathal ganglion DNge053			
DNxn165	DNxn165	FBbt:20008423	adult DNxn165 neuron			
DNxn166	DNxn166	FBbt:20008424	adult DNxn166 neuron			
DNxn167	DNxn167	FBbt:20008425	adult DNxn167 neuron			
DNxn168	DNxn168	FBbt:20008426	adult DNxn168 neuron			
DNxn169	DNxn169	FBbt:20008427	adult DNxn169 neuron			
DNxn170	DNxn170	FBbt:20008428	adult DNxn170 neuron			
DNxn171	DNxn171	FBbt:20008429	adult DNxn171 neuron			
DNxn172	DNxn172	FBbt:20008430	adult DNxn172 neuron			
DNxn173	DNxn173	FBbt:20008431	adult DNxn173 neuron			
DNxn174	DNxn174	FBbt:20008432	adult DNxn174 neuron			
DNxn175	DNxn175	FBbt:20008433	adult DNxn175 neuron			
DNxn176	DNxn176	FBbt:20008434	adult DNxn176 neuron			
DNxn177	DNxn177	FBbt:20008435	adult DNxn177 neuron			
DNxn178	DNxn178	FBbt:20008436	adult DNxn178 neuron			
DNxn179	DNxn179	FBbt:20008437	adult DNxn179 neuron			
DNxn180	DNxn180	FBbt:20008438	adult DNxn180 neuron			
DNxn181	DNxn181	FBbt:20008439	adult DNxn181 neuron			
DNxn182	DNxn182	FBbt:20008440	adult DNxn182 neuron			
DNxn183	DNxn183	FBbt:20008441	adult DNxn183 neuron			
DNxn184	DNxn184	FBbt:20008442	adult DNxn184 neuron			
DNxn185	DNxn185	FBbt:20008443	adult DNxn185 neuron			
DNxn186	DNxn186	FBbt:20008444	adult DNxn186 neuron			
DNxn187	DNxn187	FBbt:20008445	adult DNxn187 neuron			
DNxn188	DNxn188	FBbt:20008446	adult DNxn188 neuron			
DNxn189	DNxn189	FBbt:20008447	adult DNxn189 neuron			
DNxn190	DNxn190	FBbt:20008448	adult DNxn190 neuron			
DNxn191	DNxn191	FBbt:20008449	adult DNxn191 neuron			
DNxn192	DNxn192	FBbt:20008450	adult DNxn192 neuron			
DNxn193	DNxn193	FBbt:20008451	adult DNxn193 neuron			
EA00B006	EA00B006	FBbt:20008452	adult EA00B006 neuron			
EA00B022	EA00B022	FBbt:20008453	adult EA00B022 neuron			
EA06B010	EA06B010	FBbt:20008454	adult EA06B010 neuron			
EA27X006	EA27X006	FBbt:20008455	adult EA27X006 neuron			
EAXXX079	EAXXX079	FBbt:00058203	adult octopaminergic neuron			general_term
EN00B001	EN00B001	FBbt:00052755	adult mesothoracic VUM neuron 4		doi:10.7554/eLife.96084.1	
EN00B002	EN00B002	FBbt:20008456	adult EN00B002 neuron			
EN00B003	EN00B003	FBbt:20008457	adult EN00B003 neuron			
EN00B004	EN00B004	FBbt:20008458	adult EN00B004 neuron			
EN00B005	mesVUM-MJ	FBbt:00052752	adult mesothoracic VUM neuron 1		doi:10.7554/eLife.96084.1	
EN00B007	EN00B007	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B008	EN00B008	FBbt:00052753	adult mesothoracic VUM neuron 2		doi:10.7554/eLife.96084.1	
EN00B009	EN00B009	FBbt:20008459	adult EN00B009 neuron			
EN00B010	EN00B010	FBbt:20008460	adult EN00B010 neuron			
EN00B011	EN00B011	FBbt:00052751	adult mesothoracic ventral unpaired median neuron	Cheong et al. (2024) low confidence mapping EN00B011 mapped to both T2VUM2 and T2VUM3	doi:10.7554/eLife.96084.1	parent_term
EN00B012	EN00B012	FBbt:20008461	adult EN00B012 neuron			
EN00B013	EN00B013	FBbt:20008462	adult EN00B013 neuron			
EN00B014	EN00B014	FBbt:20008463	adult EN00B014 neuron			
EN00B015	EN00B015	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B016	EN00B016	FBbt:20008464	adult EN00B016 neuron			
EN00B017	EN00B017	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B018	EN00B018	FBbt:20008465	adult EN00B018 neuron			
EN00B019	EN00B019	FBbt:20008466	adult EN00B019 neuron			
EN00B020	EN00B020	FBbt:20008467	adult EN00B020 neuron			
EN00B021	EN00B021	FBbt:20008468	adult EN00B021 neuron			
EN00B023	EN00B023	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B024	EN00B024	FBbt:20008469	adult EN00B024 neuron			
EN00B025	EN00B025	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B026	EN00B026	FBbt:00052750	adult VNC ventral unpaired median neuron		doi:10.7554/eLife.96084.1	general_term
EN00B027	EN00B027	FBbt:20008470	adult EN00B027 neuron			
EN18B007	PSI	FBbt:00007408	peripherally synapsing interneuron			
EN21X001	EN21X001	FBbt:20008471	adult EN21X001 neuron			
EN27X010	EN27X010	FBbt:20008472	adult EN27X010 neuron			
ENXXX012	ENXXX012	FBbt:20008473	adult ENXXX012 neuron			
ENXXX128	ENXXX128	FBbt:20008474	adult ENXXX128 neuron			
ENXXX226	ENXXX226	FBbt:20008475	adult ENXXX226 neuron			
ENXXX286	ENXXX286	FBbt:20008476	adult ENXXX286 neuron			
IN00A001	IN00A001	FBbt:20008477	adult IN00A001 neuron			
IN00A002	IN00A002	FBbt:20008478	adult IN00A002 neuron			
IN00A003	IN00A003	FBbt:20008479	adult IN00A003 neuron			
IN00A004	IN00A004	FBbt:20008480	adult IN00A004 neuron			
IN00A005	IN00A005	FBbt:20008481	adult IN00A005 neuron			
IN00A007	IN00A007	FBbt:20008482	adult IN00A007 neuron			
IN00A008	IN00A008	FBbt:20008483	adult IN00A008 neuron			
IN00A009	IN00A009	FBbt:20008484	adult IN00A009 neuron			
IN00A010	IN00A010	FBbt:20008485	adult IN00A010 neuron			
IN00A011	IN00A011	FBbt:20008486	adult IN00A011 neuron			
IN00A012	IN00A012	FBbt:20008487	adult IN00A012 neuron			
IN00A013	IN00A013	FBbt:20008488	adult IN00A013 neuron			
IN00A014	IN00A014	FBbt:20008489	adult IN00A014 neuron			
IN00A015	vPR9	FBbt:00111145	adult fruitless vPR9 neuron			parent_term
IN00A016	IN00A016	FBbt:20008490	adult IN00A016 neuron			
IN00A017	IN00A017	FBbt:20008491	adult IN00A017 neuron			
IN00A018	IN00A018	FBbt:20008492	adult IN00A018 neuron			
IN00A019	IN00A019	FBbt:20008493	adult IN00A019 neuron			
IN00A020	IN00A020	FBbt:20008494	adult IN00A020 neuron			
IN00A021	IN00A021	FBbt:20008495	adult IN00A021 neuron			
IN00A022	IN00A022	FBbt:20008496	adult IN00A022 neuron			
IN00A023	IN00A023	FBbt:00111145	adult fruitless vPR9 neuron			parent_term
IN00A024	IN00A024	FBbt:20008497	adult IN00A024 neuron			
IN00A025	IN00A025	FBbt:20008498	adult IN00A025 neuron			
IN00A026	IN00A026	FBbt:20008499	adult IN00A026 neuron			
IN00A027	IN00A027	FBbt:20008500	adult IN00A027 neuron			
IN00A028	IN00A028	FBbt:20008501	adult IN00A028 neuron			
IN00A029	IN00A029	FBbt:20008502	adult IN00A029 neuron			
IN00A030	IN00A030	FBbt:20008503	adult IN00A030 neuron			
IN00A031	IN00A031	FBbt:20008504	adult IN00A031 neuron			
IN00A032	IN00A032	FBbt:20008505	adult IN00A032 neuron			
IN00A033	IN00A033	FBbt:20008506	adult IN00A033 neuron			
IN00A034	IN00A034	FBbt:20008507	adult IN00A034 neuron			
IN00A035	IN00A035	FBbt:20008508	adult IN00A035 neuron			
IN00A036	IN00A036	FBbt:20008509	adult IN00A036 neuron			
IN00A037	IN00A037	FBbt:20008510	adult IN00A037 neuron			
IN00A038	IN00A038	FBbt:20008511	adult IN00A038 neuron			
IN00A039	IN00A039	FBbt:20008512	adult IN00A039 neuron			
IN00A040	IN00A040	FBbt:20008513	adult IN00A040 neuron			
IN00A041	IN00A041	FBbt:20008514	adult IN00A041 neuron			
IN00A042	IN00A042	FBbt:20008515	adult IN00A042 neuron			
IN00A043	IN00A043	FBbt:20008516	adult IN00A043 neuron			
IN00A044	IN00A044	FBbt:20008517	adult IN00A044 neuron			
IN00A045	IN00A045	FBbt:20008518	adult IN00A045 neuron			
IN00A046	IN00A046	FBbt:20008519	adult IN00A046 neuron			
IN00A047	IN00A047	FBbt:20008520	adult IN00A047 neuron			
IN00A048	IN00A048	FBbt:20008521	adult IN00A048 neuron			
IN00A049	IN00A049	FBbt:20008522	adult IN00A049 neuron			
IN00A050	IN00A050	FBbt:20008523	adult IN00A050 neuron			
IN00A051	IN00A051	FBbt:20008524	adult IN00A051 neuron			
IN00A052	IN00A052	FBbt:20008525	adult IN00A052 neuron			
IN00A053	IN00A053	FBbt:20008526	adult IN00A053 neuron			
IN00A054	IN00A054	FBbt:20008527	adult IN00A054 neuron			
IN00A055	IN00A055	FBbt:20008528	adult IN00A055 neuron			
IN00A056	IN00A056	FBbt:20008529	adult IN00A056 neuron			
IN00A057	IN00A057	FBbt:20008530	adult IN00A057 neuron			
IN00A058	IN00A058	FBbt:20008531	adult IN00A058 neuron			
IN00A059	IN00A059	FBbt:20008532	adult IN00A059 neuron			
IN00A060	IN00A060	FBbt:20008533	adult IN00A060 neuron			
IN00A061	IN00A061	FBbt:20008534	adult IN00A061 neuron			
IN00A062	IN00A062	FBbt:20008535	adult IN00A062 neuron			
IN00A063	IN00A063	FBbt:20008536	adult IN00A063 neuron			
IN00A064	IN00A064	FBbt:20008537	adult IN00A064 neuron			
IN00A065	IN00A065	FBbt:20008538	adult IN00A065 neuron			
IN00A066	IN00A066	FBbt:20008539	adult IN00A066 neuron			
IN00A067	IN00A067	FBbt:20008540	adult IN00A067 neuron			
IN00A068	IN00A068	FBbt:20008541	adult IN00A068 neuron			
IN00A069	IN00A069	FBbt:20008542	adult IN00A069 neuron			
IN00A070	IN00A070	FBbt:20008543	adult IN00A070 neuron			
IN00A071	IN00A071	FBbt:20008544	adult IN00A071 neuron			
IN01A001	IN01A001	FBbt:20008545	adult IN01A001 neuron			
IN01A002	IN01A002	FBbt:20008546	adult IN01A002 neuron			
IN01A003	IN01A003	FBbt:20008547	adult IN01A003 neuron			
IN01A004	IN01A004	FBbt:20008548	adult IN01A004 neuron			
IN01A005	IN01A005	FBbt:20008549	adult IN01A005 neuron			
IN01A007	IN01A007	FBbt:20008550	adult IN01A007 neuron			
IN01A008	IN01A008	FBbt:20008551	adult IN01A008 neuron			
IN01A009	IN01A009	FBbt:20008552	adult IN01A009 neuron			
IN01A010	IN01A010	FBbt:20008553	adult IN01A010 neuron			
IN01A011	IN01A011	FBbt:20008554	adult IN01A011 neuron			
IN01A012	IN01A012	FBbt:20008555	adult IN01A012 neuron			
IN01A013	IN01A013	FBbt:20008556	adult IN01A013 neuron			
IN01A015	IN01A015	FBbt:20008557	adult IN01A015 neuron			
IN01A016	IN01A016	FBbt:20008558	adult IN01A016 neuron			
IN01A017	IN01A017	FBbt:20008559	adult IN01A017 neuron			
IN01A018	IN01A018	FBbt:20008560	adult IN01A018 neuron			
IN01A019	IN01A019	FBbt:20008561	adult IN01A019 neuron			
IN01A020	IN01A020	FBbt:20008562	adult IN01A020 neuron			
IN01A022	IN01A022	FBbt:20008563	adult IN01A022 neuron			
IN01A023	IN01A023	FBbt:20008564	adult IN01A023 neuron			
IN01A024	IN01A024	FBbt:20008565	adult IN01A024 neuron			
IN01A025	IN01A025	FBbt:20008566	adult IN01A025 neuron			
IN01A026	IN01A026	FBbt:20008567	adult IN01A026 neuron			
IN01A027	IN01A027	FBbt:20008568	adult IN01A027 neuron			
IN01A028	IN01A028	FBbt:20008569	adult IN01A028 neuron			
IN01A029	IN01A029	FBbt:20008570	adult IN01A029 neuron			
IN01A030	IN01A030	FBbt:20008571	adult IN01A030 neuron			
IN01A031	IN01A031	FBbt:20008572	adult IN01A031 neuron			
IN01A032	IN01A032	FBbt:20008573	adult IN01A032 neuron			
IN01A034	IN01A034	FBbt:20008574	adult IN01A034 neuron			
IN01A035	IN01A035	FBbt:20008575	adult IN01A035 neuron			
IN01A036	IN01A036	FBbt:20008576	adult IN01A036 neuron			
IN01A037	IN01A037	FBbt:20008577	adult IN01A037 neuron			
IN01A038	IN01A038	FBbt:20008578	adult IN01A038 neuron			
IN01A039	IN01A039	FBbt:20008579	adult IN01A039 neuron			
IN01A040	IN01A040	FBbt:20008580	adult IN01A040 neuron			
IN01A041	IN01A041	FBbt:20008581	adult IN01A041 neuron			
IN01A042	IN01A042	FBbt:20008582	adult IN01A042 neuron			
IN01A043	IN01A043	FBbt:20008583	adult IN01A043 neuron			
IN01A044	IN01A044	FBbt:20008584	adult IN01A044 neuron			
IN01A045	IN01A045	FBbt:20008585	adult IN01A045 neuron			
IN01A046	IN01A046	FBbt:20008586	adult IN01A046 neuron			
IN01A047	IN01A047	FBbt:20008587	adult IN01A047 neuron			
IN01A048	IN01A048	FBbt:20008588	adult IN01A048 neuron			
IN01A050	IN01A050	FBbt:20008589	adult IN01A050 neuron			
IN01A051	IN01A051	FBbt:20008590	adult IN01A051 neuron			
IN01A052	IN01A052	FBbt:20008591	adult IN01A052 neuron			
IN01A053	IN01A053	FBbt:20008592	adult IN01A053 neuron			
IN01A054	IN01A054	FBbt:20008593	adult IN01A054 neuron			
IN01A056	IN01A056	FBbt:20008594	adult IN01A056 neuron			
IN01A057	IN01A057	FBbt:20008595	adult IN01A057 neuron			
IN01A058	IN01A058	FBbt:20008596	adult IN01A058 neuron			
IN01A059	IN01A059	FBbt:20008597	adult IN01A059 neuron			
IN01A060	IN01A060	FBbt:20008598	adult IN01A060 neuron			
IN01A061	IN01A061	FBbt:20008599	adult IN01A061 neuron			
IN01A062	IN01A062	FBbt:20008600	adult IN01A062 neuron			
IN01A063	IN01A063	FBbt:20008601	adult IN01A063 neuron			
IN01A064	IN01A064	FBbt:20008602	adult IN01A064 neuron			
IN01A065	IN01A065	FBbt:20008603	adult IN01A065 neuron			
IN01A066	IN01A066	FBbt:20008604	adult IN01A066 neuron			
IN01A067	IN01A067	FBbt:20008605	adult IN01A067 neuron			
IN01A068	IN01A068	FBbt:20008606	adult IN01A068 neuron			
IN01A069	IN01A069	FBbt:20008607	adult IN01A069 neuron			
IN01A070	IN01A070	FBbt:20008608	adult IN01A070 neuron			
IN01A071	IN01A071	FBbt:20008609	adult IN01A071 neuron			
IN01A072	IN01A072	FBbt:20008610	adult IN01A072 neuron			
IN01A073	IN01A073	FBbt:20008611	adult IN01A073 neuron			
IN01A074	IN01A074	FBbt:20008612	adult IN01A074 neuron			
IN01A075	IN01A075	FBbt:20008613	adult IN01A075 neuron			
IN01A076	IN01A076	FBbt:20008614	adult IN01A076 neuron			
IN01A077	IN01A077	FBbt:20008615	adult IN01A077 neuron			
IN01A078	IN01A078	FBbt:20008616	adult IN01A078 neuron			
IN01A079	IN01A079	FBbt:20008617	adult IN01A079 neuron			
IN01A080	IN01A080	FBbt:20008618	adult IN01A080 neuron			
IN01A081	IN01A081	FBbt:20008619	adult IN01A081 neuron			
IN01A082	IN01A082	FBbt:20008620	adult IN01A082 neuron			
IN01A083	IN01A083	FBbt:20008621	adult IN01A083 neuron			
IN01A084	IN01A084	FBbt:20008622	adult IN01A084 neuron			
IN01A085	IN01A085	FBbt:20008623	adult IN01A085 neuron			
IN01A087	IN01A087	FBbt:20008624	adult IN01A087 neuron			
IN01A088	IN01A088	FBbt:20008625	adult IN01A088 neuron			
IN01B001	IN01B001	FBbt:20008626	adult IN01B001 neuron			
IN01B002	IN01B002	FBbt:20008627	adult IN01B002 neuron			
IN01B003	IN01B003	FBbt:20008628	adult IN01B003 neuron			
IN01B006	IN01B006	FBbt:20008629	adult IN01B006 neuron			
IN01B007	IN01B007	FBbt:20008630	adult IN01B007 neuron			
IN01B008	IN01B008	FBbt:20008631	adult IN01B008 neuron			
IN01B010	IN01B010	FBbt:20008632	adult IN01B010 neuron			
IN01B012	IN01B012	FBbt:20008633	adult IN01B012 neuron			
IN01B013	IN01B013	FBbt:20008634	adult IN01B013 neuron			
IN01B014	IN01B014	FBbt:20008635	adult IN01B014 neuron			
IN01B015	IN01B015	FBbt:20008636	adult IN01B015 neuron			
IN01B016	IN01B016	FBbt:20008637	adult IN01B016 neuron			
IN01B017	IN01B017	FBbt:20008638	adult IN01B017 neuron			
IN01B019	IN01B019	FBbt:20008639	adult IN01B019 neuron			
IN01B020	IN01B020	FBbt:20008640	adult IN01B020 neuron			
IN01B021	IN01B021	FBbt:20008641	adult IN01B021 neuron			
IN01B022	IN01B022	FBbt:20008642	adult IN01B022 neuron			
IN01B023	IN01B023	FBbt:20008643	adult IN01B023 neuron			
IN01B024	IN01B024	FBbt:20008644	adult IN01B024 neuron			
IN01B025	IN01B025	FBbt:20008645	adult IN01B025 neuron			
IN01B026	IN01B026	FBbt:20008646	adult IN01B026 neuron			
IN01B027	IN01B027	FBbt:20008647	adult IN01B027 neuron			
IN01B028	IN01B028	FBbt:20008648	adult IN01B028 neuron			
IN01B029	IN01B029	FBbt:20008649	adult IN01B029 neuron			
IN01B030	IN01B030	FBbt:20008650	adult IN01B030 neuron			
IN01B031	IN01B031	FBbt:20008651	adult IN01B031 neuron			
IN01B032	IN01B032	FBbt:20008652	adult IN01B032 neuron			
IN01B033	IN01B033	FBbt:20008653	adult IN01B033 neuron			
IN01B034	IN01B034	FBbt:20008654	adult IN01B034 neuron			
IN01B035	IN01B035	FBbt:20008655	adult IN01B035 neuron			
IN01B036	IN01B036	FBbt:20008656	adult IN01B036 neuron			
IN01B037	IN01B037	FBbt:20008657	adult IN01B037 neuron			
IN01B038	IN01B038	FBbt:20008658	adult IN01B038 neuron			
IN01B039	IN01B039	FBbt:20008659	adult IN01B039 neuron			
IN01B040	IN01B040	FBbt:20008660	adult IN01B040 neuron			
IN01B041	IN01B041	FBbt:20008661	adult IN01B041 neuron			
IN01B042	IN01B042	FBbt:20008662	adult IN01B042 neuron			
IN01B043	IN01B043	FBbt:20008663	adult IN01B043 neuron			
IN01B044	IN01B044	FBbt:20008664	adult IN01B044 neuron			
IN01B045	IN01B045	FBbt:20008665	adult IN01B045 neuron			
IN01B046	IN01B046	FBbt:20008666	adult IN01B046 neuron			
IN01B047	IN01B047	FBbt:20008667	adult IN01B047 neuron			
IN01B048	IN01B048	FBbt:20008668	adult IN01B048 neuron			
IN01B049	IN01B049	FBbt:20008669	adult IN01B049 neuron			
IN01B050	IN01B050	FBbt:20008670	adult IN01B050 neuron			
IN01B051	IN01B051	FBbt:20008671	adult IN01B051 neuron			
IN01B052	IN01B052	FBbt:20008672	adult IN01B052 neuron			
IN01B053	IN01B053	FBbt:20008673	adult IN01B053 neuron			
IN01B054	IN01B054	FBbt:20008674	adult IN01B054 neuron			
IN01B055	IN01B055	FBbt:20008675	adult IN01B055 neuron			
IN01B056	IN01B056	FBbt:20008676	adult IN01B056 neuron			
IN01B057	IN01B057	FBbt:20008677	adult IN01B057 neuron			
IN01B058	IN01B058	FBbt:20008678	adult IN01B058 neuron			
IN01B059	IN01B059	FBbt:20008679	adult IN01B059 neuron			
IN01B060	IN01B060	FBbt:20008680	adult IN01B060 neuron			
IN01B061	IN01B061	FBbt:20008681	adult IN01B061 neuron			
IN01B062	IN01B062	FBbt:20008682	adult IN01B062 neuron			
IN01B063	IN01B063	FBbt:20008683	adult IN01B063 neuron			
IN01B064	IN01B064	FBbt:20008684	adult IN01B064 neuron			
IN01B065	IN01B065	FBbt:20008685	adult IN01B065 neuron			
IN01B066	IN01B066	FBbt:20008686	adult IN01B066 neuron			
IN01B067	IN01B067	FBbt:20008687	adult IN01B067 neuron			
IN01B068	IN01B068	FBbt:20008688	adult IN01B068 neuron			
IN01B069	IN01B069	FBbt:20008689	adult IN01B069 neuron			
IN01B070	IN01B070	FBbt:20008690	adult IN01B070 neuron			
IN01B071	IN01B071	FBbt:20008691	adult IN01B071 neuron			
IN01B072	IN01B072	FBbt:20008692	adult IN01B072 neuron			
IN01B073	IN01B073	FBbt:20008693	adult IN01B073 neuron			
IN01B074	IN01B074	FBbt:20008694	adult IN01B074 neuron			
IN01B075	IN01B075	FBbt:20008695	adult IN01B075 neuron			
IN01B077	IN01B077	FBbt:20008696	adult IN01B077 neuron			
IN01B078	IN01B078	FBbt:20008697	adult IN01B078 neuron			
IN01B079	IN01B079	FBbt:20008698	adult IN01B079 neuron			
IN01B080	IN01B080	FBbt:20008699	adult IN01B080 neuron			
IN01B081	IN01B081	FBbt:20008700	adult IN01B081 neuron			
IN01B082	IN01B082	FBbt:20008701	adult IN01B082 neuron			
IN01B083	IN01B083	FBbt:20008702	adult IN01B083 neuron			
IN01B084	IN01B084	FBbt:20008703	adult IN01B084 neuron			
IN01B085	IN01B085	FBbt:20008704	adult IN01B085 neuron			
IN01B086	IN01B086	FBbt:20008705	adult IN01B086 neuron			
IN01B087	IN01B087	FBbt:20008706	adult IN01B087 neuron			
IN01B088	IN01B088	FBbt:20008707	adult IN01B088 neuron			
IN01B089	IN01B089	FBbt:20008708	adult IN01B089 neuron			
IN01B090	IN01B090	FBbt:20008709	adult IN01B090 neuron			
IN01B091	IN01B091	FBbt:20008710	adult IN01B091 neuron			
IN01B092	IN01B092	FBbt:20008711	adult IN01B092 neuron			
IN01B093	IN01B093	FBbt:20008712	adult IN01B093 neuron			
