systematicType	type	FBbt_id	FBbt_name	notes	mapping_ref	specificity
IN12B033	IN12B033	FBbt:20009735	adult IN12B033 neuron			
IN12B034	IN12B034	FBbt:20009736	adult IN12B034 neuron			
IN12B035	IN12B035	FBbt:20009737	adult IN12B035 neuron			
IN12B036	IN12B036	FBbt:20009738	adult IN12B036 neuron			
IN12B037	IN12B037	FBbt:20009739	adult IN12B037 neuron			
IN12B038	IN12B038	FBbt:20009740	adult IN12B038 neuron			
IN12B039	IN12B039	FBbt:20009741	adult IN12B039 neuron			
IN12B040	IN12B040	FBbt:20009742	adult IN12B040 neuron			
IN12B041	IN12B041	FBbt:20009743	adult IN12B041 neuron			
IN12B042	IN12B042	FBbt:20009744	adult IN12B042 neuron			
IN12B043	IN12B043	FBbt:20009745	adult IN12B043 neuron			
IN12B044	IN12B044	FBbt:20009746	adult IN12B044 neuron			
IN12B045	IN12B045	FBbt:20009747	adult IN12B045 neuron			
IN12B046	IN12B046	FBbt:20009748	adult IN12B046 neuron			
IN12B047	IN12B047	FBbt:20009749	adult IN12B047 neuron			
IN12B048	IN12B048	FBbt:20009750	adult IN12B048 neuron			
IN12B049	IN12B049	FBbt:20009751	adult IN12B049 neuron			
IN12B050	IN12B050	FBbt:20009752	adult IN12B050 neuron			
IN12B051	IN12B051	FBbt:20009753	adult IN12B051 neuron			
IN12B052	IN12B052	FBbt:20009754	adult IN12B052 neuron			
IN12B053	IN12B053	FBbt:20009755	adult IN12B053 neuron			
IN12B054	IN12B054	FBbt:20009756	adult IN12B054 neuron			
IN12B056	IN12B056	FBbt:20009757	adult IN12B056 neuron			
IN12B057	IN12B057	FBbt:20009758	adult IN12B057 neuron			
IN12B058	IN12B058	FBbt:20009759	adult IN12B058 neuron			
IN12B059	IN12B059	FBbt:20009760	adult IN12B059 neuron			
IN12B060	IN12B060	FBbt:20009761	adult IN12B060 neuron			
IN12B061	IN12B061	FBbt:20009762	adult IN12B061 neuron			
IN12B062	IN12B062	FBbt:20009763	adult IN12B062 neuron			
IN12B063	IN12B063	FBbt:20009764	adult IN12B063 neuron			
IN12B064	IN12B064	FBbt:20009765	adult IN12B064 neuron			
IN12B065	IN12B065	FBbt:20009766	adult IN12B065 neuron			
IN12B066	IN12B066	FBbt:20009767	adult IN12B066 neuron			
IN12B068	IN12B068	FBbt:20009768	adult IN12B068 neuron			
IN12B069	IN12B069	FBbt:20009769	adult IN12B069 neuron			
IN12B070	IN12B070	FBbt:20009770	adult IN12B070 neuron			
IN12B071	IN12B071	FBbt:20009771	adult IN12B071 neuron			
IN12B072	IN12B072	FBbt:20009772	adult IN12B072 neuron			
IN12B073	IN12B073	FBbt:20009773	adult IN12B073 neuron			
IN12B074	IN12B074	FBbt:20009774	adult IN12B074 neuron			
IN12B075	IN12B075	FBbt:20009775	adult IN12B075 neuron			
IN12B077	IN12B077	FBbt:20009776	adult IN12B077 neuron			
IN12B078	IN12B078	FBbt:20009777	adult IN12B078 neuron			
IN12B079	IN12B079	FBbt:20009778	adult IN12B079 neuron			
IN12B081	IN12B081	FBbt:20009779	adult IN12B081 neuron			
IN12B082	IN12B082	FBbt:20009780	adult IN12B082 neuron			
IN12B083	IN12B083	FBbt:20009781	adult IN12B083 neuron			
IN12B084	IN12B084	FBbt:20009782	adult IN12B084 neuron			
IN12B085	IN12B085	FBbt:20009783	adult IN12B085 neuron			
IN12B086	IN12B086	FBbt:20009784	adult IN12B086 neuron			
IN12B087	IN12B087	FBbt:20009785	adult IN12B087 neuron			
IN12B088	IN12B088	FBbt:20009786	adult IN12B088 neuron			
IN12B090	IN12B090	FBbt:20009787	adult IN12B090 neuron			
IN12B091	IN12B091	FBbt:20009788	adult IN12B091 neuron			
IN12B092	IN12B092	FBbt:20009789	adult IN12B092 neuron			
IN13A001	IN13A001	FBbt:20009790	adult IN13A001 neuron			
IN13A002	IN13A002	FBbt:20009791	adult IN13A002 neuron			
IN13A003	IN13A003	FBbt:20009792	adult IN13A003 neuron			
IN13A004	IN13A004	FBbt:20009793	adult IN13A004 neuron			
IN13A005	IN13A005	FBbt:20009794	adult IN13A005 neuron			
IN13A006	IN13A006	FBbt:20009795	adult IN13A006 neuron			
IN13A007	IN13A007	FBbt:20009796	adult IN13A007 neuron			
IN13A008	IN13A008	FBbt:20009797	adult IN13A008 neuron			
IN13A009	IN13A009	FBbt:20009798	adult IN13A009 neuron			
IN13A010	IN13A010	FBbt:20009799	adult IN13A010 neuron			
IN13A011	IN13A011	FBbt:20009800	adult IN13A011 neuron			
IN13A012	IN13A012	FBbt:20009801	adult IN13A012 neuron			
IN13A013	IN13A013	FBbt:20009802	adult IN13A013 neuron			
IN13A014	IN13A014	FBbt:20009803	adult IN13A014 neuron			
IN13A015	IN13A015	FBbt:20009804	adult IN13A015 neuron			
IN13A017	IN13A017	FBbt:20009805	adult IN13A017 neuron			
IN13A018	IN13A018	FBbt:20009806	adult IN13A018 neuron			
IN13A019	IN13A019	FBbt:20009807	adult IN13A019 neuron			
IN13A020	IN13A020	FBbt:20009808	adult IN13A020 neuron			
IN13A021	IN13A021	FBbt:20009809	adult IN13A021 neuron			
IN13A022	IN13A022	FBbt:20009810	adult IN13A022 neuron			
IN13A023	IN13A023	FBbt:20009811	adult IN13A023 neuron			
IN13A024	IN13A024	FBbt:20009812	adult IN13A024 neuron			
IN13A025	IN13A025	FBbt:20009813	adult IN13A025 neuron			
IN13A026	IN13A026	FBbt:20009814	adult IN13A026 neuron			
IN13A027	IN13A027	FBbt:20009815	adult IN13A027 neuron			
IN13A028	IN13A028	FBbt:20009816	adult IN13A028 neuron			
IN13A029	IN13A029	FBbt:20009817	adult IN13A029 neuron			
IN13A030	IN13A030	FBbt:20009818	adult IN13A030 neuron			
IN13A031	IN13A031	FBbt:20009819	adult IN13A031 neuron			
IN13A032	IN13A032	FBbt:20009820	adult IN13A032 neuron			
IN13A033	IN13A033	FBbt:20009821	adult IN13A033 neuron			
IN13A034	IN13A034	FBbt:20009822	adult IN13A034 neuron			
IN13A035	IN13A035	FBbt:20009823	adult IN13A035 neuron			
IN13A036	IN13A036	FBbt:20009824	adult IN13A036 neuron			
IN13A037	IN13A037	FBbt:20009825	adult IN13A037 neuron			
IN13A038	IN13A038	FBbt:20009826	adult IN13A038 neuron			
IN13A039	IN13A039	FBbt:20009827	adult IN13A039 neuron			
IN13A040	IN13A040	FBbt:20009828	adult IN13A040 neuron			
IN13A041	IN13A041	FBbt:20009829	adult IN13A041 neuron			
IN13A042	IN13A042	FBbt:20009830	adult IN13A042 neuron			
IN13A043	IN13A043	FBbt:20009831	adult IN13A043 neuron			
IN13A044	IN13A044	FBbt:20009832	adult IN13A044 neuron			
IN13A045	IN13A045	FBbt:20009833	adult IN13A045 neuron			
IN13A046	IN13A046	FBbt:20009834	adult IN13A046 neuron			
IN13A047	IN13A047	FBbt:20009835	adult IN13A047 neuron			
IN13A049	IN13A049	FBbt:20009836	adult IN13A049 neuron			
IN13A050	IN13A050	FBbt:20009837	adult IN13A050 neuron			
IN13A051	IN13A051	FBbt:20009838	adult IN13A051 neuron			
IN13A052	IN13A052	FBbt:20009839	adult IN13A052 neuron			
IN13A053	IN13A053	FBbt:20009840	adult IN13A053 neuron			
IN13A054	IN13A054	FBbt:20009841	adult IN13A054 neuron			
IN13A055	IN13A055	FBbt:20009842	adult IN13A055 neuron			
IN13A056	IN13A056	FBbt:20009843	adult IN13A056 neuron			
IN13A057	IN13A057	FBbt:20009844	adult IN13A057 neuron			
IN13A058	IN13A058	FBbt:20009845	adult IN13A058 neuron			
IN13A059	IN13A059	FBbt:20009846	adult IN13A059 neuron			
IN13A060	IN13A060	FBbt:20009847	adult IN13A060 neuron			
IN13A061	IN13A061	FBbt:20009848	adult IN13A061 neuron			
IN13A062	IN13A062	FBbt:20009849	adult IN13A062 neuron			
IN13A063	IN13A063	FBbt:20009850	adult IN13A063 neuron			
IN13A064	IN13A064	FBbt:20009851	adult IN13A064 neuron			
IN13A065	IN13A065	FBbt:20009852	adult IN13A065 neuron			
IN13A066	IN13A066	FBbt:20009853	adult IN13A066 neuron			
IN13A067	IN13A067	FBbt:20009854	adult IN13A067 neuron			
IN13A068	IN13A068	FBbt:20009855	adult IN13A068 neuron			
IN13A069	IN13A069	FBbt:20009856	adult IN13A069 neuron			
IN13A070	IN13A070	FBbt:20009857	adult IN13A070 neuron			
IN13A071	IN13A071	FBbt:20009858	adult IN13A071 neuron			
IN13A072	IN13A072	FBbt:20009859	adult IN13A072 neuron			
IN13A073	IN13A073	FBbt:20009860	adult IN13A073 neuron			
IN13B001	IN13B001	FBbt:20009861	adult IN13B001 neuron			
IN13B004	IN13B004	FBbt:20009862	adult IN13B004 neuron			
IN13B005	IN13B005	FBbt:20009863	adult IN13B005 neuron			
IN13B006	IN13B006	FBbt:20009864	adult IN13B006 neuron			
IN13B007	IN13B007	FBbt:20009865	adult IN13B007 neuron			
IN13B008	IN13B008	FBbt:20009866	adult IN13B008 neuron			
IN13B009	IN13B009	FBbt:20009867	adult IN13B009 neuron			
IN13B010	IN13B010	FBbt:20009868	adult IN13B010 neuron			
IN13B011	IN13B011	FBbt:20009869	adult IN13B011 neuron			
IN13B012	IN13B012	FBbt:20009870	adult IN13B012 neuron			
IN13B013	IN13B013	FBbt:20009871	adult IN13B013 neuron			
IN13B014	IN13B014	FBbt:20009872	adult IN13B014 neuron			
IN13B015	IN13B015	FBbt:20009873	adult IN13B015 neuron			
IN13B017	IN13B017	FBbt:20009874	adult IN13B017 neuron			
IN13B018	IN13B018	FBbt:20009875	adult IN13B018 neuron			
IN13B019	IN13B019	FBbt:20009876	adult IN13B019 neuron			
IN13B020	IN13B020	FBbt:20009877	adult IN13B020 neuron			
IN13B021	IN13B021	FBbt:20009878	adult IN13B021 neuron			
IN13B022	IN13B022	FBbt:20009879	adult IN13B022 neuron			
IN13B023	IN13B023	FBbt:20009880	adult IN13B023 neuron			
IN13B024	IN13B024	FBbt:20009881	adult IN13B024 neuron			
IN13B025	IN13B025	FBbt:20009882	adult IN13B025 neuron			
IN13B026	IN13B026	FBbt:20009883	adult IN13B026 neuron			
IN13B027	IN13B027	FBbt:20009884	adult IN13B027 neuron			
IN13B028	IN13B028	FBbt:20009885	adult IN13B028 neuron			
IN13B029	IN13B029	FBbt:20009886	adult IN13B029 neuron			
IN13B030	IN13B030	FBbt:20009887	adult IN13B030 neuron			
IN13B031	IN13B031	FBbt:20009888	adult IN13B031 neuron			
IN13B032	IN13B032	FBbt:20009889	adult IN13B032 neuron			
IN13B033	IN13B033	FBbt:20009890	adult IN13B033 neuron			
IN13B034	IN13B034	FBbt:20009891	adult IN13B034 neuron			
IN13B035	IN13B035	FBbt:20009892	adult IN13B035 neuron			
IN13B036	IN13B036	FBbt:20009893	adult IN13B036 neuron			
IN13B037	IN13B037	FBbt:20009894	adult IN13B037 neuron			
IN13B038	IN13B038	FBbt:20009895	adult IN13B038 neuron			
IN13B039	IN13B039	FBbt:20009896	adult IN13B039 neuron			
IN13B040	IN13B040	FBbt:20009897	adult IN13B040 neuron			
IN13B041	IN13B041	FBbt:20009898	adult IN13B041 neuron			
IN13B042	IN13B042	FBbt:20009899	adult IN13B042 neuron			
IN13B043	IN13B043	FBbt:20009900	adult IN13B043 neuron			
IN13B044	IN13B044	FBbt:20009901	adult IN13B044 neuron			
IN13B045	IN13B045	FBbt:20009902	adult IN13B045 neuron			
IN13B046	IN13B046	FBbt:20009903	adult IN13B046 neuron			
IN13B047	IN13B047	FBbt:20009904	adult IN13B047 neuron			
IN13B048	IN13B048	FBbt:20009905	adult IN13B048 neuron			
IN13B049	IN13B049	FBbt:20009906	adult IN13B049 neuron			
IN13B050	IN13B050	FBbt:20009907	adult IN13B050 neuron			
IN13B051	IN13B051	FBbt:20009908	adult IN13B051 neuron			
IN13B052	IN13B052	FBbt:20009909	adult IN13B052 neuron			
IN13B053	IN13B053	FBbt:20009910	adult IN13B053 neuron			
IN13B054	IN13B054	FBbt:20009911	adult IN13B054 neuron			
IN13B055	IN13B055	FBbt:20009912	adult IN13B055 neuron			
IN13B056	IN13B056	FBbt:20009913	adult IN13B056 neuron			
IN13B057	IN13B057	FBbt:20009914	adult IN13B057 neuron			
IN13B058	IN13B058	FBbt:20009915	adult IN13B058 neuron			
IN13B059	IN13B059	FBbt:20009916	adult IN13B059 neuron			
IN13B060	IN13B060	FBbt:20009917	adult IN13B060 neuron			
IN13B061	IN13B061	FBbt:20009918	adult IN13B061 neuron			
IN13B062	IN13B062	FBbt:20009919	adult IN13B062 neuron			
IN13B063	IN13B063	FBbt:20009920	adult IN13B063 neuron			
IN13B064	IN13B064	FBbt:20009921	adult IN13B064 neuron			
IN13B065	IN13B065	FBbt:20009922	adult IN13B065 neuron			
IN13B066	IN13B066	FBbt:20009923	adult IN13B066 neuron			
IN13B067	IN13B067	FBbt:20009924	adult IN13B067 neuron			
IN13B068	IN13B068	FBbt:20009925	adult IN13B068 neuron			
IN13B069	IN13B069	FBbt:20009926	adult IN13B069 neuron			
IN13B070	IN13B070	FBbt:20009927	adult IN13B070 neuron			
IN13B071	IN13B071	FBbt:20009928	adult IN13B071 neuron			
IN13B072	IN13B072	FBbt:20009929	adult IN13B072 neuron			
IN13B073	IN13B073	FBbt:20009930	adult IN13B073 neuron			
IN13B074	IN13B074	FBbt:20009931	adult IN13B074 neuron			
IN13B075	IN13B075	FBbt:20009932	adult IN13B075 neuron			
IN13B076	IN13B076	FBbt:20009933	adult IN13B076 neuron			
IN13B077	IN13B077	FBbt:20009934	adult IN13B077 neuron			
IN13B078	IN13B078	FBbt:20009935	adult IN13B078 neuron			
IN13B079	IN13B079	FBbt:20009936	adult IN13B079 neuron			
IN13B080	IN13B080	FBbt:20009937	adult IN13B080 neuron			
IN13B081	IN13B081	FBbt:20009938	adult IN13B081 neuron			
IN13B082	IN13B082	FBbt:20009939	adult IN13B082 neuron			
IN13B084	IN13B084	FBbt:20009940	adult IN13B084 neuron			
IN13B085	IN13B085	FBbt:20009941	adult IN13B085 neuron			
IN13B087	IN13B087	FBbt:20009942	adult IN13B087 neuron			
IN13B088	IN13B088	FBbt:20009943	adult IN13B088 neuron			
IN13B089	IN13B089	FBbt:20009944	adult IN13B089 neuron			
IN13B090	IN13B090	FBbt:20009945	adult IN13B090 neuron			
IN13B091	IN13B091	FBbt:20009946	adult IN13B091 neuron			
IN13B093	IN13B093	FBbt:20009947	adult IN13B093 neuron			
IN13B094	IN13B094	FBbt:20009948	adult IN13B094 neuron			
IN13B095	IN13B095	FBbt:20009949	adult IN13B095 neuron			
IN13B096	IN13B096	FBbt:20009950	adult IN13B096 neuron			
IN13B097	IN13B097	FBbt:20009951	adult IN13B097 neuron			
IN13B098	IN13B098	FBbt:20009952	adult IN13B098 neuron			
IN13B099	IN13B099	FBbt:20009953	adult IN13B099 neuron			
IN13B100	IN13B100	FBbt:20009954	adult IN13B100 neuron			
IN13B101	IN13B101	FBbt:20009955	adult IN13B101 neuron			
IN13B102	IN13B102	FBbt:20009956	adult IN13B102 neuron			
IN14A001	IN14A001	FBbt:20009957	adult IN14A001 neuron			
IN14A002	IN14A002	FBbt:20009958	adult IN14A002 neuron			
IN14A004	IN14A004	FBbt:20009959	adult IN14A004 neuron			
IN14A005	IN14A005	FBbt:20009960	adult IN14A005 neuron			
IN14A006	IN14A006	FBbt:20009961	adult IN14A006 neuron			
IN14A007	IN14A007	FBbt:20009962	adult IN14A007 neuron			
IN14A008	IN14A008	FBbt:20009963	adult IN14A008 neuron			
IN14A009	IN14A009	FBbt:20009964	adult IN14A009 neuron			
IN14A010	IN14A010	FBbt:20009965	adult IN14A010 neuron			
IN14A011	IN14A011	FBbt:20009966	adult IN14A011 neuron			
IN14A012	IN14A012	FBbt:20009967	adult IN14A012 neuron			
IN14A013	IN14A013	FBbt:20009968	adult IN14A013 neuron			
IN14A014	IN14A014	FBbt:20009969	adult IN14A014 neuron			
IN14A015	IN14A015	FBbt:20009970	adult IN14A015 neuron			
IN14A016	IN14A016	FBbt:20009971	adult IN14A016 neuron			
IN14A017	IN14A017	FBbt:20009972	adult IN14A017 neuron			
IN14A018	IN14A018	FBbt:20009973	adult IN14A018 neuron			
IN14A020	IN14A020	FBbt:20009974	adult IN14A020 neuron			
IN14A021	IN14A021	FBbt:20009975	adult IN14A021 neuron			
IN14A022	IN14A022	FBbt:20009976	adult IN14A022 neuron			
IN14A023	IN14A023	FBbt:20009977	adult IN14A023 neuron			
IN14A024	IN14A024	FBbt:20009978	adult IN14A024 neuron			
IN14A025	IN14A025	FBbt:20009979	adult IN14A025 neuron			
IN14A026	IN14A026	FBbt:20009980	adult IN14A026 neuron			
IN14A027	IN14A027	FBbt:20009981	adult IN14A027 neuron			
IN14A028	IN14A028	FBbt:20009982	adult IN14A028 neuron			
IN14A029	IN14A029	FBbt:20009983	adult IN14A029 neuron			
IN14A030	IN14A030	FBbt:20009984	adult IN14A030 neuron			
IN14A031	IN14A031	FBbt:20009985	adult IN14A031 neuron			
IN14A032	IN14A032	FBbt:20009986	adult IN14A032 neuron			
IN14A033	IN14A033	FBbt:20009987	adult IN14A033 neuron			
IN14A034	IN14A034	FBbt:20009988	adult IN14A034 neuron			
IN14A035	IN14A035	FBbt:20009989	adult IN14A035 neuron			
IN14A036	IN14A036	FBbt:20009990	adult IN14A036 neuron			
IN14A037	IN14A037	FBbt:20009991	adult IN14A037 neuron			
IN14A038	IN14A038	FBbt:20009992	adult IN14A038 neuron			
IN14A039	IN14A039	FBbt:20009993	adult IN14A039 neuron			
IN14A040	IN14A040	FBbt:20009994	adult IN14A040 neuron			
IN14A041	IN14A041	FBbt:20009995	adult IN14A041 neuron			
IN14A042	IN14A042	FBbt:20009996	adult IN14A042 neuron			
IN14A043	IN14A043	FBbt:20009997	adult IN14A043 neuron			
IN14A044	IN14A044	FBbt:20009998	adult IN14A044 neuron			
IN14A045	IN14A045	FBbt:20009999	adult IN14A045 neuron			
IN14A046	IN14A046	FBbt:20010000	adult IN14A046 neuron			
IN14A047	IN14A047	FBbt:20010001	adult IN14A047 neuron			
IN14A048	IN14A048	FBbt:20010002	adult IN14A048 neuron			
IN14A050	IN14A050	FBbt:20010003	adult IN14A050 neuron			
IN14A051	IN14A051	FBbt:20010004	adult IN14A051 neuron			
IN14A052	IN14A052	FBbt:20010005	adult IN14A052 neuron			
IN14A053	IN14A053	FBbt:20010006	adult IN14A053 neuron			
IN14A054	IN14A054	FBbt:20010007	adult IN14A054 neuron			
IN14A055	IN14A055	FBbt:20010008	adult IN14A055 neuron			
IN14A056	IN14A056	FBbt:20010009	adult IN14A056 neuron			
IN14A057	IN14A057	FBbt:20010010	adult IN14A057 neuron			
IN14A058	IN14A058	FBbt:20010011	adult IN14A058 neuron			
IN14A059	IN14A059	FBbt:20010012	adult IN14A059 neuron			
IN14A060	IN14A060	FBbt:20010013	adult IN14A060 neuron			
IN14A061	IN14A061	FBbt:20010014	adult IN14A061 neuron			
IN14A062	IN14A062	FBbt:20010015	adult IN14A062 neuron			
IN14A063	IN14A063	FBbt:20010016	adult IN14A063 neuron			
IN14A064	IN14A064	FBbt:20010017	adult IN14A064 neuron			
IN14A065	IN14A065	FBbt:20010018	adult IN14A065 neuron			
IN14A066	IN14A066	FBbt:20010019	adult IN14A066 neuron			
IN14A067	IN14A067	FBbt:20010020	adult IN14A067 neuron			
IN14A068	IN14A068	FBbt:20010021	adult IN14A068 neuron			
IN14A069	IN14A069	FBbt:20010022	adult IN14A069 neuron			
IN14A070	IN14A070	FBbt:20010023	adult IN14A070 neuron			
IN14A071	IN14A071	FBbt:20010024	adult IN14A071 neuron			
IN14A072	IN14A072	FBbt:20010025	adult IN14A072 neuron			
IN14A074	IN14A074	FBbt:20010026	adult IN14A074 neuron			
IN14A075	IN14A075	FBbt:20010027	adult IN14A075 neuron			
IN14A076	IN14A076	FBbt:20010028	adult IN14A076 neuron			
IN14A077	IN14A077	FBbt:20010029	adult IN14A077 neuron			
IN14A078	IN14A078	FBbt:20010030	adult IN14A078 neuron			
IN14A079	IN14A079	FBbt:20010031	adult IN14A079 neuron			
IN14A080	IN14A080	FBbt:20010032	adult IN14A080 neuron			
IN14A081	IN14A081	FBbt:20010033	adult IN14A081 neuron			
IN14A082	IN14A082	FBbt:20010034	adult IN14A082 neuron			
IN14A083	IN14A083	FBbt:20010035	adult IN14A083 neuron			
IN14A084	IN14A084	FBbt:20010036	adult IN14A084 neuron			
IN14A085	IN14A085	FBbt:20010037	adult IN14A085 neuron			
IN14A086	IN14A086	FBbt:20010038	adult IN14A086 neuron			
IN14A087	IN14A087	FBbt:20010039	adult IN14A087 neuron			
IN14A088	IN14A088	FBbt:20010040	adult IN14A088 neuron			
IN14A089	IN14A089	FBbt:20010041	adult IN14A089 neuron			
IN14A090	IN14A090	FBbt:20010042	adult IN14A090 neuron			
IN14A091	IN14A091	FBbt:20010043	adult IN14A091 neuron			
IN14A092	IN14A092	FBbt:20010044	adult IN14A092 neuron			
IN14A093	IN14A093	FBbt:20010045	adult IN14A093 neuron			
IN14A094	IN14A094	FBbt:20010046	adult IN14A094 neuron			
IN14A095	IN14A095	FBbt:20010047	adult IN14A095 neuron			
IN14A096	IN14A096	FBbt:20010048	adult IN14A096 neuron			
IN14A097	IN14A097	FBbt:20010049	adult IN14A097 neuron			
IN14A098	IN14A098	FBbt:20010050	adult IN14A098 neuron			
IN14A099	IN14A099	FBbt:20010051	adult IN14A099 neuron			
IN14A100	IN14A100	FBbt:20010052	adult IN14A100 neuron			
IN14A101	IN14A101	FBbt:20010053	adult IN14A101 neuron			
IN14A102	IN14A102	FBbt:20010054	adult IN14A102 neuron			
IN14A103	IN14A103	FBbt:20010055	adult IN14A103 neuron			
IN14A104	IN14A104	FBbt:20010056	adult IN14A104 neuron			
IN14A105	IN14A105	FBbt:20010057	adult IN14A105 neuron			
IN14A106	IN14A106	FBbt:20010058	adult IN14A106 neuron			
IN14A107	IN14A107	FBbt:20010059	adult IN14A107 neuron			
IN14A108	IN14A108	FBbt:20010060	adult IN14A108 neuron			
IN14A109	IN14A109	FBbt:20010061	adult IN14A109 neuron			
IN14A110	IN14A110	FBbt:20010062	adult IN14A110 neuron			
IN14A111	IN14A111	FBbt:20010063	adult IN14A111 neuron			
IN14A112	IN14A112	FBbt:20010064	adult IN14A112 neuron			
IN14A113	IN14A113	FBbt:20010065	adult IN14A113 neuron			
IN14A114	IN14A114	FBbt:20010066	adult IN14A114 neuron			
IN14A115	IN14A115	FBbt:20010067	adult IN14A115 neuron			
IN14A116	IN14A116	FBbt:20010068	adult IN14A116 neuron			
IN14A117	IN14A117	FBbt:20010069	adult IN14A117 neuron			
IN14A118	IN14A118	FBbt:20010070	adult IN14A118 neuron			
IN14A119	IN14A119	FBbt:20010071	adult IN14A119 neuron			
IN14A120	IN14A120	FBbt:20010072	adult IN14A120 neuron			
IN14A121	IN14A121	FBbt:20010073	adult IN14A121 neuron			
IN14A122	IN14A122	FBbt:20010074	adult IN14A122 neuron			
IN14A123	IN14A123	FBbt:20010075	adult IN14A123 neuron			
IN14A124	IN14A124	FBbt:20010076	adult IN14A124 neuron			
IN14B001	IN14B001	FBbt:20010077	adult IN14B001 neuron			
IN14B002	IN14B002	FBbt:20010078	adult IN14B002 neuron			
IN14B003	IN14B003	FBbt:20010079	adult IN14B003 neuron			
IN14B004	IN14B004	FBbt:20010080	adult IN14B004 neuron			
IN14B005	IN14B005	FBbt:20010081	adult IN14B005 neuron			
IN14B006	IN14B006	FBbt:20010082	adult IN14B006 neuron			
IN14B007	IN14B007	FBbt:20010083	adult IN14B007 neuron			
IN14B008	IN14B008	FBbt:20010084	adult IN14B008 neuron			
IN14B009	IN14B009	FBbt:20010085	adult IN14B009 neuron			
IN14B010	IN14B010	FBbt:20010086	adult IN14B010 neuron			
IN14B011	IN14B011	FBbt:20010087	adult IN14B011 neuron			
IN14B012	IN14B012	FBbt:20010088	adult IN14B012 neuron			
IN14B013	IN14B013	FBbt:20010089	adult IN14B013 neuron			
IN14B014	IN14B014	FBbt:20010090	adult IN14B014 neuron			
IN16B014	IN16B014	FBbt:20010091	adult IN16B014 neuron			
IN16B016	IN16B016	FBbt:20010092	adult IN16B016 neuron			
IN16B018	IN16B018	FBbt:20010093	adult IN16B018 neuron			
IN16B020	IN16B020	FBbt:20010094	adult IN16B020 neuron			
IN16B022	IN16B022	FBbt:20010095	adult IN16B022 neuron			
IN16B024	IN16B024	FBbt:20010096	adult IN16B024 neuron			
IN16B029	IN16B029	FBbt:20010097	adult IN16B029 neuron			
IN16B030	IN16B030	FBbt:20010098	adult IN16B030 neuron			
IN16B032	IN16B032	FBbt:20010099	adult IN16B032 neuron			
IN16B033	IN16B033	FBbt:20010100	adult IN16B033 neuron			
IN16B034	IN16B034	FBbt:20010101	adult IN16B034 neuron			
IN16B036	IN16B036	FBbt:20010102	adult IN16B036 neuron			
IN16B037	IN16B037	FBbt:20010103	adult IN16B037 neuron			
IN16B038	IN16B038	FBbt:20010104	adult IN16B038 neuron			
IN16B039	IN16B039	FBbt:20010105	adult IN16B039 neuron			
IN16B040	IN16B040	FBbt:20010106	adult IN16B040 neuron			
IN16B041	IN16B041	FBbt:20010107	adult IN16B041 neuron			
IN16B042	IN16B042	FBbt:20010108	adult IN16B042 neuron			
IN16B045	IN16B045	FBbt:20010109	adult IN16B045 neuron			
IN16B046	IN16B046	FBbt:20010110	adult IN16B046 neuron			
IN16B047	IN16B047	FBbt:20010111	adult IN16B047 neuron			
IN16B048	IN16B048	FBbt:20010112	adult IN16B048 neuron			
IN16B049	IN16B049	FBbt:20010113	adult IN16B049 neuron			
IN16B050	IN16B050	FBbt:20010114	adult IN16B050 neuron			
IN16B051	IN16B051	FBbt:20010115	adult IN16B051 neuron			
IN16B052	IN16B052	FBbt:20010116	adult IN16B052 neuron			
IN16B053	IN16B053	FBbt:20010117	adult IN16B053 neuron			
IN16B054	IN16B054	FBbt:20010118	adult IN16B054 neuron			
IN16B055	IN16B055	FBbt:20010119	adult IN16B055 neuron			
IN16B056	IN16B056	FBbt:20010120	adult IN16B056 neuron			
IN16B057	IN16B057	FBbt:20010121	adult IN16B057 neuron			
IN16B058	IN16B058	FBbt:20010122	adult IN16B058 neuron			
IN16B059	IN16B059	FBbt:20010123	adult IN16B059 neuron			
IN16B060	IN16B060	FBbt:20010124	adult IN16B060 neuron			
IN16B061	IN16B061	FBbt:20010125	adult IN16B061 neuron			
IN16B062	IN16B062	FBbt:20010126	adult IN16B062 neuron			
IN16B063	IN16B063	FBbt:20010127	adult IN16B063 neuron			
IN16B064	IN16B064	FBbt:20010128	adult IN16B064 neuron			
IN16B065	IN16B065	FBbt:20010129	adult IN16B065 neuron			
IN16B066	IN16B066	FBbt:20010130	adult IN16B066 neuron			
IN16B067	IN16B067	FBbt:20010131	adult IN16B067 neuron			
IN16B068	IN16B068	FBbt:20010132	adult IN16B068 neuron			
IN16B069	IN16B069	FBbt:20010133	adult IN16B069 neuron			
IN16B070	IN16B070	FBbt:20010134	adult IN16B070 neuron			
IN16B071	IN16B071	FBbt:20010135	adult IN16B071 neuron			
IN16B072	IN16B072	FBbt:20010136	adult IN16B072 neuron			
IN16B073	IN16B073	FBbt:20010137	adult IN16B073 neuron			
IN16B074	IN16B074	FBbt:20010138	adult IN16B074 neuron			
IN16B075	IN16B075	FBbt:20010139	adult IN16B075 neuron			
IN16B076	IN16B076	FBbt:20010140	adult IN16B076 neuron			
IN16B077	IN16B077	FBbt:20010141	adult IN16B077 neuron			
IN16B079	IN16B079	FBbt:20010142	adult IN16B079 neuron			
IN16B080	IN16B080	FBbt:20010143	adult IN16B080 neuron			
IN16B082	IN16B082	FBbt:20010144	adult IN16B082 neuron			
